TARGET_PERIOD,period_dt,actual,full_gcsr_eigenvector,full_gcsr_pagerank,full_gcsr_softmax,graph_only_eigenvector,graph_only_pagerank,graph_only_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
2008-08-01,2008-08-01,7.3,6.845269653591858,6.964467522714882,6.804604143850145,6.845494978584937,6.922165803792263,6.8249223664531735,7.2,6.81426326631451,6.799999999993199,6.925323695891011,7.2,6.833114842392228
2008-11-01,2008-11-01,7.7,7.423440036775564,7.454004988184592,7.403410559073904,7.440092300113761,7.2295938403752515,7.145553165800482,7.4,6.8,7.3999999999926,6.895486596254065,7.4,7.128601438653188
2009-02-01,2009-02-01,8.7,7.331554908697367,7.564557898591484,7.527436704200497,7.696919982176911,7.430626754208309,7.349383397503935,7.7,7.4,7.3415525906565575,7.699999999992277,7.4,7.254545454545454
2009-05-01,2009-05-01,9.2,7.825609868192812,8.154804538454977,7.77773309802124,7.809194087066891,7.78023010738356,7.751129617465024,8.154804538463132,7.5,7.752316872711687,7.799999999992199,8.154804538463132,7.629349993008587
2009-08-01,2009-08-01,9.6,8.5999999999914,8.53078256744744,8.5999999999914,8.541877486024822,8.140709213776192,8.191241296369371,8.6,8.3,8.536631641943599,8.0999999999919,8.6,8.032647667744266
2009-11-01,2009-11-01,9.8,9.999999999989999,9.99999999999,9.99999999999,9.364688262299852,9.370020684032914,9.541699647298959,10.0,10.2,9.999999999989999,8.48742873284454,10.0,9.214014644806563
2010-02-01,2010-02-01,10.1,10.554476737097765,10.599106847718186,10.611415304486489,10.156119278589655,10.256939413992088,10.407260398580114,10.3,11.0,10.840806744188125,10.499999999988496,11.0,10.289083186205787
2010-05-01,2010-05-01,10.2,10.986931055202792,11.104066810235077,10.986931055202792,10.830144638741285,10.825349897389781,10.805915065930792,10.2,10.25,11.00259877377377,10.91727272726181,11.6,10.917272727272726
2010-08-01,2010-08-01,10.0,10.662536763215883,10.662536763215883,10.662536763215883,10.45254052865387,10.378344353875095,10.306060376299241,10.3,10.3,10.55714540664464,10.299999999989701,11.6,10.690640927272728
2010-11-01,2010-11-01,10.0,10.52101356461407,10.52101356461407,10.52101356461407,10.304016561882289,10.445240831300453,10.282666583298257,10.2,10.4,10.539071752665523,10.346534890701244,10.4,10.551227272727273
2011-02-01,2011-02-01,9.9,10.557415892169383,10.557415892169383,10.557415892169383,10.311957631342976,10.4022834534984,10.38603826683689,9.9,10.8,10.792164889730218,10.637153014918155,10.8,10.461177272727275
2011-05-01,2011-05-01,9.9,10.242719777166283,10.242719777166283,10.242719777166283,10.415907838561925,10.22330313187904,10.223214774675004,10.7,9.8,10.27874408232534,9.799999999990199,9.8,10.255927272727273
2011-08-01,2011-08-01,10.1,9.930705562135692,9.930705562135692,9.930705562135692,10.07280309505002,10.060107176789536,10.064295097514474,10.1,10.2485,9.768938828883432,10.094895351589743,10.2485,10.095318181818183
2011-11-01,2011-11-01,10.4,9.857694531630274,9.77087678857705,9.773907302272443,9.983540514612502,9.89275304614035,9.950944308349536,9.5,9.866018873,9.636277672021283,10.006548194290895,9.7,9.951456261181818
2012-02-01,2012-02-01,10.7,9.644706020409862,9.544363118138467,9.689399809435987,9.725338245110619,9.641829431093452,9.694610723429996,9.6,9.5111764706,9.49564727530141,9.599999999990398,9.6,9.646470588236363
2012-05-01,2012-05-01,11.0,9.76959241292877,9.769292726560423,9.802106661606405,9.876162623734976,9.64314195630124,9.653855363515039,10.005222222217778,9.5,9.537986534266844,9.499999999990498,9.8,9.511581045748141
2012-08-01,2012-08-01,11.1,10.001114912020807,10.03581170775359,9.997024567045637,10.004219789399022,10.07548431924834,10.084020664598784,10.0,10.0,9.887139057223013,9.999999999989999,10.1,10.082860962563636
2012-11-01,2012-11-01,11.5,10.756979984488826,10.756979984488826,10.756979984488826,11.389393665790958,10.898226507649037,11.001900429768458,11.4,10.6,10.477478228802369,10.676400235746872,10.6,10.817013368981819
2013-02-01,2013-02-01,11.7,11.139879759576125,11.139879759576125,11.139879759576125,11.202822511132704,11.190817464707202,11.179913689107664,11.3,11.3,11.24412192019345,10.999999999989003,11.3,11.11383542781182
2013-05-01,2013-05-01,11.7,11.54607471494474,11.457332394410145,11.457332394410145,11.587914280890883,11.528366427637273,11.516761381590234,11.6,11.4,11.228568648449372,11.4999999999885,11.6,11.470187165772726
2013-08-01,2013-08-01,11.5,11.65655713545123,11.713853288162301,11.647223575873362,11.736585731580195,11.737610417756594,11.748784984571156,11.6,11.7,11.578502490409502,11.627615434748584,12.3,11.74909090909091
2013-11-01,2013-11-01,11.5,12.266962689863051,12.266962689863051,12.266962689863051,12.315795807964797,12.168073393460714,12.200959142687053,11.5,12.4,12.207453103974565,12.501075856648873,12.5,12.206178074863635
2014-02-01,2014-02-01,11.4,12.310984371167672,12.310984371167672,12.310984371167672,12.166268110442537,12.185266059636103,12.239162560120791,12.5,12.2,12.1999999999878,12.666156182554348,12.7,12.318636363636362
2014-05-01,2014-05-01,11.1,12.390998331010291,12.390998331010291,12.390998331010291,11.959544627425823,12.108285803592139,12.195235003934677,11.5,12.2,12.378771789542853,12.427968121827389,12.5,12.328136363636366
2014-08-01,2014-08-01,10.8,12.043901259322798,12.043901259322798,12.043901259322798,11.552737368700715,11.778911041605554,11.691214073595303,11.2,11.2,12.245855054422766,11.998316661561093,11.8,11.924224581736365
2014-11-01,2014-11-01,10.9,11.880341304856106,11.914043178292767,11.916230512175364,11.469629153896264,11.712695739569973,11.737706610253282,11.3,11.3,12.01902326315573,12.072619480214904,11.3,11.86157818770909
2015-02-01,2015-02-01,10.6,11.653886780404655,11.632230507847321,11.641291229097156,11.440727956802723,11.563304880547587,11.580498248029636,11.45,11.45,11.699104483843438,11.72326406940189,11.45,11.63018181818182
2015-05-01,2015-05-01,10.3,11.310655820958335,11.302473983706374,11.275009236866547,11.290458465421022,11.212473419932536,11.22350657832036,11.1,11.2,11.35544835918312,11.2999999999887,11.2,11.271545454545453
2015-08-01,2015-08-01,10.0,11.294191299956461,11.294191299956461,11.294191299956461,11.20364455956088,11.246671386468549,11.220700035862555,11.2,11.4,11.297552965492544,11.254789029453507,11.2,11.242517269825456
2015-11-01,2015-11-01,9.8,11.138433098623805,11.144949173959448,11.058802130838654,10.891077328583055,10.9656071795767,11.040563959418902,10.7,10.8,10.960949351002151,11.348041557490289,10.8,11.098486116909092
2016-02-01,2016-02-01,9.6,10.69426496670782,10.78862870260422,10.71865850775808,10.626378929366973,10.725985248425177,10.724228260135996,10.5,10.6,10.933124251812778,10.899557031175947,10.6,10.79265138830909
2016-05-01,2016-05-01,9.4,10.547239605476342,10.485155050964101,10.466853579196316,10.303846634871718,10.449409820342819,10.509535497055897,10.3,10.3,10.631766676454191,10.69163566103894,10.3,10.594096219736363
2016-08-01,2016-08-01,9.1,10.202369729186831,10.406011456275877,10.422849146256606,10.02211256124974,10.331442287705073,10.346539962417417,10.2746379187,10.4,10.496075085525506,10.326401778242802,10.4,10.438148901699998
2016-11-01,2016-11-01,9.0,10.127918494829173,10.130266417180366,10.1411099167928,10.10874142030691,10.133839150287336,10.12887020633716,10.1,10.1,10.19893109806058,10.06653422454728,10.1,10.128090909090908
2017-02-01,2017-02-01,8.6,9.889977191660407,9.946618573199453,9.889977191660407,9.787303795126556,9.93081445415604,9.853698394220217,9.9,9.9,9.873592784282641,9.836194232750625,9.9475,9.87479090909091
2017-05-01,2017-05-01,8.4,9.750076609721795,9.750076609721795,9.750076609721795,9.729393357383984,9.760054167972232,9.769238772928917,9.7,9.7,9.674482961076109,9.838766103646094,9.8,9.78834183428182
2017-08-01,2017-08-01,8.2,9.699999999990297,9.59073795930349,9.60272507113385,9.699297484795032,9.650972827853176,9.670409266037767,9.7,9.7,9.546512195325551,9.62799958140165,9.6,9.665652526172728
2017-11-01,2017-11-01,7.9,9.417386477838589,9.417386477838589,9.417386477838589,9.4004832731336,9.410335544801862,9.404418545768321,9.4,9.5,9.417653505716062,9.398329108808538,9.4075,9.402283085852728
2018-02-01,2018-02-01,7.7,8.991776266243498,8.991776266243498,8.87962004249131,8.835626508106364,8.903107499483037,8.854710841888709,8.7,9.1,9.03305194092938,8.732291214928912,9.1,8.98027121679091
2018-05-01,2018-05-01,7.4,8.748758580392597,8.59566373538929,8.588204556646703,8.649058641638018,8.680780659653742,8.696138825965013,8.5,8.657,8.885274847789416,8.65699999999134,8.657,8.78086042428182
2018-08-01,2018-08-01,7.2,8.099999999991901,8.099999999991898,8.145081973402853,8.289818486195424,8.42232462741174,8.501534091610353,8.1,8.5495,8.501162106460855,8.232010336383974,8.5495,8.545338864509091
2018-11-01,2018-11-01,7.1,7.999999999991998,7.999999999991998,8.082783977790827,7.998993055308839,8.071826243291362,8.100215125140407,8.0,8.17,8.175707367719038,8.052628165085688,8.0,8.150796612809092
2019-02-01,2019-02-01,7.0,7.899999999992098,7.817871123605148,7.8215079092146045,7.890497391017779,7.884867429483024,7.9104953440060894,7.7,7.9,7.942571124334372,7.882013363501862,7.9,7.954138297159091
2019-05-01,2019-05-01,6.8,7.999999999992,8.014774069124341,7.952187233803763,7.939708371229425,7.951604832899131,7.929224305956473,8.0,8.0,7.963647572666452,7.812294452503715,8.0,7.939665734318181
2019-08-01,2019-08-01,6.7,7.528404422469711,7.568650294565163,7.4999999999924984,7.5203672503897,7.679797782118084,7.7229281106143794,7.5,7.5,7.761261807167871,7.51168647052226,8.0,7.775298159836364
2019-11-01,2019-11-01,6.7,7.599999999992399,7.599999999992398,7.599999999992399,7.600899817870378,7.62101424838604,7.619187586255808,7.6,7.6,7.607642343817412,7.622746001088589,7.5,7.6210395701163645
2020-02-01,2020-02-01,6.6,7.531756290289567,7.588139052895951,7.588224267178348,7.475702765489098,7.55353431147837,7.630495348282196,7.3,7.6,7.746212892992528,7.5999999999923995,7.6,7.646458599096363
2020-05-01,2020-05-01,7.0,7.271719422947552,7.349328074445223,7.369217393538013,7.397952644256159,7.440500864210791,7.429177212441975,7.3,7.3,7.670755180996367,7.447371018518004,7.3,7.469326344674141
2020-08-01,2020-08-01,7.8,7.440650985550797,7.389228323851956,7.390171252746396,7.440335474910875,7.385570007058409,7.414589188167403,7.5,7.2,7.415304631965983,7.46657164160985,7.2,7.416989700996363
2020-11-01,2020-11-01,7.4,7.393104942188015,7.393104942188015,7.390159826948718,7.44796753864506,7.3957799400689845,7.3617414155674865,7.3,7.3,7.433204356583473,7.345005548755544,7.3,7.359727192240808
