Method,Mean_Loss,Median_Loss,Std_Loss,Total_Loss,Rel_MSFE
rs_selection,0.572098197576706,0.3700000000000001,0.6026822770457237,34.32589185460236,0.658696044456138
graph_only_eigenvector,0.6408914067136997,0.5768901816598255,0.606587140180631,38.453484402821985,0.7379024026231834
graph_only_pagerank,0.754595517941397,0.6385585747657979,0.6843888174096368,45.27573107648382,0.8688177745319421
graph_only_softmax,0.7633866754118838,0.7029730835852614,0.6950470302520021,45.80320052471303,0.878939639408512
full_gcsr_softmax,0.7697199384195073,0.657437622445074,0.6478133610599467,46.18319630517043,0.8862315611612679
full_gcsr_pagerank,0.774411681684376,0.78227666711678,0.6517041084135193,46.464700901062564,0.8916334882137621
full_gcsr_eigenvector,0.7836881440468612,0.7481269435763984,0.6822860674985767,47.02128864281167,0.9023141180262619
rs_selection_v2,0.804257522147208,0.8099999999999983,0.7582925581422255,48.25545132883248,0.9259970592573511
recent_best,0.8665173666210284,0.8100000000000006,0.7170308105160449,51.9910419972617,0.9976811048583885
equal,0.8685313998635114,0.846103329157587,0.7577243315683196,52.11188399181068,0.9999999999988487
var_error,0.8735288269875123,0.8794803017197534,0.739994122519129,52.41172961925074,1.0057538819250296
bates_granger_mv,0.9161545477389785,0.8561274743596637,0.7247335801059532,54.96927286433871,1.0548318090536466
