Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.965328052157127,0.948801767424266,0.9470771935251242,0.9486697816145818
pagerank,0.9907037414788251,0.947998628497633,0.949551650973708,0.9437836154492428
softmax,0.972304382086236,0.9481553337432324,0.9437314664619675,0.9414153659863997
