Method,Mean_Loss,Median_Loss,Std_Loss,Total_Loss,Rel_MSFE
equal,0.45302972469773267,0.1884675163823749,0.7656402931746299,90.60594493954653,0.9999999999977927
full_gcsr_v2_softmax,0.49934043091658814,0.22968752101677123,0.775054140741837,99.86808618331763,1.1022244318485996
full_gcsr_pagerank,0.4993850244640376,0.22239214276237718,0.7758320518298011,99.87700489280752,1.1023228658917061
full_gcsr_softmax,0.499688274821745,0.22640605355446136,0.7768935665382635,99.937654964349,1.1029922488067214
full_gcsr_v2_pagerank,0.5008372958267416,0.22551645566645862,0.7768336010877199,100.16745916534833,1.1055285525906744
full_gcsr_eigenvector,0.502144660896123,0.2026859934045847,0.7799016810168241,100.4289321792246,1.1084143788358525
full_gcsr_v2_eigenvector,0.5078136095807537,0.21156554000823785,0.7857575004508118,101.56272191615075,1.1209277932445882
graph_only_v2_softmax,0.5118383677470204,0.2299499237532716,0.8323508597864685,102.36767354940409,1.129811886156909
bates_granger_mv,0.519924554646001,0.22318551437712938,0.7937651799169557,103.9849109292002,1.1476610171479449
var_error,0.5570960649958865,0.2573149877511174,0.7919613647527785,111.41921299917729,1.2297119474143965
graph_only_pagerank,0.5611466093417901,0.23310088871605505,0.8898331538208326,112.22932186835801,1.2386529597256686
graph_only_softmax,0.5687242461880612,0.22786016296311346,1.0143418377956228,113.74484923761224,1.2553795373278565
graph_only_v2_pagerank,0.5832851688876332,0.23518779931131165,0.9127089973700026,116.65703377752664,1.287520745521767
graph_only_eigenvector,0.8617174617853136,0.3396241504108105,1.2001463182087975,172.34349235706273,1.9021212401865255
graph_only_v2_eigenvector,1.1499802932905323,0.4640793032598415,1.569169468375715,229.99605865810648,2.5384212792113714
rs_selection,1.3220321626425107,0.553950438487508,1.8260117187942293,264.40643252850214,2.9182018100946236
recent_best,1.4343299900297746,0.7006651005864968,1.849288666361901,286.8659980059549,3.166083618428376
rs_selection_v2,1.519054772700702,0.6473274665323588,2.167481773429362,303.8109545401404,3.3531017720986895
