method,oos_period,herfindahl,effective_n,turnover
equal,200,0.125,8.0,
equal,201,0.125,8.0,0.0
equal,202,0.125,8.0,0.0
equal,203,0.125,8.0,0.0
equal,204,0.125,8.0,0.0
equal,205,0.125,8.0,0.0
equal,206,0.125,8.0,0.0
equal,207,0.125,8.0,0.0
equal,208,0.125,8.0,0.0
equal,209,0.125,8.0,0.0
equal,210,0.125,8.0,0.0
equal,211,0.125,8.0,0.0
equal,212,0.125,8.0,0.0
equal,213,0.125,8.0,0.0
equal,214,0.125,8.0,0.0
equal,215,0.125,8.0,0.0
equal,216,0.125,8.0,0.0
equal,217,0.125,8.0,0.0
equal,218,0.125,8.0,0.0
equal,219,0.125,8.0,0.0
equal,220,0.125,8.0,0.0
equal,221,0.125,8.0,0.0
equal,222,0.125,8.0,0.0
equal,223,0.125,8.0,0.0
equal,224,0.125,8.0,0.0
equal,225,0.125,8.0,0.0
equal,226,0.125,8.0,0.0
equal,227,0.125,8.0,0.0
equal,228,0.125,8.0,0.0
equal,229,0.125,8.0,0.0
equal,230,0.125,8.0,0.0
equal,231,0.125,8.0,0.0
equal,232,0.125,8.0,0.0
equal,233,0.125,8.0,0.0
equal,234,0.125,8.0,0.0
equal,235,0.125,8.0,0.0
equal,236,0.125,8.0,0.0
equal,237,0.125,8.0,0.0
equal,238,0.125,8.0,0.0
equal,239,0.125,8.0,0.0
equal,240,0.125,8.0,0.0
equal,241,0.125,8.0,0.0
equal,242,0.125,8.0,0.0
equal,243,0.125,8.0,0.0
equal,244,0.125,8.0,0.0
equal,245,0.125,8.0,0.0
equal,246,0.125,8.0,0.0
equal,247,0.125,8.0,0.0
equal,248,0.125,8.0,0.0
equal,249,0.125,8.0,0.0
equal,250,0.125,8.0,0.0
equal,251,0.125,8.0,0.0
equal,252,0.125,8.0,0.0
equal,253,0.125,8.0,0.0
equal,254,0.125,8.0,0.0
equal,255,0.125,8.0,0.0
equal,256,0.125,8.0,0.0
equal,257,0.125,8.0,0.0
equal,258,0.125,8.0,0.0
equal,259,0.125,8.0,0.0
equal,260,0.125,8.0,0.0
equal,261,0.125,8.0,0.0
equal,262,0.125,8.0,0.0
equal,263,0.125,8.0,0.0
equal,264,0.125,8.0,0.0
equal,265,0.125,8.0,0.0
equal,266,0.125,8.0,0.0
equal,267,0.125,8.0,0.0
equal,268,0.125,8.0,0.0
equal,269,0.125,8.0,0.0
equal,270,0.125,8.0,0.0
equal,271,0.125,8.0,0.0
equal,272,0.125,8.0,0.0
equal,273,0.125,8.0,0.0
equal,274,0.125,8.0,0.0
equal,275,0.125,8.0,0.0
equal,276,0.125,8.0,0.0
equal,277,0.125,8.0,0.0
equal,278,0.125,8.0,0.0
equal,279,0.125,8.0,0.0
equal,280,0.125,8.0,0.0
equal,281,0.125,8.0,0.0
equal,282,0.125,8.0,0.0
equal,283,0.125,8.0,0.0
equal,284,0.125,8.0,0.0
equal,285,0.125,8.0,0.0
equal,286,0.125,8.0,0.0
equal,287,0.125,8.0,0.0
equal,288,0.125,8.0,0.0
equal,289,0.125,8.0,0.0
equal,290,0.125,8.0,0.0
equal,291,0.125,8.0,0.0
equal,292,0.125,8.0,0.0
equal,293,0.125,8.0,0.0
equal,294,0.125,8.0,0.0
equal,295,0.125,8.0,0.0
equal,296,0.125,8.0,0.0
equal,297,0.125,8.0,0.0
equal,298,0.125,8.0,0.0
equal,299,0.125,8.0,0.0
equal,300,0.125,8.0,0.0
equal,301,0.125,8.0,0.0
equal,302,0.125,8.0,0.0
equal,303,0.125,8.0,0.0
equal,304,0.125,8.0,0.0
equal,305,0.125,8.0,0.0
equal,306,0.125,8.0,0.0
equal,307,0.125,8.0,0.0
equal,308,0.125,8.0,0.0
equal,309,0.125,8.0,0.0
equal,310,0.125,8.0,0.0
equal,311,0.125,8.0,0.0
equal,312,0.125,8.0,0.0
equal,313,0.125,8.0,0.0
equal,314,0.125,8.0,0.0
equal,315,0.125,8.0,0.0
equal,316,0.125,8.0,0.0
equal,317,0.125,8.0,0.0
equal,318,0.125,8.0,0.0
equal,319,0.125,8.0,0.0
equal,320,0.125,8.0,0.0
equal,321,0.125,8.0,0.0
equal,322,0.125,8.0,0.0
equal,323,0.125,8.0,0.0
equal,324,0.125,8.0,0.0
equal,325,0.125,8.0,0.0
equal,326,0.125,8.0,0.0
equal,327,0.125,8.0,0.0
equal,328,0.125,8.0,0.0
equal,329,0.125,8.0,0.0
equal,330,0.125,8.0,0.0
equal,331,0.125,8.0,0.0
equal,332,0.125,8.0,0.0
equal,333,0.125,8.0,0.0
equal,334,0.125,8.0,0.0
equal,335,0.125,8.0,0.0
equal,336,0.125,8.0,0.0
equal,337,0.125,8.0,0.0
equal,338,0.125,8.0,0.0
equal,339,0.125,8.0,0.0
equal,340,0.125,8.0,0.0
equal,341,0.125,8.0,0.0
equal,342,0.125,8.0,0.0
equal,343,0.125,8.0,0.0
equal,344,0.125,8.0,0.0
equal,345,0.125,8.0,0.0
equal,346,0.125,8.0,0.0
equal,347,0.125,8.0,0.0
equal,348,0.125,8.0,0.0
equal,349,0.125,8.0,0.0
equal,350,0.125,8.0,0.0
equal,351,0.125,8.0,0.0
equal,352,0.125,8.0,0.0
equal,353,0.125,8.0,0.0
equal,354,0.125,8.0,0.0
equal,355,0.125,8.0,0.0
equal,356,0.125,8.0,0.0
equal,357,0.125,8.0,0.0
equal,358,0.125,8.0,0.0
equal,359,0.125,8.0,0.0
equal,360,0.125,8.0,0.0
equal,361,0.125,8.0,0.0
equal,362,0.125,8.0,0.0
equal,363,0.125,8.0,0.0
equal,364,0.125,8.0,0.0
equal,365,0.125,8.0,0.0
equal,366,0.125,8.0,0.0
equal,367,0.125,8.0,0.0
equal,368,0.125,8.0,0.0
equal,369,0.125,8.0,0.0
equal,370,0.125,8.0,0.0
equal,371,0.125,8.0,0.0
equal,372,0.125,8.0,0.0
equal,373,0.125,8.0,0.0
equal,374,0.125,8.0,0.0
equal,375,0.125,8.0,0.0
equal,376,0.125,8.0,0.0
equal,377,0.125,8.0,0.0
equal,378,0.125,8.0,0.0
equal,379,0.125,8.0,0.0
equal,380,0.125,8.0,0.0
equal,381,0.125,8.0,0.0
equal,382,0.125,8.0,0.0
equal,383,0.125,8.0,0.0
equal,384,0.125,8.0,0.0
equal,385,0.125,8.0,0.0
equal,386,0.125,8.0,0.0
equal,387,0.125,8.0,0.0
equal,388,0.125,8.0,0.0
equal,389,0.125,8.0,0.0
equal,390,0.125,8.0,0.0
equal,391,0.125,8.0,0.0
equal,392,0.125,8.0,0.0
equal,393,0.125,8.0,0.0
equal,394,0.125,8.0,0.0
equal,395,0.125,8.0,0.0
equal,396,0.125,8.0,0.0
equal,397,0.125,8.0,0.0
equal,398,0.125,8.0,0.0
equal,399,0.125,8.0,0.0
var_error,200,0.29102961233022984,3.4360764596879063,
var_error,201,0.2987204574767991,3.347611370331634,0.09218973353597995
var_error,202,0.32043219627942804,3.1207850260089507,0.1573183851886097
var_error,203,0.24432690453159495,4.0928771308142435,0.47157542814339554
var_error,204,0.2364203263960062,4.2297547560483055,0.4613489320264417
var_error,205,0.1994491305096396,5.01380977417532,0.2676700982831418
var_error,206,0.23428662377540546,4.2682761136147125,0.14982958358921622
var_error,207,0.19398081428812558,5.155148995893324,0.4016310997910893
var_error,208,0.20201917383484025,4.950025193240048,0.2822666648027598
var_error,209,0.2084095688728907,4.798244175678428,0.4183143512789828
var_error,210,0.20101816353963647,4.974674837295593,0.15848704893638355
var_error,211,0.19278441045121367,5.18714141698227,0.16707033055063022
var_error,212,0.1478971959971826,6.761453408616684,0.20942082712085885
var_error,213,0.16381218271846568,6.104552075462183,0.22610460031692342
var_error,214,0.19327191035313984,5.174057617440807,0.3200710974413523
var_error,215,0.3160627336223906,3.163928845830743,0.4704842926868003
var_error,216,0.17186369122930428,5.818564659278604,0.42787689324543543
var_error,217,0.23111628395189127,4.326826231803546,0.45197388176759806
var_error,218,0.34099285096852605,2.9326128015871538,0.47492527731441897
var_error,219,0.18606659583765656,5.374419817259954,0.36512141331583925
var_error,220,0.22632228409532018,4.418477853373156,0.1681950205189767
var_error,221,0.21698002794822005,4.6087191040395625,0.10863567654236556
var_error,222,0.1902992812778994,5.25488059274208,0.43789151904233004
var_error,223,0.18015234816338024,5.550857428142427,0.3908766454505953
var_error,224,0.18016668754686732,5.5504156379623,0.2749678162816673
var_error,225,0.21637130318400413,4.621684970624736,0.39347653752366946
var_error,226,0.18084723418594784,5.529528856226776,0.3908531914976703
var_error,227,0.1523882911633926,6.562183960234765,0.2022248972879953
var_error,228,0.20400370669989287,4.901871716826629,0.2773004622208335
var_error,229,0.19616676042104902,5.097703595928366,0.12131906980724644
var_error,230,0.17073507074955857,5.857027473089242,0.27744429436024043
var_error,231,0.20573171771847898,4.860699220760841,0.2974048052591538
var_error,232,0.172304219039638,5.8036884156037605,0.4567644860787242
var_error,233,0.18528244210417008,5.397165476898112,0.11083037668940025
var_error,234,0.23454888154534634,4.263503596399225,0.4823437485172114
var_error,235,0.24665121595978773,4.054308007802536,0.4797158376965972
var_error,236,0.16017814603208025,6.243048910053694,0.4236148610897048
var_error,237,0.15625294844505125,6.399879233969561,0.2893108035205907
var_error,238,0.18204919162411876,5.493020820793994,0.21660333080977076
var_error,239,0.14104504225218434,7.089933712182735,0.27165319694627377
var_error,240,0.1534542680492024,6.516599458018122,0.17578772326918962
var_error,241,0.15597785307491624,6.411166587346855,0.1545799436030387
var_error,242,0.14277645233998046,7.00395606986222,0.0582524914506743
var_error,243,0.1926703039966885,5.190213433291658,0.2893647251584699
var_error,244,0.17989375801727964,5.558836565657522,0.2592860339893299
var_error,245,0.21741227754998405,4.599556249853901,0.42094250017070434
var_error,246,0.2043470710426411,4.893635102757749,0.6107608294849933
var_error,247,0.21213227172003882,4.714039933159007,0.312620806531825
var_error,248,0.17942965336595282,5.573214801683122,0.5050282196316145
var_error,249,0.20248697016563816,4.938589377785549,0.3547997591495102
var_error,250,0.2310332281981953,4.328381712876968,0.40749208424505423
var_error,251,0.2169235377147303,4.609919285545999,0.3949038286693707
var_error,252,0.2870555102316187,3.4836467664150477,0.4990524707066408
var_error,253,0.16493861280877412,6.062861709400795,0.4411900496636729
var_error,254,0.1989313096710322,5.026860787543576,0.262710666914874
var_error,255,0.24697358522963456,4.049016007400978,0.17491455723845692
var_error,256,0.1929877953973747,5.1816748201145755,0.22692178329659934
var_error,257,0.2856829496789716,3.500383908538198,0.3872114095153002
var_error,258,0.1867320715649986,5.355266460758537,0.5271757782826606
var_error,259,0.2095081895869315,4.7730831046347655,0.2259037745873618
var_error,260,0.16534615424559956,6.047918105882487,0.35365555806523447
var_error,261,0.25978504502279787,3.849336284589605,0.443685639649701
var_error,262,0.17169319089829366,5.824342798733193,0.1735311807817202
var_error,263,0.20093945028089505,4.97662354804938,0.143453994347446
var_error,264,0.18345850301506933,5.450823938740303,0.11078552542734901
var_error,265,0.19653849772127102,5.088061685595004,0.1529908192030074
var_error,266,0.23730851799482552,4.213923749765295,0.1405739320273861
var_error,267,0.177037072407288,5.648534436332181,0.14389257821297774
var_error,268,0.17246758253923405,5.7981910877223175,0.11059363903774927
var_error,269,0.2119908470155419,4.717184793958043,0.2996229301784745
var_error,270,0.21156128864648252,4.726762662478357,0.3363252113382177
var_error,271,0.18950123805659963,5.277010378693796,0.33224254767534855
var_error,272,0.2665018901692243,3.7523186021870854,0.3251434716114401
var_error,273,0.24842022466433775,4.0254371452694215,0.5184476776281888
var_error,274,0.18119440643029394,5.5189341641443175,0.39206310615639306
var_error,275,0.20942557837891612,4.77496592221743,0.34983381907227645
var_error,276,0.16546018712695715,6.043749964048468,0.32497206461299133
var_error,277,0.18332089918288816,5.454915421303713,0.22777389281644272
var_error,278,0.20444488324021856,4.891293849721934,0.3881165055734519
var_error,279,0.21501876526079072,4.6507568713229555,0.37835307391287765
var_error,280,0.19611054305343317,5.099164911942218,0.18018026920546099
var_error,281,0.20872973549401452,4.790884239053116,0.39276593924106007
var_error,282,0.17910185410149848,5.583415118825581,0.17781554384667517
var_error,283,0.28044563341744,3.5657535038583106,0.4740428844452832
var_error,284,0.25161265094218105,3.974362959316356,0.2067584716196116
var_error,285,0.33867221353535554,2.9527075444457904,0.4785096586806284
var_error,286,0.25277247845890044,3.95612689362697,0.25645567784249046
var_error,287,0.2172244593344132,4.603533152132365,0.21760534983303578
var_error,288,0.23332579929031905,4.285852670564456,0.41409685923091916
var_error,289,0.21531492429978089,4.644359898655746,0.4060372348230995
var_error,290,0.17610960066341141,5.678282139264201,0.37263678840136905
var_error,291,0.24900815163697904,4.015932785436951,0.31797465322108354
var_error,292,0.15646529560591182,6.391193626212766,0.30876394294660575
var_error,293,0.2059243704364801,4.856151789515668,0.1776965984482351
var_error,294,0.2145879852292653,4.660093149817322,0.3211280583933843
var_error,295,0.19223747624676168,5.201899335779723,0.34051028654238363
var_error,296,0.21871976580778524,4.572060491683305,0.5889952777515735
var_error,297,0.1677307598516195,5.961935669310954,0.2380461329479246
var_error,298,0.18848015044561794,5.305598481515057,0.2213569840124366
var_error,299,0.20971193219476864,4.768445884477647,0.33085426390877226
var_error,300,0.16315520788564158,6.12913319138987,0.23483108001236
var_error,301,0.18324250755068527,5.45724904863244,0.3821762846978577
var_error,302,0.20409660894434684,4.899640445631708,0.37466140613522886
var_error,303,0.2231334308056211,4.481623378395204,0.13219801463659409
var_error,304,0.18537880331771156,5.3943599920976375,0.1683666966557083
var_error,305,0.2022652067937749,4.9440040422749405,0.2720548887308346
var_error,306,0.18232100836727805,5.484831446223366,0.15275663720180083
var_error,307,0.19083441936282908,5.240144850907231,0.28349987526588727
var_error,308,0.15228168302871722,6.566777961151246,0.2764614031391184
var_error,309,0.21343344821246563,4.685301242027138,0.26640416008289003
var_error,310,0.20427218689283216,4.895429060661266,0.24315893551001072
var_error,311,0.1536069076794528,6.510123894211855,0.25772949517009996
var_error,312,0.2193263152702198,4.559416405495872,0.27789364931277294
var_error,313,0.17516424170117367,5.7089277485411545,0.2133415148924693
var_error,314,0.17283262618702236,5.78594459889708,0.0940616974696259
var_error,315,0.18784396170799605,5.323567448787641,0.10382548777934078
var_error,316,0.179651549709409,5.566331053740008,0.3435236946895644
var_error,317,0.19590415031673047,5.104537082972655,0.3195829797033861
var_error,318,0.23672582712572884,4.22429614943909,0.3002915147024653
var_error,319,0.1598385967783218,6.256311179876584,0.26744688670247085
var_error,320,0.1852840984228173,5.397117229768987,0.1600128649655728
var_error,321,0.20221417916536455,4.945251634319029,0.2708693551435052
var_error,322,0.1387143200276839,7.209061038546165,0.3907138401608838
var_error,323,0.1831244588437761,5.46076699046031,0.30751846838509617
var_error,324,0.2051159380635567,4.875291551893654,0.1581678351712268
var_error,325,0.15391575574346705,6.497060649636871,0.13455294941199553
var_error,326,0.18660614463093067,5.358880341147385,0.26421044893005047
var_error,327,0.16335715122126715,6.121556310966152,0.2754333588889954
var_error,328,0.2690833255184375,3.7163209502979044,0.28702234955553807
var_error,329,0.2062177548304926,4.849242980178805,0.30601259729322056
var_error,330,0.16726189175558961,5.978648151733473,0.1646008254895932
var_error,331,0.1483463283991453,6.740982475207398,0.18606764755383695
var_error,332,0.22365265476490892,4.471219002748453,0.3274901063256281
var_error,333,0.16861079561015685,5.9308183463654895,0.5123444614503619
var_error,334,0.16338132099597186,6.120650720070104,0.31671420786782456
var_error,335,0.22883041768243406,4.370048397096309,0.23801700603703213
var_error,336,0.16791036703062961,5.955558418960418,0.44141198247104796
var_error,337,0.16178933132300888,6.180877266891732,0.2174451865252616
var_error,338,0.15682090910678015,6.376700694415022,0.29369568231188226
var_error,339,0.16078040328919285,6.219663463595857,0.1886550045612206
var_error,340,0.15389848506872392,6.497789757666857,0.1476469491777745
var_error,341,0.14189372142327544,7.0475281779167265,0.16517180264870635
var_error,342,0.19534723458297718,5.119089615651725,0.23265600048789098
var_error,343,0.1476506887647634,6.772741856918777,0.20462569101649591
var_error,344,0.1689190935462621,5.919993879946606,0.1201420397860025
var_error,345,0.1758639776987992,5.686212794030463,0.12655408636354457
var_error,346,0.1607568930499892,6.220573071719161,0.14745252946476375
var_error,347,0.16352023333111249,6.115451156280445,0.208229653607568
var_error,348,0.19321841342701113,5.17549017334082,0.3695630772197527
var_error,349,0.1699193950984078,5.885143361185201,0.33950015705284287
var_error,350,0.16080408746732122,6.218747394734112,0.3838571717916989
