oos_period,row_model,col_model,adjacency_matrice
227,6,5,0.23321701238494721
227,6,6,0.0
227,6,7,0.20837314946312974
227,6,8,0.26432306601019795
227,7,1,0.0
227,7,2,0.0
227,7,3,0.0
227,7,4,0.0
227,7,5,0.0
227,7,6,0.0
227,7,7,0.0
227,7,8,0.013583973562816095
227,8,1,0.0
227,8,2,0.0
227,8,3,0.0
227,8,4,0.0
227,8,5,0.0
227,8,6,0.0
227,8,7,0.0
227,8,8,0.0
228,1,1,0.0
228,1,2,0.09947657196951136
228,1,3,0.0
228,1,4,0.0
228,1,5,0.0
228,1,6,0.07652848096963215
228,1,7,0.0
228,1,8,0.6746492247680215
228,2,1,0.0
228,2,2,0.0
228,2,3,0.0
228,2,4,0.0
228,2,5,0.0
228,2,6,0.0
228,2,7,0.0
228,2,8,0.01647999862836851
228,3,1,0.5124995108744819
228,3,2,0.3229532380739033
228,3,3,0.0
228,3,4,0.0
228,3,5,0.11302118552935737
228,3,6,0.21232566880592263
228,3,7,0.3247553179705173
228,3,8,0.2860556243789415
228,4,1,0.03640087500617764
228,4,2,0.4229169453480571
228,4,3,0.27933641625772987
228,4,4,0.0
228,4,5,0.2881305823507738
228,4,6,0.16626935403980891
228,4,7,0.3903888205015239
228,4,8,0.47656323134961864
228,5,1,0.08868217283306062
228,5,2,0.35703824232182624
228,5,3,0.0
228,5,4,0.0
228,5,5,0.0
228,5,6,0.0
228,5,7,0.0
228,5,8,0.13576014110056184
228,6,1,0.0
228,6,2,0.194243934407791
228,6,3,0.0
228,6,4,0.0
228,6,5,0.34264005830122995
228,6,6,0.0
228,6,7,0.22749664317320384
228,6,8,0.26291418755724205
228,7,1,0.09153106314036048
228,7,2,0.02570055781653651
228,7,3,0.0
228,7,4,0.0
228,7,5,0.01861070084497879
228,7,6,0.0
228,7,7,0.0
228,7,8,0.0
228,8,1,0.0
228,8,2,0.0
228,8,3,0.0
228,8,4,0.0
228,8,5,0.0
228,8,6,0.0
228,8,7,0.02470448499223261
228,8,8,0.0
229,1,1,0.0
229,1,2,0.0
229,1,3,0.0
229,1,4,0.0
229,1,5,0.0
229,1,6,0.0
229,1,7,0.0
229,1,8,0.0
229,2,1,0.1948181084497714
229,2,2,0.0
229,2,3,0.0
229,2,4,0.0
229,2,5,0.09821413005276965
229,2,6,0.0
229,2,7,0.0
229,2,8,0.0
229,3,1,0.42609475276019465
229,3,2,0.1995285621647236
229,3,3,0.0
229,3,4,0.0
229,3,5,0.6562290198042984
229,3,6,0.08541094931686234
229,3,7,0.5704626929052762
229,3,8,0.29732740330840646
229,4,1,0.7557654644953531
229,4,2,0.4477714366934557
229,4,3,0.25158252909759293
