oos_period,variant,row_model,col_model,sigma
151,legacy,8,2,2.2665968848137026
151,legacy,8,3,3.152862606064343
151,legacy,8,4,3.356334617551828
151,legacy,8,5,1.4760568002233958
151,legacy,8,6,2.698549954795256
151,legacy,8,7,3.0311741588565853
151,legacy,8,8,0.0
152,legacy,1,1,0.0
152,legacy,1,2,1.903515393493161
152,legacy,1,3,3.2336817889968343
152,legacy,1,4,2.6180270587549823
152,legacy,1,5,1.6325660094822156
152,legacy,1,6,2.121526367581531
152,legacy,1,7,2.4092005757390713
152,legacy,1,8,2.557064754676239
152,legacy,2,1,1.903515393493161
152,legacy,2,2,0.0
152,legacy,2,3,2.0738332247659903
152,legacy,2,4,2.361920480225969
152,legacy,2,5,0.18419507732391605
152,legacy,2,6,1.5513875115577307
152,legacy,2,7,3.0352620300544557
152,legacy,2,8,2.3812561320707792
152,legacy,3,1,3.2336817889968343
152,legacy,3,2,2.0738332247659903
152,legacy,3,3,0.0
152,legacy,3,4,3.918301099266374
152,legacy,3,5,1.9597769596439165
152,legacy,3,6,2.680799526217572
152,legacy,3,7,3.36177766318398
152,legacy,3,8,3.125533464840189
152,legacy,4,1,2.6180270587549823
152,legacy,4,2,2.361920480225969
152,legacy,4,3,3.918301099266374
152,legacy,4,4,0.0
152,legacy,4,5,2.417185351700762
152,legacy,4,6,2.4191820826924495
152,legacy,4,7,3.5443917902091053
152,legacy,4,8,3.2322396609310804
152,legacy,5,1,1.6325660094822156
152,legacy,5,2,0.18419507732391605
152,legacy,5,3,1.9597769596439165
152,legacy,5,4,2.417185351700762
152,legacy,5,5,0.0
152,legacy,5,6,1.1143545050452561
152,legacy,5,7,2.754653970546353
152,legacy,5,8,1.3602251796291893
152,legacy,6,1,2.121526367581531
152,legacy,6,2,1.5513875115577307
152,legacy,6,3,2.680799526217572
152,legacy,6,4,2.4191820826924495
152,legacy,6,5,1.1143545050452561
152,legacy,6,6,0.0
152,legacy,6,7,2.9182080066876406
152,legacy,6,8,2.64572437934706
152,legacy,7,1,2.4092005757390713
152,legacy,7,2,3.0352620300544557
152,legacy,7,3,3.36177766318398
152,legacy,7,4,3.5443917902091053
152,legacy,7,5,2.754653970546353
152,legacy,7,6,2.9182080066876406
152,legacy,7,7,0.0
152,legacy,7,8,2.8996823127271347
152,legacy,8,1,2.557064754676239
152,legacy,8,2,2.3812561320707792
152,legacy,8,3,3.125533464840189
152,legacy,8,4,3.2322396609310804
152,legacy,8,5,1.3602251796291893
152,legacy,8,6,2.64572437934706
152,legacy,8,7,2.8996823127271347
152,legacy,8,8,0.0
153,legacy,1,1,0.0
153,legacy,1,2,1.8169295326884494
153,legacy,1,3,3.135031513908231
153,legacy,1,4,2.506271674462907
153,legacy,1,5,1.5533532502558782
153,legacy,1,6,1.9843308678971734
153,legacy,1,7,2.3053944130861934
153,legacy,1,8,2.5890760196428624
153,legacy,2,1,1.8169295326884494
153,legacy,2,2,0.0
153,legacy,2,3,2.03012311545231
153,legacy,2,4,2.2695509936478344
153,legacy,2,5,1e-06
153,legacy,2,6,1.4503019418475804
153,legacy,2,7,2.9309048639497344
153,legacy,2,8,2.4205623267057685
153,legacy,3,1,3.135031513908231
153,legacy,3,2,2.03012311545231
153,legacy,3,3,0.0
153,legacy,3,4,3.801070241591605
153,legacy,3,5,2.0875654357538296
153,legacy,3,6,2.631672508428285
153,legacy,3,7,3.2505081707792223
153,legacy,3,8,3.3039664478866566
153,legacy,4,1,2.506271674462907
153,legacy,4,2,2.2695509936478344
153,legacy,4,3,3.801070241591605
153,legacy,4,4,0.0
153,legacy,4,5,2.3478734076358716
153,legacy,4,6,2.288503680306844
153,legacy,4,7,3.423501755653978
153,legacy,4,8,3.2692038830125667
153,legacy,5,1,1.5533532502558782
153,legacy,5,2,1e-06
153,legacy,5,3,2.0875654357538296
153,legacy,5,4,2.3478734076358716
153,legacy,5,5,0.0
153,legacy,5,6,0.9287746492087887
153,legacy,5,7,2.7430660763001202
153,legacy,5,8,1.2282201041510876
153,legacy,6,1,1.9843308678971734
153,legacy,6,2,1.4503019418475804
153,legacy,6,3,2.631672508428285
153,legacy,6,4,2.288503680306844
153,legacy,6,5,0.9287746492087887
153,legacy,6,6,0.0
153,legacy,6,7,2.808144747073102
153,legacy,6,8,2.564140539635474
153,legacy,7,1,2.3053944130861934
153,legacy,7,2,2.9309048639497344
153,legacy,7,3,3.2505081707792223
153,legacy,7,4,3.423501755653978
153,legacy,7,5,2.7430660763001202
153,legacy,7,6,2.808144747073102
153,legacy,7,7,0.0
153,legacy,7,8,3.027309299904932
153,legacy,8,1,2.5890760196428624
153,legacy,8,2,2.4205623267057685
153,legacy,8,3,3.3039664478866566
153,legacy,8,4,3.2692038830125667
153,legacy,8,5,1.2282201041510876
153,legacy,8,6,2.564140539635474
153,legacy,8,7,3.027309299904932
153,legacy,8,8,0.0
154,legacy,1,1,0.0
154,legacy,1,2,1.8301616059375876
154,legacy,1,3,3.5421057761349655
154,legacy,1,4,2.8352627715079257
154,legacy,1,5,1.8667744714815486
154,legacy,1,6,1.8577154009877554
154,legacy,1,7,2.8846227410443324
154,legacy,1,8,2.8299983570934013
154,legacy,2,1,1.8301616059375876
154,legacy,2,2,0.0
154,legacy,2,3,2.315526771002436
154,legacy,2,4,2.387405024869204
154,legacy,2,5,1e-06
154,legacy,2,6,1.3275503286716122
154,legacy,2,7,3.0919688740489732
154,legacy,2,8,2.5367880337725035
154,legacy,3,1,3.5421057761349655
154,legacy,3,2,2.315526771002436
154,legacy,3,3,0.0
154,legacy,3,4,3.683240903570048
154,legacy,3,5,1.977262379106929
154,legacy,3,6,2.863133783450312
154,legacy,3,7,3.1363457765847085
154,legacy,3,8,3.1972669809641956
154,legacy,4,1,2.8352627715079257
154,legacy,4,2,2.387405024869204
154,legacy,4,3,3.683240903570048
154,legacy,4,4,0.0
154,legacy,4,5,2.1693044204918612
154,legacy,4,6,2.394535620302505
154,legacy,4,7,3.3128687632158473
154,legacy,4,8,3.1669187750007017
154,legacy,5,1,1.8667744714815486
154,legacy,5,2,1e-06
154,legacy,5,3,1.977262379106929
154,legacy,5,4,2.1693044204918612
154,legacy,5,5,0.0
154,legacy,5,6,1.057465873101306
154,legacy,5,7,2.5890082900420315
154,legacy,5,8,1.109812719391824
154,legacy,6,1,1.8577154009877554
154,legacy,6,2,1.3275503286716122
154,legacy,6,3,2.863133783450312
154,legacy,6,4,2.394535620302505
154,legacy,6,5,1.057465873101306
154,legacy,6,6,0.0
154,legacy,6,7,2.9854553800907326
154,legacy,6,8,2.6935368225642478
154,legacy,7,1,2.8846227410443324
154,legacy,7,2,3.0919688740489732
154,legacy,7,3,3.1363457765847085
154,legacy,7,4,3.3128687632158473
154,legacy,7,5,2.5890082900420315
154,legacy,7,6,2.9854553800907326
154,legacy,7,7,0.0
154,legacy,7,8,2.8941934255517228
154,legacy,8,1,2.8299983570934013
154,legacy,8,2,2.5367880337725035
154,legacy,8,3,3.1972669809641956
154,legacy,8,4,3.1669187750007017
154,legacy,8,5,1.109812719391824
154,legacy,8,6,2.6935368225642478
154,legacy,8,7,2.8941934255517228
154,legacy,8,8,0.0
155,legacy,1,1,0.0
155,legacy,1,2,1.9174136855520771
155,legacy,1,3,3.4229573648129588
155,legacy,1,4,2.75170240552112
155,legacy,1,5,1.8320217268279926
155,legacy,1,6,1.6987951376642814
155,legacy,1,7,2.7610618077153313
155,legacy,1,8,2.993301205189932
155,legacy,2,1,1.9174136855520771
155,legacy,2,2,0.0
155,legacy,2,3,2.288406516255794
155,legacy,2,4,2.334749619746484
155,legacy,2,5,0.9305931772611796
155,legacy,2,6,1.3015127040500603
155,legacy,2,7,2.992875648018628
155,legacy,2,8,2.8074829592791173
155,legacy,3,1,3.4229573648129588
155,legacy,3,2,2.288406516255794
155,legacy,3,3,0.0
155,legacy,3,4,3.5602912774966833
155,legacy,3,5,1.853340619050431
155,legacy,3,6,2.747303970917145
155,legacy,3,7,3.013039998148338
155,legacy,3,8,3.0869951624965593
155,legacy,4,1,2.75170240552112
155,legacy,4,2,2.334749619746484
155,legacy,4,3,3.5602912774966833
155,legacy,4,4,0.0
155,legacy,4,5,2.0080139589029806
155,legacy,4,6,2.2529040096328004
155,legacy,4,7,3.1819057928982413
155,legacy,4,8,3.0441617264488237
155,legacy,5,1,1.8320217268279926
155,legacy,5,2,0.9305931772611796
155,legacy,5,3,1.853340619050431
155,legacy,5,4,2.0080139589029806
155,legacy,5,5,0.0
155,legacy,5,6,1.1633749376295428
155,legacy,5,7,2.4230778941873456
155,legacy,5,8,0.9601750190617965
155,legacy,6,1,1.6987951376642814
155,legacy,6,2,1.3015127040500603
155,legacy,6,3,2.747303970917145
155,legacy,6,4,2.2529040096328004
155,legacy,6,5,1.1633749376295428
155,legacy,6,6,0.0
155,legacy,6,7,2.846947220889616
155,legacy,6,8,2.7688130018060386
155,legacy,7,1,2.7610618077153313
155,legacy,7,2,2.992875648018628
155,legacy,7,3,3.013039998148338
155,legacy,7,4,3.1819057928982413
155,legacy,7,5,2.4230778941873456
155,legacy,7,6,2.846947220889616
155,legacy,7,7,0.0
155,legacy,7,8,2.7518955815660404
155,legacy,8,1,2.993301205189932
155,legacy,8,2,2.8074829592791173
155,legacy,8,3,3.0869951624965593
155,legacy,8,4,3.0441617264488237
155,legacy,8,5,0.9601750190617965
155,legacy,8,6,2.7688130018060386
155,legacy,8,7,2.7518955815660404
155,legacy,8,8,0.0
156,legacy,1,1,0.0
156,legacy,1,2,1.8427910960926122
156,legacy,1,3,3.31305187246496
156,legacy,1,4,2.692668457082525
156,legacy,1,5,1.700585361267493
156,legacy,1,6,1.5509207290401588
156,legacy,1,7,2.647548729545506
156,legacy,1,8,2.8946986942113297
156,legacy,2,1,1.8427910960926122
156,legacy,2,2,0.0
156,legacy,2,3,2.2663372138508002
156,legacy,2,4,2.3391672417183607
156,legacy,2,5,0.7870347394362223
156,legacy,2,6,1.1964367704103753
156,legacy,2,7,2.8929309713822016
156,legacy,2,8,2.7274014887184004
156,legacy,3,1,3.31305187246496
156,legacy,3,2,2.2663372138508002
156,legacy,3,3,0.0
156,legacy,3,4,3.4493638542582414
156,legacy,3,5,1.7384954065907698
156,legacy,3,6,2.633326934804886
156,legacy,3,7,2.8913435366116813
156,legacy,3,8,2.986557575087013
156,legacy,4,1,2.692668457082525
156,legacy,4,2,2.3391672417183607
156,legacy,4,3,3.4493638542582414
156,legacy,4,4,0.0
156,legacy,4,5,1.8526181676965592
156,legacy,4,6,2.1262862391163018
156,legacy,4,7,3.083511030587885
156,legacy,4,8,2.9823660959668485
156,legacy,5,1,1.700585361267493
156,legacy,5,2,0.7870347394362223
156,legacy,5,3,1.7384954065907698
156,legacy,5,4,1.8526181676965592
156,legacy,5,5,0.0
156,legacy,5,6,0.9884388760387519
156,legacy,5,7,2.2796562972307592
156,legacy,5,8,0.8981467346234994
156,legacy,6,1,1.5509207290401588
156,legacy,6,2,1.1964367704103753
156,legacy,6,3,2.633326934804886
156,legacy,6,4,2.1262862391163018
156,legacy,6,5,0.9884388760387519
156,legacy,6,6,0.0
156,legacy,6,7,2.70475923186608
156,legacy,6,8,2.664617802979156
156,legacy,7,1,2.647548729545506
156,legacy,7,2,2.8929309713822016
156,legacy,7,3,2.8913435366116813
156,legacy,7,4,3.083511030587885
156,legacy,7,5,2.2796562972307592
156,legacy,7,6,2.70475923186608
156,legacy,7,7,0.0
156,legacy,7,8,2.6124331870628583
156,legacy,8,1,2.8946986942113297
156,legacy,8,2,2.7274014887184004
156,legacy,8,3,2.986557575087013
156,legacy,8,4,2.9823660959668485
156,legacy,8,5,0.8981467346234994
156,legacy,8,6,2.664617802979156
156,legacy,8,7,2.6124331870628583
156,legacy,8,8,0.0
157,legacy,1,1,0.0
157,legacy,1,2,1.9242596774121443
157,legacy,1,3,3.2208933064095917
157,legacy,1,4,2.663149324209016
157,legacy,1,5,1.7361000879721855
157,legacy,1,6,1.4020775892475106
157,legacy,1,7,3.6086663859113033
157,legacy,1,8,2.921133815236131
157,legacy,2,1,1.9242596774121443
157,legacy,2,2,0.0
157,legacy,2,3,2.467035374348706
157,legacy,2,4,2.2615282846164093
157,legacy,2,5,0.5608072773469757
157,legacy,2,6,1.1754479485954215
157,legacy,2,7,3.283502578625775
157,legacy,2,8,2.6393142271684544
157,legacy,3,1,3.2208933064095917
157,legacy,3,2,2.467035374348706
157,legacy,3,3,0.0
157,legacy,3,4,3.4097282924278267
157,legacy,3,5,1.9000397806143434
157,legacy,3,6,2.5799600940130203
157,legacy,3,7,3.9832095965055445
157,legacy,3,8,3.1096044526279445
157,legacy,4,1,2.663149324209016
157,legacy,4,2,2.2615282846164093
157,legacy,4,3,3.4097282924278267
157,legacy,4,4,0.0
157,legacy,4,5,1.6851023806043857
157,legacy,4,6,1.9966962095569556
157,legacy,4,7,3.5848751465197837
157,legacy,4,8,2.8776229751946656
157,legacy,5,1,1.7361000879721855
157,legacy,5,2,0.5608072773469757
157,legacy,5,3,1.9000397806143434
157,legacy,5,4,1.6851023806043857
157,legacy,5,5,0.0
157,legacy,5,6,0.9442713757357981
157,legacy,5,7,2.846499612025664
157,legacy,5,8,0.7202886238197611
157,legacy,6,1,1.4020775892475106
157,legacy,6,2,1.1754479485954215
157,legacy,6,3,2.5799600940130203
157,legacy,6,4,1.9966962095569556
157,legacy,6,5,0.9442713757357981
157,legacy,6,6,0.0
157,legacy,6,7,3.4842651143258965
157,legacy,6,8,2.6017301195854783
157,legacy,7,1,3.6086663859113033
157,legacy,7,2,3.283502578625775
157,legacy,7,3,3.9832095965055445
157,legacy,7,4,3.5848751465197837
157,legacy,7,5,2.846499612025664
157,legacy,7,6,3.4842651143258965
157,legacy,7,7,0.0
157,legacy,7,8,2.9558191161788145
157,legacy,8,1,2.921133815236131
157,legacy,8,2,2.6393142271684544
157,legacy,8,3,3.1096044526279445
157,legacy,8,4,2.8776229751946656
157,legacy,8,5,0.7202886238197611
157,legacy,8,6,2.6017301195854783
157,legacy,8,7,2.9558191161788145
157,legacy,8,8,0.0
158,legacy,1,1,0.0
158,legacy,1,2,2.1204288575888186
158,legacy,1,3,3.1169856153722537
158,legacy,1,4,2.573226538372606
158,legacy,1,5,1.6227364821670576
158,legacy,1,6,1.2345293926746173
158,legacy,1,7,3.5053801620528926
158,legacy,1,8,2.8530635950971677
158,legacy,2,1,2.1204288575888186
158,legacy,2,2,0.0
158,legacy,2,3,2.51631564693352
158,legacy,2,4,2.2938909055800254
158,legacy,2,5,1.0283827218644501
158,legacy,2,6,1.358411192828934
158,legacy,2,7,3.48963965969789
158,legacy,2,8,2.7735655163016615
158,legacy,3,1,3.1169856153722537
158,legacy,3,2,2.51631564693352
158,legacy,3,3,0.0
158,legacy,3,4,3.2820506326436
158,legacy,3,5,1.7786931193887616
158,legacy,3,6,2.47014298685177
158,legacy,3,7,3.8611310303655193
158,legacy,3,8,3.022853841422423
158,legacy,4,1,2.573226538372606
158,legacy,4,2,2.2938909055800254
158,legacy,4,3,3.2820506326436
158,legacy,4,4,0.0
158,legacy,4,5,1.5216814240505094
158,legacy,4,6,1.8511619235081618
158,legacy,4,7,3.4544664725615832
158,legacy,4,8,2.7662759689744942
158,legacy,5,1,1.6227364821670576
158,legacy,5,2,1.0283827218644501
158,legacy,5,3,1.7786931193887616
158,legacy,5,4,1.5216814240505094
158,legacy,5,5,0.0
158,legacy,5,6,0.7519150194927914
158,legacy,5,7,2.6991130962137486
158,legacy,5,8,0.5010760806989467
158,legacy,6,1,1.2345293926746173
158,legacy,6,2,1.358411192828934
158,legacy,6,3,2.47014298685177
158,legacy,6,4,1.8511619235081618
158,legacy,6,5,0.7519150194927914
158,legacy,6,6,0.0
158,legacy,6,7,3.419988648217262
158,legacy,6,8,2.4692383289452087
158,legacy,7,1,3.5053801620528926
158,legacy,7,2,3.48963965969789
158,legacy,7,3,3.8611310303655193
158,legacy,7,4,3.4544664725615832
158,legacy,7,5,2.6991130962137486
158,legacy,7,6,3.419988648217262
158,legacy,7,7,0.0
158,legacy,7,8,2.826632319427291
158,legacy,8,1,2.8530635950971677
158,legacy,8,2,2.7735655163016615
158,legacy,8,3,3.022853841422423
158,legacy,8,4,2.7662759689744942
158,legacy,8,5,0.5010760806989467
158,legacy,8,6,2.4692383289452087
158,legacy,8,7,2.826632319427291
158,legacy,8,8,0.0
159,legacy,1,1,0.0
159,legacy,1,2,2.066768545570225
159,legacy,1,3,3.016908675390769
159,legacy,1,4,2.4930470066953894
159,legacy,1,5,1.500326207722802
159,legacy,1,6,1.0830728789800321
159,legacy,1,7,3.4123306841264283
159,legacy,1,8,2.802784691120651
159,legacy,2,1,2.066768545570225
159,legacy,2,2,0.0
159,legacy,2,3,2.502881843082209
159,legacy,2,4,2.2535640715355196
159,legacy,2,5,0.8833224584640226
159,legacy,2,6,1.3424271470967686
159,legacy,2,7,3.398187367359658
159,legacy,2,8,2.7000240995166043
159,legacy,3,1,3.016908675390769
159,legacy,3,2,2.502881843082209
159,legacy,3,3,0.0
159,legacy,3,4,3.1590243933028064
159,legacy,3,5,1.6746700366708525
159,legacy,3,6,2.3658966164614155
159,legacy,3,7,3.7520146015165126
159,legacy,3,8,2.9502003614988785
159,legacy,4,1,2.4930470066953894
159,legacy,4,2,2.2535640715355196
159,legacy,4,3,3.1590243933028064
159,legacy,4,4,0.0
159,legacy,4,5,1.4305466144509538
159,legacy,4,6,1.7032899877152081
159,legacy,4,7,3.417937413001733
159,legacy,4,8,2.641418960452747
159,legacy,5,1,1.500326207722802
159,legacy,5,2,0.8833224584640226
159,legacy,5,3,1.6746700366708525
159,legacy,5,4,1.4305466144509538
159,legacy,5,5,0.0
159,legacy,5,6,0.6753320746967318
159,legacy,5,7,2.5453771734038995
159,legacy,5,8,0.656169707933768
159,legacy,6,1,1.0830728789800321
159,legacy,6,2,1.3424271470967686
159,legacy,6,3,2.3658966164614155
159,legacy,6,4,1.7032899877152081
159,legacy,6,5,0.6753320746967318
159,legacy,6,6,0.0
159,legacy,6,7,3.3282532252745543
159,legacy,6,8,2.3453117530750687
159,legacy,7,1,3.4123306841264283
159,legacy,7,2,3.398187367359658
159,legacy,7,3,3.7520146015165126
159,legacy,7,4,3.417937413001733
159,legacy,7,5,2.5453771734038995
159,legacy,7,6,3.3282532252745543
159,legacy,7,7,0.0
159,legacy,7,8,2.830672165142632
159,legacy,8,1,2.802784691120651
159,legacy,8,2,2.7000240995166043
159,legacy,8,3,2.9502003614988785
159,legacy,8,4,2.641418960452747
159,legacy,8,5,0.656169707933768
159,legacy,8,6,2.3453117530750687
159,legacy,8,7,2.830672165142632
159,legacy,8,8,0.0
160,legacy,1,1,0.0
160,legacy,1,2,2.201807517010075
160,legacy,1,3,2.919239084819881
160,legacy,1,4,2.4591503025215853
160,legacy,1,5,1.467554576531088
160,legacy,1,6,0.9119519386956138
160,legacy,1,7,3.4014724440759325
160,legacy,1,8,2.737070820491199
160,legacy,2,1,2.201807517010075
160,legacy,2,2,0.0
160,legacy,2,3,2.5876205007971786
160,legacy,2,4,2.1797230919003208
160,legacy,2,5,0.8488666603962454
160,legacy,2,6,1.3687901779352474
160,legacy,2,7,3.2752566374179106
160,legacy,2,8,2.626248138425917
160,legacy,3,1,2.919239084819881
160,legacy,3,2,2.5876205007971786
160,legacy,3,3,0.0
160,legacy,3,4,3.1108535143031966
160,legacy,3,5,1.6151054226995964
160,legacy,3,6,2.28395681395156
160,legacy,3,7,3.716741404965203
160,legacy,3,8,2.905802113451129
160,legacy,4,1,2.4591503025215853
160,legacy,4,2,2.1797230919003208
160,legacy,4,3,3.1108535143031966
160,legacy,4,4,0.0
160,legacy,4,5,1.270528532297291
160,legacy,4,6,1.5839301419756908
160,legacy,4,7,3.298105116977266
160,legacy,4,8,2.512690134866037
160,legacy,5,1,1.467554576531088
160,legacy,5,2,0.8488666603962454
160,legacy,5,3,1.6151054226995964
160,legacy,5,4,1.270528532297291
160,legacy,5,5,0.0
160,legacy,5,6,0.48390923723170476
160,legacy,5,7,2.4034339167309886
160,legacy,5,8,0.4446273016218013
160,legacy,6,1,0.9119519386956138
160,legacy,6,2,1.3687901779352474
160,legacy,6,3,2.28395681395156
160,legacy,6,4,1.5839301419756908
160,legacy,6,5,0.48390923723170476
160,legacy,6,6,0.0
160,legacy,6,7,3.2221810760637557
160,legacy,6,8,2.224162732950278
160,legacy,7,1,3.4014724440759325
160,legacy,7,2,3.2752566374179106
160,legacy,7,3,3.716741404965203
160,legacy,7,4,3.298105116977266
160,legacy,7,5,2.4034339167309886
160,legacy,7,6,3.2221810760637557
160,legacy,7,7,0.0
160,legacy,7,8,2.6961591383078374
160,legacy,8,1,2.737070820491199
160,legacy,8,2,2.626248138425917
160,legacy,8,3,2.905802113451129
160,legacy,8,4,2.512690134866037
160,legacy,8,5,0.4446273016218013
160,legacy,8,6,2.224162732950278
160,legacy,8,7,2.6961591383078374
160,legacy,8,8,0.0
161,legacy,1,1,0.0
161,legacy,1,2,2.122284006274051
161,legacy,1,3,3.1498286129971866
161,legacy,1,4,2.365455970915097
161,legacy,1,5,1.382770114388528
161,legacy,1,6,0.6801777233275307
161,legacy,1,7,3.2907303721507555
161,legacy,1,8,2.7487709583266557
161,legacy,2,1,2.122284006274051
161,legacy,2,2,0.0
161,legacy,2,3,2.683542450288963
161,legacy,2,4,2.0806789036791544
161,legacy,2,5,0.7189257943817058
161,legacy,2,6,1.2579931338732075
161,legacy,2,7,3.163491823727456
161,legacy,2,8,2.5450514722259787
161,legacy,3,1,3.1498286129971866
161,legacy,3,2,2.683542450288963
161,legacy,3,3,0.0
161,legacy,3,4,3.1571195403825736
161,legacy,3,5,2.0111520026138563
161,legacy,3,6,2.499545614386262
161,legacy,3,7,3.775171589443726
161,legacy,3,8,3.371218728254113
161,legacy,4,1,2.365455970915097
161,legacy,4,2,2.0806789036791544
161,legacy,4,3,3.1571195403825736
161,legacy,4,4,0.0
161,legacy,4,5,1.0771088090678616
161,legacy,4,6,1.4267886168310389
161,legacy,4,7,3.1770743289338954
161,legacy,4,8,2.3956723759812935
161,legacy,5,1,1.382770114388528
161,legacy,5,2,0.7189257943817058
161,legacy,5,3,2.0111520026138563
161,legacy,5,4,1.0771088090678616
161,legacy,5,5,0.0
161,legacy,5,6,0.2441049232985267
161,legacy,5,7,2.2783688863439258
161,legacy,5,8,0.26973145188263814
161,legacy,6,1,0.6801777233275307
161,legacy,6,2,1.2579931338732075
161,legacy,6,3,2.499545614386262
161,legacy,6,4,1.4267886168310389
161,legacy,6,5,0.2441049232985267
161,legacy,6,6,0.0
161,legacy,6,7,3.091556898605367
161,legacy,6,8,2.1424053605879076
161,legacy,7,1,3.2907303721507555
161,legacy,7,2,3.163491823727456
161,legacy,7,3,3.775171589443726
161,legacy,7,4,3.1770743289338954
161,legacy,7,5,2.2783688863439258
161,legacy,7,6,3.091556898605367
161,legacy,7,7,0.0
161,legacy,7,8,2.626328031259436
161,legacy,8,1,2.7487709583266557
161,legacy,8,2,2.5450514722259787
161,legacy,8,3,3.371218728254113
161,legacy,8,4,2.3956723759812935
161,legacy,8,5,0.26973145188263814
161,legacy,8,6,2.1424053605879076
161,legacy,8,7,2.626328031259436
161,legacy,8,8,0.0
162,legacy,1,1,0.0
162,legacy,1,2,2.0815388470019403
162,legacy,1,3,3.0553116575012753
162,legacy,1,4,2.26597292240217
