oos_period,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
150,-0.6973411284585483,-0.5872929207666981,-0.6973411284585483,-0.5799222867472231,-0.6973411284585483,-0.5797243083286536,0.14609958494251785,-0.8503726463662973,-0.0062950497523168725,-0.38311026100567613,-0.12241187783748764,-0.19466675939744948,1.6887356870593846,-1.2499720705091464,-0.790062832301156,-0.8404979127480536,-1.2499720705091464,-0.278536989724773
151,-0.008962723680819823,-0.10314743897856948,-0.030401048551711385,-0.07317954002237809,-0.035935252036064624,-0.05707295377806254,0.6815870862333188,0.21916926905975925,0.06135774652604521,0.06934332354960436,0.27130873734742594,0.1638733620119847,0.12511558924886507,0.12511558924886507,-0.05893382587914295,-0.13888674108151638,0.690371677336608,-0.15666961482080524
152,0.8650977367055072,0.8652647135999868,0.8953557846898877,0.8957825355987983,0.8723273033406229,0.8606426060439771,1.0799676177685398,1.0795134125276376,0.7831930200999241,0.7806902308211965,0.756739857986343,0.7371020642652288,1.1330984038231446,1.1330984038231446,1.0150847659091915,0.5345907453117504,0.7197152940898838,0.7283278271958183
153,-0.23565293735386242,-0.38308764644104576,-0.24107905181874384,-0.45351870305832426,-0.350427968424112,-0.4397662000770139,1.3759707319903811,-1.2476908260995252,0.07335336094809508,-0.7093264615143716,-0.36264435966429276,-0.7107833096161443,1.3762968538205005,-1.2476882638041826,-0.29093159441781674,-0.49674019694736815,-1.2600450051256056,-0.29304960859216966
154,-0.5035856166096584,-0.45730114551346585,-0.4595318802093733,-0.515753358257949,-0.4957804637396481,-0.49147788490632766,-1.5048325130585072,-0.4854331501641091,-0.4624928584392969,-0.4078073568908656,-0.39003566724854144,-0.32750246054098386,-0.40136884441882514,-0.40136884441882514,-0.5307871701998872,-0.27301132217148594,-1.5577991446048165,-0.19263018593128828
155,-0.8408851420659884,-0.8382925636437384,-0.8193935351758475,-0.8445818704537791,-0.8368706047111865,-0.8319597163775019,-0.6906862801627387,-0.4409101752683895,-0.7376629275429643,-0.7227111082584672,-0.7871689839365887,-0.7628596100995568,-0.38111281976783196,-0.38111281976783196,-0.8626661443083787,-0.9345524428614975,-0.38111281976783196,-0.8079964982480654
156,-0.8664674142346833,-0.8792354598295635,-0.8378744758170825,-0.8874250260353767,-0.8731840701485056,-0.8725955381296308,-0.23059587070576495,-0.0836743093351959,-0.5438006732447402,-0.523206585446892,-0.6568144582025703,-0.6440904372258965,-0.034347778893917935,-0.034347778893917935,-1.0062420218973571,-0.5771829637584392,-0.034347778893917935,-0.7129714086809961
157,-0.3774433912766524,-0.4464990532517631,-0.45375281413992474,-0.4356028285233162,-0.3905603892845101,-0.44414780649546654,-0.3574113299778898,-0.20962167488471695,-0.26778608026872014,-0.2317837693770023,-0.3844643015203888,-0.23863608491170574,-0.21817056491478018,-0.21817056491478018,-0.5491227289582379,-0.2758662655927399,-0.21817056491478018,-0.20988150100464786
158,-0.6812488734601992,-0.6805431522856964,-0.635729932321274,-0.6332971594481938,-0.6289697920612226,-0.6512775998387985,0.6639743384400383,0.6838490904363194,-0.09997709674326447,-0.08606303673627924,-0.03468027577218111,-0.10108155925155185,0.7056654594755143,0.7056654594755143,-0.8473310050841064,-0.5648213420524624,0.7056654594755143,-0.5933793743797423
159,-0.25917769961610426,-0.23000788490999952,-0.2748303986598018,-0.25479457330949634,-0.2886184565505516,-0.2808331148126719,0.0015904916402052771,0.1991355189749523,-0.21332909887285403,-0.22308302788886117,-0.26188530239087354,-0.28562087894200544,0.2828671663968183,0.2828671663968183,-0.29653007707041246,-0.033527620127985686,0.2828671663968183,-0.33243549978494336
160,-0.750312209027321,-0.7438738180542634,-0.7600670883905296,-0.7527831787887291,-0.7564019927390284,-0.7501475944762351,-1.025366736041191,-0.9783181488214503,-0.8612607332986075,-0.8436805043024138,-0.8283967662499596,-0.8293351282022137,-0.9673123434534427,-0.9673123434534427,-0.6599056613894552,-0.7436968089849246,-0.9673123434534427,-0.7182878899091597
161,-0.9512873586400395,-0.9520469526529175,-1.003887135190402,-1.0011059795109336,-0.9784604946049567,-0.970801333457034,-1.4557502242578293,-1.4662312681801652,-1.192186523157059,-1.1860797374152645,-1.3356244195648352,-1.281310074894355,-1.4558274389360744,-1.4558274389360744,-0.955309222193842,-0.8040710622922508,-1.4558274389360744,-0.8435049438916367
162,-0.5826831680854974,-0.5752712037204781,-0.5704352389000747,-0.5628549546345886,-0.5087221693831612,-0.510713345938637,-1.045189445819046,-0.9878550226177147,-0.6587011765944384,-0.6269635297384664,-0.4879756840724207,-0.4788232683145674,-1.0453080774544043,-1.0453080774544043,-0.5239856146737552,-0.545999368577374,-1.0453080774544043,-0.492325788206968
163,-0.39089618924592223,-0.3921369666020468,-0.34571853466736946,-0.3391637667543107,-0.3110318798287334,-0.32109750988217656,-0.15922838510228132,-0.18536783792203676,-0.2700371299078674,-0.280218530487347,-0.2500027606948361,-0.2946962342867131,-0.22717692646237497,-0.15600216748005635,-0.2730626274589387,-0.5193419344724688,-0.15600216748005635,-0.492926920921728
164,-0.4604701407830977,-0.45952522081326025,-0.5266330895308347,-0.4960520389397931,-0.4733709447472152,-0.47586591531426964,0.0378225713405386,0.04078645024007564,-0.49345202153209033,-0.38793001249899395,-0.5032277451456612,-0.4465695123409688,-0.512458717434245,0.0810552690640507,-0.566414160401915,-0.500468408360427,0.0810552690640507,-0.6311250080365218
165,-0.4978508681269386,-0.668700516006048,-0.4294995834089157,-0.6835425671205422,-0.4294995834089157,-0.5840613756803039,-1.1072559787116207,-1.3819126148450585,-0.6700976432097772,-0.7271402598043417,-0.3233341337655373,-0.5880726410735733,-2.0028460665327397,-1.4315174448001269,-0.406481290609175,-0.6877570100234917,-1.4315174448001269,-0.4297501890670408
166,0.22529756214893265,-0.03499023851671612,0.17916791533835374,0.06221084554216494,0.17838384540582602,0.22448761557902436,0.6920213176038588,0.9933729363390457,0.19932937136359097,0.2837386498066621,0.5553625299084384,0.7127520029886325,0.9895354066709137,0.9895354066709137,-0.1728197916795962,-0.3087737499304951,0.9895354066709137,-0.17553358837559202
167,-0.9360161091471526,-0.9506300708528892,-1.1488583535186039,-1.0166341188376429,-1.086572784425169,-1.107942873659348,-2.2771971012175274,-2.455142654070006,-1.2969135890658174,-1.3356117262611267,-1.2355363308045368,-1.2219766165805468,-2.526341872345969,-2.526341872345969,-0.8286454619736948,-0.8372762737015076,-2.526341872345969,-0.7966086936118694
168,-1.1340391244520311,-1.1300679642477693,-1.1355395118016782,-1.1317078196088852,-1.1174343163112297,-1.1174343163112297,-1.4796810062498325,-1.4132095779707994,-1.2071554698963067,-1.1574747124544005,-1.2800380492787338,-1.146443714670235,-1.3807934470587033,-1.3807934470587033,-1.1793590635593367,-0.8240986608648135,-1.3807934470587033,-0.8791755673136534
