oos_period,model,centrality_score
150,1,0.00841638480307378
150,2,0.11281332095317023
150,3,0.1698059832922214
150,4,1.1064634642756596e-07
150,5,0.42224665970410186
150,6,0.08627693743924159
150,7,8.341698733419177e-08
150,8,0.2004405197438573
151,1,0.0007609485677777321
151,2,0.9840810778953495
151,3,1.4842435123757566e-08
151,4,1.7141253111030024e-08
151,5,0.00012697729144620312
151,6,0.015030950291405165
151,7,6.6686618219172205e-09
151,8,7.30067106826415e-09
152,1,0.0005567830457327295
152,2,0.12212253102764856
152,3,2.698089710575395e-06
152,4,3.487044495284842e-05
152,5,0.0012690154603172907
152,6,0.875977745100408
152,7,5.138588664220785e-06
152,8,3.121824156571974e-05
153,1,9.95886380540524e-06
153,2,2.4301596118929864e-05
153,3,5.421824659759141e-07
153,4,7.759809606699996e-06
153,5,0.9998660062682302
153,6,7.92997771084681e-05
153,7,7.04586321404153e-07
153,8,1.1426915342955937e-05
154,1,4.23932637251968e-05
154,2,0.9542854875173388
154,3,2.990114601813522e-07
154,4,6.286431185765981e-05
154,5,0.000324647660155393
154,6,0.02875937514902966
154,7,0.016524922349344266
154,8,1.0736088969850944e-08
155,1,0.03375177039871816
155,2,0.050033485584407296
155,3,0.038398528190201106
155,4,0.09094983058434249
155,5,0.14364299896697402
155,6,0.5779447037653491
155,7,0.058986929164961295
155,8,0.0062917533440464525
156,1,0.010237587385727713
156,2,0.02165763988024841
156,3,1.046320534151603e-06
156,4,0.014395787048827532
156,5,0.14574306183939126
156,6,0.7964993406346044
156,7,0.01146424933943674
156,8,1.2875502297327366e-06
157,1,0.05105852241942901
157,2,0.07374601389115713
157,3,0.055374132991237786
157,4,0.06573883947982108
157,5,0.1841737670411622
157,6,0.4615703618601418
157,7,0.03578668173354257
157,8,0.07255168058250835
158,1,0.046083938389445106
158,2,7.908530759917037e-05
158,3,0.002405345882839865
158,4,0.007673467594010398
158,5,0.010710622642493938
158,6,0.933033811689585
158,7,2.5416010549971667e-06
158,8,1.1186891971410965e-05
159,1,0.07649096679324355
159,2,5.471761205007593e-07
159,3,0.005600298465298718
159,4,0.057844760054346724
159,5,0.05159140636609963
159,6,0.7551333608057542
159,7,4.899398079472673e-07
159,8,0.05333817039832865
160,1,0.12964038607440106
160,2,0.0026644634881220247
160,3,0.002014478808551652
160,4,0.012963880468608713
160,5,0.0346848843919204
160,6,0.8175633007439458
160,7,1.6305322283260453e-05
160,8,0.0004523007011670224
161,1,0.024783761751194813
161,2,0.00011229686470313253
161,3,2.409080269166118e-06
161,4,0.0016032675360361083
161,5,0.007381758643887692
161,6,0.9660574513491391
161,7,2.1018950695122992e-05
161,8,3.803582307474922e-05
162,1,8.919543294262755e-06
162,2,7.628676636246926e-07
162,3,4.7146526558894233e-07
162,4,4.8631654107633755e-05
