oos_period,centrality_type,model,centrality_score
263,pagerank,4,0.07445505657756317
263,pagerank,5,0.06012716334426966
263,pagerank,6,0.1319529014697079
263,pagerank,7,0.3649645551582731
263,pagerank,8,0.16422357429726672
264,pagerank,1,0.0528523657724998
264,pagerank,2,0.1610193380807709
264,pagerank,3,0.05735356905416546
264,pagerank,4,0.056498000720195875
264,pagerank,5,0.06843467033389454
264,pagerank,6,0.11123407559716302
264,pagerank,7,0.3209634513326113
264,pagerank,8,0.1716445291058804
265,pagerank,1,0.05549241710197531
265,pagerank,2,0.1449079568887828
265,pagerank,3,0.05764826420464746
265,pagerank,4,0.12694178331915804
265,pagerank,5,0.055183328261099375
265,pagerank,6,0.13630668787444616
265,pagerank,7,0.3150260442891841
265,pagerank,8,0.10849351805792172
266,pagerank,1,0.06790310689709807
266,pagerank,2,0.13618167674679105
266,pagerank,3,0.059942865420324586
266,pagerank,4,0.05816386170864601
266,pagerank,5,0.06288618324214158
266,pagerank,6,0.3635868056316775
266,pagerank,7,0.16206779714424177
266,pagerank,8,0.08926770320601923
267,pagerank,1,0.018749999999981254
267,pagerank,2,0.2447573682034905
267,pagerank,3,0.01884391544160975
267,pagerank,4,0.08661277454436862
267,pagerank,5,0.019801644805258527
267,pagerank,6,0.13021982806568044
267,pagerank,7,0.21128660007576003
267,pagerank,8,0.2697278688628509
268,pagerank,1,0.05918802564213252
268,pagerank,2,0.0861972794344949
268,pagerank,3,0.06638996739656039
268,pagerank,4,0.0586670833639793
268,pagerank,5,0.06626967180356165
268,pagerank,6,0.19373924651645136
268,pagerank,7,0.3756901963674162
268,pagerank,8,0.09385852947227478
269,pagerank,1,0.025574724571833334
269,pagerank,2,0.28838267336503987
269,pagerank,3,0.018749999999981247
269,pagerank,4,0.09764885505594717
269,pagerank,5,0.02582509147772093
269,pagerank,6,0.08508295400563519
269,pagerank,7,0.25458858061769596
269,pagerank,8,0.20414712090514606
270,pagerank,1,0.06222473295628531
270,pagerank,2,0.05713939406649819
