oos_period,actual
150,0.006250674695598479
151,-0.4179495930097197
152,-0.723779495011341
153,-0.1271579880318226
154,0.08088577338025221
155,1.0074957720737094
156,0.1880579025099267
157,0.6155520492493223
158,-0.1288615557878482
159,-0.4805835429897564
160,-0.385356435200583
161,-0.2590824031167008
162,1.159931484829792
163,-0.2844014087100152
164,0.5346757969442255
165,-0.3486062187172738
166,0.5737452639194959
167,0.3157273753249783
168,0.04557884001243376
169,0.10923894997563469
170,-0.2162091088459306
171,0.3274457241528872
172,-0.13381827404991875
173,-0.5380798742626316
174,-0.5630759771985783
175,0.13975849260618675
176,0.8297882022894699
177,0.11486644293083745
178,-0.032761385270333704
179,0.17343493260794968
180,0.6865785355791154
181,0.1522069028669858
182,-0.15542412590468418
183,0.6145919724357426
184,0.27580665263651444
185,0.8323410984118704
186,0.16119545804401936
187,-0.5412397094532736
188,-0.6170567363150267
189,0.8891624040800329
190,0.917355714372757
191,-0.03002058436109358
192,-0.1327947900286387
193,0.7828892791540887
194,-0.5079781561820024
195,-0.41392281191599944
196,0.36489250831880793
197,-0.1532872737601912
198,0.03282635411383525
199,-0.0382486842923652
200,0.20665555127141413
201,0.7275442012586835
202,0.07930794694488913
203,0.35061392023678417
204,-1.0005305178192438
205,0.0006081319347001346
206,-0.3852219100187753
207,-0.5728129321754907
208,-0.4144737566895043
209,-0.13702052353441316
210,0.48314257075138217
211,-0.6191258195811117
212,0.05937508836590012
213,-0.2203757295770845
214,-0.13855391036971895
215,0.5461075273861659
216,0.3295455361212807
217,0.7474964142282552
218,-0.008653080971881569
219,-0.27025002322251507
220,-0.04142807122478041
221,0.19399262684524937
222,0.14830138614909677
223,-0.4886238868432692
224,0.09205257311371505
225,0.16990740017065667
226,1.3225374450848608
227,1.004990929252044
228,-0.37355726584875504
229,-0.09374366568343023
230,-0.689234150656771
231,-0.24416989915306778
232,0.22076795815201755
233,0.6764561226612729
234,-0.2985648008488183
235,-0.2884914332338071
236,-1.0527323470505368
237,-0.046204522672841156
238,-0.5000913177233671
239,-0.24111107165927356
240,-0.39839514412566845
241,0.005555567286730435
242,-0.8259328640461089
243,-0.6835253219739282
244,1.1132998446075848
245,-0.592763374059705
246,-0.48144439983681325
247,0.9896298277935358
248,1.5309669385834737
249,-0.49565725935869887
250,-0.1056951833502875
251,0.25675568943872296
252,0.9473810486246482
253,-0.4355572647499943
254,-0.08604934392678856
255,0.41507719095995144
256,0.24910367244831458
257,-0.1552194047466414
258,-0.0322091843178557
259,-0.6332361714179591
260,-0.07756603536889894
261,-0.09194724192788112
262,0.16037580311786256
263,-0.2407354822701568
264,0.27298065586275017
265,0.5275698101592515
266,0.1130256272563205
267,0.20437302209638486
268,0.07538649333350185
269,0.048526272851100706
270,-0.3020144048120383
271,0.2164787141061279
272,0.009280845740123868
273,1.0986680060799459
274,0.8399525421459325
275,0.24937835413070217
276,-0.3329161120840838
277,-0.5088436873870078
278,0.6368325364885625
279,0.19563231321384764
280,0.30343209463696763
281,-0.7934802790289686
282,0.5405757319291413
283,0.3066595366725815
284,-0.4889796153582917
285,-0.17399740279470582
286,0.19572894981642092
287,0.10596378512588162
288,-0.064135379177255
289,0.044043283303472076
290,-0.023793980664960968
291,0.19474997788436288
292,0.8536242861566565
293,-1.1415486936990527
294,0.018501432482612726
295,0.21751815708170164
296,0.2651584127421376
297,-0.04548562604647641
298,-0.7296947508989438
299,0.3093226748635992
