oos_period,variant,row_model,col_model,mu
150,legacy,1,1,0.0
150,legacy,1,2,2.4910285918014217
150,legacy,1,3,1.823549710429855
150,legacy,1,4,-1.4434121318976614
150,legacy,1,5,0.4758782208240344
150,legacy,1,6,3.001806725022737
150,legacy,1,7,1.2320757172605374
150,legacy,1,8,1.2193211909203656
150,legacy,2,1,-2.4910285918014217
150,legacy,2,2,0.0
150,legacy,2,3,0.7991652195880409
150,legacy,2,4,-3.321968131208231
150,legacy,2,5,-0.4097911033239393
150,legacy,2,6,0.3969006956920269
150,legacy,2,7,-0.40900342894819525
150,legacy,2,8,-0.5235797696330795
150,legacy,3,1,-1.823549710429855
150,legacy,3,2,-0.7991652195880409
150,legacy,3,3,0.0
150,legacy,3,4,-3.3223796832359165
150,legacy,3,5,-1.33876098854157
150,legacy,3,6,-0.3531860496447739
150,legacy,3,7,-0.7027313614790582
150,legacy,3,8,-0.8533078064584829
150,legacy,4,1,1.4434121318976614
150,legacy,4,2,3.321968131208231
150,legacy,4,3,3.3223796832359165
150,legacy,4,4,0.0
150,legacy,4,5,1.6958472189605893
150,legacy,4,6,3.8116161754178157
150,legacy,4,7,2.1950317048832755
150,legacy,4,8,1.229766455302695
150,legacy,5,1,-0.4758782208240344
150,legacy,5,2,0.4097911033239393
150,legacy,5,3,1.33876098854157
150,legacy,5,4,-1.6958472189605893
150,legacy,5,5,0.0
150,legacy,5,6,0.8510447982089067
150,legacy,5,7,-0.01080948483262048
150,legacy,5,8,0.09169429653962562
150,legacy,6,1,-3.001806725022737
150,legacy,6,2,-0.3969006956920269
150,legacy,6,3,0.3531860496447739
150,legacy,6,4,-3.8116161754178157
150,legacy,6,5,-0.8510447982089067
150,legacy,6,6,0.0
150,legacy,6,7,-0.9571039402030036
150,legacy,6,8,-0.852474521738659
150,legacy,7,1,-1.2320757172605374
150,legacy,7,2,0.40900342894819525
150,legacy,7,3,0.7027313614790582
150,legacy,7,4,-2.1950317048832755
150,legacy,7,5,0.01080948483262048
150,legacy,7,6,0.9571039402030036
150,legacy,7,7,0.0
150,legacy,7,8,-0.04156504569795408
150,legacy,8,1,-1.2193211909203656
150,legacy,8,2,0.5235797696330795
150,legacy,8,3,0.8533078064584829
150,legacy,8,4,-1.229766455302695
150,legacy,8,5,-0.09169429653962562
150,legacy,8,6,0.852474521738659
150,legacy,8,7,0.04156504569795408
150,legacy,8,8,0.0
151,legacy,1,1,0.0
151,legacy,1,2,1.4185342299662547
151,legacy,1,3,0.545858406850591
151,legacy,1,4,-1.201927956847692
151,legacy,1,5,0.3172376397404021
151,legacy,1,6,2.2226218500207704
151,legacy,1,7,0.7149835731170848
151,legacy,1,8,0.793834924721558
151,legacy,2,1,-1.4185342299662547
151,legacy,2,2,0.0
151,legacy,2,3,-1.9602983094514297
151,legacy,2,4,-2.416808177436741
151,legacy,2,5,-0.5472052890075553
151,legacy,2,6,-0.02202214927507401
151,legacy,2,7,-0.5231981200634288
151,legacy,2,8,-0.4372416575003971
151,legacy,3,1,-0.545858406850591
151,legacy,3,2,1.9602983094514297
151,legacy,3,3,0.0
151,legacy,3,4,-1.193543958090872
151,legacy,3,5,-1.9006837172532303
151,legacy,3,6,1.822828159832894
151,legacy,3,7,-1.6768209001365877
151,legacy,3,8,-2.11466901521493
151,legacy,4,1,1.201927956847692
151,legacy,4,2,2.416808177436741
151,legacy,4,3,1.193543958090872
151,legacy,4,4,0.0
151,legacy,4,5,1.6927472053926638
151,legacy,4,6,2.909445748639544
151,legacy,4,7,1.633633087351254
151,legacy,4,8,1.9078053009060718
151,legacy,5,1,-0.3172376397404021
151,legacy,5,2,0.5472052890075553
151,legacy,5,3,1.9006837172532303
151,legacy,5,4,-1.6927472053926638
151,legacy,5,5,0.0
151,legacy,5,6,0.6254357758804187
151,legacy,5,7,-0.8995512955554277
151,legacy,5,8,0.19685950138992492
151,legacy,6,1,-2.2226218500207704
151,legacy,6,2,0.02202214927507401
151,legacy,6,3,-1.822828159832894
151,legacy,6,4,-2.909445748639544
151,legacy,6,5,-0.6254357758804187
151,legacy,6,6,0.0
151,legacy,6,7,-1.0760352081335833
151,legacy,6,8,-0.6446135905354429
151,legacy,7,1,-0.7149835731170848
151,legacy,7,2,0.5231981200634288
151,legacy,7,3,1.6768209001365877
151,legacy,7,4,-1.633633087351254
151,legacy,7,5,0.8995512955554277
151,legacy,7,6,1.0760352081335833
151,legacy,7,7,0.0
151,legacy,7,8,0.054727887555359234
151,legacy,8,1,-0.793834924721558
151,legacy,8,2,0.4372416575003971
151,legacy,8,3,2.11466901521493
151,legacy,8,4,-1.9078053009060718
151,legacy,8,5,-0.19685950138992492
151,legacy,8,6,0.6446135905354429
151,legacy,8,7,-0.054727887555359234
151,legacy,8,8,0.0
152,legacy,1,1,0.0
152,legacy,1,2,-2.1168292494483034
152,legacy,1,3,-0.5132101959646074
152,legacy,1,4,-1.9453689068834965
152,legacy,1,5,0.6384002968523563
152,legacy,1,6,-1.3333804737236505
152,legacy,1,7,-1.2126788518972065
152,legacy,1,8,-0.3213389826537141
152,legacy,2,1,2.1168292494483034
152,legacy,2,2,0.0
152,legacy,2,3,-0.7341193139791407
152,legacy,2,4,-2.3608947073341753
152,legacy,2,5,-1.1417507469894235
152,legacy,2,6,0.09589890439785409
152,legacy,2,7,-0.5878978406087594
152,legacy,2,8,-0.3880689149788803
152,legacy,3,1,0.5132101959646074
152,legacy,3,2,0.7341193139791407
152,legacy,3,3,0.0
152,legacy,3,4,-2.01211666371044
152,legacy,3,5,-0.26715450176543165
152,legacy,3,6,0.8789203669883273
152,legacy,3,7,-0.27108165377551996
152,legacy,3,8,0.2426956764281029
152,legacy,4,1,1.9453689068834965
152,legacy,4,2,2.3608947073341753
152,legacy,4,3,2.01211666371044
152,legacy,4,4,0.0
152,legacy,4,5,1.528730081372107
152,legacy,4,6,2.950519451249154
152,legacy,4,7,1.8610455102760117
152,legacy,4,8,2.5543115230062368
152,legacy,5,1,-0.6384002968523563
152,legacy,5,2,1.1417507469894235
152,legacy,5,3,0.26715450176543165
152,legacy,5,4,-1.528730081372107
152,legacy,5,5,0.0
152,legacy,5,6,1.3242368179055826
152,legacy,5,7,0.5935005854123276
152,legacy,5,8,0.9998365190108154
152,legacy,6,1,1.3333804737236505
152,legacy,6,2,-0.09589890439785409
152,legacy,6,3,-0.8789203669883273
152,legacy,6,4,-2.950519451249154
152,legacy,6,5,-1.3242368179055826
152,legacy,6,6,0.0
152,legacy,6,7,-0.7437779847279006
152,legacy,6,8,-0.3915458304291519
152,legacy,7,1,1.2126788518972065
152,legacy,7,2,0.5878978406087594
152,legacy,7,3,0.27108165377551996
152,legacy,7,4,-1.8610455102760117
152,legacy,7,5,-0.5935005854123276
152,legacy,7,6,0.7437779847279006
152,legacy,7,7,0.0
152,legacy,7,8,0.3022432731752807
152,legacy,8,1,0.3213389826537141
152,legacy,8,2,0.3880689149788803
152,legacy,8,3,-0.2426956764281029
152,legacy,8,4,-2.5543115230062368
152,legacy,8,5,-0.9998365190108154
152,legacy,8,6,0.3915458304291519
152,legacy,8,7,-0.3022432731752807
152,legacy,8,8,0.0
153,legacy,1,1,0.0
153,legacy,1,2,8.38184539677317
153,legacy,1,3,1.9671414986601992
153,legacy,1,4,-0.46539276827390624
153,legacy,1,5,0.9826471078142116
153,legacy,1,6,4.28636935717842
153,legacy,1,7,1.8739470725237712
153,legacy,1,8,1.9483938651194406
153,legacy,2,1,-8.38184539677317
153,legacy,2,2,0.0
153,legacy,2,3,0.8912696105872677
153,legacy,2,4,-4.000175073965584
153,legacy,2,5,0.8145748419369132
153,legacy,2,6,1.3075807062367486
153,legacy,2,7,0.5281769292332498
153,legacy,2,8,0.8595183634772094
153,legacy,3,1,-1.9671414986601992
153,legacy,3,2,-0.8912696105872677
153,legacy,3,3,0.0
153,legacy,3,4,-0.6270644850390554
153,legacy,3,5,-0.35175272233469235
153,legacy,3,6,0.5841280050415762
153,legacy,3,7,0.22775068859288372
153,legacy,3,8,0.5881129100912423
153,legacy,4,1,0.46539276827390624
153,legacy,4,2,4.000175073965584
153,legacy,4,3,0.6270644850390554
153,legacy,4,4,0.0
153,legacy,4,5,1.1962231681504647
153,legacy,4,6,2.1278119558784123
153,legacy,4,7,1.8830963452219134
153,legacy,4,8,1.385117365159438
153,legacy,5,1,-0.9826471078142116
153,legacy,5,2,-0.8145748419369132
153,legacy,5,3,0.35175272233469235
153,legacy,5,4,-1.1962231681504647
153,legacy,5,5,0.0
153,legacy,5,6,0.046471646344805884
153,legacy,5,7,0.3949942021275567
153,legacy,5,8,0.3528298870042738
153,legacy,6,1,-4.28636935717842
153,legacy,6,2,-1.3075807062367486
153,legacy,6,3,-0.5841280050415762
153,legacy,6,4,-2.1278119558784123
153,legacy,6,5,-0.046471646344805884
153,legacy,6,6,0.0
153,legacy,6,7,-0.14599558501394894
153,legacy,6,8,0.3356045272906658
153,legacy,7,1,-1.8739470725237712
153,legacy,7,2,-0.5281769292332498
153,legacy,7,3,-0.22775068859288372
153,legacy,7,4,-1.8830963452219134
153,legacy,7,5,-0.3949942021275567
153,legacy,7,6,0.14599558501394894
153,legacy,7,7,0.0
153,legacy,7,8,0.22199615027980157
153,legacy,8,1,-1.9483938651194406
153,legacy,8,2,-0.8595183634772094
153,legacy,8,3,-0.5881129100912423
153,legacy,8,4,-1.385117365159438
153,legacy,8,5,-0.3528298870042738
153,legacy,8,6,-0.3356045272906658
153,legacy,8,7,-0.22199615027980157
153,legacy,8,8,0.0
154,legacy,1,1,0.0
154,legacy,1,2,1.5398676600688836
154,legacy,1,3,1.4081434742425947
154,legacy,1,4,-0.4063906680902333
154,legacy,1,5,0.7323498770483026
154,legacy,1,6,2.449903872147261
154,legacy,1,7,1.7345128594759955
154,legacy,1,8,1.68878967071496
154,legacy,2,1,-1.5398676600688836
154,legacy,2,2,0.0
154,legacy,2,3,-0.22493097420272962
154,legacy,2,4,-0.2749952108971944
154,legacy,2,5,0.23955518240408363
154,legacy,2,6,1.229972320234257
154,legacy,2,7,0.8383645344143532
154,legacy,2,8,1.4986210244400473
154,legacy,3,1,-1.4081434742425947
154,legacy,3,2,0.22493097420272962
154,legacy,3,3,0.0
154,legacy,3,4,2.1238607886101493
154,legacy,3,5,0.33915025593313686
154,legacy,3,6,1.6044144959487034
154,legacy,3,7,0.6931202555261662
154,legacy,3,8,1.8471981769115078
154,legacy,4,1,0.4063906680902333
154,legacy,4,2,0.2749952108971944
154,legacy,4,3,-2.1238607886101493
154,legacy,4,4,0.0
154,legacy,4,5,0.42306716476287876
154,legacy,4,6,1.494501994669752
154,legacy,4,7,1.5094453627330768
154,legacy,4,8,1.4464263766337433
154,legacy,5,1,-0.7323498770483026
154,legacy,5,2,-0.23955518240408363
154,legacy,5,3,-0.33915025593313686
154,legacy,5,4,-0.42306716476287876
154,legacy,5,5,0.0
154,legacy,5,6,0.919398318163997
154,legacy,5,7,0.3647831945511976
154,legacy,5,8,1.0631543688866367
154,legacy,6,1,-2.449903872147261
154,legacy,6,2,-1.229972320234257
154,legacy,6,3,-1.6044144959487034
154,legacy,6,4,-1.494501994669752
154,legacy,6,5,-0.919398318163997
154,legacy,6,6,0.0
154,legacy,6,7,-0.2671992600247874
154,legacy,6,8,0.2134767308645576
154,legacy,7,1,-1.7345128594759955
154,legacy,7,2,-0.8383645344143532
154,legacy,7,3,-0.6931202555261662
154,legacy,7,4,-1.5094453627330768
154,legacy,7,5,-0.3647831945511976
154,legacy,7,6,0.2671992600247874
154,legacy,7,7,0.0
154,legacy,7,8,0.20934654084304202
154,legacy,8,1,-1.68878967071496
154,legacy,8,2,-1.4986210244400473
154,legacy,8,3,-1.8471981769115078
154,legacy,8,4,-1.4464263766337433
154,legacy,8,5,-1.0631543688866367
154,legacy,8,6,-0.2134767308645576
154,legacy,8,7,-0.20934654084304202
154,legacy,8,8,0.0
155,legacy,1,1,0.0
155,legacy,1,2,-0.09770043481028506
155,legacy,1,3,-1.8672733433203579
155,legacy,1,4,-0.22803309934875415
155,legacy,1,5,0.446639780449536
155,legacy,1,6,1.5287040940736831
155,legacy,1,7,0.8014371379022932
155,legacy,1,8,1.4215142346995113
155,legacy,2,1,0.09770043481028506
155,legacy,2,2,0.0
155,legacy,2,3,-3.49859664224652
155,legacy,2,4,-0.3652165978079155
155,legacy,2,5,0.07274330794771469
155,legacy,2,6,0.530205669752973
155,legacy,2,7,0.763013533458429
155,legacy,2,8,0.06896035195547051
155,legacy,3,1,1.8672733433203579
155,legacy,3,2,3.49859664224652
155,legacy,3,3,0.0
155,legacy,3,4,8.551897157530316
155,legacy,3,5,3.692903323732983
155,legacy,3,6,5.048733756828323
155,legacy,3,7,6.014822259232898
155,legacy,3,8,4.6322819261356125
155,legacy,4,1,0.22803309934875415
155,legacy,4,2,0.3652165978079155
155,legacy,4,3,-8.551897157530316
155,legacy,4,4,0.0
155,legacy,4,5,0.11415622113750534
155,legacy,4,6,0.2214973781331725
155,legacy,4,7,1.2842343978826463
155,legacy,4,8,-0.41327203950842806
155,legacy,5,1,-0.446639780449536
155,legacy,5,2,-0.07274330794771469
155,legacy,5,3,-3.692903323732983
155,legacy,5,4,-0.11415622113750534
155,legacy,5,5,0.0
155,legacy,5,6,0.5213912555568234
155,legacy,5,7,0.5692805225728857
