Centrality,ewma,rolling,shrinkage
eigenvector,0.8171055498726308,0.8447298825888662,0.8159197675356396
pagerank,0.8084916800818981,0.8325614279915902,0.8084113726208746
softmax,0.8280863464294093,0.8611118894984038,0.8305805386161461
