oos_period,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8
150,0.06817430240518275,0.270841368713348,0.15500262460155007,0.004123671620536321,0.13424333525952925,0.09839367242992204,0.1734074099035539,0.09581361506537764
151,0.0852994555106377,0.09436968076016627,0.27320834869450666,0.0805452980807488,0.07177623276270191,0.09100609509342629,0.04507593041464246,0.2587189586821699
152,0.07327289308057516,0.1314616669159321,0.310602395143486,0.07264446185361345,0.0864034487101686,0.13610995878496768,4.597401023138166e-17,0.18950517551025695
153,0.09625073691123924,0.17997760072004904,0.24350729573918753,0.07519704523188517,0.11273294420373023,0.13446051107425047,0.0,0.15787386611865828
154,0.04346682046429163,0.21313177752876294,0.17704468522465194,0.0688532641849123,0.12401300558045719,0.1566692141685281,0.05031824140425383,0.16650299144314204
155,0.04960981284583013,0.18648108696713445,0.16563156656555522,0.054423850118017265,0.19372705806743837,0.12231391507906998,0.12974194122771598,0.09807076912823853
156,0.046245464767982476,0.21176756942398134,0.1481521021469931,0.14244485655303055,0.13523330376678086,0.17290157469929368,0.07139693429944276,0.07185819434149512
157,0.048345442940128144,0.2026669378958409,0.14324518682063062,0.13578574473958308,0.15953515844845648,0.15721108731453132,0.07451570724920015,0.07869473459062933
158,0.0487286757333333,0.19974431986434063,0.1444299105878032,0.13234610779761288,0.16330097588000042,0.1581029803185471,0.07091975821772502,0.08242727159963736
159,0.0507618953606953,0.19793145251277597,0.16127337402422523,0.1518064387948364,0.14489831490939412,0.19527589049738936,0.027616845411304287,0.07043578848837925
160,0.052184337761077164,0.18164920140522384,0.1708777643553467,0.1371882658832462,0.1567822986784362,0.204289015926467,0.015791201309815213,0.08123791467938747
161,0.050300636814460155,0.19642669893633438,0.1585738600976476,0.14971634725112412,0.13851937078831203,0.2255120423728641,0.012385004588178731,0.06856603915007878
162,0.04316300391987149,0.20061148182325156,0.16228437859442632,0.1538580343309964,0.13041080585616213,0.22977172406381674,0.015760782450287166,0.06413978896018818
163,0.01639555493634639,0.14747483218926324,0.20418910893471132,0.16503124427574498,0.12981169603676648,0.2534113647868939,0.011621268613900445,0.07206493022537322
164,0.02014650120393571,0.15812805776359884,0.18321338656071637,0.19071964635813068,0.10784946422185121,0.25337171290431104,0.00873179188337241,0.07783943910308365
165,0.015722911204624553,0.2103201659085851,0.12723976217428773,0.08596968922089501,0.16285289865308314,0.13917934005263347,0.15740395077487873,0.10131128201001227
166,0.027128321029819234,0.1431586281047516,0.18672938405758924,0.1770956287624671,0.12286438383991026,0.20532854700945535,0.02955043796885539,0.1081446692261519
167,0.03153135986846426,0.1350403143598285,0.21003431300680087,0.15608559629111457,0.12339850085712252,0.20291213829320287,0.03538202302951082,0.10561575429295553
168,0.02572421199192424,0.13958008401808902,0.20257990862606656,0.1640678416828889,0.12046571260011245,0.20478311649563735,0.03867611369644671,0.10412301088783467
169,0.03195992196480083,0.20121017217012402,0.14253352404128528,0.1157890149859877,0.14087140795800732,0.1298412543385407,0.11950604788708165,0.11828865665317247
170,0.03383937235964442,0.19723361069824677,0.14314046856308196,0.12205119870336772,0.13686287136928055,0.12883394734769793,0.12065033135287245,0.11738819960480819
171,0.0,0.15321634208014706,0.1572381333235757,0.1348151722503516,0.1415048750082689,0.17370730680346944,0.11538469149570153,0.12413347903748569
172,0.0,0.12091123919360344,0.16871382406215515,0.17961532213930884,0.12567934200517045,0.21740626707222116,0.04192868394320483,0.1457453215833361
173,0.0,0.13972057017628015,0.16320656559565366,0.18917220394362014,0.1289744321720749,0.2066213640453268,0.038039680655842456,0.1342651834102019
174,0.0,0.12938488037352863,0.16708922941027635,0.17555853961768733,0.12647450260341692,0.2313754353619926,0.025586593215094895,0.14453081941700324
175,0.0,0.1359564536070617,0.1890405236474786,0.12714164512109283,0.13810786553906107,0.24038447827330192,0.04560087373586008,0.12376816007514387
