oos_period,row_model,col_model,adjacency_matrice
150,1,1,0.0
150,1,2,0.0
150,1,3,0.0
150,1,4,0.0
150,1,5,0.0
150,1,6,0.0
150,1,7,0.0
150,1,8,0.0
150,2,1,3.1154372475868035
150,2,2,0.0
150,2,3,0.0
150,2,4,0.0
150,2,5,0.11253034873260244
150,2,6,0.0
150,2,7,0.7112328141614191
150,2,8,0.0
150,3,1,4.5075058314040986
150,3,2,1.144135243223883
150,3,3,0.0
150,3,4,0.3077860158046961
150,3,5,2.1073468457719455
150,3,6,2.6910774307542424
150,3,7,0.0
150,3,8,0.0
150,4,1,2.6287301338780344
150,4,2,0.13825584708813887
150,4,3,0.0
150,4,4,0.0
150,4,5,0.32675425948080283
150,4,6,2.410398839130939
150,4,7,0.0
150,4,8,0.0
150,5,1,2.7121633008815267
150,5,2,0.0
150,5,3,0.0
150,5,4,0.0
150,5,5,0.0
150,5,6,0.3162525902222243
150,5,7,0.0
150,5,8,0.0
150,6,1,2.6293899489218426
150,6,2,1.466498824885351
150,6,3,0.0
150,6,4,0.0
150,6,5,0.0
150,6,6,0.0
150,6,7,3.112602308595755
150,6,8,0.0
150,7,1,3.538319838776255
150,7,2,0.0
150,7,3,66239.35217882595
150,7,4,0.4408135508223189
150,7,5,2.0713681303023717
150,7,6,0.0
150,7,7,0.0
150,7,8,0.0
150,8,1,3.407370183664321
150,8,2,0.03941405502653839
150,8,3,94951.1724131048
150,8,4,0.17214398509604353
150,8,5,0.7733370855620819
150,8,6,0.05799863832960692
150,8,7,28126.626500902352
150,8,8,0.0
151,1,1,0.0
151,1,2,0.0
151,1,3,0.0
151,1,4,0.0
151,1,5,0.0
151,1,6,0.0
151,1,7,0.0
151,1,8,0.0
151,2,1,2.486639171072332
151,2,2,0.0
151,2,3,0.0
151,2,4,0.0
151,2,5,0.0830520970301335
151,2,6,0.424010339902291
151,2,7,5.316998213041641
151,2,8,0.4122087283128187
151,3,1,4.69593108986185
151,3,2,2.2196446914285652
151,3,3,0.0
151,3,4,0.5052563148842137
151,3,5,3.8767090957512838
151,3,6,0.9911548604541613
151,3,7,37047.81180385319
151,3,8,16813.277636620038
151,4,1,2.646649896002808
151,4,2,0.13661684505679494
151,4,3,0.0
151,4,4,0.0
151,4,5,0.15249654707427965
151,4,6,0.0
151,4,7,0.4676053605875851
151,4,8,0.0
151,5,1,2.2139748425627452
151,5,2,0.0
151,5,3,0.0
151,5,4,0.0
151,5,5,0.0
151,5,6,0.12925592572605404
