oos_period,condition_number,trace
150,6.851091444133384,14.724883939046506
151,4.146190098843619,13.028754110525096
152,3.7630453895218374,12.901234140227064
153,4.550482178978939,12.559479100047657
154,7.643704896419307,14.93297155584162
155,9.37805811308331,17.210318894443162
156,7.325942282136703,14.78184015686962
157,7.582513268962259,14.756799060062248
158,7.479636880837903,14.556363364876992
159,7.862750288909877,14.327014488161602
160,7.585750579668883,14.13265305255609
161,7.505251870958935,13.809344422742297
162,7.715086428464753,14.040350749755152
163,7.755123708583658,14.30677241130968
164,7.436318628213254,13.693167853987166
165,11.349894477786332,17.71519140023328
166,7.32694445927734,13.887641298787955
167,6.7371484097305645,13.592109223891647
168,6.577209900830877,13.488362106894453
169,11.34131707857802,17.49439990496007
170,11.569374733371196,17.3216891977591
171,11.73390944677681,17.619740343614783
172,12.17380628215855,17.807519292409484
173,11.514605852709908,17.85510301425746
174,11.721842927483886,18.024416476529233
175,11.893371394256112,18.113146741375584
176,11.142580641922365,17.213116186182262
177,11.229335544715125,16.752844129041875
178,10.813261579893892,16.372963402618495
179,10.546004203835267,16.148013849606617
180,9.693046680940487,16.095237602558615
181,9.63476323381071,15.947010977806064
182,9.53685517256683,15.661586359142502
183,6.668017082671851,9.99195666072421
184,5.133815345918296,11.451091801545196
185,6.5796304407133945,10.812025536940677
186,6.932838027110829,11.484069433029028
187,8.58551227784928,12.628865614727692
188,8.504402025616383,13.275825526412042
189,8.839093019797112,13.138666173603305
190,8.683238197984297,13.821917891550353
191,8.932342732358608,14.051304178031701
192,7.974632644362006,13.398449511908847
193,8.019084267776599,12.761853929652247
194,7.368678521678746,13.251693933555833
195,7.769552261560943,13.288833291889784
196,7.4928035246960825,13.10677256950897
197,6.087636405598891,13.665172370639974
198,6.082984070387956,13.707337276002896
199,6.744259814804438,13.971129994484995
200,7.0317337855382,14.205531674461751
201,7.054633788614627,14.44798039498744
202,11.100499250139515,13.177490400183252
203,10.168144051823292,13.473700784190363
204,10.560374482044873,12.15808974571302
205,9.051095447772909,15.154379128843377
206,9.007219648415024,15.327693052978457
207,9.146959328823717,15.68950906885052
208,8.888218821329112,15.62861155505524
209,8.568338425244649,15.450048747856847
210,8.562949533592361,15.588908553676653
211,8.514112588054155,15.28837037642517
212,9.797056720491835,15.792741087746041
213,12.49278791563694,17.353745056448705
214,12.443449444072934,17.668156506004166
215,9.843413519090651,12.577477582567436
216,10.742513957908276,13.067589152032006
217,13.641362851871666,19.166030068245835
218,13.185177935410243,19.665147936559244
219,13.779395013368429,17.80197334466377
220,13.992638555347407,20.58166213427325
221,14.986744030738052,18.25523168347464
222,16.440809682449263,17.99293454066604
223,15.537732590214098,21.2092300373252
224,16.10723978464788,21.286752724028677
225,17.56492480286965,21.811551795480298
226,17.36097143337755,22.189757874768034
227,17.50357327996522,22.727998752879166
228,17.774376988133564,23.39594341464521
229,17.895491857601606,23.713641077089356
230,18.171750002482202,24.23537752588186
231,18.416105856498536,24.206854967805313
232,21.76296395713624,23.98031940027406
233,23.318533682680865,24.554900685605425
234,24.209147434304242,24.381131078581756
235,24.387662798753855,24.314479504668693
236,23.836173420023933,24.197256299140513
237,24.220171151582925,24.263674901306334
238,24.422000469356377,24.449146755092777
239,24.16888979906364,25.37478568520691
240,22.93453199255403,24.94577556819497
241,24.218859143607983,26.035690302438418
242,21.370054265256954,27.00588550235901
243,21.323667836637618,26.691752967832937
244,21.540554679867736,26.67554641594752
245,20.333209469764764,27.23936536674565
246,20.197097398978446,27.262643193623
247,9.382475737487189,14.270162918441466
248,10.026148695028885,14.670289584385586
249,13.087890449196731,14.001696093087963
250,15.693314172096,13.511993426052507
251,13.616504085099917,17.262956891965608
252,18.563226383542197,26.19519199928774
253,18.74651993934026,25.902734266099216
254,19.486285673044044,26.25424830970348
255,19.320814059549306,26.305317429788058
256,19.67700668983332,26.155661516365846
257,18.043150601635528,26.39944443281088
258,18.706879054022927,27.05403662276745
259,18.929209988901526,26.586647927956335
260,9.587980547448646,10.599973561136762
261,8.143981619737053,11.638143409879854
262,14.72677914358898,18.0503284209814
263,6.915932145605597,11.25764353637045
264,13.70294672056191,18.82848019879745
265,17.09975240196739,26.722179822596523
266,17.708196994517408,27.507792252929345
267,8.061985923405294,12.534117464149137
268,8.599950258547237,12.536135792929361
269,17.702258431971565,27.2559328297011
270,7.915426686322433,13.066239082493041
271,7.259769545092966,12.453298712809378
272,7.4418965000845,12.24871213079065
273,6.922230348356019,12.118123044589588
274,6.480756470833943,11.833008386376896
275,17.71605681249294,26.980116064345484
276,5.982144928994012,11.775871685591639
277,6.239738292879782,11.488767286657227
278,19.147384599567403,26.073983891987574
279,10.495556508513717,15.904569001213687
280,7.148214703376209,11.408936462013378
281,6.811667872158113,10.822189846337558
282,8.859491558799139,10.76723860272272
283,8.699496431715483,10.820011891060146
284,9.273209918024188,10.79702529991857
285,9.444663528570397,10.811338008984404
286,8.00459691911524,9.775990263036565
287,7.680623282768199,9.84816508129627
288,6.787418266193709,10.37956224602841
289,7.1337328218474205,9.578698714881202
290,8.384470843469984,9.768055026615105
291,9.43797705897457,13.581987042128546
292,8.498530550223096,9.124428230319207
293,9.447752488937253,13.329168372092342
294,9.683153160052699,9.53552945595691
295,7.745288329941606,12.880696278726251
296,7.540804440624383,9.891015807259706
297,7.131565104165859,12.033475540778527
298,6.93640877118384,11.953608988461715
299,5.708740548756478,9.965557376517319
