oos_period,variant,row_model,col_model,adjacency
150,legacy,1,1,0.0
150,legacy,1,2,0.0
150,legacy,1,3,0.0
150,legacy,1,4,0.0
150,legacy,1,5,0.0
150,legacy,1,6,0.0
150,legacy,1,7,0.0
150,legacy,1,8,0.0
150,legacy,2,1,3.1154372475868035
150,legacy,2,2,0.0
150,legacy,2,3,0.0
150,legacy,2,4,0.0
150,legacy,2,5,0.11253034873260244
150,legacy,2,6,0.0
150,legacy,2,7,0.7112328141614191
150,legacy,2,8,0.0
150,legacy,3,1,4.5075058314040986
150,legacy,3,2,1.144135243223883
150,legacy,3,3,0.0
150,legacy,3,4,0.3077860158046961
150,legacy,3,5,2.1073468457719455
150,legacy,3,6,2.6910774307542424
150,legacy,3,7,0.0
150,legacy,3,8,0.0
150,legacy,4,1,2.6287301338780344
150,legacy,4,2,0.13825584708813887
150,legacy,4,3,0.0
150,legacy,4,4,0.0
150,legacy,4,5,0.32675425948080283
150,legacy,4,6,2.410398839130939
150,legacy,4,7,0.0
150,legacy,4,8,0.0
150,legacy,5,1,2.7121633008815267
150,legacy,5,2,0.0
150,legacy,5,3,0.0
150,legacy,5,4,0.0
150,legacy,5,5,0.0
150,legacy,5,6,0.3162525902222243
150,legacy,5,7,0.0
150,legacy,5,8,0.0
150,legacy,6,1,2.6293899489218426
150,legacy,6,2,1.466498824885351
150,legacy,6,3,0.0
150,legacy,6,4,0.0
150,legacy,6,5,0.0
150,legacy,6,6,0.0
150,legacy,6,7,3.112602308595755
150,legacy,6,8,0.0
150,legacy,7,1,3.538319838776255
150,legacy,7,2,0.0
150,legacy,7,3,66239.35217882595
150,legacy,7,4,0.4408135508223189
150,legacy,7,5,2.0713681303023717
150,legacy,7,6,0.0
150,legacy,7,7,0.0
150,legacy,7,8,0.0
150,legacy,8,1,3.407370183664321
150,legacy,8,2,0.03941405502653839
150,legacy,8,3,94951.1724131048
150,legacy,8,4,0.17214398509604353
150,legacy,8,5,0.7733370855620819
150,legacy,8,6,0.05799863832960692
150,legacy,8,7,28126.626500902352
150,legacy,8,8,0.0
151,legacy,1,1,0.0
151,legacy,1,2,0.0
151,legacy,1,3,0.0
151,legacy,1,4,0.0
151,legacy,1,5,0.0
151,legacy,1,6,0.0
151,legacy,1,7,0.0
151,legacy,1,8,0.0
151,legacy,2,1,2.486639171072332
151,legacy,2,2,0.0
151,legacy,2,3,0.0
151,legacy,2,4,0.0
151,legacy,2,5,0.0830520970301335
151,legacy,2,6,0.424010339902291
151,legacy,2,7,5.316998213041641
151,legacy,2,8,0.4122087283128187
151,legacy,3,1,4.69593108986185
151,legacy,3,2,2.2196446914285652
151,legacy,3,3,0.0
151,legacy,3,4,0.5052563148842137
151,legacy,3,5,3.8767090957512838
151,legacy,3,6,0.9911548604541613
151,legacy,3,7,37047.81180385319
151,legacy,3,8,16813.277636620038
151,legacy,4,1,2.646649896002808
151,legacy,4,2,0.13661684505679494
151,legacy,4,3,0.0
151,legacy,4,4,0.0
151,legacy,4,5,0.15249654707427965
151,legacy,4,6,0.0
151,legacy,4,7,0.4676053605875851
151,legacy,4,8,0.0
151,legacy,5,1,2.2139748425627452
151,legacy,5,2,0.0
151,legacy,5,3,0.0
151,legacy,5,4,0.0
151,legacy,5,5,0.0
151,legacy,5,6,0.12925592572605404
151,legacy,5,7,0.7609949561079263
151,legacy,5,8,0.0
151,legacy,6,1,2.946183388750394
151,legacy,6,2,0.0
151,legacy,6,3,0.0
151,legacy,6,4,0.9906303545905192
151,legacy,6,5,0.0
151,legacy,6,6,0.0
151,legacy,6,7,0.0
151,legacy,6,8,0.0
151,legacy,7,1,3.0886264371650736
151,legacy,7,2,0.0
151,legacy,7,3,0.0
151,legacy,7,4,0.0
151,legacy,7,5,0.0
151,legacy,7,6,0.6285631615949963
151,legacy,7,7,0.0
151,legacy,7,8,0.0
151,legacy,8,1,3.036390848020431
151,legacy,8,2,0.0
151,legacy,8,3,0.0
151,legacy,8,4,0.25811519861893545
151,legacy,8,5,0.41502134673874347
151,legacy,8,6,0.8276397504870439
151,legacy,8,7,9.662839911803546
151,legacy,8,8,0.0
152,legacy,1,1,0.0
152,legacy,1,2,0.0
152,legacy,1,3,0.0
152,legacy,1,4,0.0
152,legacy,1,5,0.0
152,legacy,1,6,0.0
152,legacy,1,7,0.0
152,legacy,1,8,0.0
152,legacy,2,1,3.269809930245175
152,legacy,2,2,0.0
152,legacy,2,3,0.0
152,legacy,2,4,0.0
152,legacy,2,5,0.33620700544746573
152,legacy,2,6,1.0664848762764723
152,legacy,2,7,1.8172927289471588
152,legacy,2,8,0.037126554283128096
152,legacy,3,1,5.680669421836874
152,legacy,3,2,1.488245920272015
152,legacy,3,3,0.0
152,legacy,3,4,0.6788737465262616
152,legacy,3,5,42337.39398238218
152,legacy,3,6,4.686901934431256
152,legacy,3,7,86352.54048715282
152,legacy,3,8,23441.569753476007
152,legacy,4,1,3.116900270314697
152,legacy,4,2,0.0021450961860653103
152,legacy,4,3,0.0
152,legacy,4,4,0.0
152,legacy,4,5,0.2761691383174419
152,legacy,4,6,0.44536223114201107
152,legacy,4,7,0.7417621927269481
