oos_period,model,centrality_score
219,5,8.382673944853221e-05
219,6,1.4179787549451622e-05
219,7,0.18578552090136444
219,8,0.8042020849382724
220,1,5.340054585630403e-07
220,2,0.02756324973082457
220,3,0.007351703636304534
220,4,0.00757700736100561
220,5,0.005893984441128381
220,6,3.921794329123278e-06
220,7,0.5418348951759863
220,8,0.4097747038539628
221,1,6.752774509061057e-07
221,2,0.015268166471560912
221,3,0.004082420891402261
221,4,0.011167337309441918
221,5,0.006411410702332337
221,6,7.185807121389349e-06
221,7,0.3515542753564104
221,8,0.6115085281832796
222,1,1.3847579174780529e-06
222,2,0.0023087035479486683
222,3,0.0011730831997711444
222,4,0.009575251710973176
222,5,0.00022028682982696055
222,6,2.336863369237209e-05
222,7,0.19118495222083703
222,8,0.7955129690980333
223,1,1.0465649591906507e-06
223,2,0.0024348567563864483
223,3,0.0003475968922877078
223,4,0.0036289256351194014
223,5,9.829976421334396e-05
223,6,1.3766246374129092e-05
223,7,0.8941913542455585
223,8,0.09928415389410128
224,1,1.097301001928498e-06
224,2,0.000103721593584466
224,3,0.001448871286548096
224,4,0.006004491375136881
224,5,0.00021609891921202094
224,6,1.6999692150875735e-05
224,7,0.8891668886207064
224,8,0.10304183121065931
225,1,9.041729314895137e-07
225,2,3.037027970918867e-05
225,3,0.0005602166973468502
225,4,0.0063021160804168554
225,5,0.000382577712765724
225,6,3.48572309881149e-06
225,7,0.924436275569446
225,8,0.06828405376328511
226,1,1.5966939908712686e-06
226,2,0.0006493925436234205
226,3,4.1590346707848825e-05
226,4,0.005359186884774638
226,5,0.0004863204088635569
226,6,3.044151353191041e-05
226,7,0.8948239360433966
226,8,0.09860753556411092
227,1,1.1275257470968624e-06
227,2,0.0017700353530804085
227,3,1.3567511400730722e-05
227,4,0.008636116347098632
227,5,0.0007176035351567192
227,6,0.00010295040166516452
227,7,0.8238712925611762
227,8,0.164887306763675
228,1,9.512253260934537e-07
228,2,0.00023143498534033963
228,3,5.054405288599171e-06
228,4,0.014236418595240281
228,5,0.002243296120139334
228,6,7.503925583397478e-05
228,7,0.8460158707791441
228,8,0.1371919346326872
229,1,4.277726685153117e-06
229,2,4.7118524258542786e-05
229,3,1.3971465475738056e-06
229,4,0.015498222696323085
229,5,0.0023316912916823518
229,6,0.0001976576816809441
229,7,0.8137628560481767
229,8,0.16815677888364564
230,1,1.1279229249357844e-05
230,2,0.0001978371534393269
230,3,8.65558694544693e-07
230,4,0.002615549012827743
230,5,0.0014342279951263643
230,6,0.00014866150203270593
230,7,0.03506420224330013
