oos_period,row_model,col_model,cov_matrice
150,1,1,1.7036626926584064
150,1,2,0.0993957749067828
150,1,3,0.7080904855340036
150,1,4,0.8289603615222978
150,1,5,-0.05324809825190287
150,1,6,0.23716944765040088
150,1,7,0.10646135793526339
150,1,8,-0.23809064726932005
150,2,1,0.0993957749067828
150,2,2,0.9225592615216774
150,2,3,-0.126115116938396
150,2,4,-0.02206785206778089
150,2,5,-0.053727878051983126
150,2,6,0.21869947554429162
150,2,7,0.050230672378480126
150,2,8,0.08197468495732746
150,3,1,0.7080904855340036
150,3,2,-0.126115116938396
150,3,3,3.4670920355716426
150,3,4,0.4217004697496842
150,3,5,-0.7413929458041673
150,3,6,-0.4315916616916323
150,3,7,-0.26002359531113506
150,3,8,-1.0247991021112446
150,4,1,0.8289603615222978
150,4,2,-0.02206785206778089
150,4,3,0.4217004697496842
150,4,4,2.3135910853061032
150,4,5,0.5799091492798832
150,4,6,0.0947842430216627
150,4,7,0.15233033319153166
150,4,8,0.3038132833497277
150,5,1,-0.05324809825190287
150,5,2,-0.053727878051983126
150,5,3,-0.7413929458041673
150,5,4,0.5799091492798832
150,5,5,1.6305072707614028
150,5,6,0.25898479608608604
150,5,7,0.40925931846171654
150,5,8,0.8702749359160674
150,6,1,0.23716944765040088
150,6,2,0.21869947554429162
150,6,3,-0.4315916616916323
150,6,4,0.0947842430216627
150,6,5,0.25898479608608604
150,6,6,1.6339569603648065
150,6,7,0.13015722088040677
150,6,8,0.4283786494071344
150,7,1,0.10646135793526339
150,7,2,0.050230672378480126
150,7,3,-0.26002359531113506
150,7,4,0.15233033319153166
150,7,5,0.40925931846171654
150,7,6,0.13015722088040677
150,7,7,1.0455158307185781
150,7,8,0.39387940108586794
150,8,1,-0.23809064726932005
150,8,2,0.08197468495732746
150,8,3,-1.0247991021112446
150,8,4,0.3038132833497277
150,8,5,0.8702749359160674
150,8,6,0.4283786494071344
150,8,7,0.39387940108586794
150,8,8,2.007998802143888
151,1,1,1.337791498297934
151,1,2,-0.0006511368935031586
151,1,3,0.2824756499908971
151,1,4,0.3308758784851315
151,1,5,0.046884684110151564
151,1,6,-0.17259582158029046
151,1,7,0.28584065542859827
151,1,8,-0.23467820693892713
151,2,1,-0.0006511368935031586
151,2,2,1.168503271708064
151,2,3,-0.10372466310209619
151,2,4,-0.26371215477276233
151,2,5,-0.03086970355171358
151,2,6,0.2315388358963491
151,2,7,0.14864612015552683
151,2,8,0.14459893890463626
151,3,1,0.2824756499908971
151,3,2,-0.10372466310209619
151,3,3,2.0882533923540914
151,3,4,-0.1672637987792593
151,3,5,-0.10369238877629958
151,3,6,-0.39388780238320115
151,3,7,0.3582734437797404
151,3,8,-0.4704143121748046
151,4,1,0.3308758784851315
151,4,2,-0.26371215477276233
151,4,3,-0.1672637987792593
151,4,4,2.30578689617825
151,4,5,0.6998449380904918
151,4,6,-0.2665682726559989
151,4,7,0.35056155080910945
151,4,8,0.34756669776292454
151,5,1,0.046884684110151564
151,5,2,-0.03086970355171358
151,5,3,-0.10369238877629958
151,5,4,0.6998449380904918
151,5,5,1.2859493714713612
151,5,6,0.17591010775413837
151,5,7,0.2989403651727889
151,5,8,0.3860817744854401
151,6,1,-0.17259582158029046
151,6,2,0.2315388358963491
151,6,3,-0.39388780238320115
151,6,4,-0.2665682726559989
151,6,5,0.17591010775413837
151,6,6,1.569946337583233
151,6,7,0.10778902951655492
151,6,8,0.35260301531625954
151,7,1,0.28584065542859827
151,7,2,0.14864612015552683
151,7,3,0.3582734437797404
151,7,4,0.35056155080910945
151,7,5,0.2989403651727889
151,7,6,0.10778902951655492
151,7,7,1.5009246793086375
151,7,8,0.4595183121688717
151,8,1,-0.23467820693892713
151,8,2,0.14459893890463626
151,8,3,-0.4704143121748046
151,8,4,0.34756669776292454
151,8,5,0.3860817744854401
151,8,6,0.35260301531625954
151,8,7,0.4595183121688717
151,8,8,1.771598663623524
152,1,1,1.4559892867170257
152,1,2,0.08074817946138987
152,1,3,0.3679806655305838
152,1,4,0.38512890037322056
152,1,5,0.001665405548596064
152,1,6,-0.14108747492309118
152,1,7,0.37734820786812573
152,1,8,-0.25498288729245666
152,2,1,0.08074817946138987
152,2,2,1.1821144179050547
152,2,3,0.06223879380810577
152,2,4,-0.33980316353903023
152,2,5,-0.15223609420628847
152,2,6,0.2383583874853144
152,2,7,0.23986276123153014
152,2,8,0.09967774508002407
152,3,1,0.3679806655305838
152,3,2,0.06223879380810577
152,3,3,2.067440753413207
152,3,4,0.043655892989141354
152,3,5,-0.05501831373350277
152,3,6,-0.3333586565365569
152,3,7,0.44731645229214284
152,3,8,-0.4601904402249584
152,4,1,0.38512890037322056
152,4,2,-0.33980316353903023
152,4,3,0.043655892989141354
152,4,4,2.0189160708657905
152,4,5,0.5255617767841565
152,4,6,-0.2903146679709251
152,4,7,0.41494935428821056
152,4,8,0.2871902906281583
152,5,1,0.001665405548596064
152,5,2,-0.15223609420628847
152,5,3,-0.05501831373350277
152,5,4,0.5255617767841565
152,5,5,1.1967122008006152
152,5,6,0.13238790785151283
152,5,7,0.2533113370538155
152,5,8,0.3682909027814866
152,6,1,-0.14108747492309118
152,6,2,0.2383583874853144
152,6,3,-0.3333586565365569
152,6,4,-0.2903146679709251
152,6,5,0.13238790785151283
152,6,6,1.5751080069398973
152,6,7,0.14296456920983056
152,6,8,0.3363413016052349
152,7,1,0.37734820786812573
