oos_period,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
150,-0.8453752630878961,-0.8453752630878961,-0.8453752630878961,-0.8453752630878961,-0.8453752630878961,-0.8453752630878961,-2.188148490638306,-2.1642988591114043,-1.0649766095331223,-0.6655947577325257,-1.9342489918631096,-0.09907238479958402,-2.1833035736470285,-2.1833035736470285,-0.4862270852331711,-0.7366360770251741,2.4634346596492653,-1.065489426303634
151,-0.1491506239533083,-0.15135951597071276,-0.17128229993266586,-0.30955688109086477,-0.10083186830888191,-0.3097944540345955,2.1517933680713295,2.142855704773074,0.15650535432578855,0.030606647195594583,1.7969706166133033,0.523281359276804,2.1521040462350944,2.1521040462350944,-0.8221842368347645,0.7641718403632641,3.304230904831995,-0.8003435519419012
152,-0.04100613012390536,-0.04172972944576442,-0.03796327800525451,0.03924154077569747,-0.06553674977273921,0.06933813207885065,2.6730833325126224,2.6686586688503757,0.3881006206926103,0.26072220241687705,2.4785015896530873,1.7907574247099363,2.674285110061404,2.674285110061404,-0.40046308460340785,-0.05161686057864287,-0.5380524530054198,-0.9961708986411968
153,0.6622943171797324,0.6600297538934529,0.7641267629355217,0.696669489745667,0.652675799471113,0.6001814732570441,2.2474387235635596,2.2383207624252885,0.8003947024540866,0.743612108969437,2.2077837323779947,1.4091201898722086,2.2478786471088896,2.2478786471088896,0.8510952115742076,0.5980046301796016,1.085072404745136,-0.06667820963227444
154,-0.13373343240666608,-0.18174105648524663,-0.1615885173711279,-0.3162862435735866,-0.22116994917169375,-0.26954366716092926,3.3609536522641434,0.990628860301296,0.45888795011969896,-0.5471643761735336,0.2620473004788335,-1.4433658927260864,1.0164271386470558,1.0164271386470558,-0.1655185156107406,-0.3927311786983435,1.557042112787621,-0.7105860682994828
155,-0.117735655289745,-0.07639283583853779,-0.117735655289745,-0.08775358607613379,-0.08692578419310287,-0.06965279651447076,-3.878233245383015,1.149624292272541,-1.2686331915374518,-0.07793421740750339,0.17266093288692852,1.1671641410814164,1.152194198390796,1.152194198390796,0.10672823963126526,-0.12829246911701386,3.154828834855231,-0.858554170089157
156,0.4895891804173679,0.4899102226360519,0.5221487803648128,0.5186164903435379,0.4906727463460033,0.4898294161085304,1.2979266707530637,1.2747123450577325,0.30053376005396365,0.2126014030739472,1.3156669766061773,1.2980803903272198,1.2979376006424757,1.2979376006424757,1.0685850631821918,0.5473858298485779,0.02524810578855563,-0.5791549992479841
157,-0.6442404004983106,-0.6442582146323633,-0.6525507844383744,-0.6511799158777678,-0.6442798686154207,-0.6442774321282336,0.9669900080925151,0.9651536236019882,-0.5234203000561123,-0.492214405181266,0.9621596808350121,0.9572950640759804,0.9670291293767628,0.9670291293767628,-0.17156245904887057,-0.5971955373919635,-0.17964544352745343,-1.5202231360174332
158,0.5922499210570782,0.5922679211497666,0.6194814501300583,0.6197156381126243,0.5923066010656274,0.5927320261581839,1.2986088466621122,1.298609735738415,0.3532283472407421,0.359401663597932,1.299594554067225,1.3073701965646451,1.2986191835675431,1.2986191835675431,1.0134809334662207,0.5672417492437296,1.1574353731796343,-0.37664632094393213
159,-0.4069009988005782,-0.4047363733592564,-0.40662081362348684,-0.4060989299023631,-0.40477131023710394,-0.40503052964746694,1.428327598867476,1.5577332178875714,-0.12252660271500115,-0.11366156085582713,1.555720299447066,1.5343163398181419,1.5635721967204577,1.5635721967204577,-0.07534308593620431,-0.3728700796285137,-0.4976041519126196,-1.2634382985711972
160,-0.2926833893220273,-0.299613608197585,-0.24645847923703212,-0.2471772437929356,-0.2929970321757256,-0.2949812114734004,2.1907006209730846,2.013530224194706,0.2840244939423652,0.28166268517878923,2.181263796563623,2.1158637401991234,2.1912144442441317,2.1912144442441317,-0.05560652851003456,-0.22585059665206186,-0.13896628754368345,-0.9771525425059192
161,0.1527674449148185,0.12891684092009625,0.20826188161741951,0.2039032998162318,0.15856408018008014,0.146833563617602,1.122149834166551,0.7833251583124424,0.1866250899164259,0.17643861623817936,1.2044948140450957,1.0301138019992249,1.2050574212942644,1.2050574212942644,0.3696988079572865,0.23056987954169078,-0.3705683191315773,-0.4915146827942345
162,0.24200909810072646,0.24185669358408124,0.2744683707330388,0.2756533226173776,0.24286848019356122,0.24087088542012425,1.46452305291477,1.4621113789492601,0.29136095298235765,0.29971423205006076,1.4227154915534577,1.4004957075325808,1.4797764822967086,1.4797764822967086,0.49831893452799636,0.3258263354022332,1.3840943414700104,-0.550828058264306
163,0.6805942011510204,0.9373065373372946,0.874187515057897,0.8864708425603927,0.973977555640137,0.9493940018555554,1.9282884655226205,1.73998313800692,0.6032686660073656,0.6302897363447972,1.840414904771771,1.7735455651966838,1.9301837336121488,1.9301837336121488,0.9337674082416803,0.9576795929516604,0.8752888939510117,-0.2617533397121683
164,-0.6385491787272626,-1.013805254207672,-0.7902564886363841,-0.8371075187370653,-0.7105400942520294,-0.6976422999400009,0.34638158089905413,-0.48537042931582686,-0.8444502888740206,-0.7823685760634196,0.2320644004649492,0.1360744452067031,0.3487618214879369,-0.5355899138909062,-0.9853477275500154,-0.6812570057227164,-0.5355899138909062,-1.4021108729709852
165,-0.08062227632306232,-0.0775747697695768,-0.007955873506993394,-0.007042865587017194,-0.05654909390711296,-0.04997244479103846,0.5505450686316754,0.5398766014039639,-0.23338108772771754,-0.2358910550145922,0.459562181968442,0.4352006276901877,0.5506437754849984,0.5506437754849984,0.21551986586546779,0.023058813466317718,0.3285462473418437,-1.02642358518262
166,-0.24302602879634472,-0.2540084010725645,-0.2535911745860517,-0.2619599831864973,-0.21628553385980054,-0.24302761743886941,0.9017597865196805,0.8990180216314708,-0.17056929816656743,-0.17540230572378737,0.7955557564749892,0.7861621940992233,0.9018786020874889,0.9018786020874889,-0.6892317542285339,-0.1534177408037103,0.8266449713720003,-0.94615015662594
167,-0.15636221780990744,-0.17059902610088074,-0.15999818681142897,-0.1645649443649277,-0.23380134085974086,-0.16432884114472207,1.396596015536517,1.371018872094977,-0.07770757904793588,-0.07345542536509642,1.2429032647186617,1.0065872826454123,1.3974577633369887,1.3974577633369887,-0.8691559273553493,-0.11121762719327988,0.3943812003440834,-1.0925651394089608
168,0.50810590967228,0.4913526881268676,0.47529774597516716,0.4559295658351843,0.4064396724085476,0.40281109094461565,2.1653339456065486,2.1406320406939017,0.5421801721430449,0.52638663799742,1.9242098855230563,1.5894459302924775,2.1656425460640354,2.1656425460640354,-0.22202336608767703,0.47507569771799735,1.3276487243388986,-0.5948933336981503
169,-0.13448011094335932,-0.07678729234994244,0.05791872028087061,-0.05227231524003691,-0.04298362348232332,-0.10331146523130377,0.9253678883836407,0.35071830020171846,-0.2648542628379934,-0.18478062697999686,0.9020461801807791,0.7380214545434849,0.9261163758342525,0.32868593092994813,0.09026995011025224,0.05678754297863245,0.9332717816533391,-1.0022410423627215
170,-1.1422757880192327,-0.6773246697469688,-0.7511426382896147,-0.598434958194918,-0.8559524466657745,-0.7326094885387592,-1.9891691184210514,0.5284168176886086,-0.2664262463541573,-0.3418511232902961,-0.24477331303109723,0.3337311505218518,-2.349158007779271,0.8233045180498453,-0.694186843209297,-0.7090656621840887,-2.349158007779271,-1.4129479829198661
171,0.05284784349977556,-0.03041917345462014,0.07980967467245892,0.09509243511782317,0.05525673777416368,0.1696397195841785,-0.4254031468021284,0.5620314777453916,-0.3822384558505192,-0.22571496135296373,0.5652625167029578,0.7524825042571253,0.5498826130059716,0.5498826130059716,0.16887209627244953,0.19474980058894076,0.5498826130059716,-1.255042729664675
172,-0.20754903705303068,-0.3218799587169847,-0.1620032615077005,-0.156054209715915,-0.20015310867319858,-0.10239162738957208,-0.6362098964653076,-0.6047807543947493,-0.4634968203244428,-0.4560040984042393,-0.26953719419436795,0.0761294752123779,-0.6394340470334725,-0.6394340470334725,0.007034876660107048,0.01816702488776145,-0.6394340470334725,-0.8480833812102435
173,0.04171996772616815,-0.22193451551549614,0.018405113338414436,-0.08878604848728511,0.054739025721964096,0.015123142425059966,2.000503805819302,-0.5520856663913082,-0.050816330794480336,-0.37050578718565624,0.7324244121407932,0.6522897934839373,2.0020711119546295,-0.6117272835584998,0.17673433315731046,0.07681891220941961,-0.6117272835584998,-1.1915490061699736
174,0.45521967098958344,0.391201045058944,0.45773888397069323,0.4311887986544043,0.5680888601347807,0.6037402376926272,0.629043300327726,3.000771286835975,-0.1632880934069891,0.5338952073056088,1.439928910684836,1.464575138670509,0.6126888069950941,3.0509924207334502,0.563989686654319,0.5409160495972354,3.0509924207334502,-0.8737386680175567
175,0.19658605846861799,0.27322869734327127,0.060603631049655105,0.18643712325770845,0.006735729953684433,0.22443273456540686,1.3816413462664925,1.8932014441196503,0.4281262651703552,0.14267254173041352,1.2702185171450295,1.3930782585076764,1.9024128353482468,1.9024128353482468,0.24269733643763813,0.22708780353077151,1.872793645557434,-0.8615114135534312
176,-0.08377295288696868,-0.08460475023035938,0.08071349086322105,0.08126085325368021,0.12692964387302857,0.13396617666801916,0.6079116468359574,0.608232812074086,-0.39390628493252455,-0.38039558205952306,0.43718000871086216,0.5076634280999963,0.6085251499840459,0.6085251499840459,0.17765405437848425,0.13599434947543015,0.6836979918850966,-0.9661074985592084
177,-0.01943615608566418,-0.020721239014484083,0.013113881600012256,0.01533284425971737,0.06009007084129503,0.0964297832349229,2.315640019925867,2.305729117841248,0.09019715966412656,0.09369141398610481,1.032065357939067,1.2787002771249,2.3170533541676246,2.3170533541676246,0.07224307379946149,0.0031285610643646544,1.2323661473735747,-0.902863144301116
178,0.0285748018582338,0.028003534917992345,0.10186319710242242,0.10426238235944596,0.03265935357078664,0.01130320011031688,0.2389399081805978,0.23912361340596824,-0.41656774944368413,-0.4166780717191889,0.29692018673262377,0.27412584292515885,0.23893681366642083,0.23893681366642083,0.25772863585694716,0.1630495165292734,1.0260864164308336,-1.0258968759949816
179,0.49115454246765894,0.49121842035881125,0.5011056368730442,0.49930387389188824,0.7498500405908374,0.7616442637647225,1.532587580407397,1.5340523657559875,0.5426397402274334,0.5270011856701229,2.0449078728467547,1.911315324690734,1.5325613272888792,1.5325613272888792,0.5832223895890342,0.5427068765968529,1.3816432992249443,-0.3481270381924843
180,-0.22320800220967685,-0.2231261951451699,-0.12913128701771243,-0.14238806651893288,-0.045944328603549245,0.03692937902333049,0.8198331972442742,0.8231387488842041,-0.07832272577337351,-0.1799334254375703,0.8229858249325459,0.9940350899727773,0.818717432740868,0.818717432740868,-0.08267954672809841,-0.14844296970351611,3.3654581056873565,-1.248885900915766
