replication,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
1,0.5448976220671679,0.5459752603820605,0.5413010874673023,0.541712618395522,0.5408062666240655,0.5399587842483158,1.124435681041771,1.2312728144445892,0.572641036011687,0.5784890008676437,0.5637043441374555,0.5093528443858605,1.7285288495764124,1.5803524253461483,0.5548742658364535,0.4859053414877977,1.251078173628842,0.4938985521218058
2,0.5601458443229995,0.5591801910265464,0.5590525925519482,0.5574284183941681,0.5580000196865247,0.5572292203843862,1.044913886285568,1.0975567512720263,0.604184921497004,0.5706230821243935,0.5779480694968232,0.526751525121204,1.3726673281295887,1.3117683847319606,0.5604603996338181,0.5265713354030472,1.3393689802972153,0.5065143477250377
3,0.6669336946377823,0.6749209896313906,0.6664675014774912,0.669578626882826,0.6662484315824514,0.667528614497459,1.0819781097733507,1.2849993528326402,0.6581697699242635,0.7175070510790051,0.6385439421642812,0.6481584611011412,1.5065421893403308,1.574429577246826,0.7218267884218392,0.6790652637455498,1.4504662604849266,0.6348825142141946
4,0.8032138093896699,0.7973629505809048,0.8045596364645426,0.8046719563344789,0.805643284591347,0.8060138583750882,1.120114734484666,1.1629998617162345,0.7810350783804316,0.790144856930253,0.8060051249566313,0.7807502088469493,1.6642548552069545,1.4589147018519983,0.8186107097181489,0.7685710285065867,1.3575553585121674,0.8148158961255005
5,0.5032153452569904,0.5058095158250563,0.5026975482457902,0.5022014129901293,0.5000360178974529,0.5000420841874259,0.8746072739797065,1.1142795314369693,0.6068029908421051,0.6022797814554733,0.5307532693991754,0.5181775506208669,1.5324507793015343,1.397750542347213,0.49928957039808153,0.5125476827021047,1.3632568463988828,0.4806023779668402
6,0.4768981791636071,0.47777551941377716,0.474518664719998,0.47655445817606346,0.47469058226542366,0.47526144938876314,0.8338971421746024,0.9911301584691478,0.44261090235622363,0.47759088356930646,0.42974729699627784,0.4199064293083637,1.0882040576428142,1.2251310254876564,0.49803756298941815,0.4612245491145138,1.1888383608785247,0.43564103682589644
7,0.7064801582375315,0.7058927013041311,0.7063130239306044,0.7066456589978439,0.7064468831981152,0.7065390615516141,1.0637180893118696,1.1823170818183382,0.6858001364968199,0.6919530490214835,0.687750179359297,0.6724576753748935,1.4835697161066161,1.5082662347786537,0.7148846474608881,0.668866512686036,1.7116702544566174,0.6477014294529607
8,0.6191369328694231,0.6153836063831142,0.6186965160055985,0.6170685306527967,0.6204575095119521,0.6187644026132115,0.8414654905397507,1.0656204089137145,0.6087699581632232,0.5999749897970635,0.6094482427361999,0.5676882094293482,1.3000317391059013,1.2950587877494246,0.6472689175028657,0.5708286898011846,1.3146980071588064,0.5618924956350614
9,0.7947328455610267,0.7944802843837266,0.7956228534408955,0.7945849151948664,0.7965471493245817,0.7936603752439243,1.060984756399335,1.2490150297387255,0.7970102428516674,0.7787034255996237,0.8159821998640624,0.7459497852995344,1.4866653813623134,1.4486461163796216,0.8333226533899251,0.6867557726322191,1.2911739428396396,0.7820253727096719
10,0.7076203924156956,0.7071911277860985,0.7053552762820624,0.7055967998764137,0.7063976707236717,0.704838336024896,1.0750133988386101,1.2868224398904904,0.6906889156601308,0.7056345565119732,0.7132231521541489,0.6508307198954776,1.4619214696220786,1.499458228104993,0.7399124138076156,0.654343677786056,1.582982338238648,0.6315549233474758
