method,event_index,event_time,horizon,oracle_weight_profile
full_gcsr_v2_eigenvector,0,160,12,0.6540072387498852
full_gcsr_v2_eigenvector,0,160,13,0.6525413767626296
full_gcsr_v2_eigenvector,0,160,14,0.6475601168951137
full_gcsr_v2_eigenvector,0,160,15,0.7716814496925268
full_gcsr_v2_eigenvector,0,160,16,0.8279534578667812
full_gcsr_v2_eigenvector,0,160,17,0.8163748559769114
full_gcsr_v2_eigenvector,0,160,18,0.8154461850649903
full_gcsr_v2_eigenvector,0,160,19,0.701488152155314
full_gcsr_v2_eigenvector,0,160,20,0.8031632928454616
full_gcsr_v2_eigenvector,0,160,21,0.8044010556979417
full_gcsr_v2_eigenvector,0,160,22,0.8076761678786939
full_gcsr_v2_eigenvector,0,160,23,0.8132922895188321
full_gcsr_v2_eigenvector,0,160,24,0.816977487874328
full_gcsr_v2_eigenvector,1,184,0,0.816977487874328
full_gcsr_v2_eigenvector,1,184,1,0.8143717727972889
full_gcsr_v2_eigenvector,1,184,2,0.8095051775551864
full_gcsr_v2_eigenvector,1,184,3,0.8011496809797092
full_gcsr_v2_eigenvector,1,184,4,0.7886252930219955
full_gcsr_v2_eigenvector,1,184,5,0.7805303356885783
full_gcsr_v2_eigenvector,1,184,6,0.7958564315545265
full_gcsr_v2_eigenvector,1,184,7,0.7225644167988735
full_gcsr_v2_eigenvector,1,184,8,0.7616210849273501
full_gcsr_v2_eigenvector,1,184,9,0.7443597080246657
full_gcsr_v2_eigenvector,1,184,10,0.729131661251232
full_gcsr_v2_eigenvector,1,184,11,0.7277604494106442
full_gcsr_v2_eigenvector,1,184,12,0.7315537863954744
full_gcsr_v2_eigenvector,1,184,13,0.7293771033728126
full_gcsr_v2_eigenvector,1,184,14,0.7243731295470532
full_gcsr_v2_eigenvector,1,184,15,0.7217404213636112
full_gcsr_v2_eigenvector,1,184,16,0.7149146866998661
full_gcsr_v2_eigenvector,1,184,17,0.698854624573859
full_gcsr_v2_eigenvector,1,184,18,0.6992010978383136
full_gcsr_v2_eigenvector,1,184,19,0.6889198199887161
full_gcsr_v2_eigenvector,1,184,20,0.6830145197924152
full_gcsr_v2_eigenvector,1,184,21,0.6851982443416711
full_gcsr_v2_eigenvector,1,184,22,0.6660576397862321
full_gcsr_v2_eigenvector,1,184,23,0.6879991857630671
full_gcsr_v2_eigenvector,1,184,24,0.6910793327971632
full_gcsr_v2_eigenvector,2,194,0,0.729131661251232
full_gcsr_v2_eigenvector,2,194,1,0.7277604494106442
full_gcsr_v2_eigenvector,2,194,2,0.7315537863954744
full_gcsr_v2_eigenvector,2,194,3,0.7293771033728126
full_gcsr_v2_eigenvector,2,194,4,0.7243731295470532
full_gcsr_v2_eigenvector,2,194,5,0.7217404213636112
full_gcsr_v2_eigenvector,2,194,6,0.7149146866998661
full_gcsr_v2_eigenvector,2,194,7,0.698854624573859
full_gcsr_v2_eigenvector,2,194,8,0.6992010978383136
full_gcsr_v2_eigenvector,2,194,9,0.6889198199887161
full_gcsr_v2_eigenvector,2,194,10,0.6830145197924152
full_gcsr_v2_eigenvector,2,194,11,0.6851982443416711
full_gcsr_v2_eigenvector,2,194,12,0.6660576397862321
full_gcsr_v2_eigenvector,2,194,13,0.6879991857630671
full_gcsr_v2_eigenvector,2,194,14,0.6910793327971632
full_gcsr_v2_eigenvector,2,194,15,0.7166471761617594
full_gcsr_v2_eigenvector,2,194,16,0.7057100821659399
full_gcsr_v2_eigenvector,2,194,17,0.7057995317756215
full_gcsr_v2_eigenvector,2,194,18,0.6618125572593322
full_gcsr_v2_eigenvector,2,194,19,0.6611752226412686
full_gcsr_v2_eigenvector,2,194,20,0.6748693272263506
full_gcsr_v2_eigenvector,2,194,21,0.6445126034511137
full_gcsr_v2_eigenvector,2,194,22,0.6391609259170187
full_gcsr_v2_eigenvector,2,194,23,0.615804920675049
full_gcsr_v2_eigenvector,2,194,24,0.48855609958593516
full_gcsr_v2_eigenvector,3,229,0,0.7607740482342331
full_gcsr_v2_eigenvector,3,229,1,0.5025170386334734
full_gcsr_v2_eigenvector,3,229,2,0.5498205297884773
full_gcsr_v2_eigenvector,3,229,3,0.59088160504514
full_gcsr_v2_eigenvector,3,229,4,0.561755945170555
