method,event_index,replication,seed,event_time,recovery_delay
equal,0,0,42,229,
bates_granger_mv,0,0,42,229,9.0
var_error,0,0,42,229,3.0
graph_only_eigenvector,0,0,42,229,14.0
graph_only_pagerank,0,0,42,229,
graph_only_softmax,0,0,42,229,20.0
full_gcsr_eigenvector,0,0,42,229,3.0
full_gcsr_pagerank,0,0,42,229,3.0
full_gcsr_softmax,0,0,42,229,3.0
rs_selection,0,0,42,229,22.0
rs_selection_v2,0,0,42,229,22.0
recent_best,0,0,42,229,26.0
equal,1,0,42,241,
bates_granger_mv,1,0,42,241,
var_error,1,0,42,241,
graph_only_eigenvector,1,0,42,241,10.0
graph_only_pagerank,1,0,42,241,
graph_only_softmax,1,0,42,241,8.0
full_gcsr_eigenvector,1,0,42,241,
full_gcsr_pagerank,1,0,42,241,
full_gcsr_softmax,1,0,42,241,
rs_selection,1,0,42,241,10.0
rs_selection_v2,1,0,42,241,10.0
recent_best,1,0,42,241,14.0
equal,2,0,42,269,
bates_granger_mv,2,0,42,269,
var_error,2,0,42,269,
graph_only_eigenvector,2,0,42,269,10.0
graph_only_pagerank,2,0,42,269,
graph_only_softmax,2,0,42,269,7.0
full_gcsr_eigenvector,2,0,42,269,
full_gcsr_pagerank,2,0,42,269,
full_gcsr_softmax,2,0,42,269,
rs_selection,2,0,42,269,
rs_selection_v2,2,0,42,269,
recent_best,2,0,42,269,
equal,3,0,42,275,
bates_granger_mv,3,0,42,275,
var_error,3,0,42,275,
graph_only_eigenvector,3,0,42,275,12.0
graph_only_pagerank,3,0,42,275,
graph_only_softmax,3,0,42,275,
full_gcsr_eigenvector,3,0,42,275,
full_gcsr_pagerank,3,0,42,275,
full_gcsr_softmax,3,0,42,275,
rs_selection,3,0,42,275,
rs_selection_v2,3,0,42,275,
recent_best,3,0,42,275,
equal,4,0,42,280,
bates_granger_mv,4,0,42,280,
var_error,4,0,42,280,
graph_only_eigenvector,4,0,42,280,8.0
graph_only_pagerank,4,0,42,280,
graph_only_softmax,4,0,42,280,
full_gcsr_eigenvector,4,0,42,280,
full_gcsr_pagerank,4,0,42,280,
full_gcsr_softmax,4,0,42,280,
rs_selection,4,0,42,280,
rs_selection_v2,4,0,42,280,
recent_best,4,0,42,280,
equal,5,0,42,302,
bates_granger_mv,5,0,42,302,69.0
var_error,5,0,42,302,5.0
graph_only_eigenvector,5,0,42,302,8.0
graph_only_pagerank,5,0,42,302,73.0
graph_only_softmax,5,0,42,302,8.0
full_gcsr_eigenvector,5,0,42,302,70.0
full_gcsr_pagerank,5,0,42,302,70.0
full_gcsr_softmax,5,0,42,302,70.0
rs_selection,5,0,42,302,19.0
rs_selection_v2,5,0,42,302,19.0
recent_best,5,0,42,302,19.0
equal,6,0,42,376,
bates_granger_mv,6,0,42,376,
var_error,6,0,42,376,2.0
graph_only_eigenvector,6,0,42,376,
graph_only_pagerank,6,0,42,376,16.0
graph_only_softmax,6,0,42,376,
full_gcsr_eigenvector,6,0,42,376,
full_gcsr_pagerank,6,0,42,376,
full_gcsr_softmax,6,0,42,376,
rs_selection,6,0,42,376,
rs_selection_v2,6,0,42,376,
recent_best,6,0,42,376,
equal,7,0,42,381,
bates_granger_mv,7,0,42,381,
var_error,7,0,42,381,5.0
graph_only_eigenvector,7,0,42,381,
graph_only_pagerank,7,0,42,381,
graph_only_softmax,7,0,42,381,15.0
full_gcsr_eigenvector,7,0,42,381,
full_gcsr_pagerank,7,0,42,381,
full_gcsr_softmax,7,0,42,381,
rs_selection,7,0,42,381,
rs_selection_v2,7,0,42,381,
recent_best,7,0,42,381,
equal,8,1,43,222,17.0
bates_granger_mv,8,1,43,222,
var_error,8,1,43,222,
graph_only_eigenvector,8,1,43,222,3.0
graph_only_pagerank,8,1,43,222,3.0
graph_only_softmax,8,1,43,222,
full_gcsr_eigenvector,8,1,43,222,
full_gcsr_pagerank,8,1,43,222,
full_gcsr_softmax,8,1,43,222,
rs_selection,8,1,43,222,3.0
rs_selection_v2,8,1,43,222,3.0
recent_best,8,1,43,222,
equal,9,1,43,225,15.0
bates_granger_mv,9,1,43,225,
var_error,9,1,43,225,5.0
graph_only_eigenvector,9,1,43,225,
graph_only_pagerank,9,1,43,225,
graph_only_softmax,9,1,43,225,
full_gcsr_eigenvector,9,1,43,225,
full_gcsr_pagerank,9,1,43,225,
full_gcsr_softmax,9,1,43,225,
rs_selection,9,1,43,225,
rs_selection_v2,9,1,43,225,
recent_best,9,1,43,225,
equal,10,1,43,241,51.0
bates_granger_mv,10,1,43,241,
var_error,10,1,43,241,9.0
graph_only_eigenvector,10,1,43,241,
graph_only_pagerank,10,1,43,241,
graph_only_softmax,10,1,43,241,50.0
full_gcsr_eigenvector,10,1,43,241,
full_gcsr_pagerank,10,1,43,241,
full_gcsr_softmax,10,1,43,241,
rs_selection,10,1,43,241,
rs_selection_v2,10,1,43,241,
recent_best,10,1,43,241,
equal,11,1,43,272,12.0
bates_granger_mv,11,1,43,272,
var_error,11,1,43,272,4.0
graph_only_eigenvector,11,1,43,272,47.0
graph_only_pagerank,11,1,43,272,
graph_only_softmax,11,1,43,272,18.0
full_gcsr_eigenvector,11,1,43,272,74.0
full_gcsr_pagerank,11,1,43,272,
full_gcsr_softmax,11,1,43,272,74.0
rs_selection,11,1,43,272,
rs_selection_v2,11,1,43,272,
recent_best,11,1,43,272,
equal,12,1,43,282,7.0
bates_granger_mv,12,1,43,282,21.0
var_error,12,1,43,282,14.0
graph_only_eigenvector,12,1,43,282,
graph_only_pagerank,12,1,43,282,
graph_only_softmax,12,1,43,282,
full_gcsr_eigenvector,12,1,43,282,22.0
full_gcsr_pagerank,12,1,43,282,22.0
full_gcsr_softmax,12,1,43,282,22.0
rs_selection,12,1,43,282,
rs_selection_v2,12,1,43,282,
recent_best,12,1,43,282,
equal,13,1,43,316,11.0
bates_granger_mv,13,1,43,316,19.0
var_error,13,1,43,316,
graph_only_eigenvector,13,1,43,316,
graph_only_pagerank,13,1,43,316,
graph_only_softmax,13,1,43,316,
full_gcsr_eigenvector,13,1,43,316,18.0
full_gcsr_pagerank,13,1,43,316,17.0
full_gcsr_softmax,13,1,43,316,18.0
rs_selection,13,1,43,316,
rs_selection_v2,13,1,43,316,
recent_best,13,1,43,316,
equal,14,1,43,321,11.0
bates_granger_mv,14,1,43,321,14.0
var_error,14,1,43,321,
graph_only_eigenvector,14,1,43,321,
graph_only_pagerank,14,1,43,321,
graph_only_softmax,14,1,43,321,
full_gcsr_eigenvector,14,1,43,321,15.0
full_gcsr_pagerank,14,1,43,321,14.0
full_gcsr_softmax,14,1,43,321,15.0
rs_selection,14,1,43,321,
rs_selection_v2,14,1,43,321,
recent_best,14,1,43,321,
equal,15,2,44,200,
bates_granger_mv,15,2,44,200,
var_error,15,2,44,200,7.0
graph_only_eigenvector,15,2,44,200,73.0
graph_only_pagerank,15,2,44,200,9.0
graph_only_softmax,15,2,44,200,12.0
full_gcsr_eigenvector,15,2,44,200,
full_gcsr_pagerank,15,2,44,200,
full_gcsr_softmax,15,2,44,200,
rs_selection,15,2,44,200,17.0
rs_selection_v2,15,2,44,200,17.0
recent_best,15,2,44,200,17.0
equal,16,2,44,225,
bates_granger_mv,16,2,44,225,
var_error,16,2,44,225,9.0
graph_only_eigenvector,16,2,44,225,48.0
graph_only_pagerank,16,2,44,225,65.0
graph_only_softmax,16,2,44,225,
full_gcsr_eigenvector,16,2,44,225,
full_gcsr_pagerank,16,2,44,225,
full_gcsr_softmax,16,2,44,225,
rs_selection,16,2,44,225,
rs_selection_v2,16,2,44,225,
recent_best,16,2,44,225,
equal,17,2,44,252,78.0
bates_granger_mv,17,2,44,252,
var_error,17,2,44,252,
graph_only_eigenvector,17,2,44,252,
graph_only_pagerank,17,2,44,252,31.0
graph_only_softmax,17,2,44,252,
full_gcsr_eigenvector,17,2,44,252,
full_gcsr_pagerank,17,2,44,252,
full_gcsr_softmax,17,2,44,252,
rs_selection,17,2,44,252,
rs_selection_v2,17,2,44,252,
recent_best,17,2,44,252,
equal,18,2,44,271,58.0
bates_granger_mv,18,2,44,271,
var_error,18,2,44,271,5.0
graph_only_eigenvector,18,2,44,271,
graph_only_pagerank,18,2,44,271,11.0
graph_only_softmax,18,2,44,271,
full_gcsr_eigenvector,18,2,44,271,
full_gcsr_pagerank,18,2,44,271,
full_gcsr_softmax,18,2,44,271,
rs_selection,18,2,44,271,
rs_selection_v2,18,2,44,271,
recent_best,18,2,44,271,
equal,19,2,44,309,27.0
bates_granger_mv,19,2,44,309,55.0
var_error,19,2,44,309,70.0
graph_only_eigenvector,19,2,44,309,
graph_only_pagerank,19,2,44,309,17.0
graph_only_softmax,19,2,44,309,
full_gcsr_eigenvector,19,2,44,309,55.0
full_gcsr_pagerank,19,2,44,309,55.0
full_gcsr_softmax,19,2,44,309,55.0
rs_selection,19,2,44,309,
rs_selection_v2,19,2,44,309,
recent_best,19,2,44,309,
equal,20,2,44,316,21.0
bates_granger_mv,20,2,44,316,47.0
var_error,20,2,44,316,
graph_only_eigenvector,20,2,44,316,
graph_only_pagerank,20,2,44,316,18.0
graph_only_softmax,20,2,44,316,
full_gcsr_eigenvector,20,2,44,316,45.0
full_gcsr_pagerank,20,2,44,316,45.0
full_gcsr_softmax,20,2,44,316,45.0
rs_selection,20,2,44,316,
rs_selection_v2,20,2,44,316,
recent_best,20,2,44,316,29.0
equal,21,2,44,378,
bates_granger_mv,21,2,44,378,
var_error,21,2,44,378,
graph_only_eigenvector,21,2,44,378,
graph_only_pagerank,21,2,44,378,
graph_only_softmax,21,2,44,378,8.0
full_gcsr_eigenvector,21,2,44,378,
full_gcsr_pagerank,21,2,44,378,
full_gcsr_softmax,21,2,44,378,
rs_selection,21,2,44,378,5.0
rs_selection_v2,21,2,44,378,5.0
recent_best,21,2,44,378,
equal,22,2,44,381,
bates_granger_mv,22,2,44,381,
var_error,22,2,44,381,
graph_only_eigenvector,22,2,44,381,10.0
graph_only_pagerank,22,2,44,381,
graph_only_softmax,22,2,44,381,5.0
full_gcsr_eigenvector,22,2,44,381,
full_gcsr_pagerank,22,2,44,381,
full_gcsr_softmax,22,2,44,381,
rs_selection,22,2,44,381,
rs_selection_v2,22,2,44,381,
recent_best,22,2,44,381,
equal,23,2,44,386,
bates_granger_mv,23,2,44,386,
var_error,23,2,44,386,
graph_only_eigenvector,23,2,44,386,5.0
graph_only_pagerank,23,2,44,386,
graph_only_softmax,23,2,44,386,
full_gcsr_eigenvector,23,2,44,386,
full_gcsr_pagerank,23,2,44,386,
full_gcsr_softmax,23,2,44,386,
rs_selection,23,2,44,386,
rs_selection_v2,23,2,44,386,
recent_best,23,2,44,386,
equal,24,3,45,206,
bates_granger_mv,24,3,45,206,
var_error,24,3,45,206,29.0
graph_only_eigenvector,24,3,45,206,5.0
graph_only_pagerank,24,3,45,206,
graph_only_softmax,24,3,45,206,5.0
full_gcsr_eigenvector,24,3,45,206,
full_gcsr_pagerank,24,3,45,206,
full_gcsr_softmax,24,3,45,206,
rs_selection,24,3,45,206,10.0
rs_selection_v2,24,3,45,206,10.0
recent_best,24,3,45,206,
equal,25,3,45,273,20.0
bates_granger_mv,25,3,45,273,62.0
var_error,25,3,45,273,
graph_only_eigenvector,25,3,45,273,
graph_only_pagerank,25,3,45,273,60.0
graph_only_softmax,25,3,45,273,
full_gcsr_eigenvector,25,3,45,273,60.0
full_gcsr_pagerank,25,3,45,273,60.0
full_gcsr_softmax,25,3,45,273,60.0
rs_selection,25,3,45,273,51.0
rs_selection_v2,25,3,45,273,51.0
recent_best,25,3,45,273,51.0
equal,26,3,45,280,15.0
bates_granger_mv,26,3,45,280,53.0
var_error,26,3,45,280,
graph_only_eigenvector,26,3,45,280,
graph_only_pagerank,26,3,45,280,56.0
graph_only_softmax,26,3,45,280,
full_gcsr_eigenvector,26,3,45,280,51.0
full_gcsr_pagerank,26,3,45,280,51.0
full_gcsr_softmax,26,3,45,280,51.0
rs_selection,26,3,45,280,40.0
rs_selection_v2,26,3,45,280,40.0
recent_best,26,3,45,280,40.0
equal,27,3,45,291,12.0
bates_granger_mv,27,3,45,291,41.0
var_error,27,3,45,291,16.0
graph_only_eigenvector,27,3,45,291,31.0
graph_only_pagerank,27,3,45,291,32.0
graph_only_softmax,27,3,45,291,29.0
full_gcsr_eigenvector,27,3,45,291,39.0
full_gcsr_pagerank,27,3,45,291,40.0
full_gcsr_softmax,27,3,45,291,40.0
rs_selection,27,3,45,291,21.0
rs_selection_v2,27,3,45,291,21.0
recent_best,27,3,45,291,21.0
equal,28,3,45,353,44.0
bates_granger_mv,28,3,45,353,
var_error,28,3,45,353,5.0
graph_only_eigenvector,28,3,45,353,
graph_only_pagerank,28,3,45,353,
graph_only_softmax,28,3,45,353,
full_gcsr_eigenvector,28,3,45,353,
full_gcsr_pagerank,28,3,45,353,
full_gcsr_softmax,28,3,45,353,
rs_selection,28,3,45,353,41.0
rs_selection_v2,28,3,45,353,41.0
recent_best,28,3,45,353,38.0
equal,29,3,45,373,20.0
bates_granger_mv,29,3,45,373,12.0
var_error,29,3,45,373,
graph_only_eigenvector,29,3,45,373,
graph_only_pagerank,29,3,45,373,16.0
graph_only_softmax,29,3,45,373,
full_gcsr_eigenvector,29,3,45,373,12.0
full_gcsr_pagerank,29,3,45,373,12.0
full_gcsr_softmax,29,3,45,373,12.0
rs_selection,29,3,45,373,
rs_selection_v2,29,3,45,373,
recent_best,29,3,45,373,
equal,30,3,45,396,
bates_granger_mv,30,3,45,396,
var_error,30,3,45,396,
graph_only_eigenvector,30,3,45,396,
graph_only_pagerank,30,3,45,396,
graph_only_softmax,30,3,45,396,
full_gcsr_eigenvector,30,3,45,396,
full_gcsr_pagerank,30,3,45,396,
full_gcsr_softmax,30,3,45,396,
rs_selection,30,3,45,396,
rs_selection_v2,30,3,45,396,
recent_best,30,3,45,396,
equal,31,4,46,292,37.0
bates_granger_mv,31,4,46,292,15.0
var_error,31,4,46,292,
graph_only_eigenvector,31,4,46,292,30.0
graph_only_pagerank,31,4,46,292,
graph_only_softmax,31,4,46,292,25.0
full_gcsr_eigenvector,31,4,46,292,16.0
full_gcsr_pagerank,31,4,46,292,16.0
full_gcsr_softmax,31,4,46,292,17.0
rs_selection,31,4,46,292,24.0
rs_selection_v2,31,4,46,292,24.0
recent_best,31,4,46,292,24.0
equal,32,4,46,318,
bates_granger_mv,32,4,46,318,21.0
var_error,32,4,46,318,
graph_only_eigenvector,32,4,46,318,23.0
graph_only_pagerank,32,4,46,318,
graph_only_softmax,32,4,46,318,20.0
full_gcsr_eigenvector,32,4,46,318,19.0
full_gcsr_pagerank,32,4,46,318,19.0
full_gcsr_softmax,32,4,46,318,18.0
rs_selection,32,4,46,318,
rs_selection_v2,32,4,46,318,
recent_best,32,4,46,318,
equal,33,4,46,337,
bates_granger_mv,33,4,46,337,
var_error,33,4,46,337,
graph_only_eigenvector,33,4,46,337,
graph_only_pagerank,33,4,46,337,
graph_only_softmax,33,4,46,337,7.0
full_gcsr_eigenvector,33,4,46,337,
full_gcsr_pagerank,33,4,46,337,
full_gcsr_softmax,33,4,46,337,
rs_selection,33,4,46,337,
rs_selection_v2,33,4,46,337,
recent_best,33,4,46,337,
equal,34,4,46,345,
bates_granger_mv,34,4,46,345,50.0
var_error,34,4,46,345,
graph_only_eigenvector,34,4,46,345,
graph_only_pagerank,34,4,46,345,36.0
graph_only_softmax,34,4,46,345,
full_gcsr_eigenvector,34,4,46,345,
full_gcsr_pagerank,34,4,46,345,
full_gcsr_softmax,34,4,46,345,
rs_selection,34,4,46,345,
rs_selection_v2,34,4,46,345,
recent_best,34,4,46,345,
equal,35,4,46,349,
bates_granger_mv,35,4,46,349,45.0
var_error,35,4,46,349,
graph_only_eigenvector,35,4,46,349,
graph_only_pagerank,35,4,46,349,19.0
graph_only_softmax,35,4,46,349,
full_gcsr_eigenvector,35,4,46,349,
full_gcsr_pagerank,35,4,46,349,
full_gcsr_softmax,35,4,46,349,
rs_selection,35,4,46,349,
rs_selection_v2,35,4,46,349,
recent_best,35,4,46,349,
equal,36,4,46,357,
bates_granger_mv,36,4,46,357,37.0
var_error,36,4,46,357,
graph_only_eigenvector,36,4,46,357,
graph_only_pagerank,36,4,46,357,11.0
graph_only_softmax,36,4,46,357,
full_gcsr_eigenvector,36,4,46,357,
full_gcsr_pagerank,36,4,46,357,
full_gcsr_softmax,36,4,46,357,
rs_selection,36,4,46,357,24.0
rs_selection_v2,36,4,46,357,24.0
recent_best,36,4,46,357,
equal,37,4,46,376,
bates_granger_mv,37,4,46,376,17.0
var_error,37,4,46,376,3.0
graph_only_eigenvector,37,4,46,376,3.0
graph_only_pagerank,37,4,46,376,2.0
graph_only_softmax,37,4,46,376,2.0
full_gcsr_eigenvector,37,4,46,376,20.0
full_gcsr_pagerank,37,4,46,376,22.0
full_gcsr_softmax,37,4,46,376,19.0
rs_selection,37,4,46,376,4.0
rs_selection_v2,37,4,46,376,4.0
recent_best,37,4,46,376,
equal,38,5,47,379,
bates_granger_mv,38,5,47,379,5.0
var_error,38,5,47,379,5.0
graph_only_eigenvector,38,5,47,379,
graph_only_pagerank,38,5,47,379,
graph_only_softmax,38,5,47,379,
full_gcsr_eigenvector,38,5,47,379,5.0
full_gcsr_pagerank,38,5,47,379,5.0
full_gcsr_softmax,38,5,47,379,6.0
rs_selection,38,5,47,379,
rs_selection_v2,38,5,47,379,
recent_best,38,5,47,379,
equal,39,5,47,387,
bates_granger_mv,39,5,47,387,
var_error,39,5,47,387,
graph_only_eigenvector,39,5,47,387,
graph_only_pagerank,39,5,47,387,
graph_only_softmax,39,5,47,387,
full_gcsr_eigenvector,39,5,47,387,
full_gcsr_pagerank,39,5,47,387,
full_gcsr_softmax,39,5,47,387,
rs_selection,39,5,47,387,
rs_selection_v2,39,5,47,387,
recent_best,39,5,47,387,
equal,40,6,48,219,15.0
bates_granger_mv,40,6,48,219,41.0
var_error,40,6,48,219,
graph_only_eigenvector,40,6,48,219,16.0
graph_only_pagerank,40,6,48,219,20.0
graph_only_softmax,40,6,48,219,14.0
full_gcsr_eigenvector,40,6,48,219,41.0
full_gcsr_pagerank,40,6,48,219,41.0
full_gcsr_softmax,40,6,48,219,41.0
rs_selection,40,6,48,219,16.0
rs_selection_v2,40,6,48,219,16.0
recent_best,40,6,48,219,16.0
equal,41,6,48,264,
bates_granger_mv,41,6,48,264,38.0
var_error,41,6,48,264,18.0
graph_only_eigenvector,41,6,48,264,57.0
graph_only_pagerank,41,6,48,264,43.0
graph_only_softmax,41,6,48,264,57.0
full_gcsr_eigenvector,41,6,48,264,39.0
full_gcsr_pagerank,41,6,48,264,39.0
full_gcsr_softmax,41,6,48,264,39.0
rs_selection,41,6,48,264,19.0
rs_selection_v2,41,6,48,264,19.0
recent_best,41,6,48,264,
equal,42,6,48,292,
bates_granger_mv,42,6,48,292,13.0
var_error,42,6,48,292,
graph_only_eigenvector,42,6,48,292,29.0
graph_only_pagerank,42,6,48,292,23.0
graph_only_softmax,42,6,48,292,25.0
full_gcsr_eigenvector,42,6,48,292,12.0
full_gcsr_pagerank,42,6,48,292,12.0
full_gcsr_softmax,42,6,48,292,12.0
rs_selection,42,6,48,292,35.0
rs_selection_v2,42,6,48,292,35.0
recent_best,42,6,48,292,
equal,43,6,48,310,71.0
bates_granger_mv,43,6,48,310,13.0
var_error,43,6,48,310,
graph_only_eigenvector,43,6,48,310,11.0
graph_only_pagerank,43,6,48,310,5.0
graph_only_softmax,43,6,48,310,6.0
full_gcsr_eigenvector,43,6,48,310,16.0
full_gcsr_pagerank,43,6,48,310,16.0
full_gcsr_softmax,43,6,48,310,13.0
rs_selection,43,6,48,310,14.0
rs_selection_v2,43,6,48,310,14.0
recent_best,43,6,48,310,20.0
equal,44,6,48,315,66.0
bates_granger_mv,44,6,48,315,8.0
var_error,44,6,48,315,5.0
graph_only_eigenvector,44,6,48,315,6.0
graph_only_pagerank,44,6,48,315,
graph_only_softmax,44,6,48,315,
full_gcsr_eigenvector,44,6,48,315,12.0
full_gcsr_pagerank,44,6,48,315,11.0
full_gcsr_softmax,44,6,48,315,11.0
rs_selection,44,6,48,315,6.0
rs_selection_v2,44,6,48,315,6.0
recent_best,44,6,48,315,12.0
equal,45,6,48,334,47.0
bates_granger_mv,45,6,48,334,3.0
var_error,45,6,48,334,
graph_only_eigenvector,45,6,48,334,24.0
graph_only_pagerank,45,6,48,334,24.0
graph_only_softmax,45,6,48,334,24.0
full_gcsr_eigenvector,45,6,48,334,
full_gcsr_pagerank,45,6,48,334,
full_gcsr_softmax,45,6,48,334,
rs_selection,45,6,48,334,
rs_selection_v2,45,6,48,334,
recent_best,45,6,48,334,
equal,46,6,48,346,36.0
bates_granger_mv,46,6,48,346,
var_error,46,6,48,346,
graph_only_eigenvector,46,6,48,346,8.0
graph_only_pagerank,46,6,48,346,12.0
graph_only_softmax,46,6,48,346,7.0
full_gcsr_eigenvector,46,6,48,346,
full_gcsr_pagerank,46,6,48,346,
full_gcsr_softmax,46,6,48,346,
rs_selection,46,6,48,346,8.0
rs_selection_v2,46,6,48,346,8.0
recent_best,46,6,48,346,7.0
equal,47,6,48,387,5.0
bates_granger_mv,47,6,48,387,
var_error,47,6,48,387,
graph_only_eigenvector,47,6,48,387,
graph_only_pagerank,47,6,48,387,
graph_only_softmax,47,6,48,387,
full_gcsr_eigenvector,47,6,48,387,
full_gcsr_pagerank,47,6,48,387,
full_gcsr_softmax,47,6,48,387,
rs_selection,47,6,48,387,
rs_selection_v2,47,6,48,387,
recent_best,47,6,48,387,
equal,48,7,49,200,
bates_granger_mv,48,7,49,200,
var_error,48,7,49,200,19.0
graph_only_eigenvector,48,7,49,200,22.0
graph_only_pagerank,48,7,49,200,
graph_only_softmax,48,7,49,200,
full_gcsr_eigenvector,48,7,49,200,
full_gcsr_pagerank,48,7,49,200,
full_gcsr_softmax,48,7,49,200,
rs_selection,48,7,49,200,9.0
rs_selection_v2,48,7,49,200,9.0
recent_best,48,7,49,200,22.0
equal,49,7,49,231,
bates_granger_mv,49,7,49,231,
var_error,49,7,49,231,46.0
graph_only_eigenvector,49,7,49,231,
graph_only_pagerank,49,7,49,231,
graph_only_softmax,49,7,49,231,
full_gcsr_eigenvector,49,7,49,231,
full_gcsr_pagerank,49,7,49,231,
full_gcsr_softmax,49,7,49,231,
rs_selection,49,7,49,231,
rs_selection_v2,49,7,49,231,
recent_best,49,7,49,231,
equal,50,7,49,247,
bates_granger_mv,50,7,49,247,62.0
var_error,50,7,49,247,30.0
graph_only_eigenvector,50,7,49,247,14.0
graph_only_pagerank,50,7,49,247,
graph_only_softmax,50,7,49,247,15.0
full_gcsr_eigenvector,50,7,49,247,64.0
full_gcsr_pagerank,50,7,49,247,65.0
full_gcsr_softmax,50,7,49,247,64.0
rs_selection,50,7,49,247,
rs_selection_v2,50,7,49,247,
recent_best,50,7,49,247,
equal,51,7,49,255,
bates_granger_mv,51,7,49,255,55.0
var_error,51,7,49,255,4.0
graph_only_eigenvector,51,7,49,255,
graph_only_pagerank,51,7,49,255,
graph_only_softmax,51,7,49,255,
full_gcsr_eigenvector,51,7,49,255,56.0
full_gcsr_pagerank,51,7,49,255,57.0
full_gcsr_softmax,51,7,49,255,56.0
rs_selection,51,7,49,255,
rs_selection_v2,51,7,49,255,
recent_best,51,7,49,255,
equal,52,7,49,346,
bates_granger_mv,52,7,49,346,7.0
var_error,52,7,49,346,
graph_only_eigenvector,52,7,49,346,51.0
graph_only_pagerank,52,7,49,346,
graph_only_softmax,52,7,49,346,51.0
full_gcsr_eigenvector,52,7,49,346,
full_gcsr_pagerank,52,7,49,346,
full_gcsr_softmax,52,7,49,346,
rs_selection,52,7,49,346,
rs_selection_v2,52,7,49,346,
recent_best,52,7,49,346,
equal,53,7,49,354,
bates_granger_mv,53,7,49,354,
var_error,53,7,49,354,
graph_only_eigenvector,53,7,49,354,
graph_only_pagerank,53,7,49,354,
graph_only_softmax,53,7,49,354,
full_gcsr_eigenvector,53,7,49,354,
full_gcsr_pagerank,53,7,49,354,
full_gcsr_softmax,53,7,49,354,
rs_selection,53,7,49,354,
rs_selection_v2,53,7,49,354,
recent_best,53,7,49,354,
equal,54,7,49,365,
bates_granger_mv,54,7,49,365,
var_error,54,7,49,365,
graph_only_eigenvector,54,7,49,365,
graph_only_pagerank,54,7,49,365,
graph_only_softmax,54,7,49,365,
full_gcsr_eigenvector,54,7,49,365,
full_gcsr_pagerank,54,7,49,365,
full_gcsr_softmax,54,7,49,365,
rs_selection,54,7,49,365,
rs_selection_v2,54,7,49,365,
recent_best,54,7,49,365,
equal,55,7,49,377,
bates_granger_mv,55,7,49,377,
var_error,55,7,49,377,22.0
graph_only_eigenvector,55,7,49,377,21.0
graph_only_pagerank,55,7,49,377,
graph_only_softmax,55,7,49,377,20.0
full_gcsr_eigenvector,55,7,49,377,
full_gcsr_pagerank,55,7,49,377,
full_gcsr_softmax,55,7,49,377,
rs_selection,55,7,49,377,
rs_selection_v2,55,7,49,377,
recent_best,55,7,49,377,
equal,56,8,50,267,28.0
bates_granger_mv,56,8,50,267,46.0
var_error,56,8,50,267,9.0
graph_only_eigenvector,56,8,50,267,23.0
graph_only_pagerank,56,8,50,267,29.0
graph_only_softmax,56,8,50,267,15.0
full_gcsr_eigenvector,56,8,50,267,49.0
full_gcsr_pagerank,56,8,50,267,48.0
full_gcsr_softmax,56,8,50,267,50.0
rs_selection,56,8,50,267,15.0
rs_selection_v2,56,8,50,267,15.0
recent_best,56,8,50,267,15.0
equal,57,8,50,391,
bates_granger_mv,57,8,50,391,
var_error,57,8,50,391,7.0
graph_only_eigenvector,57,8,50,391,
graph_only_pagerank,57,8,50,391,
graph_only_softmax,57,8,50,391,
full_gcsr_eigenvector,57,8,50,391,
full_gcsr_pagerank,57,8,50,391,
full_gcsr_softmax,57,8,50,391,
rs_selection,57,8,50,391,
rs_selection_v2,57,8,50,391,
recent_best,57,8,50,391,
equal,58,9,51,225,
bates_granger_mv,58,9,51,225,14.0
var_error,58,9,51,225,15.0
graph_only_eigenvector,58,9,51,225,13.0
graph_only_pagerank,58,9,51,225,12.0
graph_only_softmax,58,9,51,225,11.0
full_gcsr_eigenvector,58,9,51,225,14.0
full_gcsr_pagerank,58,9,51,225,14.0
full_gcsr_softmax,58,9,51,225,14.0
rs_selection,58,9,51,225,11.0
rs_selection_v2,58,9,51,225,11.0
recent_best,58,9,51,225,17.0
equal,59,9,51,260,
bates_granger_mv,59,9,51,260,15.0
var_error,59,9,51,260,15.0
graph_only_eigenvector,59,9,51,260,23.0
graph_only_pagerank,59,9,51,260,
graph_only_softmax,59,9,51,260,
full_gcsr_eigenvector,59,9,51,260,16.0
full_gcsr_pagerank,59,9,51,260,16.0
full_gcsr_softmax,59,9,51,260,16.0
rs_selection,59,9,51,260,
rs_selection_v2,59,9,51,260,
recent_best,59,9,51,260,
equal,60,9,51,289,73.0
bates_granger_mv,60,9,51,289,6.0
var_error,60,9,51,289,
graph_only_eigenvector,60,9,51,289,5.0
graph_only_pagerank,60,9,51,289,6.0
graph_only_softmax,60,9,51,289,65.0
full_gcsr_eigenvector,60,9,51,289,6.0
full_gcsr_pagerank,60,9,51,289,6.0
full_gcsr_softmax,60,9,51,289,6.0
rs_selection,60,9,51,289,79.0
rs_selection_v2,60,9,51,289,79.0
recent_best,60,9,51,289,74.0
equal,61,9,51,329,35.0
bates_granger_mv,61,9,51,329,7.0
var_error,61,9,51,329,
graph_only_eigenvector,61,9,51,329,15.0
graph_only_pagerank,61,9,51,329,23.0
graph_only_softmax,61,9,51,329,16.0
full_gcsr_eigenvector,61,9,51,329,7.0
full_gcsr_pagerank,61,9,51,329,7.0
full_gcsr_softmax,61,9,51,329,7.0
rs_selection,61,9,51,329,32.0
