method,event_index,replication,seed,event_time,recovery_delay
graph_only_pagerank,212,33,75,253,24.0
graph_only_softmax,212,33,75,253,
full_gcsr_eigenvector,212,33,75,253,
full_gcsr_pagerank,212,33,75,253,
full_gcsr_softmax,212,33,75,253,
rs_selection,212,33,75,253,
rs_selection_v2,212,33,75,253,
recent_best,212,33,75,253,
equal,213,33,75,277,
bates_granger_mv,213,33,75,277,30.0
var_error,213,33,75,277,
graph_only_eigenvector,213,33,75,277,16.0
graph_only_pagerank,213,33,75,277,
graph_only_softmax,213,33,75,277,37.0
full_gcsr_eigenvector,213,33,75,277,38.0
full_gcsr_pagerank,213,33,75,277,73.0
full_gcsr_softmax,213,33,75,277,38.0
rs_selection,213,33,75,277,
rs_selection_v2,213,33,75,277,
recent_best,213,33,75,277,
equal,214,33,75,281,
bates_granger_mv,214,33,75,281,25.0
var_error,214,33,75,281,9.0
graph_only_eigenvector,214,33,75,281,15.0
graph_only_pagerank,214,33,75,281,
graph_only_softmax,214,33,75,281,12.0
full_gcsr_eigenvector,214,33,75,281,35.0
full_gcsr_pagerank,214,33,75,281,69.0
full_gcsr_softmax,214,33,75,281,34.0
rs_selection,214,33,75,281,
rs_selection_v2,214,33,75,281,
recent_best,214,33,75,281,16.0
equal,215,33,75,305,
bates_granger_mv,215,33,75,305,45.0
var_error,215,33,75,305,21.0
graph_only_eigenvector,215,33,75,305,
graph_only_pagerank,215,33,75,305,46.0
graph_only_softmax,215,33,75,305,22.0
full_gcsr_eigenvector,215,33,75,305,
full_gcsr_pagerank,215,33,75,305,
full_gcsr_softmax,215,33,75,305,
rs_selection,215,33,75,305,
rs_selection_v2,215,33,75,305,
recent_best,215,33,75,305,
equal,216,33,75,319,
bates_granger_mv,216,33,75,319,31.0
var_error,216,33,75,319,7.0
graph_only_eigenvector,216,33,75,319,
graph_only_pagerank,216,33,75,319,32.0
graph_only_softmax,216,33,75,319,
full_gcsr_eigenvector,216,33,75,319,
full_gcsr_pagerank,216,33,75,319,
full_gcsr_softmax,216,33,75,319,
rs_selection,216,33,75,319,
rs_selection_v2,216,33,75,319,
recent_best,216,33,75,319,
equal,217,33,75,323,
bates_granger_mv,217,33,75,323,27.0
var_error,217,33,75,323,
graph_only_eigenvector,217,33,75,323,
graph_only_pagerank,217,33,75,323,28.0
graph_only_softmax,217,33,75,323,
full_gcsr_eigenvector,217,33,75,323,
full_gcsr_pagerank,217,33,75,323,
full_gcsr_softmax,217,33,75,323,
rs_selection,217,33,75,323,
rs_selection_v2,217,33,75,323,
recent_best,217,33,75,323,
equal,218,33,75,327,
bates_granger_mv,218,33,75,327,23.0
var_error,218,33,75,327,
graph_only_eigenvector,218,33,75,327,
graph_only_pagerank,218,33,75,327,24.0
graph_only_softmax,218,33,75,327,
full_gcsr_eigenvector,218,33,75,327,
full_gcsr_pagerank,218,33,75,327,
full_gcsr_softmax,218,33,75,327,
rs_selection,218,33,75,327,
rs_selection_v2,218,33,75,327,
recent_best,218,33,75,327,
equal,219,34,76,226,
bates_granger_mv,219,34,76,226,18.0
var_error,219,34,76,226,
graph_only_eigenvector,219,34,76,226,32.0
graph_only_pagerank,219,34,76,226,
graph_only_softmax,219,34,76,226,11.0
full_gcsr_eigenvector,219,34,76,226,17.0
full_gcsr_pagerank,219,34,76,226,17.0
full_gcsr_softmax,219,34,76,226,17.0
rs_selection,219,34,76,226,
rs_selection_v2,219,34,76,226,
recent_best,219,34,76,226,
equal,220,34,76,233,
bates_granger_mv,220,34,76,233,16.0
var_error,220,34,76,233,4.0
graph_only_eigenvector,220,34,76,233,25.0
graph_only_pagerank,220,34,76,233,
graph_only_softmax,220,34,76,233,5.0
full_gcsr_eigenvector,220,34,76,233,11.0
full_gcsr_pagerank,220,34,76,233,10.0
full_gcsr_softmax,220,34,76,233,11.0
rs_selection,220,34,76,233,
rs_selection_v2,220,34,76,233,
recent_best,220,34,76,233,
equal,221,34,76,248,
bates_granger_mv,221,34,76,248,
var_error,221,34,76,248,3.0
graph_only_eigenvector,221,34,76,248,
graph_only_pagerank,221,34,76,248,
graph_only_softmax,221,34,76,248,6.0
full_gcsr_eigenvector,221,34,76,248,75.0
full_gcsr_pagerank,221,34,76,248,75.0
full_gcsr_softmax,221,34,76,248,77.0
rs_selection,221,34,76,248,
rs_selection_v2,221,34,76,248,
recent_best,221,34,76,248,
equal,222,34,76,302,
bates_granger_mv,222,34,76,302,5.0
var_error,222,34,76,302,
graph_only_eigenvector,222,34,76,302,
graph_only_pagerank,222,34,76,302,54.0
graph_only_softmax,222,34,76,302,
full_gcsr_eigenvector,222,34,76,302,5.0
full_gcsr_pagerank,222,34,76,302,5.0
full_gcsr_softmax,222,34,76,302,5.0
rs_selection,222,34,76,302,4.0
rs_selection_v2,222,34,76,302,4.0
recent_best,222,34,76,302,
equal,223,34,76,308,
bates_granger_mv,223,34,76,308,
var_error,223,34,76,308,33.0
graph_only_eigenvector,223,34,76,308,
graph_only_pagerank,223,34,76,308,48.0
graph_only_softmax,223,34,76,308,
full_gcsr_eigenvector,223,34,76,308,15.0
full_gcsr_pagerank,223,34,76,308,15.0
full_gcsr_softmax,223,34,76,308,15.0
rs_selection,223,34,76,308,
rs_selection_v2,223,34,76,308,
recent_best,223,34,76,308,
equal,224,34,76,318,49.0
bates_granger_mv,224,34,76,318,2.0
var_error,224,34,76,318,23.0
graph_only_eigenvector,224,34,76,318,
graph_only_pagerank,224,34,76,318,38.0
graph_only_softmax,224,34,76,318,9.0
full_gcsr_eigenvector,224,34,76,318,2.0
full_gcsr_pagerank,224,34,76,318,2.0
full_gcsr_softmax,224,34,76,318,2.0
rs_selection,224,34,76,318,
rs_selection_v2,224,34,76,318,
recent_best,224,34,76,318,
equal,225,34,76,324,41.0
bates_granger_mv,225,34,76,324,15.0
var_error,225,34,76,324,2.0
graph_only_eigenvector,225,34,76,324,
graph_only_pagerank,225,34,76,324,32.0
graph_only_softmax,225,34,76,324,
full_gcsr_eigenvector,225,34,76,324,
full_gcsr_pagerank,225,34,76,324,
full_gcsr_softmax,225,34,76,324,
rs_selection,225,34,76,324,
rs_selection_v2,225,34,76,324,
recent_best,225,34,76,324,
equal,226,34,76,354,
bates_granger_mv,226,34,76,354,
var_error,226,34,76,354,15.0
graph_only_eigenvector,226,34,76,354,
graph_only_pagerank,226,34,76,354,
graph_only_softmax,226,34,76,354,
full_gcsr_eigenvector,226,34,76,354,
full_gcsr_pagerank,226,34,76,354,
full_gcsr_softmax,226,34,76,354,
rs_selection,226,34,76,354,
rs_selection_v2,226,34,76,354,
recent_best,226,34,76,354,
equal,227,35,77,251,
bates_granger_mv,227,35,77,251,23.0
var_error,227,35,77,251,37.0
graph_only_eigenvector,227,35,77,251,11.0
graph_only_pagerank,227,35,77,251,39.0
graph_only_softmax,227,35,77,251,60.0
full_gcsr_eigenvector,227,35,77,251,23.0
full_gcsr_pagerank,227,35,77,251,23.0
full_gcsr_softmax,227,35,77,251,23.0
rs_selection,227,35,77,251,60.0
rs_selection_v2,227,35,77,251,60.0
recent_best,227,35,77,251,63.0
equal,228,35,77,301,
bates_granger_mv,228,35,77,301,
var_error,228,35,77,301,
graph_only_eigenvector,228,35,77,301,19.0
graph_only_pagerank,228,35,77,301,13.0
graph_only_softmax,228,35,77,301,12.0
full_gcsr_eigenvector,228,35,77,301,
full_gcsr_pagerank,228,35,77,301,
full_gcsr_softmax,228,35,77,301,
rs_selection,228,35,77,301,12.0
rs_selection_v2,228,35,77,301,12.0
recent_best,228,35,77,301,13.0
equal,229,36,78,229,
bates_granger_mv,229,36,78,229,6.0
var_error,229,36,78,229,20.0
graph_only_eigenvector,229,36,78,229,
graph_only_pagerank,229,36,78,229,
graph_only_softmax,229,36,78,229,
full_gcsr_eigenvector,229,36,78,229,
full_gcsr_pagerank,229,36,78,229,
full_gcsr_softmax,229,36,78,229,
rs_selection,229,36,78,229,9.0
rs_selection_v2,229,36,78,229,9.0
recent_best,229,36,78,229,
equal,230,36,78,349,
bates_granger_mv,230,36,78,349,46.0
var_error,230,36,78,349,4.0
graph_only_eigenvector,230,36,78,349,
graph_only_pagerank,230,36,78,349,
graph_only_softmax,230,36,78,349,
full_gcsr_eigenvector,230,36,78,349,46.0
full_gcsr_pagerank,230,36,78,349,46.0
full_gcsr_softmax,230,36,78,349,46.0
rs_selection,230,36,78,349,
rs_selection_v2,230,36,78,349,
recent_best,230,36,78,349,
equal,231,36,78,396,
bates_granger_mv,231,36,78,396,
var_error,231,36,78,396,
graph_only_eigenvector,231,36,78,396,
graph_only_pagerank,231,36,78,396,
graph_only_softmax,231,36,78,396,
full_gcsr_eigenvector,231,36,78,396,
full_gcsr_pagerank,231,36,78,396,
full_gcsr_softmax,231,36,78,396,
rs_selection,231,36,78,396,
rs_selection_v2,231,36,78,396,
recent_best,231,36,78,396,
equal,232,37,79,202,
bates_granger_mv,232,37,79,202,5.0
var_error,232,37,79,202,
graph_only_eigenvector,232,37,79,202,
graph_only_pagerank,232,37,79,202,
graph_only_softmax,232,37,79,202,27.0
full_gcsr_eigenvector,232,37,79,202,6.0
full_gcsr_pagerank,232,37,79,202,6.0
full_gcsr_softmax,232,37,79,202,6.0
rs_selection,232,37,79,202,16.0
rs_selection_v2,232,37,79,202,16.0
recent_best,232,37,79,202,15.0
equal,233,37,79,325,
bates_granger_mv,233,37,79,325,5.0
var_error,233,37,79,325,
graph_only_eigenvector,233,37,79,325,17.0
graph_only_pagerank,233,37,79,325,
graph_only_softmax,233,37,79,325,14.0
full_gcsr_eigenvector,233,37,79,325,5.0
full_gcsr_pagerank,233,37,79,325,5.0
full_gcsr_softmax,233,37,79,325,5.0
rs_selection,233,37,79,325,22.0
rs_selection_v2,233,37,79,325,22.0
recent_best,233,37,79,325,22.0
equal,234,37,79,328,
bates_granger_mv,234,37,79,328,3.0
var_error,234,37,79,328,5.0
graph_only_eigenvector,234,37,79,328,19.0
graph_only_pagerank,234,37,79,328,
graph_only_softmax,234,37,79,328,11.0
full_gcsr_eigenvector,234,37,79,328,
full_gcsr_pagerank,234,37,79,328,
full_gcsr_softmax,234,37,79,328,
rs_selection,234,37,79,328,19.0
rs_selection_v2,234,37,79,328,19.0
recent_best,234,37,79,328,19.0
equal,235,37,79,355,
bates_granger_mv,235,37,79,355,
var_error,235,37,79,355,
graph_only_eigenvector,235,37,79,355,
graph_only_pagerank,235,37,79,355,
graph_only_softmax,235,37,79,355,
full_gcsr_eigenvector,235,37,79,355,
full_gcsr_pagerank,235,37,79,355,
full_gcsr_softmax,235,37,79,355,
rs_selection,235,37,79,355,
rs_selection_v2,235,37,79,355,
recent_best,235,37,79,355,
equal,236,37,79,359,
bates_granger_mv,236,37,79,359,
var_error,236,37,79,359,
graph_only_eigenvector,236,37,79,359,
graph_only_pagerank,236,37,79,359,
graph_only_softmax,236,37,79,359,
full_gcsr_eigenvector,236,37,79,359,
full_gcsr_pagerank,236,37,79,359,
full_gcsr_softmax,236,37,79,359,
rs_selection,236,37,79,359,
rs_selection_v2,236,37,79,359,
recent_best,236,37,79,359,
equal,237,37,79,363,
bates_granger_mv,237,37,79,363,
var_error,237,37,79,363,
graph_only_eigenvector,237,37,79,363,
graph_only_pagerank,237,37,79,363,
graph_only_softmax,237,37,79,363,
full_gcsr_eigenvector,237,37,79,363,
full_gcsr_pagerank,237,37,79,363,
full_gcsr_softmax,237,37,79,363,
rs_selection,237,37,79,363,
rs_selection_v2,237,37,79,363,
recent_best,237,37,79,363,
equal,238,37,79,376,
bates_granger_mv,238,37,79,376,
var_error,238,37,79,376,3.0
graph_only_eigenvector,238,37,79,376,
graph_only_pagerank,238,37,79,376,
graph_only_softmax,238,37,79,376,
full_gcsr_eigenvector,238,37,79,376,
full_gcsr_pagerank,238,37,79,376,
full_gcsr_softmax,238,37,79,376,
rs_selection,238,37,79,376,
rs_selection_v2,238,37,79,376,
recent_best,238,37,79,376,
equal,239,38,80,240,
bates_granger_mv,239,38,80,240,
var_error,239,38,80,240,62.0
graph_only_eigenvector,239,38,80,240,66.0
graph_only_pagerank,239,38,80,240,
graph_only_softmax,239,38,80,240,39.0
full_gcsr_eigenvector,239,38,80,240,
full_gcsr_pagerank,239,38,80,240,
full_gcsr_softmax,239,38,80,240,
rs_selection,239,38,80,240,
rs_selection_v2,239,38,80,240,
recent_best,239,38,80,240,
equal,240,38,80,263,
bates_granger_mv,240,38,80,263,
var_error,240,38,80,263,26.0
graph_only_eigenvector,240,38,80,263,18.0
graph_only_pagerank,240,38,80,263,
graph_only_softmax,240,38,80,263,16.0
full_gcsr_eigenvector,240,38,80,263,
full_gcsr_pagerank,240,38,80,263,
full_gcsr_softmax,240,38,80,263,
rs_selection,240,38,80,263,
rs_selection_v2,240,38,80,263,
recent_best,240,38,80,263,
equal,241,38,80,271,
bates_granger_mv,241,38,80,271,64.0
var_error,241,38,80,271,12.0
graph_only_eigenvector,241,38,80,271,
graph_only_pagerank,241,38,80,271,
graph_only_softmax,241,38,80,271,
full_gcsr_eigenvector,241,38,80,271,
full_gcsr_pagerank,241,38,80,271,
full_gcsr_softmax,241,38,80,271,
rs_selection,241,38,80,271,
rs_selection_v2,241,38,80,271,
recent_best,241,38,80,271,
equal,242,38,80,300,
bates_granger_mv,242,38,80,300,19.0
var_error,242,38,80,300,
graph_only_eigenvector,242,38,80,300,
graph_only_pagerank,242,38,80,300,
graph_only_softmax,242,38,80,300,
full_gcsr_eigenvector,242,38,80,300,20.0
full_gcsr_pagerank,242,38,80,300,20.0
full_gcsr_softmax,242,38,80,300,20.0
rs_selection,242,38,80,300,
rs_selection_v2,242,38,80,300,
recent_best,242,38,80,300,
equal,243,38,80,331,
bates_granger_mv,243,38,80,331,
var_error,243,38,80,331,9.0
graph_only_eigenvector,243,38,80,331,
graph_only_pagerank,243,38,80,331,
graph_only_softmax,243,38,80,331,
full_gcsr_eigenvector,243,38,80,331,
full_gcsr_pagerank,243,38,80,331,
full_gcsr_softmax,243,38,80,331,
rs_selection,243,38,80,331,
rs_selection_v2,243,38,80,331,
recent_best,243,38,80,331,
equal,244,38,80,368,
bates_granger_mv,244,38,80,368,
var_error,244,38,80,368,
graph_only_eigenvector,244,38,80,368,
graph_only_pagerank,244,38,80,368,
graph_only_softmax,244,38,80,368,
full_gcsr_eigenvector,244,38,80,368,
full_gcsr_pagerank,244,38,80,368,
full_gcsr_softmax,244,38,80,368,
rs_selection,244,38,80,368,
rs_selection_v2,244,38,80,368,
recent_best,244,38,80,368,
equal,245,39,81,211,
bates_granger_mv,245,39,81,211,
var_error,245,39,81,211,8.0
graph_only_eigenvector,245,39,81,211,
graph_only_pagerank,245,39,81,211,13.0
graph_only_softmax,245,39,81,211,
full_gcsr_eigenvector,245,39,81,211,
full_gcsr_pagerank,245,39,81,211,
full_gcsr_softmax,245,39,81,211,
rs_selection,245,39,81,211,
rs_selection_v2,245,39,81,211,
recent_best,245,39,81,211,
equal,246,39,81,222,
bates_granger_mv,246,39,81,222,23.0
var_error,246,39,81,222,39.0
graph_only_eigenvector,246,39,81,222,
graph_only_pagerank,246,39,81,222,
graph_only_softmax,246,39,81,222,9.0
full_gcsr_eigenvector,246,39,81,222,25.0
full_gcsr_pagerank,246,39,81,222,25.0
full_gcsr_softmax,246,39,81,222,25.0
rs_selection,246,39,81,222,51.0
rs_selection_v2,246,39,81,222,51.0
recent_best,246,39,81,222,
equal,247,39,81,235,
bates_granger_mv,247,39,81,235,
var_error,247,39,81,235,26.0
graph_only_eigenvector,247,39,81,235,
graph_only_pagerank,247,39,81,235,
graph_only_softmax,247,39,81,235,
full_gcsr_eigenvector,247,39,81,235,
full_gcsr_pagerank,247,39,81,235,
full_gcsr_softmax,247,39,81,235,
rs_selection,247,39,81,235,
rs_selection_v2,247,39,81,235,
recent_best,247,39,81,235,
equal,248,39,81,245,
bates_granger_mv,248,39,81,245,
var_error,248,39,81,245,16.0
graph_only_eigenvector,248,39,81,245,
graph_only_pagerank,248,39,81,245,
graph_only_softmax,248,39,81,245,
full_gcsr_eigenvector,248,39,81,245,
full_gcsr_pagerank,248,39,81,245,
full_gcsr_softmax,248,39,81,245,
rs_selection,248,39,81,245,
rs_selection_v2,248,39,81,245,
recent_best,248,39,81,245,
equal,249,39,81,251,
bates_granger_mv,249,39,81,251,
var_error,249,39,81,251,
graph_only_eigenvector,249,39,81,251,
graph_only_pagerank,249,39,81,251,
graph_only_softmax,249,39,81,251,
full_gcsr_eigenvector,249,39,81,251,
full_gcsr_pagerank,249,39,81,251,
full_gcsr_softmax,249,39,81,251,
rs_selection,249,39,81,251,
rs_selection_v2,249,39,81,251,
recent_best,249,39,81,251,
equal,250,39,81,302,
bates_granger_mv,250,39,81,302,
var_error,250,39,81,302,
graph_only_eigenvector,250,39,81,302,25.0
graph_only_pagerank,250,39,81,302,
graph_only_softmax,250,39,81,302,59.0
full_gcsr_eigenvector,250,39,81,302,
full_gcsr_pagerank,250,39,81,302,
full_gcsr_softmax,250,39,81,302,
rs_selection,250,39,81,302,52.0
rs_selection_v2,250,39,81,302,52.0
recent_best,250,39,81,302,52.0
equal,251,39,81,311,
bates_granger_mv,251,39,81,311,
var_error,251,39,81,311,
graph_only_eigenvector,251,39,81,311,
graph_only_pagerank,251,39,81,311,
graph_only_softmax,251,39,81,311,66.0
full_gcsr_eigenvector,251,39,81,311,
full_gcsr_pagerank,251,39,81,311,
full_gcsr_softmax,251,39,81,311,
rs_selection,251,39,81,311,44.0
rs_selection_v2,251,39,81,311,44.0
recent_best,251,39,81,311,44.0
equal,252,39,81,336,
bates_granger_mv,252,39,81,336,
var_error,252,39,81,336,
graph_only_eigenvector,252,39,81,336,39.0
graph_only_pagerank,252,39,81,336,47.0
graph_only_softmax,252,39,81,336,17.0
full_gcsr_eigenvector,252,39,81,336,
full_gcsr_pagerank,252,39,81,336,
full_gcsr_softmax,252,39,81,336,
rs_selection,252,39,81,336,14.0
rs_selection_v2,252,39,81,336,14.0
recent_best,252,39,81,336,14.0
equal,253,40,82,218,
bates_granger_mv,253,40,82,218,
var_error,253,40,82,218,5.0
graph_only_eigenvector,253,40,82,218,
graph_only_pagerank,253,40,82,218,7.0
graph_only_softmax,253,40,82,218,
full_gcsr_eigenvector,253,40,82,218,
full_gcsr_pagerank,253,40,82,218,
full_gcsr_softmax,253,40,82,218,
rs_selection,253,40,82,218,
rs_selection_v2,253,40,82,218,
recent_best,253,40,82,218,
equal,254,40,82,225,
bates_granger_mv,254,40,82,225,21.0
var_error,254,40,82,225,
graph_only_eigenvector,254,40,82,225,53.0
graph_only_pagerank,254,40,82,225,49.0
graph_only_softmax,254,40,82,225,18.0
full_gcsr_eigenvector,254,40,82,225,
full_gcsr_pagerank,254,40,82,225,
full_gcsr_softmax,254,40,82,225,21.0
rs_selection,254,40,82,225,12.0
rs_selection_v2,254,40,82,225,12.0
recent_best,254,40,82,225,
equal,255,40,82,242,
bates_granger_mv,255,40,82,242,73.0
var_error,255,40,82,242,
graph_only_eigenvector,255,40,82,242,
graph_only_pagerank,255,40,82,242,12.0
graph_only_softmax,255,40,82,242,
full_gcsr_eigenvector,255,40,82,242,73.0
full_gcsr_pagerank,255,40,82,242,73.0
full_gcsr_softmax,255,40,82,242,73.0
rs_selection,255,40,82,242,
rs_selection_v2,255,40,82,242,
recent_best,255,40,82,242,
equal,256,40,82,251,
bates_granger_mv,256,40,82,251,64.0
var_error,256,40,82,251,
graph_only_eigenvector,256,40,82,251,27.0
graph_only_pagerank,256,40,82,251,
graph_only_softmax,256,40,82,251,
full_gcsr_eigenvector,256,40,82,251,64.0
full_gcsr_pagerank,256,40,82,251,64.0
full_gcsr_softmax,256,40,82,251,64.0
rs_selection,256,40,82,251,
rs_selection_v2,256,40,82,251,
recent_best,256,40,82,251,
equal,257,40,82,266,
bates_granger_mv,257,40,82,266,49.0
var_error,257,40,82,266,
graph_only_eigenvector,257,40,82,266,
graph_only_pagerank,257,40,82,266,29.0
graph_only_softmax,257,40,82,266,
full_gcsr_eigenvector,257,40,82,266,49.0
full_gcsr_pagerank,257,40,82,266,49.0
full_gcsr_softmax,257,40,82,266,49.0
rs_selection,257,40,82,266,
rs_selection_v2,257,40,82,266,
recent_best,257,40,82,266,
equal,258,40,82,282,
bates_granger_mv,258,40,82,282,31.0
var_error,258,40,82,282,
graph_only_eigenvector,258,40,82,282,51.0
graph_only_pagerank,258,40,82,282,
graph_only_softmax,258,40,82,282,50.0
full_gcsr_eigenvector,258,40,82,282,31.0
full_gcsr_pagerank,258,40,82,282,32.0
full_gcsr_softmax,258,40,82,282,31.0
rs_selection,258,40,82,282,
rs_selection_v2,258,40,82,282,
recent_best,258,40,82,282,
equal,259,40,82,300,
bates_granger_mv,259,40,82,300,13.0
var_error,259,40,82,300,
graph_only_eigenvector,259,40,82,300,22.0
graph_only_pagerank,259,40,82,300,
graph_only_softmax,259,40,82,300,22.0
full_gcsr_eigenvector,259,40,82,300,13.0
full_gcsr_pagerank,259,40,82,300,13.0
full_gcsr_softmax,259,40,82,300,13.0
rs_selection,259,40,82,300,23.0
rs_selection_v2,259,40,82,300,23.0
recent_best,259,40,82,300,20.0
equal,260,40,82,303,
bates_granger_mv,260,40,82,303,11.0
var_error,260,40,82,303,
graph_only_eigenvector,260,40,82,303,19.0
graph_only_pagerank,260,40,82,303,
graph_only_softmax,260,40,82,303,23.0
full_gcsr_eigenvector,260,40,82,303,11.0
full_gcsr_pagerank,260,40,82,303,11.0
full_gcsr_softmax,260,40,82,303,11.0
rs_selection,260,40,82,303,15.0
rs_selection_v2,260,40,82,303,15.0
recent_best,260,40,82,303,15.0
equal,261,40,82,322,
bates_granger_mv,261,40,82,322,
var_error,261,40,82,322,68.0
graph_only_eigenvector,261,40,82,322,13.0
graph_only_pagerank,261,40,82,322,
graph_only_softmax,261,40,82,322,14.0
full_gcsr_eigenvector,261,40,82,322,
full_gcsr_pagerank,261,40,82,322,70.0
full_gcsr_softmax,261,40,82,322,
rs_selection,261,40,82,322,
rs_selection_v2,261,40,82,322,
recent_best,261,40,82,322,
equal,262,40,82,367,
bates_granger_mv,262,40,82,367,23.0
var_error,262,40,82,367,
graph_only_eigenvector,262,40,82,367,
graph_only_pagerank,262,40,82,367,
graph_only_softmax,262,40,82,367,
full_gcsr_eigenvector,262,40,82,367,21.0
full_gcsr_pagerank,262,40,82,367,22.0
full_gcsr_softmax,262,40,82,367,21.0
rs_selection,262,40,82,367,
rs_selection_v2,262,40,82,367,
recent_best,262,40,82,367,
equal,263,41,83,224,
bates_granger_mv,263,41,83,224,9.0
var_error,263,41,83,224,14.0
graph_only_eigenvector,263,41,83,224,17.0
graph_only_pagerank,263,41,83,224,2.0
graph_only_softmax,263,41,83,224,4.0
full_gcsr_eigenvector,263,41,83,224,17.0
full_gcsr_pagerank,263,41,83,224,16.0
full_gcsr_softmax,263,41,83,224,17.0
rs_selection,263,41,83,224,11.0
rs_selection_v2,263,41,83,224,11.0
recent_best,263,41,83,224,19.0
equal,264,41,83,227,
bates_granger_mv,264,41,83,227,10.0
var_error,264,41,83,227,
graph_only_eigenvector,264,41,83,227,15.0
graph_only_pagerank,264,41,83,227,
graph_only_softmax,264,41,83,227,
full_gcsr_eigenvector,264,41,83,227,13.0
full_gcsr_pagerank,264,41,83,227,13.0
full_gcsr_softmax,264,41,83,227,13.0
rs_selection,264,41,83,227,10.0
rs_selection_v2,264,41,83,227,10.0
recent_best,264,41,83,227,16.0
equal,265,41,83,251,
bates_granger_mv,265,41,83,251,14.0
var_error,265,41,83,251,5.0
graph_only_eigenvector,265,41,83,251,
graph_only_pagerank,265,41,83,251,62.0
graph_only_softmax,265,41,83,251,
full_gcsr_eigenvector,265,41,83,251,39.0
full_gcsr_pagerank,265,41,83,251,40.0
full_gcsr_softmax,265,41,83,251,39.0
rs_selection,265,41,83,251,
rs_selection_v2,265,41,83,251,
recent_best,265,41,83,251,
equal,266,41,83,260,
bates_granger_mv,266,41,83,260,31.0
var_error,266,41,83,260,
graph_only_eigenvector,266,41,83,260,6.0
graph_only_pagerank,266,41,83,260,53.0
graph_only_softmax,266,41,83,260,
full_gcsr_eigenvector,266,41,83,260,35.0
full_gcsr_pagerank,266,41,83,260,35.0
full_gcsr_softmax,266,41,83,260,35.0
rs_selection,266,41,83,260,31.0
rs_selection_v2,266,41,83,260,31.0
recent_best,266,41,83,260,27.0
equal,267,41,83,279,
bates_granger_mv,267,41,83,279,10.0
var_error,267,41,83,279,
graph_only_eigenvector,267,41,83,279,5.0
graph_only_pagerank,267,41,83,279,34.0
graph_only_softmax,267,41,83,279,5.0
full_gcsr_eigenvector,267,41,83,279,12.0
full_gcsr_pagerank,267,41,83,279,12.0
full_gcsr_softmax,267,41,83,279,12.0
rs_selection,267,41,83,279,12.0
rs_selection_v2,267,41,83,279,12.0
recent_best,267,41,83,279,
equal,268,41,83,296,
bates_granger_mv,268,41,83,296,66.0
var_error,268,41,83,296,13.0
graph_only_eigenvector,268,41,83,296,39.0
graph_only_pagerank,268,41,83,296,16.0
graph_only_softmax,268,41,83,296,9.0
full_gcsr_eigenvector,268,41,83,296,65.0
full_gcsr_pagerank,268,41,83,296,65.0
full_gcsr_softmax,268,41,83,296,65.0
rs_selection,268,41,83,296,39.0
rs_selection_v2,268,41,83,296,39.0
recent_best,268,41,83,296,36.0
equal,269,41,83,316,
bates_granger_mv,269,41,83,316,21.0
var_error,269,41,83,316,
graph_only_eigenvector,269,41,83,316,
graph_only_pagerank,269,41,83,316,48.0
graph_only_softmax,269,41,83,316,16.0
full_gcsr_eigenvector,269,41,83,316,24.0
full_gcsr_pagerank,269,41,83,316,24.0
full_gcsr_softmax,269,41,83,316,27.0
rs_selection,269,41,83,316,19.0
rs_selection_v2,269,41,83,316,19.0
recent_best,269,41,83,316,16.0
equal,270,41,83,372,
bates_granger_mv,270,41,83,372,
var_error,270,41,83,372,
graph_only_eigenvector,270,41,83,372,17.0
graph_only_pagerank,270,41,83,372,
graph_only_softmax,270,41,83,372,19.0
full_gcsr_eigenvector,270,41,83,372,
full_gcsr_pagerank,270,41,83,372,
full_gcsr_softmax,270,41,83,372,
rs_selection,270,41,83,372,
rs_selection_v2,270,41,83,372,
recent_best,270,41,83,372,
equal,271,42,84,213,
bates_granger_mv,271,42,84,213,
var_error,271,42,84,213,
graph_only_eigenvector,271,42,84,213,14.0
graph_only_pagerank,271,42,84,213,
graph_only_softmax,271,42,84,213,16.0
full_gcsr_eigenvector,271,42,84,213,
full_gcsr_pagerank,271,42,84,213,
full_gcsr_softmax,271,42,84,213,
rs_selection,271,42,84,213,14.0
rs_selection_v2,271,42,84,213,14.0
recent_best,271,42,84,213,15.0
equal,272,42,84,242,
bates_granger_mv,272,42,84,242,12.0
var_error,272,42,84,242,
graph_only_eigenvector,272,42,84,242,
graph_only_pagerank,272,42,84,242,
graph_only_softmax,272,42,84,242,
full_gcsr_eigenvector,272,42,84,242,24.0
full_gcsr_pagerank,272,42,84,242,24.0
full_gcsr_softmax,272,42,84,242,24.0
rs_selection,272,42,84,242,
rs_selection_v2,272,42,84,242,
recent_best,272,42,84,242,
equal,273,42,84,303,
bates_granger_mv,273,42,84,303,26.0
var_error,273,42,84,303,21.0
graph_only_eigenvector,273,42,84,303,15.0
graph_only_pagerank,273,42,84,303,
graph_only_softmax,273,42,84,303,13.0
full_gcsr_eigenvector,273,42,84,303,26.0
full_gcsr_pagerank,273,42,84,303,26.0
full_gcsr_softmax,273,42,84,303,26.0
rs_selection,273,42,84,303,13.0
rs_selection_v2,273,42,84,303,13.0
recent_best,273,42,84,303,18.0
equal,274,42,84,378,
bates_granger_mv,274,42,84,378,
var_error,274,42,84,378,
graph_only_eigenvector,274,42,84,378,
graph_only_pagerank,274,42,84,378,
graph_only_softmax,274,42,84,378,
