method,event_index,event_time,horizon,relative_gap
full_gcsr_pagerank,3,229,14,0.6592145349628564
full_gcsr_pagerank,3,229,15,0.7052722806042105
full_gcsr_pagerank,3,229,16,0.7523842375164328
full_gcsr_pagerank,3,229,17,0.8799132659842244
full_gcsr_pagerank,3,229,18,0.24626376250680593
full_gcsr_pagerank,3,229,19,0.3663549006622414
full_gcsr_pagerank,3,229,20,0.2630255711282346
full_gcsr_pagerank,3,229,21,0.3934754362803744
full_gcsr_pagerank,3,229,22,0.22772997071449663
full_gcsr_pagerank,3,229,23,0.31056881291246763
full_gcsr_pagerank,3,229,24,0.4542394126071523
full_gcsr_pagerank,4,241,0,1.0
full_gcsr_pagerank,4,241,1,0.15615833981555569
full_gcsr_pagerank,4,241,2,0.509772805393984
full_gcsr_pagerank,4,241,3,0.5453894141919658
full_gcsr_pagerank,4,241,4,0.5818212480927418
full_gcsr_pagerank,4,241,5,0.6804398724755588
full_gcsr_pagerank,4,241,6,0.19043659146114816
full_gcsr_pagerank,4,241,7,0.2833034703807737
full_gcsr_pagerank,4,241,8,0.20339855414739902
full_gcsr_pagerank,4,241,9,0.30427587131034683
full_gcsr_pagerank,4,241,10,0.17610434826040341
full_gcsr_pagerank,4,241,11,0.24016390208263313
full_gcsr_pagerank,4,241,12,0.35126485749940367
full_gcsr_pagerank,4,241,13,0.4323360917322177
full_gcsr_pagerank,4,241,14,0.5600071659184126
full_gcsr_pagerank,4,241,15,0.7173301230768638
full_gcsr_pagerank,4,241,16,0.5434316120234831
full_gcsr_pagerank,4,241,17,0.6007775374599086
full_gcsr_pagerank,4,241,18,0.7207211283112953
full_gcsr_pagerank,4,241,19,0.7516796246811527
full_gcsr_pagerank,4,241,20,0.9002104892672801
full_gcsr_pagerank,4,241,21,0.9134157228047611
full_gcsr_pagerank,4,241,22,0.9503754639117098
full_gcsr_pagerank,4,241,23,1.0521006084416056
full_gcsr_pagerank,4,241,24,1.0608189895565496
full_gcsr_pagerank,5,269,0,1.0
full_gcsr_pagerank,5,269,1,0.9687835435622213
full_gcsr_pagerank,5,269,2,1.130006049590073
full_gcsr_pagerank,5,269,3,0.9975463718603231
full_gcsr_pagerank,5,269,4,0.9348753733796404
full_gcsr_pagerank,5,269,5,0.9316253251197941
full_gcsr_pagerank,5,269,6,0.7880272193737169
full_gcsr_pagerank,5,269,7,0.7196616327595224
full_gcsr_pagerank,5,269,8,0.7304080147961018
full_gcsr_pagerank,5,269,9,0.8132593343097785
full_gcsr_pagerank,5,269,10,0.6856158081924393
full_gcsr_pagerank,5,269,11,0.7806948063429682
full_gcsr_pagerank,5,269,12,1.1804394048176088
full_gcsr_pagerank,5,269,13,1.280837354117929
full_gcsr_pagerank,5,269,14,1.0265832513120057
full_gcsr_pagerank,5,269,15,1.108965094013665
full_gcsr_pagerank,5,269,16,1.0856817543739201
full_gcsr_pagerank,5,269,17,1.054161771564694
full_gcsr_pagerank,5,269,18,1.060812986307656
full_gcsr_pagerank,5,269,19,0.6589478102570174
full_gcsr_pagerank,5,269,20,0.7757997032383782
full_gcsr_pagerank,5,269,21,0.4020773258362128
full_gcsr_pagerank,5,269,22,0.7768449138831584
full_gcsr_pagerank,5,269,23,0.7685895155546331
full_gcsr_pagerank,5,269,24,1.0709440108524433
full_gcsr_pagerank,6,275,0,1.0
full_gcsr_pagerank,6,275,1,0.9132446380868318
full_gcsr_pagerank,6,275,2,0.926881707685925
full_gcsr_pagerank,6,275,3,1.032019344402995
full_gcsr_pagerank,6,275,4,0.8700407693243528
full_gcsr_pagerank,6,275,5,0.9906952287300734
full_gcsr_pagerank,6,275,6,1.4979678059290398
full_gcsr_pagerank,6,275,7,1.6253719701914255
full_gcsr_pagerank,6,275,8,1.302725624284756
full_gcsr_pagerank,6,275,9,1.407267498824486
full_gcsr_pagerank,6,275,10,1.3777211340958038
full_gcsr_pagerank,6,275,11,1.3377225375571253
full_gcsr_pagerank,6,275,12,1.3461628738544529
full_gcsr_pagerank,6,275,13,0.8361993013143821
full_gcsr_pagerank,6,275,14,0.9844833835244213
full_gcsr_pagerank,6,275,15,0.5102327888569166
full_gcsr_pagerank,6,275,16,0.9858097471563918
full_gcsr_pagerank,6,275,17,0.9753337152052541
full_gcsr_pagerank,6,275,18,1.359019059904522
full_gcsr_pagerank,6,275,19,0.5005814684402837
full_gcsr_pagerank,6,275,20,0.9725070347155178
full_gcsr_pagerank,6,275,21,0.029470633473223772
full_gcsr_pagerank,6,275,22,0.3241451767766406
full_gcsr_pagerank,6,275,23,0.3033878926636427
full_gcsr_pagerank,6,275,24,0.04091788696716124
full_gcsr_pagerank,7,280,0,1.0
full_gcsr_pagerank,7,280,1,1.5120369640310225
full_gcsr_pagerank,7,280,2,1.6406377289965501
full_gcsr_pagerank,7,280,3,1.314961035953166
full_gcsr_pagerank,7,280,4,1.4204847848398314
full_gcsr_pagerank,7,280,5,1.3906609158316439
full_gcsr_pagerank,7,280,6,1.3502866459464937
full_gcsr_pagerank,7,280,7,1.3588062552597908
full_gcsr_pagerank,7,280,8,0.844053021620249
full_gcsr_pagerank,7,280,9,0.9937298121304018
full_gcsr_pagerank,7,280,10,0.5150249784799716
full_gcsr_pagerank,7,280,11,0.9950686331860666
full_gcsr_pagerank,7,280,12,0.984494208633153
full_gcsr_pagerank,7,280,13,1.3717831887073746
full_gcsr_pagerank,7,280,14,0.5052830112868879
full_gcsr_pagerank,7,280,15,0.9816409794989422
full_gcsr_pagerank,7,280,16,0.029747426472418584
full_gcsr_pagerank,7,280,17,0.32718960117749574
full_gcsr_pagerank,7,280,18,0.3062373612645149
full_gcsr_pagerank,7,280,19,0.04130219443936557
full_gcsr_pagerank,7,280,20,
full_gcsr_pagerank,7,280,21,
full_gcsr_pagerank,7,280,22,
full_gcsr_pagerank,7,280,23,
full_gcsr_pagerank,7,280,24,
full_gcsr_v2_pagerank,0,160,0,1.0
full_gcsr_v2_pagerank,0,160,1,0.39366793069789047
full_gcsr_v2_pagerank,0,160,2,0.45371983867474996
full_gcsr_v2_pagerank,0,160,3,0.5675037418830106
full_gcsr_v2_pagerank,0,160,4,0.6627401412363348
full_gcsr_v2_pagerank,0,160,5,0.7069771603910021
full_gcsr_v2_pagerank,0,160,6,0.6680586270747544
full_gcsr_v2_pagerank,0,160,7,0.5447011317560593
full_gcsr_v2_pagerank,0,160,8,0.8749190016004152
full_gcsr_v2_pagerank,0,160,9,1.3547327704734133
full_gcsr_v2_pagerank,0,160,10,1.7496634488300642
full_gcsr_v2_pagerank,0,160,11,2.4700388661544186
full_gcsr_v2_pagerank,0,160,12,1.9384139805533793
full_gcsr_v2_pagerank,0,160,13,1.783832915341668
full_gcsr_v2_pagerank,0,160,14,2.09490214596215
full_gcsr_v2_pagerank,0,160,15,1.4237651565523717
full_gcsr_v2_pagerank,0,160,16,1.5376312304708966
full_gcsr_v2_pagerank,0,160,17,1.5929676043895569
full_gcsr_v2_pagerank,0,160,18,1.5995987290102798
full_gcsr_v2_pagerank,0,160,19,1.223899193976561
full_gcsr_v2_pagerank,0,160,20,1.923774641437757
full_gcsr_v2_pagerank,0,160,21,2.5950537072308117
full_gcsr_v2_pagerank,0,160,22,1.4834390090233436
full_gcsr_v2_pagerank,0,160,23,1.3084705394842244
full_gcsr_v2_pagerank,0,160,24,2.1645023029895603
full_gcsr_v2_pagerank,1,184,0,1.0
full_gcsr_v2_pagerank,1,184,1,0.7269715188862976
full_gcsr_v2_pagerank,1,184,2,0.6777608982477458
full_gcsr_v2_pagerank,1,184,3,0.5073533788703798
full_gcsr_v2_pagerank,1,184,4,0.46158809149220736
full_gcsr_v2_pagerank,1,184,5,0.6718107676472874
full_gcsr_v2_pagerank,1,184,6,0.67194530912844
full_gcsr_v2_pagerank,1,184,7,1.344843167678183
full_gcsr_v2_pagerank,1,184,8,0.8502935734830868
full_gcsr_v2_pagerank,1,184,9,1.125207565569164
full_gcsr_v2_pagerank,1,184,10,3.408364772938224
full_gcsr_v2_pagerank,1,184,11,4.896740667071119
full_gcsr_v2_pagerank,1,184,12,9.272451895523242
full_gcsr_v2_pagerank,1,184,13,7.865260850893637
full_gcsr_v2_pagerank,1,184,14,8.975745349267848
full_gcsr_v2_pagerank,1,184,15,10.935599731809583
full_gcsr_v2_pagerank,1,184,16,6.596559081983678
full_gcsr_v2_pagerank,1,184,17,6.257114590572383
full_gcsr_v2_pagerank,1,184,18,6.024869733826234
full_gcsr_v2_pagerank,1,184,19,6.798756282284101
full_gcsr_v2_pagerank,1,184,20,9.504094759718184
full_gcsr_v2_pagerank,1,184,21,7.497651570639918
full_gcsr_v2_pagerank,1,184,22,6.498996236420766
full_gcsr_v2_pagerank,1,184,23,7.377722830721741
full_gcsr_v2_pagerank,1,184,24,5.967978607826743
full_gcsr_v2_pagerank,2,194,0,1.0
full_gcsr_v2_pagerank,2,194,1,1.4366832757897041
full_gcsr_v2_pagerank,2,194,2,2.720498688739177
full_gcsr_v2_pagerank,2,194,3,2.3076347089790183
full_gcsr_v2_pagerank,2,194,4,2.6334462263351566
full_gcsr_v2_pagerank,2,194,5,3.208459322968067
full_gcsr_v2_pagerank,2,194,6,1.9354029047474959
full_gcsr_v2_pagerank,2,194,7,1.835811307596152
full_gcsr_v2_pagerank,2,194,8,1.7676716358714208
full_gcsr_v2_pagerank,2,194,9,1.9947267194711518
full_gcsr_v2_pagerank,2,194,10,2.7884617383617245
full_gcsr_v2_pagerank,2,194,11,2.199779680323498
full_gcsr_v2_pagerank,2,194,12,1.9067783730255563
full_gcsr_v2_pagerank,2,194,13,2.1645930885389597
full_gcsr_v2_pagerank,2,194,14,1.750980016931102
full_gcsr_v2_pagerank,2,194,15,2.3824068748678897
full_gcsr_v2_pagerank,2,194,16,1.9350655444376517
full_gcsr_v2_pagerank,2,194,17,3.597384916576953
full_gcsr_v2_pagerank,2,194,18,4.6279274128290036
full_gcsr_v2_pagerank,2,194,19,2.428002118143237
full_gcsr_v2_pagerank,2,194,20,3.2949690641287925
full_gcsr_v2_pagerank,2,194,21,2.852595492728372
full_gcsr_v2_pagerank,2,194,22,2.9773280800491464
full_gcsr_v2_pagerank,2,194,23,4.537405300379714
full_gcsr_v2_pagerank,2,194,24,6.033085910652934
full_gcsr_v2_pagerank,3,229,0,1.0
full_gcsr_v2_pagerank,3,229,1,0.589839594951813
full_gcsr_v2_pagerank,3,229,2,0.7061222051128858
full_gcsr_v2_pagerank,3,229,3,0.5044516122028178
full_gcsr_v2_pagerank,3,229,4,0.536477215147457
full_gcsr_v2_pagerank,3,229,5,0.6127711378296956
full_gcsr_v2_pagerank,3,229,6,0.7443535132350757
full_gcsr_v2_pagerank,3,229,7,0.7361120593758284
full_gcsr_v2_pagerank,3,229,8,0.606993098988447
full_gcsr_v2_pagerank,3,229,9,0.6674832141367261
full_gcsr_v2_pagerank,3,229,10,1.1266441146424166
full_gcsr_v2_pagerank,3,229,11,1.7597939338574693
full_gcsr_v2_pagerank,3,229,12,1.4710426664267005
full_gcsr_v2_pagerank,3,229,13,1.3940793729626344
full_gcsr_v2_pagerank,3,229,14,0.8283941321714007
full_gcsr_v2_pagerank,3,229,15,0.7893870724531593
full_gcsr_v2_pagerank,3,229,16,0.7511402990002999
full_gcsr_v2_pagerank,3,229,17,0.9507817876432323
full_gcsr_v2_pagerank,3,229,18,0.7109866033655515
full_gcsr_v2_pagerank,3,229,19,0.8643987721091085
full_gcsr_v2_pagerank,3,229,20,0.26911539719007677
full_gcsr_v2_pagerank,3,229,21,0.3402061157013123
full_gcsr_v2_pagerank,3,229,22,0.23108663112351618
full_gcsr_v2_pagerank,3,229,23,0.3159903073252854
full_gcsr_v2_pagerank,3,229,24,0.39756296874938957
full_gcsr_v2_pagerank,4,241,0,1.0
full_gcsr_v2_pagerank,4,241,1,0.9476811276650344
full_gcsr_v2_pagerank,4,241,2,0.5631339940558265
full_gcsr_v2_pagerank,4,241,3,0.5366173874280982
full_gcsr_v2_pagerank,4,241,4,0.5106176157520227
full_gcsr_v2_pagerank,4,241,5,0.6463318905309319
full_gcsr_v2_pagerank,4,241,6,0.48332153756804636
full_gcsr_v2_pagerank,4,241,7,0.5876095859332304
full_gcsr_v2_pagerank,4,241,8,0.18294193862084446
full_gcsr_v2_pagerank,4,241,9,0.23126869360472369
full_gcsr_v2_pagerank,4,241,10,0.1570903661719392
full_gcsr_v2_pagerank,4,241,11,0.214807030779641
full_gcsr_v2_pagerank,4,241,12,0.27025930506496254
full_gcsr_v2_pagerank,4,241,13,0.3694392785934045
full_gcsr_v2_pagerank,4,241,14,0.45070383827623073
full_gcsr_v2_pagerank,4,241,15,0.49753165705843605
full_gcsr_v2_pagerank,4,241,16,0.4259957356650723
full_gcsr_v2_pagerank,4,241,17,0.4933179586560422
full_gcsr_v2_pagerank,4,241,18,0.595333610278874
full_gcsr_v2_pagerank,4,241,19,0.6235928949328277
full_gcsr_v2_pagerank,4,241,20,0.7549863304692359
full_gcsr_v2_pagerank,4,241,21,0.7791736139457437
full_gcsr_v2_pagerank,4,241,22,0.8469941860702846
full_gcsr_v2_pagerank,4,241,23,0.9092550392525347
full_gcsr_v2_pagerank,4,241,24,0.9147210623274604
full_gcsr_v2_pagerank,5,269,0,1.0
full_gcsr_v2_pagerank,5,269,1,0.980673514511286
full_gcsr_v2_pagerank,5,269,2,0.7900940403587503
full_gcsr_v2_pagerank,5,269,3,0.7199362733571403
full_gcsr_v2_pagerank,5,269,4,0.7017427271414627
full_gcsr_v2_pagerank,5,269,5,0.6952202552896448
full_gcsr_v2_pagerank,5,269,6,0.6126541963661621
full_gcsr_v2_pagerank,5,269,7,0.5064618039928008
full_gcsr_v2_pagerank,5,269,8,0.5354815821584183
full_gcsr_v2_pagerank,5,269,9,0.46406048855338994
full_gcsr_v2_pagerank,5,269,10,0.45735881694335373
full_gcsr_v2_pagerank,5,269,11,0.5614644733139266
full_gcsr_v2_pagerank,5,269,12,0.8177334263765952
full_gcsr_v2_pagerank,5,269,13,1.0978131672191727
full_gcsr_v2_pagerank,5,269,14,0.7280225325127962
full_gcsr_v2_pagerank,5,269,15,0.7226885184834221
full_gcsr_v2_pagerank,5,269,16,0.7880319637412202
full_gcsr_v2_pagerank,5,269,17,0.7386120358459216
full_gcsr_v2_pagerank,5,269,18,0.8675978336166459
full_gcsr_v2_pagerank,5,269,19,0.45193744385204243
full_gcsr_v2_pagerank,5,269,20,0.5601462583841965
full_gcsr_v2_pagerank,5,269,21,0.684972834107728
full_gcsr_v2_pagerank,5,269,22,0.7067236038483012
full_gcsr_v2_pagerank,5,269,23,0.5179676926555195
full_gcsr_v2_pagerank,5,269,24,0.6432301646744293
full_gcsr_v2_pagerank,6,275,0,1.0
full_gcsr_v2_pagerank,6,275,1,0.8266683016239494
full_gcsr_v2_pagerank,6,275,2,0.8740356066024229
full_gcsr_v2_pagerank,6,275,3,0.7574590875340012
full_gcsr_v2_pagerank,6,275,4,0.7465203366859929
full_gcsr_v2_pagerank,6,275,5,0.9164459766115088
full_gcsr_v2_pagerank,6,275,6,1.3347389624143933
full_gcsr_v2_pagerank,6,275,7,1.7918969195520664
full_gcsr_v2_pagerank,6,275,8,1.188309060528629
full_gcsr_v2_pagerank,6,275,9,1.1796026580245542
full_gcsr_v2_pagerank,6,275,10,1.286258983314367
full_gcsr_v2_pagerank,6,275,11,1.205593694170143
full_gcsr_v2_pagerank,6,275,12,1.4161297494779792
full_gcsr_v2_pagerank,6,275,13,0.7376713430392225
full_gcsr_v2_pagerank,6,275,14,0.9142943306462176
full_gcsr_v2_pagerank,6,275,15,1.1180415284356326
full_gcsr_v2_pagerank,6,275,16,1.1535440515058792
full_gcsr_v2_pagerank,6,275,17,0.8454486980220538
full_gcsr_v2_pagerank,6,275,18,1.049907384115905
full_gcsr_v2_pagerank,6,275,19,1.387771507087331
full_gcsr_v2_pagerank,6,275,20,0.8901360958984403
full_gcsr_v2_pagerank,6,275,21,0.3580912443457589
full_gcsr_v2_pagerank,6,275,22,0.3193361736476452
full_gcsr_v2_pagerank,6,275,23,0.04101728664220059
full_gcsr_v2_pagerank,6,275,24,0.0504740229953434
full_gcsr_v2_pagerank,7,280,0,1.0
full_gcsr_v2_pagerank,7,280,1,1.4564295075520892
full_gcsr_v2_pagerank,7,280,2,1.9552673755822165
full_gcsr_v2_pagerank,7,280,3,1.296649328880589
full_gcsr_v2_pagerank,7,280,4,1.2871491480447628
full_gcsr_v2_pagerank,7,280,5,1.4035295218057635
full_gcsr_v2_pagerank,7,280,6,1.3155098335722268
full_gcsr_v2_pagerank,7,280,7,1.54524083865152
full_gcsr_v2_pagerank,7,280,8,0.8049261624419016
full_gcsr_v2_pagerank,7,280,9,0.9976521846129469
full_gcsr_v2_pagerank,7,280,10,1.2199753798576412
full_gcsr_v2_pagerank,7,280,11,1.2587147316321068
full_gcsr_v2_pagerank,7,280,12,0.9225297721836673
full_gcsr_v2_pagerank,7,280,13,1.1456293233976103
full_gcsr_v2_pagerank,7,280,14,1.5142971244399082
full_gcsr_v2_pagerank,7,280,15,0.9712914002739721
full_gcsr_v2_pagerank,7,280,16,0.3907390653508838
full_gcsr_v2_pagerank,7,280,17,0.3484506253476796
full_gcsr_v2_pagerank,7,280,18,0.04475690623233349
full_gcsr_v2_pagerank,7,280,19,0.055075830200016114
full_gcsr_v2_pagerank,7,280,20,
full_gcsr_v2_pagerank,7,280,21,
full_gcsr_v2_pagerank,7,280,22,
full_gcsr_v2_pagerank,7,280,23,
full_gcsr_v2_pagerank,7,280,24,
full_gcsr_softmax,0,160,0,1.0
full_gcsr_softmax,0,160,1,0.24211249847244634
full_gcsr_softmax,0,160,2,0.38175400189339964
full_gcsr_softmax,0,160,3,0.4224708574130702
full_gcsr_softmax,0,160,4,0.2806295234790815
full_gcsr_softmax,0,160,5,0.6758157927332592
full_gcsr_softmax,0,160,6,0.7016853441398295
full_gcsr_softmax,0,160,7,0.7523559276358756
full_gcsr_softmax,0,160,8,0.9166024145919021
full_gcsr_softmax,0,160,9,0.6670511491339474
full_gcsr_softmax,0,160,10,1.082964774299498
full_gcsr_softmax,0,160,11,2.8514945221473655
full_gcsr_softmax,0,160,12,1.7043077123710477
full_gcsr_softmax,0,160,13,1.6993074229931038
full_gcsr_softmax,0,160,14,1.592106705243502
full_gcsr_softmax,0,160,15,1.821708834010261
full_gcsr_softmax,0,160,16,1.1222161030595033
full_gcsr_softmax,0,160,17,1.3075632151015075
full_gcsr_softmax,0,160,18,1.9376070724711896
full_gcsr_softmax,0,160,19,2.1308526957361935
full_gcsr_softmax,0,160,20,1.9684535736632691
full_gcsr_softmax,0,160,21,2.079589943015001
full_gcsr_softmax,0,160,22,0.8302209265174445
full_gcsr_softmax,0,160,23,0.7537924489140244
full_gcsr_softmax,0,160,24,1.025106785203093
full_gcsr_softmax,1,184,0,1.0
full_gcsr_softmax,1,184,1,0.837526314315141
full_gcsr_softmax,1,184,2,2.4160962474718697
full_gcsr_softmax,1,184,3,0.7436048287409923
full_gcsr_softmax,1,184,4,1.0125768632911292
full_gcsr_softmax,1,184,5,1.058060134152114
full_gcsr_softmax,1,184,6,1.3285490053479407
full_gcsr_softmax,1,184,7,2.7777437369335165
full_gcsr_softmax,1,184,8,2.1059245331146306
full_gcsr_softmax,1,184,9,3.3966513697810274
full_gcsr_softmax,1,184,10,9.460771110864222
full_gcsr_softmax,1,184,11,9.868454194639073
full_gcsr_softmax,1,184,12,18.333198514195317
full_gcsr_softmax,1,184,13,15.550944903254731
full_gcsr_softmax,1,184,14,17.746559718518455
full_gcsr_softmax,1,184,15,21.621521795312898
full_gcsr_softmax,1,184,16,13.934403027062704
full_gcsr_softmax,1,184,17,14.745693211659633
full_gcsr_softmax,1,184,18,13.659834509412374
full_gcsr_softmax,1,184,19,13.655068359745735
full_gcsr_softmax,1,184,20,18.791195456269833
full_gcsr_softmax,1,184,21,14.824119465227309
full_gcsr_softmax,1,184,22,12.849609735137559
full_gcsr_softmax,1,184,23,14.587000155119183
full_gcsr_softmax,1,184,24,11.799698480892966
full_gcsr_softmax,2,194,0,1.0
full_gcsr_softmax,2,194,1,1.0430919508565946
full_gcsr_softmax,2,194,2,1.9378122881698825
full_gcsr_softmax,2,194,3,1.6437291126721048
full_gcsr_softmax,2,194,4,1.8758047848910853
full_gcsr_softmax,2,194,5,2.285386840242224
full_gcsr_softmax,2,194,6,1.4728612354928674
full_gcsr_softmax,2,194,7,1.5586143073186183
full_gcsr_softmax,2,194,8,1.4438394449397662
full_gcsr_softmax,2,194,9,1.4433356646864668
full_gcsr_softmax,2,194,10,1.9862223952010711
full_gcsr_softmax,2,194,11,1.566903933253825
full_gcsr_softmax,2,194,12,1.358198986590193
full_gcsr_softmax,2,194,13,1.5418405100582433
full_gcsr_softmax,2,194,14,1.2472237561421236
full_gcsr_softmax,2,194,15,1.69698935590335
full_gcsr_softmax,2,194,16,1.37834794993534
full_gcsr_softmax,2,194,17,2.5624186938500464
full_gcsr_softmax,2,194,18,3.296474520079466
full_gcsr_softmax,2,194,19,1.729466865658009
full_gcsr_softmax,2,194,20,2.347007762965529
full_gcsr_softmax,2,194,21,2.031904893712311
full_gcsr_softmax,2,194,22,2.120751964819499
full_gcsr_softmax,2,194,23,3.2319955837059933
full_gcsr_softmax,2,194,24,3.701442309244573
full_gcsr_softmax,3,229,0,1.0
full_gcsr_softmax,3,229,1,0.902400343072284
full_gcsr_softmax,3,229,2,1.0409282365316033
full_gcsr_softmax,3,229,3,1.0687969515599733
full_gcsr_softmax,3,229,4,0.944723441659729
full_gcsr_softmax,3,229,5,1.0028449686512049
full_gcsr_softmax,3,229,6,1.1523297666466594
full_gcsr_softmax,3,229,7,2.1358955767091525
full_gcsr_softmax,3,229,8,1.346060925536335
full_gcsr_softmax,3,229,9,1.4494330944949243
full_gcsr_softmax,3,229,10,1.3689424367305336
full_gcsr_softmax,3,229,11,1.764918014904001
full_gcsr_softmax,3,229,12,1.7035353381544849
full_gcsr_softmax,3,229,13,0.12523777986443188
full_gcsr_softmax,3,229,14,1.495870637736336
full_gcsr_softmax,3,229,15,1.0999546734321106
full_gcsr_softmax,3,229,16,0.46827634684152253
full_gcsr_softmax,3,229,17,1.722870579575647
full_gcsr_softmax,3,229,18,0.1849171077872897
full_gcsr_softmax,3,229,19,0.16103492860617075
full_gcsr_softmax,3,229,20,0.408304319629949
full_gcsr_softmax,3,229,21,0.36198534004759975
full_gcsr_softmax,3,229,22,0.35047055265389015
full_gcsr_softmax,3,229,23,0.23119537074064858
full_gcsr_softmax,3,229,24,0.35000303560634405
full_gcsr_softmax,4,241,0,1.0
full_gcsr_softmax,4,241,1,0.0735163967893425
full_gcsr_softmax,4,241,2,0.8780978029824018
full_gcsr_softmax,4,241,3,0.6456893783158852
full_gcsr_softmax,4,241,4,0.2748850207879028
full_gcsr_softmax,4,241,5,1.011350067702211
full_gcsr_softmax,4,241,6,0.10854902956554961
full_gcsr_softmax,4,241,7,0.09452984332020199
full_gcsr_softmax,4,241,8,0.23968056927558845
full_gcsr_softmax,4,241,9,0.2124906551335498
full_gcsr_softmax,4,241,10,0.2057313075956325
full_gcsr_softmax,4,241,11,0.13571504245465946
full_gcsr_softmax,4,241,12,0.2054568682945655
full_gcsr_softmax,4,241,13,0.22840403508783255
full_gcsr_softmax,4,241,14,0.42611373054958995
full_gcsr_softmax,4,241,15,0.4677565864666462
full_gcsr_softmax,4,241,16,0.49460204458819623
full_gcsr_softmax,4,241,17,0.5360428338419205
full_gcsr_softmax,4,241,18,0.5915814523557681
full_gcsr_softmax,4,241,19,0.6255753088099416
full_gcsr_softmax,4,241,20,0.696103917958946
full_gcsr_softmax,4,241,21,0.22370225173972205
full_gcsr_softmax,4,241,22,0.19451671275395005
full_gcsr_softmax,4,241,23,0.23590161528092626
full_gcsr_softmax,4,241,24,0.24971304812213596
full_gcsr_softmax,5,269,0,1.0
full_gcsr_softmax,5,269,1,3.353615937019202
full_gcsr_softmax,5,269,2,2.9142134144627185
full_gcsr_softmax,5,269,3,2.7153422256047755
full_gcsr_softmax,5,269,4,2.4888269907614045
full_gcsr_softmax,5,269,5,2.4179602686911807
full_gcsr_softmax,5,269,6,1.0904701399159407
full_gcsr_softmax,5,269,7,1.5669550702681123
full_gcsr_softmax,5,269,8,1.37439741396144
full_gcsr_softmax,5,269,9,1.3359981519549486
full_gcsr_softmax,5,269,10,1.0126792303081353
full_gcsr_softmax,5,269,11,0.8020880216326151
full_gcsr_softmax,5,269,12,0.6325738105151791
full_gcsr_softmax,5,269,13,0.5801553613674699
full_gcsr_softmax,5,269,14,0.3769064960807941
full_gcsr_softmax,5,269,15,0.39218146332702525
full_gcsr_softmax,5,269,16,0.3433973103535872
full_gcsr_softmax,5,269,17,0.15851841963764043
full_gcsr_softmax,5,269,18,0.3757176797438119
full_gcsr_softmax,5,269,19,0.12321985176651687
full_gcsr_softmax,5,269,20,0.1307984400293644
full_gcsr_softmax,5,269,21,0.09882814233409308
full_gcsr_softmax,5,269,22,0.04617413115879282
full_gcsr_softmax,5,269,23,0.025298011220423095
full_gcsr_softmax,5,269,24,0.08798555747101043
full_gcsr_softmax,6,275,0,1.0
full_gcsr_softmax,6,275,1,1.436953670633202
full_gcsr_softmax,6,275,2,1.260371433982948
full_gcsr_softmax,6,275,3,1.22515794156265
full_gcsr_softmax,6,275,4,0.9286629621845476
full_gcsr_softmax,6,275,5,0.7355433150094733
full_gcsr_softmax,6,275,6,0.5800927392325859
full_gcsr_softmax,6,275,7,0.5320231523370199
full_gcsr_softmax,6,275,8,0.3456366958473967
full_gcsr_softmax,6,275,9,0.3596443854549349
full_gcsr_softmax,6,275,10,0.31490757773528594
full_gcsr_softmax,6,275,11,0.14536704292504507
full_gcsr_softmax,6,275,12,0.3445465088780646
full_gcsr_softmax,6,275,13,0.11299699758492729
full_gcsr_softmax,6,275,14,0.11994683324336333
full_gcsr_softmax,6,275,15,0.09062893032697923
full_gcsr_softmax,6,275,16,0.04234332465293564
full_gcsr_softmax,6,275,17,0.02319917831255169
full_gcsr_softmax,6,275,18,0.08068589340538279
full_gcsr_softmax,6,275,19,0.024903019074206657
full_gcsr_softmax,6,275,20,0.16397489253890035
full_gcsr_softmax,6,275,21,0.42504892864645155
full_gcsr_softmax,6,275,22,0.10555452505476852
full_gcsr_softmax,6,275,23,0.18871008136707035
full_gcsr_softmax,6,275,24,0.23558640170614953
full_gcsr_softmax,7,280,0,1.0
full_gcsr_softmax,7,280,1,0.7886588422397866
full_gcsr_softmax,7,280,2,0.7233063525703688
full_gcsr_softmax,7,280,3,0.4699066510351537
full_gcsr_softmax,7,280,4,0.488950654728339
full_gcsr_softmax,7,280,5,0.42812920912921376
full_gcsr_softmax,7,280,6,0.19763219916310823
full_gcsr_softmax,7,280,7,0.46842449907063194
full_gcsr_softmax,7,280,8,0.1536238522995372
full_gcsr_softmax,7,280,9,0.16307242659369217
full_gcsr_softmax,7,280,10,0.12321358712343405
full_gcsr_softmax,7,280,11,0.05756741144794482
full_gcsr_softmax,7,280,12,0.03154019326822772
full_gcsr_softmax,7,280,13,0.10969563825665876
full_gcsr_softmax,7,280,14,0.033856631643625124
full_gcsr_softmax,7,280,15,0.2229303008984433
full_gcsr_softmax,7,280,16,0.5778706977181585
full_gcsr_softmax,7,280,17,0.14350551884685275
full_gcsr_softmax,7,280,18,0.25655876073680295
full_gcsr_softmax,7,280,19,0.3202889576980457
full_gcsr_softmax,7,280,20,
full_gcsr_softmax,7,280,21,
full_gcsr_softmax,7,280,22,
full_gcsr_softmax,7,280,23,
full_gcsr_softmax,7,280,24,
full_gcsr_v2_softmax,0,160,0,1.0
full_gcsr_v2_softmax,0,160,1,0.17451455008894376
full_gcsr_v2_softmax,0,160,2,0.38213282845229807
full_gcsr_v2_softmax,0,160,3,0.4181368007187199
