method,event_index,event_time,horizon,excess_risk
full_gcsr_pagerank,5,269,17,2.8290910558924702
full_gcsr_pagerank,5,269,18,2.84694115504017
full_gcsr_pagerank,5,269,19,1.7684414352561824
full_gcsr_pagerank,5,269,20,2.0820409739749692
full_gcsr_pagerank,5,269,21,1.0790690736318254
full_gcsr_pagerank,5,269,22,2.0848460425768054
full_gcsr_pagerank,5,269,23,2.0626907394686462
full_gcsr_pagerank,5,269,24,2.8741301422523864
full_gcsr_pagerank,6,275,0,2.114856389471325
full_gcsr_pagerank,6,275,1,1.9313812580083642
full_gcsr_pagerank,6,275,2,1.9602217017836685
full_gcsr_pagerank,6,275,3,2.1825727045686727
full_gcsr_pagerank,6,275,4,1.840011280106156
full_gcsr_pagerank,6,275,5,2.0951781344985454
full_gcsr_pagerank,6,275,6,3.16798678559138
full_gcsr_pagerank,6,275,7,3.4374282964269303
full_gcsr_pagerank,6,275,8,2.7550776102466443
full_gcsr_pagerank,6,275,9,2.976168661584289
full_gcsr_pagerank,6,275,10,2.913682343352182
full_gcsr_pagerank,6,275,11,2.8290910558924702
full_gcsr_pagerank,6,275,12,2.84694115504017
full_gcsr_pagerank,6,275,13,1.7684414352561824
full_gcsr_pagerank,6,275,14,2.0820409739749692
full_gcsr_pagerank,6,275,15,1.0790690736318254
full_gcsr_pagerank,6,275,16,2.0848460425768054
full_gcsr_pagerank,6,275,17,2.0626907394686462
full_gcsr_pagerank,6,275,18,2.8741301422523864
full_gcsr_pagerank,6,275,19,1.0586579169818702
full_gcsr_pagerank,6,275,20,2.0567127161739185
full_gcsr_pagerank,6,275,21,0.062326157502613555
full_gcsr_pagerank,6,275,22,0.6855204982223857
full_gcsr_pagerank,6,275,23,0.6416218232879282
full_gcsr_pagerank,6,275,24,0.08653545469616514
full_gcsr_pagerank,7,280,0,2.0951781344985454
full_gcsr_pagerank,7,280,1,3.16798678559138
full_gcsr_pagerank,7,280,2,3.4374282964269303
full_gcsr_pagerank,7,280,3,2.7550776102466443
full_gcsr_pagerank,7,280,4,2.976168661584289
full_gcsr_pagerank,7,280,5,2.913682343352182
full_gcsr_pagerank,7,280,6,2.8290910558924702
full_gcsr_pagerank,7,280,7,2.84694115504017
full_gcsr_pagerank,7,280,8,1.7684414352561824
full_gcsr_pagerank,7,280,9,2.0820409739749692
full_gcsr_pagerank,7,280,10,1.0790690736318254
full_gcsr_pagerank,7,280,11,2.0848460425768054
full_gcsr_pagerank,7,280,12,2.0626907394686462
full_gcsr_pagerank,7,280,13,2.8741301422523864
full_gcsr_pagerank,7,280,14,1.0586579169818702
full_gcsr_pagerank,7,280,15,2.0567127161739185
full_gcsr_pagerank,7,280,16,0.062326157502613555
full_gcsr_pagerank,7,280,17,0.6855204982223857
full_gcsr_pagerank,7,280,18,0.6416218232879282
full_gcsr_pagerank,7,280,19,0.08653545469616514
full_gcsr_pagerank,7,280,20,
full_gcsr_pagerank,7,280,21,
full_gcsr_pagerank,7,280,22,
full_gcsr_pagerank,7,280,23,
full_gcsr_pagerank,7,280,24,
full_gcsr_softmax,0,160,0,0.03906348230856793
full_gcsr_softmax,0,160,1,0.009457757300761926
full_gcsr_softmax,0,160,2,0.014912640699188046
full_gcsr_softmax,0,160,3,0.016503182864441135
full_gcsr_softmax,0,160,4,0.01096236642568657
full_gcsr_softmax,0,160,5,0.026399718263286465
full_gcsr_softmax,0,160,6,0.027410273026987675
full_gcsr_softmax,0,160,7,0.02938964246894954
full_gcsr_softmax,0,160,8,0.035805682206401734
full_gcsr_softmax,0,160,9,0.02605734076310387
full_gcsr_softmax,0,160,10,0.0423043753016506
full_gcsr_softmax,0,160,11,0.11138930581888148
full_gcsr_softmax,0,160,12,0.06657619417056335
full_gcsr_softmax,0,160,13,0.06638086545491009
full_gcsr_softmax,0,160,14,0.06219323211363345
full_gcsr_softmax,0,160,15,0.07116229080872127
full_gcsr_softmax,0,160,16,0.04383766888825508
full_gcsr_softmax,0,160,17,0.05107797252045143
full_gcsr_softmax,0,160,18,0.07568967959643325
full_gcsr_softmax,0,160,19,0.08323852658170089
full_gcsr_softmax,0,160,20,0.07689465135003773
full_gcsr_softmax,0,160,21,0.08123602494804971
full_gcsr_softmax,0,160,22,0.032431320475161673
full_gcsr_softmax,0,160,23,0.0294457579924855
full_gcsr_softmax,0,160,24,0.04004424076817481
full_gcsr_softmax,1,184,0,0.04004424076817481
full_gcsr_softmax,1,184,1,0.03353810538011698
full_gcsr_softmax,1,184,2,0.09675073985283833
full_gcsr_softmax,1,184,3,0.029777090798481398
full_gcsr_softmax,1,184,4,0.04054787170991275
full_gcsr_softmax,1,184,5,0.04236921475919436
full_gcsr_softmax,1,184,6,0.05320073624247154
full_gcsr_softmax,1,184,7,0.11123263899405356
full_gcsr_softmax,1,184,8,0.08433014904364797
full_gcsr_softmax,1,184,9,0.13601632525705754
full_gcsr_softmax,1,184,10,0.3788493962160323
full_gcsr_softmax,1,184,11,0.3951747557798223
full_gcsr_softmax,1,184,12,0.7341390153531766
full_gcsr_softmax,1,184,13,0.6227257818785428
full_gcsr_softmax,1,184,14,0.7106475101751326
full_gcsr_softmax,1,184,15,0.8658174245458319
full_gcsr_softmax,1,184,16,0.557992589776469
full_gcsr_softmax,1,184,17,0.5904800892612759
full_gcsr_softmax,1,184,18,0.5469977019483242
full_gcsr_softmax,1,184,19,0.5468068451035132
full_gcsr_softmax,1,184,20,0.7524791551726926
full_gcsr_softmax,1,184,21,0.5936206090417444
full_gcsr_softmax,1,184,22,0.5145528660109208
full_gcsr_softmax,1,184,23,0.5841253462969807
full_gcsr_softmax,1,184,24,0.47250996696073955
full_gcsr_softmax,2,194,0,0.3788493962160323
full_gcsr_softmax,2,194,1,0.3951747557798223
full_gcsr_softmax,2,194,2,0.7341390153531766
full_gcsr_softmax,2,194,3,0.6227257818785428
full_gcsr_softmax,2,194,4,0.7106475101751326
full_gcsr_softmax,2,194,5,0.8658174245458319
full_gcsr_softmax,2,194,6,0.557992589776469
full_gcsr_softmax,2,194,7,0.5904800892612759
full_gcsr_softmax,2,194,8,0.5469977019483242
full_gcsr_softmax,2,194,9,0.5468068451035132
full_gcsr_softmax,2,194,10,0.7524791551726926
full_gcsr_softmax,2,194,11,0.5936206090417444
full_gcsr_softmax,2,194,12,0.5145528660109208
full_gcsr_softmax,2,194,13,0.5841253462969807
full_gcsr_softmax,2,194,14,0.47250996696073955
full_gcsr_softmax,2,194,15,0.6429033928690165
full_gcsr_softmax,2,194,16,0.5221862886042989
full_gcsr_softmax,2,194,17,0.9707707749843795
