method,event_index,event_time,horizon,oracle_gap_profile
full_gcsr_eigenvector,1,184,22,0.3339423602137679
full_gcsr_eigenvector,1,184,23,0.31200081423693293
full_gcsr_eigenvector,1,184,24,0.30892066720283684
full_gcsr_eigenvector,2,194,0,0.27086833874876803
full_gcsr_eigenvector,2,194,1,0.2722395505893558
full_gcsr_eigenvector,2,194,2,0.2684462136045256
full_gcsr_eigenvector,2,194,3,0.2706228966271874
full_gcsr_eigenvector,2,194,4,0.27562687045294676
full_gcsr_eigenvector,2,194,5,0.27825957863638884
full_gcsr_eigenvector,2,194,6,0.28508531330013387
full_gcsr_eigenvector,2,194,7,0.30114537542614095
full_gcsr_eigenvector,2,194,8,0.30079890216168637
full_gcsr_eigenvector,2,194,9,0.3110801800112839
full_gcsr_eigenvector,2,194,10,0.31698548020758477
full_gcsr_eigenvector,2,194,11,0.3148017556583289
full_gcsr_eigenvector,2,194,12,0.3339423602137679
full_gcsr_eigenvector,2,194,13,0.31200081423693293
full_gcsr_eigenvector,2,194,14,0.30892066720283684
full_gcsr_eigenvector,2,194,15,0.28335282383824056
full_gcsr_eigenvector,2,194,16,0.2942899178340601
full_gcsr_eigenvector,2,194,17,0.2942004682243785
full_gcsr_eigenvector,2,194,18,0.3381874427406678
full_gcsr_eigenvector,2,194,19,0.3388247773587314
full_gcsr_eigenvector,2,194,20,0.3251306727736494
full_gcsr_eigenvector,2,194,21,0.3554873965488863
full_gcsr_eigenvector,2,194,22,0.3608390740829813
full_gcsr_eigenvector,2,194,23,0.384195079324951
full_gcsr_eigenvector,2,194,24,0.36735229988550266
full_gcsr_eigenvector,3,229,0,0.2149948936507855
full_gcsr_eigenvector,3,229,1,0.5194151673607899
full_gcsr_eigenvector,3,229,2,0.5882714570619219
full_gcsr_eigenvector,3,229,3,0.38413345047545844
full_gcsr_eigenvector,3,229,4,0.44227089885022597
full_gcsr_eigenvector,3,229,5,0.4866788263252113
full_gcsr_eigenvector,3,229,6,0.4690424656409363
full_gcsr_eigenvector,3,229,7,0.586268340275321
full_gcsr_eigenvector,3,229,8,0.45163385477657736
full_gcsr_eigenvector,3,229,9,0.5401543579460604
full_gcsr_eigenvector,3,229,10,0.3993105840008825
full_gcsr_eigenvector,3,229,11,0.39093467117994796
full_gcsr_eigenvector,3,229,12,0.4179370762118979
full_gcsr_eigenvector,3,229,13,0.5719761652140922
full_gcsr_eigenvector,3,229,14,0.6390845672325236
full_gcsr_eigenvector,3,229,15,0.546802016117787
full_gcsr_eigenvector,3,229,16,0.5507579631936332
full_gcsr_eigenvector,3,229,17,0.5956870220820866
full_gcsr_eigenvector,3,229,18,0.2596431640986888
full_gcsr_eigenvector,3,229,19,0.25520146122158227
full_gcsr_eigenvector,3,229,20,0.2865138896907713
full_gcsr_eigenvector,3,229,21,0.3340371600162415
full_gcsr_eigenvector,3,229,22,0.17177449421939928
full_gcsr_eigenvector,3,229,23,0.23226133368856638
full_gcsr_eigenvector,3,229,24,0.21351907632149048
full_gcsr_eigenvector,4,241,0,0.4179370762118979
full_gcsr_eigenvector,4,241,1,0.5719761652140922
full_gcsr_eigenvector,4,241,2,0.6390845672325236
full_gcsr_eigenvector,4,241,3,0.546802016117787
full_gcsr_eigenvector,4,241,4,0.5507579631936332
full_gcsr_eigenvector,4,241,5,0.5956870220820866
full_gcsr_eigenvector,4,241,6,0.2596431640986888
full_gcsr_eigenvector,4,241,7,0.25520146122158227
full_gcsr_eigenvector,4,241,8,0.2865138896907713
full_gcsr_eigenvector,4,241,9,0.3340371600162415
full_gcsr_eigenvector,4,241,10,0.17177449421939928
full_gcsr_eigenvector,4,241,11,0.23226133368856638
full_gcsr_eigenvector,4,241,12,0.21351907632149048
full_gcsr_eigenvector,4,241,13,0.2811274725986831
full_gcsr_eigenvector,4,241,14,0.25956403198088374
full_gcsr_eigenvector,4,241,15,0.3131469633765156
full_gcsr_eigenvector,4,241,16,0.3246702937225937
full_gcsr_eigenvector,4,241,17,0.30368486308630316
full_gcsr_eigenvector,4,241,18,0.3253096375464797
full_gcsr_eigenvector,4,241,19,0.34277053563243864
full_gcsr_eigenvector,4,241,20,0.4733058692277188
full_gcsr_eigenvector,4,241,21,0.406156648717685
full_gcsr_eigenvector,4,241,22,0.364268795419895
full_gcsr_eigenvector,4,241,23,0.4788352080329654
full_gcsr_eigenvector,4,241,24,0.42426799999013587
full_gcsr_eigenvector,5,269,0,0.3858772090105036
full_gcsr_eigenvector,5,269,1,0.34962961945380333
full_gcsr_eigenvector,5,269,2,0.5323429419674758
full_gcsr_eigenvector,5,269,3,0.34656536891769885
full_gcsr_eigenvector,5,269,4,0.5077004698411611
full_gcsr_eigenvector,5,269,5,0.4620592187885293
full_gcsr_eigenvector,5,269,6,0.39240677697371185
full_gcsr_eigenvector,5,269,7,0.4879118529510318
full_gcsr_eigenvector,5,269,8,0.466485005839537
full_gcsr_eigenvector,5,269,9,0.4154189801659124
full_gcsr_eigenvector,5,269,10,0.42549481971625114
full_gcsr_eigenvector,5,269,11,0.42916362220090365
full_gcsr_eigenvector,5,269,12,0.4287240229042337
full_gcsr_eigenvector,5,269,13,0.4592073635109576
full_gcsr_eigenvector,5,269,14,0.46321631676057273
full_gcsr_eigenvector,5,269,15,0.4685466264446829
full_gcsr_eigenvector,5,269,16,0.40992902412115506
full_gcsr_eigenvector,5,269,17,0.4826486980063289
full_gcsr_eigenvector,5,269,18,0.3991752692995565
full_gcsr_eigenvector,5,269,19,0.5005604668952957
full_gcsr_eigenvector,5,269,20,0.5015309269537536
full_gcsr_eigenvector,5,269,21,0.3829844859549134
full_gcsr_eigenvector,5,269,22,0.5155373199394351
full_gcsr_eigenvector,5,269,23,0.5177231059383237
full_gcsr_eigenvector,5,269,24,0.5269777096782521
full_gcsr_eigenvector,6,275,0,0.39240677697371185
full_gcsr_eigenvector,6,275,1,0.4879118529510318
full_gcsr_eigenvector,6,275,2,0.466485005839537
full_gcsr_eigenvector,6,275,3,0.4154189801659124
full_gcsr_eigenvector,6,275,4,0.42549481971625114
full_gcsr_eigenvector,6,275,5,0.42916362220090365
full_gcsr_eigenvector,6,275,6,0.4287240229042337
full_gcsr_eigenvector,6,275,7,0.4592073635109576
full_gcsr_eigenvector,6,275,8,0.46321631676057273
full_gcsr_eigenvector,6,275,9,0.4685466264446829
full_gcsr_eigenvector,6,275,10,0.40992902412115506
full_gcsr_eigenvector,6,275,11,0.4826486980063289
full_gcsr_eigenvector,6,275,12,0.3991752692995565
full_gcsr_eigenvector,6,275,13,0.5005604668952957
full_gcsr_eigenvector,6,275,14,0.5015309269537536
full_gcsr_eigenvector,6,275,15,0.3829844859549134
full_gcsr_eigenvector,6,275,16,0.5155373199394351
full_gcsr_eigenvector,6,275,17,0.5177231059383237
full_gcsr_eigenvector,6,275,18,0.5269777096782521
full_gcsr_eigenvector,6,275,19,0.37109485496388317
full_gcsr_eigenvector,6,275,20,0.5921413137438409
full_gcsr_eigenvector,6,275,21,0.44983476893512897
full_gcsr_eigenvector,6,275,22,0.6239930464274647
full_gcsr_eigenvector,6,275,23,0.6215119032123982
full_gcsr_eigenvector,6,275,24,0.3950131196877551
full_gcsr_eigenvector,7,280,0,0.42916362220090365
full_gcsr_eigenvector,7,280,1,0.4287240229042337
full_gcsr_eigenvector,7,280,2,0.4592073635109576
full_gcsr_eigenvector,7,280,3,0.46321631676057273
full_gcsr_eigenvector,7,280,4,0.4685466264446829
full_gcsr_eigenvector,7,280,5,0.40992902412115506
full_gcsr_eigenvector,7,280,6,0.4826486980063289
full_gcsr_eigenvector,7,280,7,0.3991752692995565
full_gcsr_eigenvector,7,280,8,0.5005604668952957
full_gcsr_eigenvector,7,280,9,0.5015309269537536
full_gcsr_eigenvector,7,280,10,0.3829844859549134
full_gcsr_eigenvector,7,280,11,0.5155373199394351
full_gcsr_eigenvector,7,280,12,0.5177231059383237
full_gcsr_eigenvector,7,280,13,0.5269777096782521
full_gcsr_eigenvector,7,280,14,0.37109485496388317
full_gcsr_eigenvector,7,280,15,0.5921413137438409
full_gcsr_eigenvector,7,280,16,0.44983476893512897
full_gcsr_eigenvector,7,280,17,0.6239930464274647
full_gcsr_eigenvector,7,280,18,0.6215119032123982
full_gcsr_eigenvector,7,280,19,0.3950131196877551
full_gcsr_eigenvector,7,280,20,
full_gcsr_eigenvector,7,280,21,
full_gcsr_eigenvector,7,280,22,
full_gcsr_eigenvector,7,280,23,
full_gcsr_eigenvector,7,280,24,
full_gcsr_v2_eigenvector,0,160,0,0.13565518891678519
full_gcsr_v2_eigenvector,0,160,1,0.1182799182553923
full_gcsr_v2_eigenvector,0,160,2,0.11939684244070714
full_gcsr_v2_eigenvector,0,160,3,0.12379409030435551
full_gcsr_v2_eigenvector,0,160,4,0.14731107920032205
full_gcsr_v2_eigenvector,0,160,5,0.2511676601053995
full_gcsr_v2_eigenvector,0,160,6,0.16788851140084127
full_gcsr_v2_eigenvector,0,160,7,0.1487951504333791
full_gcsr_v2_eigenvector,0,160,8,0.1536843205485391
full_gcsr_v2_eigenvector,0,160,9,0.3343721359692988
full_gcsr_v2_eigenvector,0,160,10,0.3303807818140245
full_gcsr_v2_eigenvector,0,160,11,0.35159501989380826
full_gcsr_v2_eigenvector,0,160,12,0.3459927612501148
full_gcsr_v2_eigenvector,0,160,13,0.3474586232373704
full_gcsr_v2_eigenvector,0,160,14,0.3524398831048863
full_gcsr_v2_eigenvector,0,160,15,0.22831855030747317
full_gcsr_v2_eigenvector,0,160,16,0.1720465421332188
full_gcsr_v2_eigenvector,0,160,17,0.1836251440230886
full_gcsr_v2_eigenvector,0,160,18,0.18455381493500966
full_gcsr_v2_eigenvector,0,160,19,0.298511847844686
full_gcsr_v2_eigenvector,0,160,20,0.19683670715453838
full_gcsr_v2_eigenvector,0,160,21,0.19559894430205826
full_gcsr_v2_eigenvector,0,160,22,0.1923238321213061
full_gcsr_v2_eigenvector,0,160,23,0.18670771048116785
full_gcsr_v2_eigenvector,0,160,24,0.183022512125672
full_gcsr_v2_eigenvector,1,184,0,0.183022512125672
full_gcsr_v2_eigenvector,1,184,1,0.1856282272027111
full_gcsr_v2_eigenvector,1,184,2,0.19049482244481364
full_gcsr_v2_eigenvector,1,184,3,0.19885031902029082
full_gcsr_v2_eigenvector,1,184,4,0.21137470697800453
full_gcsr_v2_eigenvector,1,184,5,0.21946966431142167
full_gcsr_v2_eigenvector,1,184,6,0.20414356844547354
full_gcsr_v2_eigenvector,1,184,7,0.2774355832011265
full_gcsr_v2_eigenvector,1,184,8,0.23837891507264986
full_gcsr_v2_eigenvector,1,184,9,0.25564029197533433
full_gcsr_v2_eigenvector,1,184,10,0.27086833874876803
full_gcsr_v2_eigenvector,1,184,11,0.2722395505893558
full_gcsr_v2_eigenvector,1,184,12,0.2684462136045256
full_gcsr_v2_eigenvector,1,184,13,0.2706228966271874
full_gcsr_v2_eigenvector,1,184,14,0.27562687045294676
full_gcsr_v2_eigenvector,1,184,15,0.27825957863638884
full_gcsr_v2_eigenvector,1,184,16,0.28508531330013387
full_gcsr_v2_eigenvector,1,184,17,0.30114537542614095
full_gcsr_v2_eigenvector,1,184,18,0.30079890216168637
full_gcsr_v2_eigenvector,1,184,19,0.3110801800112839
full_gcsr_v2_eigenvector,1,184,20,0.31698548020758477
full_gcsr_v2_eigenvector,1,184,21,0.3148017556583289
full_gcsr_v2_eigenvector,1,184,22,0.3339423602137679
full_gcsr_v2_eigenvector,1,184,23,0.31200081423693293
full_gcsr_v2_eigenvector,1,184,24,0.30892066720283684
full_gcsr_v2_eigenvector,2,194,0,0.27086833874876803
full_gcsr_v2_eigenvector,2,194,1,0.2722395505893558
full_gcsr_v2_eigenvector,2,194,2,0.2684462136045256
full_gcsr_v2_eigenvector,2,194,3,0.2706228966271874
full_gcsr_v2_eigenvector,2,194,4,0.27562687045294676
full_gcsr_v2_eigenvector,2,194,5,0.27825957863638884
full_gcsr_v2_eigenvector,2,194,6,0.28508531330013387
full_gcsr_v2_eigenvector,2,194,7,0.30114537542614095
full_gcsr_v2_eigenvector,2,194,8,0.30079890216168637
full_gcsr_v2_eigenvector,2,194,9,0.3110801800112839
full_gcsr_v2_eigenvector,2,194,10,0.31698548020758477
full_gcsr_v2_eigenvector,2,194,11,0.3148017556583289
full_gcsr_v2_eigenvector,2,194,12,0.3339423602137679
full_gcsr_v2_eigenvector,2,194,13,0.31200081423693293
full_gcsr_v2_eigenvector,2,194,14,0.30892066720283684
full_gcsr_v2_eigenvector,2,194,15,0.28335282383824056
full_gcsr_v2_eigenvector,2,194,16,0.2942899178340601
full_gcsr_v2_eigenvector,2,194,17,0.2942004682243785
full_gcsr_v2_eigenvector,2,194,18,0.3381874427406678
full_gcsr_v2_eigenvector,2,194,19,0.3388247773587314
full_gcsr_v2_eigenvector,2,194,20,0.3251306727736494
full_gcsr_v2_eigenvector,2,194,21,0.3554873965488863
full_gcsr_v2_eigenvector,2,194,22,0.3608390740829813
full_gcsr_v2_eigenvector,2,194,23,0.384195079324951
full_gcsr_v2_eigenvector,2,194,24,0.5114439004140648
full_gcsr_v2_eigenvector,3,229,0,0.2392259517657669
full_gcsr_v2_eigenvector,3,229,1,0.4974829613665266
full_gcsr_v2_eigenvector,3,229,2,0.4501794702115227
full_gcsr_v2_eigenvector,3,229,3,0.40911839495486
full_gcsr_v2_eigenvector,3,229,4,0.43824405482944495
full_gcsr_v2_eigenvector,3,229,5,0.4934941702990685
full_gcsr_v2_eigenvector,3,229,6,0.5058070114349585
full_gcsr_v2_eigenvector,3,229,7,0.47650969099371976
full_gcsr_v2_eigenvector,3,229,8,0.4890889846779459
full_gcsr_v2_eigenvector,3,229,9,0.533281148824297
full_gcsr_v2_eigenvector,3,229,10,0.3884308231591801
full_gcsr_v2_eigenvector,3,229,11,0.4177429909835322
full_gcsr_v2_eigenvector,3,229,12,0.393778874855341
full_gcsr_v2_eigenvector,3,229,13,0.4096147839045512
full_gcsr_v2_eigenvector,3,229,14,0.41673201279391114
full_gcsr_v2_eigenvector,3,229,15,0.4132264561636112
full_gcsr_v2_eigenvector,3,229,16,0.49350460890069303
full_gcsr_v2_eigenvector,3,229,17,0.41770347848689604
full_gcsr_v2_eigenvector,3,229,18,0.5856810343265424
full_gcsr_v2_eigenvector,3,229,19,0.5007109845234189
full_gcsr_v2_eigenvector,3,229,20,0.34888959693583965
full_gcsr_v2_eigenvector,3,229,21,0.33909474749406077
full_gcsr_v2_eigenvector,3,229,22,0.23909007229211277
full_gcsr_v2_eigenvector,3,229,23,0.28355187654316083
full_gcsr_v2_eigenvector,3,229,24,0.29193415963672376
full_gcsr_v2_eigenvector,4,241,0,0.393778874855341
full_gcsr_v2_eigenvector,4,241,1,0.4096147839045512
full_gcsr_v2_eigenvector,4,241,2,0.41673201279391114
full_gcsr_v2_eigenvector,4,241,3,0.4132264561636112
full_gcsr_v2_eigenvector,4,241,4,0.49350460890069303
full_gcsr_v2_eigenvector,4,241,5,0.41770347848689604
full_gcsr_v2_eigenvector,4,241,6,0.5856810343265424
full_gcsr_v2_eigenvector,4,241,7,0.5007109845234189
full_gcsr_v2_eigenvector,4,241,8,0.34888959693583965
full_gcsr_v2_eigenvector,4,241,9,0.33909474749406077
full_gcsr_v2_eigenvector,4,241,10,0.23909007229211277
full_gcsr_v2_eigenvector,4,241,11,0.28355187654316083
full_gcsr_v2_eigenvector,4,241,12,0.29193415963672376
full_gcsr_v2_eigenvector,4,241,13,0.3167795374246982
full_gcsr_v2_eigenvector,4,241,14,0.2777288622523273
full_gcsr_v2_eigenvector,4,241,15,0.29635594203907
full_gcsr_v2_eigenvector,4,241,16,0.30136207238510193
full_gcsr_v2_eigenvector,4,241,17,0.31764241208602895
full_gcsr_v2_eigenvector,4,241,18,0.32715860438725985
full_gcsr_v2_eigenvector,4,241,19,0.3438102696843359
full_gcsr_v2_eigenvector,4,241,20,0.4966616937673587
full_gcsr_v2_eigenvector,4,241,21,0.49039977269588897
full_gcsr_v2_eigenvector,4,241,22,0.47323847162606647
full_gcsr_v2_eigenvector,4,241,23,0.4788352080329654
full_gcsr_v2_eigenvector,4,241,24,0.48961242762603563
full_gcsr_v2_eigenvector,5,269,0,0.5244307276015199
full_gcsr_v2_eigenvector,5,269,1,0.5320549959787984
full_gcsr_v2_eigenvector,5,269,2,0.5323429419674737
full_gcsr_v2_eigenvector,5,269,3,0.5259397783568234
full_gcsr_v2_eigenvector,5,269,4,0.5233542261857633
full_gcsr_v2_eigenvector,5,269,5,0.515559678869091
full_gcsr_v2_eigenvector,5,269,6,0.5006376339556848
full_gcsr_v2_eigenvector,5,269,7,0.4879118529510317
full_gcsr_v2_eigenvector,5,269,8,0.46648500583953645
full_gcsr_v2_eigenvector,5,269,9,0.4471092022880938
full_gcsr_v2_eigenvector,5,269,10,0.4282934110322357
full_gcsr_v2_eigenvector,5,269,11,0.42916362220090387
full_gcsr_v2_eigenvector,5,269,12,0.42872402290423384
full_gcsr_v2_eigenvector,5,269,13,0.42997240980319196
full_gcsr_v2_eigenvector,5,269,14,0.46321631676057273
full_gcsr_v2_eigenvector,5,269,15,0.4685466264446827
full_gcsr_v2_eigenvector,5,269,16,0.47735089556765664
full_gcsr_v2_eigenvector,5,269,17,0.4826486980063289
full_gcsr_v2_eigenvector,5,269,18,0.4909259205665054
full_gcsr_v2_eigenvector,5,269,19,0.5005604668952955
full_gcsr_v2_eigenvector,5,269,20,0.5015309269537536
full_gcsr_v2_eigenvector,5,269,21,0.5049264852457899
full_gcsr_v2_eigenvector,5,269,22,0.5138849853089646
full_gcsr_v2_eigenvector,5,269,23,0.5100715364454423
full_gcsr_v2_eigenvector,5,269,24,0.5196067498269165
full_gcsr_v2_eigenvector,6,275,0,0.5006376339556848
full_gcsr_v2_eigenvector,6,275,1,0.4879118529510317
full_gcsr_v2_eigenvector,6,275,2,0.46648500583953645
full_gcsr_v2_eigenvector,6,275,3,0.4471092022880938
full_gcsr_v2_eigenvector,6,275,4,0.4282934110322357
full_gcsr_v2_eigenvector,6,275,5,0.42916362220090387
full_gcsr_v2_eigenvector,6,275,6,0.42872402290423384
full_gcsr_v2_eigenvector,6,275,7,0.42997240980319196
full_gcsr_v2_eigenvector,6,275,8,0.46321631676057273
full_gcsr_v2_eigenvector,6,275,9,0.4685466264446827
full_gcsr_v2_eigenvector,6,275,10,0.47735089556765664
full_gcsr_v2_eigenvector,6,275,11,0.4826486980063289
full_gcsr_v2_eigenvector,6,275,12,0.4909259205665054
full_gcsr_v2_eigenvector,6,275,13,0.5005604668952955
full_gcsr_v2_eigenvector,6,275,14,0.5015309269537536
full_gcsr_v2_eigenvector,6,275,15,0.5049264852457899
full_gcsr_v2_eigenvector,6,275,16,0.5138849853089646
full_gcsr_v2_eigenvector,6,275,17,0.5100715364454423
full_gcsr_v2_eigenvector,6,275,18,0.5196067498269165
full_gcsr_v2_eigenvector,6,275,19,0.5588851969449684
full_gcsr_v2_eigenvector,6,275,20,0.3537480412413425
full_gcsr_v2_eigenvector,6,275,21,0.5736285150564129
full_gcsr_v2_eigenvector,6,275,22,0.2566543230920202
full_gcsr_v2_eigenvector,6,275,23,0.3366569362191103
full_gcsr_v2_eigenvector,6,275,24,0.34473026885029423
full_gcsr_v2_eigenvector,7,280,0,0.42916362220090387
full_gcsr_v2_eigenvector,7,280,1,0.42872402290423384
full_gcsr_v2_eigenvector,7,280,2,0.42997240980319196
full_gcsr_v2_eigenvector,7,280,3,0.46321631676057273
full_gcsr_v2_eigenvector,7,280,4,0.4685466264446827
full_gcsr_v2_eigenvector,7,280,5,0.47735089556765664
full_gcsr_v2_eigenvector,7,280,6,0.4826486980063289
full_gcsr_v2_eigenvector,7,280,7,0.4909259205665054
full_gcsr_v2_eigenvector,7,280,8,0.5005604668952955
full_gcsr_v2_eigenvector,7,280,9,0.5015309269537536
full_gcsr_v2_eigenvector,7,280,10,0.5049264852457899
full_gcsr_v2_eigenvector,7,280,11,0.5138849853089646
full_gcsr_v2_eigenvector,7,280,12,0.5100715364454423
full_gcsr_v2_eigenvector,7,280,13,0.5196067498269165
full_gcsr_v2_eigenvector,7,280,14,0.5588851969449684
full_gcsr_v2_eigenvector,7,280,15,0.3537480412413425
full_gcsr_v2_eigenvector,7,280,16,0.5736285150564129
full_gcsr_v2_eigenvector,7,280,17,0.2566543230920202
full_gcsr_v2_eigenvector,7,280,18,0.3366569362191103
full_gcsr_v2_eigenvector,7,280,19,0.34473026885029423
full_gcsr_v2_eigenvector,7,280,20,
full_gcsr_v2_eigenvector,7,280,21,
full_gcsr_v2_eigenvector,7,280,22,
full_gcsr_v2_eigenvector,7,280,23,
full_gcsr_v2_eigenvector,7,280,24,
full_gcsr_pagerank,0,160,0,0.13616158853446003
full_gcsr_pagerank,0,160,1,0.08726739162318231
full_gcsr_pagerank,0,160,2,0.11925288031869141
full_gcsr_pagerank,0,160,3,0.12733868832487727
full_gcsr_pagerank,0,160,4,0.15678833730005726
full_gcsr_pagerank,0,160,5,0.18657777433947853
full_gcsr_pagerank,0,160,6,0.1633784466481747
full_gcsr_pagerank,0,160,7,0.13374648766835406
full_gcsr_pagerank,0,160,8,0.1392723225427387
full_gcsr_pagerank,0,160,9,0.257101001364486
full_gcsr_pagerank,0,160,10,0.21514043899340507
full_gcsr_pagerank,0,160,11,0.3602042632688234
full_gcsr_pagerank,0,160,12,0.27691331536646935
full_gcsr_pagerank,0,160,13,0.2582174990866949
full_gcsr_pagerank,0,160,14,0.2638640674799715
full_gcsr_pagerank,0,160,15,0.2892140267870724
full_gcsr_pagerank,0,160,16,0.24903382268074536
full_gcsr_pagerank,0,160,17,0.2601362281432156
full_gcsr_pagerank,0,160,18,0.21097016601858898
full_gcsr_pagerank,0,160,19,0.23165920488493374
full_gcsr_pagerank,0,160,20,0.2097656019156645
full_gcsr_pagerank,0,160,21,0.21344990346625348
full_gcsr_pagerank,0,160,22,0.1793546997959562
full_gcsr_pagerank,0,160,23,0.1761741380503773
full_gcsr_pagerank,0,160,24,0.19332165143561786
full_gcsr_pagerank,1,184,0,0.19332165143561786
full_gcsr_pagerank,1,184,1,0.18533332919601042
full_gcsr_pagerank,1,184,2,0.19331498709473138
full_gcsr_pagerank,1,184,3,0.19670667026608957
full_gcsr_pagerank,1,184,4,0.208735195010755
full_gcsr_pagerank,1,184,5,0.1997511083207708
full_gcsr_pagerank,1,184,6,0.20414356844547354
full_gcsr_pagerank,1,184,7,0.23687020556366245
full_gcsr_pagerank,1,184,8,0.21960839752486516
full_gcsr_pagerank,1,184,9,0.23567779803293576
full_gcsr_pagerank,1,184,10,0.18291311368893215
full_gcsr_pagerank,1,184,11,0.2722395505893558
full_gcsr_pagerank,1,184,12,0.26043264504885755
full_gcsr_pagerank,1,184,13,0.2706228966271874
full_gcsr_pagerank,1,184,14,0.27562687045294676
full_gcsr_pagerank,1,184,15,0.27825957863638884
full_gcsr_pagerank,1,184,16,0.28508531330013387
full_gcsr_pagerank,1,184,17,0.1271814560479445
full_gcsr_pagerank,1,184,18,0.2621247143725012
full_gcsr_pagerank,1,184,19,0.2881155744696515
full_gcsr_pagerank,1,184,20,0.31698548020758477
full_gcsr_pagerank,1,184,21,0.3148017556583289
full_gcsr_pagerank,1,184,22,0.3339423602137679
full_gcsr_pagerank,1,184,23,0.31200081423693293
full_gcsr_pagerank,1,184,24,0.30892066720283684
full_gcsr_pagerank,2,194,0,0.18291311368893215
full_gcsr_pagerank,2,194,1,0.2722395505893558
full_gcsr_pagerank,2,194,2,0.26043264504885755
full_gcsr_pagerank,2,194,3,0.2706228966271874
full_gcsr_pagerank,2,194,4,0.27562687045294676
full_gcsr_pagerank,2,194,5,0.27825957863638884
full_gcsr_pagerank,2,194,6,0.28508531330013387
full_gcsr_pagerank,2,194,7,0.1271814560479445
full_gcsr_pagerank,2,194,8,0.2621247143725012
full_gcsr_pagerank,2,194,9,0.2881155744696515
full_gcsr_pagerank,2,194,10,0.31698548020758477
full_gcsr_pagerank,2,194,11,0.3148017556583289
full_gcsr_pagerank,2,194,12,0.3339423602137679
full_gcsr_pagerank,2,194,13,0.31200081423693293
full_gcsr_pagerank,2,194,14,0.30892066720283684
full_gcsr_pagerank,2,194,15,0.28335282383824056
full_gcsr_pagerank,2,194,16,0.2942899178340601
full_gcsr_pagerank,2,194,17,0.2942004682243785
full_gcsr_pagerank,2,194,18,0.5019623690339393
full_gcsr_pagerank,2,194,19,0.3388247773587314
full_gcsr_pagerank,2,194,20,0.3251306727736494
full_gcsr_pagerank,2,194,21,0.3554873965488863
full_gcsr_pagerank,2,194,22,0.3608390740829813
full_gcsr_pagerank,2,194,23,0.384195079324951
full_gcsr_pagerank,2,194,24,0.36735229988550266
full_gcsr_pagerank,3,229,0,0.2690845883700155
full_gcsr_pagerank,3,229,1,0.3610100884442472
full_gcsr_pagerank,3,229,2,0.3592676887012094
full_gcsr_pagerank,3,229,3,0.34999204742379675
full_gcsr_pagerank,3,229,4,0.339076992072909
full_gcsr_pagerank,3,229,5,0.4083665980756517
full_gcsr_pagerank,3,229,6,0.4089631008875183
full_gcsr_pagerank,3,229,7,0.4050803492166367
