t,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8
166,0.04426528787913012,0.13577030763605968,0.15405451345205728,0.14718139411401815,0.17595093161418013,0.11238199185310332,0.11495454141600434,0.1154410320344469
167,0.0434298045947248,0.13526264228831422,0.1540656774504858,0.14709035449923324,0.1762678687950671,0.11281884946845197,0.11481055915357774,0.11625424374914503
168,0.04293952056188625,0.1347970262662367,0.15434794546668576,0.14695708558548265,0.17607853320568656,0.11319939284398539,0.11465071638487642,0.11702977968416038
169,0.042323705335920336,0.13460582869621837,0.15419551755427993,0.14707370677808773,0.1758461326515672,0.11364923886534391,0.1142078923314821,0.11809797778610043
170,0.04191130884407996,0.1346647949190382,0.15368895212312184,0.14740907239104425,0.17578877629558415,0.11362422579173818,0.11374613958457488,0.11916673004981847
171,0.04212905603298877,0.1346978760109983,0.1531106073931707,0.1479575206401463,0.17574287262320232,0.1129270302562594,0.11328442299450478,0.12015061404772942
172,0.04235884275739444,0.13474206860348567,0.15278053182590245,0.14811725258207342,0.17556319635750964,0.11215128948609697,0.1127868640391087,0.12149995434742868
173,0.04263549677419617,0.13489093845558425,0.15196797030112497,0.14868876188890642,0.17544960387507832,0.11143318758653316,0.11251148025889447,0.1224225608586822
174,0.042864164287145595,0.13494732789175215,0.1512205788890408,0.14914294657333424,0.1753381026637149,0.11085483977931601,0.11224003176113884,0.12339200815355743
175,0.043367154761517736,0.13500253368665713,0.15023284798838363,0.14991662169434783,0.17455498236315725,0.11060974329786237,0.11229906938855976,0.12401704681851428
176,0.044916002234616226,0.13503391398552375,0.14916713766211867,0.15024555035369877,0.17318010747379234,0.11029950421445776,0.11239376954331276,0.12476401453147955
177,0.04683780685476921,0.13475406414061278,0.14820223218356104,0.15055734326667203,0.17174247410795046,0.11024935762840153,0.11246340004887574,0.12519332176815715
178,0.04767731578075481,0.1344051534583962,0.14780385871449112,0.1512775663930643,0.1710257795895378,0.10953457993931393,0.11226920640332227,0.12600653972011944
179,0.049150982609378516,0.1339467377216207,0.14674843792865647,0.151824985696905,0.16966727651392963,0.10903388375928294,0.1126591576791771,0.12696853809004957
180,0.050575004625567174,0.13338246531976547,0.14567517905646943,0.152367384997083,0.1683184415512435,0.10852758147077556,0.11334938017289382,0.12780456280520197
181,0.05307823746921707,0.13268586088701648,0.14473204223932584,0.1524940090217809,0.1666946189299601,0.10800309679138727,0.1138112713471919,0.12850086331312038
182,0.05445736933012134,0.13228223481458865,0.14403162254966412,0.1528698661316749,0.16570929534855383,0.10698368747841619,0.11415917776871572,0.1295067465772652
183,0.0560355701641727,0.131445936786435,0.14328719870704665,0.1530795090367976,0.16506913697360306,0.10585200130197098,0.11446314593808277,0.1307675010908912
184,0.05789152551886478,0.13073914965731262,0.1425155587505995,0.15316786824123654,0.16440989870534548,0.1047394412408355,0.11494258883074235,0.1315939690540633
185,0.05902302273919647,0.13026553030810525,0.14195412545400407,0.15362373809873534,0.1641834868127122,0.1033750392724896,0.11528650126551482,0.1322885560482421
186,0.05984025483990538,0.12964775105543913,0.14166918622250158,0.15398215684570465,0.16407426834425418,0.10189494038614991,0.1158350258546884,0.13305641645035676
187,0.06098239489068716,0.12911351002007207,0.14086952435915348,0.15409155873056013,0.16406644214308314,0.10067401108047516,0.11640086826043175,0.13380169051453703
188,0.06103331086596264,0.12841001609300035,0.14021440427167656,0.15492883948930358,0.16481858604387278,0.09937527767603453,0.11680239210466252,0.13441717345448717
189,0.060455204018278995,0.12728145253998766,0.13970489970922087,0.15598376064617459,0.16581400502827393,0.09820870728361394,0.11743591630651148,0.13511605446693856
190,0.0602461548102624,0.12627754579971304,0.13913926403230722,0.1566889881901782,0.166475211841291,0.09716807186338125,0.11852588682913495,0.135478876632732
191,0.060169627604674196,0.12497979333237388,0.1384112538396317,0.15765778632589492,0.16705648022285707,0.09632306431185562,0.11960341235193646,0.13579858200977618
192,0.05959799577419534,0.12374618459460035,0.13759585341217423,0.15892753514096092,0.16834183166438113,0.09528272815990942,0.12033462989967263,0.1361732413531059
193,0.05848569704044227,0.12250218326895308,0.13666235979888056,0.16036259266224015,0.16984201543619049,0.09424858532060643,0.12124298094156491,0.13665358553012202
194,0.056549151591628044,0.12137395583423158,0.13582858673925247,0.16214875217326474,0.17185988412556408,0.09280261090405331,0.12198927920790445,0.1374477794231014
195,0.054284585539493765,0.11993466747526246,0.13515763140204606,0.1643161415018105,0.17446357507031826,0.09116016918861009,0.12250660295311205,0.13817662686834672
196,0.05238984595836406,0.11871979042650722,0.13390251019960356,0.16638045646616154,0.1771067620916264,0.08964146566918058,0.1231756517727875,0.13868351741476914
197,0.04956106057916257,0.11720502290092866,0.13239513164120062,0.1695650371624383,0.18058638034898242,0.08766608799383202,0.12373010081817909,0.13929117855427625
198,0.04727959517423192,0.11549492030939378,0.13082128562466913,0.17252302876385509,0.18371112484891355,0.08600329944912082,0.12467891114153389,0.13948783468728185
199,0.04526402285537253,0.1140032364303746,0.1294204515261956,0.17484057430147976,0.18642436234942772,0.08477631554447446,0.1256954642397132,0.13957557275196206
200,0.04334694673545887,0.11243412118000314,0.12809038660190403,0.17704436470680476,0.1890614199204954,0.08365719494644934,0.12656709260049542,0.13979847330738904
201,0.04232367187448582,0.11029238866517506,0.12671893317340163,0.17880294124858642,0.1915879364138851,0.0825451870158251,0.12753746623583936,0.14019147537180157
202,0.04157680311505779,0.10850566642712153,0.12468808168045135,0.18086316010857445,0.1940428731094749,0.08184852445850428,0.12816204788630248,0.14031284321351306
