Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.9092870036685782,0.9281518271761138,0.9456068312338061,0.9278509004503867
pagerank,0.9171930926346232,0.9294594580130799,0.9476167438860469,0.9246827944971856
softmax,0.9078558969738274,0.9282989657164598,0.9402530336983883,0.9221369239586382
