Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.8692170637364065,0.9037794750117994,0.9302813286228095,0.9072828997578167
pagerank,0.8816229424795514,0.9056144652233623,0.9325368799701345,0.9030337656402979
softmax,0.8781102724476033,0.9070087330361986,0.9329257440433745,0.9055777446509584
