oos_period,row_model,col_model,cov_matrice
20,1,1,0.38518381250000017
20,1,2,0.10613070041485563
20,1,3,0.07869570097500483
20,1,4,0.10792973186961093
20,1,5,0.06159701014466621
20,1,6,0.07856731041312962
20,1,7,0.11355437026148055
20,1,8,0.12444185059422759
20,1,9,0.08518472340124511
20,1,10,0.08294929025119677
20,1,11,0.06487082390492722
20,2,1,0.10613070041485563
20,2,2,0.12391400941762545
20,2,3,0.047771610996131524
20,2,4,0.0605874409450214
20,2,5,0.04433782082051271
20,2,6,0.05229981464366598
20,2,7,0.05900960740829567
20,2,8,0.06870070689311446
20,2,9,0.06257906749300642
20,2,10,0.04857090280266354
20,2,11,0.037509214548486235
20,3,1,0.07869570097500483
20,3,2,0.047771610996131524
20,3,3,0.07943585672252465
20,3,4,0.0515893239150253
20,3,5,0.043773257928661026
20,3,6,0.049000489083481154
20,3,7,0.04752480555532331
20,3,8,0.07041413763365405
20,3,9,0.04851435010695215
20,3,10,0.04429954317362207
20,3,11,0.03059208780544751
20,4,1,0.10792973186961093
20,4,2,0.0605874409450214
20,4,3,0.0515893239150253
20,4,4,0.10252915767137155
20,4,5,0.04227636683291542
20,4,6,0.05592552440791861
20,4,7,0.06215302935423523
20,4,8,0.08497291103111163
20,4,9,0.052949130078043076
20,4,10,0.05392838021250655
20,4,11,0.0412215244432207
20,5,1,0.06159701014466621
20,5,2,0.04433782082051271
20,5,3,0.043773257928661026
20,5,4,0.04227636683291542
20,5,5,0.11959719327216403
20,5,6,0.03371851414203306
20,5,7,0.042687946706478984
20,5,8,0.02491473957838147
20,5,9,0.02607270350659147
20,5,10,0.04721144031990548
20,5,11,0.03095115263635511
20,6,1,0.07856731041312962
20,6,2,0.05229981464366598
20,6,3,0.049000489083481154
20,6,4,0.05592552440791861
20,6,5,0.03371851414203306
20,6,6,0.0958509634502925
20,6,7,0.050594627920978026
20,6,8,0.08781126202603284
20,6,9,0.056789061026221506
20,6,10,0.04773452605268554
20,6,11,0.03463855424287508
20,7,1,0.11355437026148055
20,7,2,0.05900960740829567
20,7,3,0.04752480555532331
20,7,4,0.06215302935423523
20,7,5,0.042687946706478984
20,7,6,0.050594627920978026
20,7,7,0.12538272796960517
20,7,8,0.0792012207400189
20,7,9,0.049987375346216195
20,7,10,0.05017092717648868
20,7,11,0.03791781255554361
20,8,1,0.12444185059422759
20,8,2,0.06870070689311446
20,8,3,0.07041413763365405
20,8,4,0.08497291103111163
20,8,5,0.02491473957838147
20,8,6,0.08781126202603284
20,8,7,0.0792012207400189
20,8,8,0.24197468421052634
20,8,9,0.08842883418222974
20,8,10,0.060866165433022076
20,8,11,0.054409736594309914
20,9,1,0.08518472340124511
20,9,2,0.06257906749300642
20,9,3,0.04851435010695215
20,9,4,0.052949130078043076
