oos_period,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best
20,0.002617163230053232,-0.00567157820666446,-0.006396323108164473,0.0021214015131529457,0.004731179562813978,-0.0012548305073264987,-0.018929448862479506,-0.042544523386391836,-0.03828845583844242,-0.01758048206547666,-0.0030173857966063616,-0.030510631246201417,-0.009431129476584227,-0.0429323640444849,0.10300297792034872,-0.009431129476893951,-0.058387919600041555
21,0.003178789146697371,-0.00773198255997975,-0.006108249543173662,0.0023341619047728968,0.005987042098992448,-0.00014364276174125973,-0.028191405791163464,-0.056852654384452764,-0.04611104811444842,-0.0266319439131201,-0.003947078081527373,-0.03391095161000407,-0.015752629758365753,-0.049253864326266425,0.12668147763836698,-0.01575262975875547,-0.03470941988182329
22,-0.02392674501916176,-0.038020420786660424,-0.030295663879856126,-0.02415498632570938,-0.021600580739572,-0.027558024191400028,-0.044644707481074165,-0.07807703046887055,-0.036841352046742055,-0.03687024191135568,-0.005159940092814659,-0.03897583601772453,-0.06467824959307662,-0.0981794841609773,0.10674976819887395,-0.02620734832404115,-0.13363503971653418
23,-0.025397531823756002,-0.03930016121423506,-0.03164996279760179,-0.02530896721642308,-0.022603766864932238,-0.028577411439412788,-0.04670695022705524,-0.07974620143201229,-0.038811057247044506,-0.038880097722855354,-0.005621413052191488,-0.03996832555147038,-0.056744365295556064,-0.10024559986345667,0.10789632759942441,-0.018273464026460594,-0.1257011554190136
24,-0.025030643902642532,-0.039214166521587254,-0.031581964186868004,-0.025327003023165526,-0.022619113555448284,-0.02859175770933751,-0.04449709441258783,-0.07951579263070971,-0.03875840168384573,-0.03509414105917921,-0.005594888408158338,-0.03985006850668968,-0.04676502645258093,-0.07776626102048137,0.1120278392363542,-0.008294125183565476,-0.1157218165760383
25,-0.03168365165843619,-0.04583695861092524,-0.030084461652742152,-0.030141329338428627,-0.020103386811686323,-0.025282986762241125,-0.04563838579150516,-0.08298122238116029,-0.03877177852876619,-0.03508601420704811,-0.005748558880786347,-0.0417852012838636,-0.04345924132861405,-0.08446047589651443,0.11533362436032107,0.0250116599403616,-0.03241603145207145
26,0.0031584971018944266,-0.015929525386224042,0.0047576871075884625,-0.029736988596695914,-0.01922915632835987,-0.024518756745508852,-0.016509712408577477,-0.07765886639189276,-0.03645072115161696,-0.03848788675991198,-0.00572099942811986,-0.04202218703875361,-0.008617092568283413,-0.07961832713618393,0.11827577312067142,0.03309786216816382,0.0024261173082591875
27,-0.0028519605681530044,0.046004789919370154,0.013502486762378378,-0.011077495243091706,-0.01783297883604728,-0.024339274957433404,-0.015281880100329326,-0.05470873669655361,-0.03185839668475835,-0.03684372338345633,-0.005424685533895149,-0.040445590328047856,0.02380159940192348,-0.047199635165977034,0.2680711569340081,0.03564992568401786,0.03484480927846608
28,0.4057567754921733,0.3701252210433148,0.417841173716094,0.12786156274558988,-0.012354398862277176,-0.01015522620824999,0.09419097075890032,0.0592900072621012,0.05092099343385161,0.0035923222093065116,-0.007511685637749108,0.06043830631488466,0.08781922475663625,-0.14568200981126433,0.3795887822883207,0.03684392779401446,0.7063624346331794
29,0.41210140561436015,0.370309552984884,0.34751791559346323,0.1280458946871591,0.0071373298204675875,-0.0077948374295083445,0.23706595511596956,0.24426681130665506,0.015266417446935791,0.0655532868804491,-0.0032879714170577917,0.062054835197319594,-0.12016252563779761,-0.20366376020569854,0.41160703189348685,-0.17113782260041938,0.4983806842387455
