oos_period,centrality_type,model,centrality_score
20,eigenvector,1,0.9786946902728156
20,eigenvector,2,0.0010101395278450589
20,eigenvector,3,0.0008844778077048565
20,eigenvector,4,0.01912851542254265
20,eigenvector,5,7.372713248121109e-07
20,eigenvector,6,1.495210879000915e-08
20,eigenvector,7,1.495210879000915e-08
20,eigenvector,8,6.259295940542699e-10
20,eigenvector,9,0.0002027290669631488
20,eigenvector,10,7.852367203089162e-05
20,eigenvector,11,1.564276256894375e-07
21,eigenvector,1,0.2744786897762888
21,eigenvector,2,0.013681897659364523
21,eigenvector,3,0.14521392360583502
21,eigenvector,4,0.2151217093527715
21,eigenvector,5,0.004618351891556386
21,eigenvector,6,0.03201448363503875
21,eigenvector,7,0.0790723476819933
21,eigenvector,8,0.16916590292207162
21,eigenvector,9,0.05495102625097284
21,eigenvector,10,0.011355511024067977
21,eigenvector,11,0.0003261561990393618
22,eigenvector,1,0.1227901162949593
22,eigenvector,2,0.19389469519310637
22,eigenvector,3,0.05188016003734573
22,eigenvector,4,0.07064437763299573
22,eigenvector,5,0.015461195161011269
22,eigenvector,6,0.07276449060950141
22,eigenvector,7,0.10896291887968115
22,eigenvector,8,0.01745856680162415
22,eigenvector,9,0.1559963862995324
22,eigenvector,10,0.12095158899597569
22,eigenvector,11,0.06919550409326669
23,eigenvector,1,0.03389239227727673
23,eigenvector,2,0.10050271164363717
23,eigenvector,3,0.21116684432872446
23,eigenvector,4,0.015736077773757875
23,eigenvector,5,0.16017710749334882
23,eigenvector,6,0.07878100687559829
23,eigenvector,7,0.07878100687559829
23,eigenvector,8,1.746759767242081e-11
23,eigenvector,9,0.17320102098358678
23,eigenvector,10,0.10571583479925623
23,eigenvector,11,0.04204599693074768
24,eigenvector,1,0.16668537039565526
24,eigenvector,2,0.07184337888402142
24,eigenvector,3,0.024802164659351946
24,eigenvector,4,0.08264639855966131
24,eigenvector,5,0.09471662524166398
24,eigenvector,6,0.012060576106050156
24,eigenvector,7,0.11207546276058661
24,eigenvector,8,0.07793994754530961
24,eigenvector,9,0.19011790339126153
24,eigenvector,10,0.016023346231299213
24,eigenvector,11,0.15108882622413886
25,eigenvector,1,0.10107757384090041
25,eigenvector,2,0.0007196937100317301
25,eigenvector,3,0.03848163237821671
25,eigenvector,4,0.020332066968928714
25,eigenvector,5,0.005674746234163161
25,eigenvector,6,4.654904191979709e-06
25,eigenvector,7,0.6542444462271501
25,eigenvector,8,0.08136918885893632
25,eigenvector,9,0.058347839801038526
25,eigenvector,10,0.010849238906623686
25,eigenvector,11,0.028898918168818417
26,eigenvector,1,0.198462810476955
26,eigenvector,2,0.034745926110612474
26,eigenvector,3,0.05281967909427135
26,eigenvector,4,0.13274219815916616
26,eigenvector,5,0.017370582861540303
26,eigenvector,6,0.021538467597878082
26,eigenvector,7,0.021252969826662423
26,eigenvector,8,0.09477305006284403
26,eigenvector,9,0.1682930801430004
26,eigenvector,10,0.134284854063198
26,eigenvector,11,0.12371638160287164
27,eigenvector,1,0.08562199057779545
27,eigenvector,2,0.1991373636423458
27,eigenvector,3,0.03397369348855622
27,eigenvector,4,0.14616627635816293
27,eigenvector,5,0.011042198741668034
27,eigenvector,6,0.17435238188045277
27,eigenvector,7,0.044166290596117305
27,eigenvector,8,0.07527212844151303
27,eigenvector,9,0.0928181047567337
27,eigenvector,10,0.1019490044208515
27,eigenvector,11,0.03550056709480306
28,eigenvector,1,0.09560950800527461
28,eigenvector,2,0.040074221782626276
28,eigenvector,3,0.0396037325604116
28,eigenvector,4,0.018672545677810577
28,eigenvector,5,0.20781558776768036
28,eigenvector,6,0.16727843421247007
28,eigenvector,7,0.07896061384849591
28,eigenvector,8,0.12846542583896667
28,eigenvector,9,0.11512705838481159
28,eigenvector,10,0.09396033847523563
28,eigenvector,11,0.014432533445216623
29,eigenvector,1,0.003089780812147584
29,eigenvector,2,0.006911035684241196
29,eigenvector,3,0.2582904071630136
29,eigenvector,4,0.032677905836960175
29,eigenvector,5,0.025226423707117543
29,eigenvector,6,0.09374233087386998
29,eigenvector,7,0.28395274220569594
29,eigenvector,8,0.23752302557966623
29,eigenvector,9,0.005440581965960192
