oos_period,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best
150,0.0002920426669263433,0.00025709396537458747,0.0012604102311256013,0.0014152870486396352,0.0010089118113836369,0.0014890451100592113,1.7853394350893157,1.618238956455828,0.1247692543188869,0.1496826160230372,-0.006287147515763123,0.002774589900930373,1.9633930206728551,1.9633930206728551,0.00603241397708726,0.09155473003293292,1.9633930206728551
151,0.2871967138924359,0.29513152199035125,0.2923267860952093,0.2962897150736163,0.280054471736926,0.2798303056796644,1.5992687173786373,2.6396019515185585,-0.14954252565091664,-0.141040670584667,-0.16151354762390394,-0.15185603905280254,3.8618527734764614,3.8618527734764614,0.3501177767615005,0.15286715793855404,2.0156101879711947
152,0.405216778274216,0.4089165708667186,0.4129010992856574,0.40912172730995394,0.4140595894638399,0.39215923965752814,1.8895447120254982,2.639656711797219,0.01980230237124217,-0.14289007525518876,-0.10942691660852776,-0.1457780611533658,8.475892529839035,4.128773632165986,0.49745533175693923,0.1916584380109152,2.2825310466607194
153,0.4614774018617993,0.4610561058191642,0.4675674980263467,0.46095421958888577,0.46332525558131477,0.4399114593997786,2.3379078482539306,3.9618945550098097,0.1698068001802712,-0.05744055147253843,-0.06741304011072073,-0.14537163001935868,10.416013762118585,6.068894864445535,0.5706166341264736,0.3108155546592818,4.222652278940268
154,0.5988771576696714,0.6219751651780836,0.61792789042368,0.5967805250892131,0.6013691774004424,0.5827454839703443,2.531456128992279,5.710484021612329,0.7931476823318427,0.5034213255939585,-0.062198812712837004,-0.09780318559463153,11.2237914973546,10.20444640928438,0.7401066176272331,0.754334133673314,8.358203823779114
155,0.26976507057941834,0.2928630780878305,0.2914602325480502,0.26766843799896,0.2722570903101893,0.25363339688009123,4.164671216428465,10.43531679209291,1.620381550358829,1.912699272163751,0.6804738231945563,0.24036272694083716,13.115560301106928,16.350196757711867,0.37063904657919655,0.4683131319752568,7.821933132207167
156,0.18343941564865324,0.20698692138316332,0.2051345776172851,0.18339484055588667,0.1859314353794242,0.16796826071089882,4.314570966951821,10.399452787131368,1.6968624443441604,1.8972352831658763,0.7431142126346163,0.2260465681418457,13.171390651105167,16.406027107710106,0.2828448694605687,0.4875920171808802,7.877763482205405
157,0.027161127684463493,0.06850530405790545,0.04966340864014068,0.04530829828864191,0.03814221472042434,0.0297855077307837,3.950788916416891,10.51098241938874,1.3434455539673962,1.8658960742485746,0.6854168928722764,0.2162550661607942,12.787440233940746,16.723997536905234,0.12669807248891524,0.3588393899688237,8.195733911400533
158,0.029210312495093857,0.07061234040730013,0.0480357756803433,0.043991985187593514,0.04079977915230124,0.033527107363298884,4.301663897790862,10.813914982429823,1.3051729275013622,1.8256632706417515,0.6678893472312286,0.21669395965169602,13.705004789209282,17.64156209217377,0.12778134729687993,0.41045252257663845,9.113298466669068
159,0.2948274102886551,0.3444553142056634,0.3114742919756049,0.31776903326656414,0.31612039402545405,0.32234978597773123,4.345884568324159,11.084064357011401,1.3056030869775852,1.9254549970107335,0.6934489111260695,0.26445480514016173,14.00370603408231,17.940263337046797,0.46702613117595093,0.6580924684266445,9.462895041706837
160,0.4992044461833832,0.5503839553077133,0.5160355415860853,0.5244264148914264,0.5221651952324873,0.5313197191754788,4.37799832446887,11.144620934880217,1.3212481772954736,1.9668904006991188,0.74909658752969,0.339524032118273,14.072180651946438,18.008737954910924,0.6973437147117793,0.9164183784051241,9.55468654872792
161,0.4695299789609246,0.5207262911839419,0.4863485636316593,0.49486900488805835,0.4925208378341246,0.5019230992704308,4.372211923831829,11.155091946203289,1.4448774892061638,1.9846674941138083,0.7956894943341872,0.36851364995763647,15.13811945244115,17.986353921928547,0.666336220248466,0.8981138361284046,9.559305479356984
162,0.8081366316513552,0.8594998459681341,0.8309071487860644,0.8412268167211303,0.8432957818732557,0.8453913776907047,4.38918338953224,11.387952465595113,1.5906808539522235,2.1934997784118933,1.0687745146387564,0.6783482826822123,15.154807312660841,18.003041782148237,1.043105777624937,1.165012333284583,10.146862603264298
163,0.8934441033008405,0.9440523249132509,0.9110782082918429,0.9214863103190531,0.9219471351372266,0.9236620847530388,7.015931050863555,13.625895955394405,1.6975151906406967,2.6845255485827164,1.1932771083225253,0.8071093637840998,14.879995828539915,20.819682467688523,1.1224823788285478,1.239901599642199,12.963503288804583
164,0.8877623449020666,0.9330345236031327,0.90391126178987,0.9125568620616362,0.9152613950275985,0.9169763446434107,7.470156472290338,14.136255268150975,1.6551264139209452,2.6234688519618303,1.170826373748545,0.7048609028891456,20.985754573012127,26.925441212160734,1.1323468819825535,1.2684585019312946,19.069262033276797
165,1.1356874352726556,1.1809596139737215,1.1518363521604589,1.160481952432225,1.1631864853981875,1.1649014350139995,7.4232285518115955,14.214796225024877,1.881755697505684,2.680389412573629,1.1923330858288173,0.6352433257566852,21.333743252386473,27.27342989153508,1.4101219272545036,1.7329302541659088,18.773272639619567
166,1.100666426903802,1.145938605604868,1.1168153437916053,1.1254609440633714,1.128165477029334,1.1298804266451459,7.33872544252663,14.195646384975014,1.8482089965982236,2.564498016987295,1.1604037349368785,0.6216749122439094,21.217051851738617,27.52312116916457,1.3686371609776795,1.6551162728506048,18.750653209370757
167,0.8850408418083372,0.9303130205094031,0.9011897586961405,0.9098353589679066,0.9125398919338691,0.9142548415496811,7.013966435864457,14.647389765855475,1.56792535927679,2.94689477016936,1.1379882092853102,0.7462324780226576,21.39516360329768,30.92330795607658,1.1288140910301225,1.3209890966088036,21.08580123252818
168,0.8968541123357141,0.94212629103678,0.9130030292235174,0.9216486294952835,0.924353162461246,0.926068112077058,7.574486179115842,14.67159909822468,1.6731911392180305,2.950605840717611,1.181798195697829,0.7462925074949481,23.393685706042444,30.940401839187658,1.139411834546018,1.360382319544964,21.102895115639257
169,0.9490375731164765,0.9943097518175424,0.9651864900042798,0.9738320902760459,0.9765366232420084,0.9782515728578204,7.777929518543091,14.779001416923183,1.7480300247503964,3.0261094532768698,1.2694468247638553,0.8078521302471156,23.46578472360274,31.012500856747955,1.1901505422373697,1.3333980182299383,21.174994133199554
170,0.5097272536736016,0.5549994323746675,0.5258761705614049,0.534521770833171,0.5372263037991335,0.5389412534149455,7.216243435570288,14.590876250518242,1.281681534984445,2.5315181623681706,1.0942891845788254,0.6902372997085557,23.438273791096375,30.98498992424159,0.740103940582387,0.8374233872974417,21.147483200693188
171,0.40662682846870557,0.44928665198157985,0.41980683967778404,0.4288089904400833,0.43251381200499306,0.43436941917587174,7.297838620511876,14.976268655321695,1.2566514553211234,2.634758619625724,1.0550656317467626,0.7287652535213118,23.032278121997095,31.42082699538438,0.5988858865557405,0.8611224940653287,21.58332027183598
172,0.48749870388709576,0.53015852739997,0.5006787150961742,0.5096808658584735,0.5133856874233832,0.5151602224886566,7.758172829715435,15.25470167163919,1.3260890239576841,2.644609052193542,1.076139598319163,0.7271084997893955,23.38105107731114,31.769599950698428,0.6936824615163694,0.8617331027554367,21.932093227150027
173,0.6036388629968801,0.6462986865097544,0.6168188742059586,0.6258210249682579,0.6331575417524266,0.6313003815984409,8.462798162027095,16.488056882338213,1.5981788408247568,2.9327939482684995,1.2275622094758554,0.8968774601028547,24.78737142034045,33.175920293727735,0.8058003314228531,0.8194530208622163,23.338413570179334
