oos_period,equal,var_error,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection_v2,rs_selection,recent_best,bates_granger_mv
200,-0.19631078733251342,-0.09843409868227641,-0.17546928649767696,-0.1598066703436508,-0.1591364331178625,-0.15643886610260288,-0.14862867002762625,-0.14122491016330285,-0.8970395304482489,-0.633219638158873,-0.5966579543783498,-0.5482060200975851,-0.4097031903457913,-0.2738491759487024,-1.3612019079625939,-1.3612019079625939,-0.050604935703099874,-0.12409130138919171
201,0.6267544404644749,0.6851444543577642,0.7742400205801608,0.9088228266413152,0.8746260828902572,0.8859253391198787,0.874642985690445,0.8754920144999863,-1.2020940046736257,1.2236485612110737,0.5273703298897249,0.8229424762030144,0.6313521403999776,0.6523465804217652,1.2248862577617983,-1.2284398485399897,1.2248862577617983,0.94014726679353
202,-0.009242533583103313,-0.0879539522025202,-0.039138780669861234,-0.03979525432364192,-0.03175841980198989,-0.04050029108139461,-0.03799295958980886,-0.04080876753536544,0.021199835870412513,0.007155881758569444,0.20447430763474844,0.004860878464641477,0.0655421680822394,-0.00014719118123313057,0.0058125075714794555,0.0058125075714794555,0.0058125075714794555,-0.049338307344155924
203,-0.5005827530743362,-0.370224046182106,-0.35355128408604314,-0.3679498191577848,-0.3122595163521884,-0.3283967908044577,-0.31025307365215227,-0.3103624573525677,-1.0451448664723513,-1.2755597968947823,-0.4186787463512587,-0.6799539145502234,-0.41902539933382044,-0.41129968464380934,-1.2965676043876826,0.24231724130777835,1.3451533212264284,-0.28151042607552756
204,0.1652420252918883,-0.02220965401458297,0.01058454674041076,-0.0522645391692535,-0.010709627891251766,-0.02470678961145445,-0.016213239797327667,-0.016667073381586683,0.4612564609592012,-0.6451527239171038,0.125083764673893,-0.10524623632752601,0.07089969603415214,0.05246384311611915,-0.4158198399134442,-0.4158198399134442,-0.9469620006953472,-0.04633353222389597
205,0.21055489894229867,0.013296493002186674,0.4099002820733824,0.33306151569221804,0.3592674058829837,0.3644379761891814,0.3623981201563495,0.3690871119100852,0.8388581632041927,-0.3800703441077994,-0.12623574050023031,0.08687357197315977,-0.011339763036400552,0.16957235343937382,-1.35866484177842,-0.9738506989249515,0.680926976118605,0.398528359580326
206,0.44809297457314795,0.262037563292596,0.3723260053115342,0.40638504367868133,0.4025359177380415,0.40382536205483865,0.403390418532102,0.4033269459665889,0.15972706405277798,0.6160448955936704,0.5804016208861918,0.5928461152843568,0.5897127800967843,0.5714220833290526,1.1711163802044395,1.1711163802044395,0.3786179443990903,0.38974700758900477
207,-0.37009001848693973,-0.3197854874114184,-0.36550028918191474,-0.3808369162925116,-0.37985064432868143,-0.4085707908929545,-0.3675881399034117,-0.4209865394558533,0.5061330063068142,0.10119389990383908,0.477370014921806,-0.2689196109666383,1.0826102191852187,-0.4780957729687247,0.28662027827520287,1.736117702245079,0.28662027827520287,-0.42406188834375325
208,-0.10773803344141292,-0.14721887448744975,-0.09151563992700393,-0.08549352732747227,-0.07387942701798332,-0.07283134155142056,-0.07037108807229459,-0.06847048189862198,-0.32936247153962966,-0.23438473413618824,-0.17602448670174267,-0.1561537921831786,-0.14496681241245882,-0.11233643966703385,-0.3293837616422401,-0.3293837616422401,-0.3293837616422401,-0.0920329555519428
209,-0.7982970179514381,-1.2083878971933095,-1.2348613319075132,-1.2343888738403728,-1.1868839988372153,-1.1850725626741343,-1.1669344624641145,-1.166400043741495,-2.139122022960327,-2.1305100295513095,-1.3292133121737826,-1.3017093954746353,-1.0100325442369438,-1.000672585906346,-2.1392051145443047,-2.1392051145443047,-2.1392051145443047,-1.2493673534835568
210,0.14889252453188112,0.18072041542727973,0.21179855693021798,0.23799661271908867,0.22576520534367564,0.23192032105442023,0.22426535314726137,0.22103147038804818,-0.05893719509478362,0.4444595425753227,0.29240132719213013,0.38554370525312937,0.25668395970560165,0.18152024808184017,1.041885519736812,1.041885519736812,-0.07580749263759473,0.2371496657876438
211,0.32804240204368346,0.27078245925386096,0.15714175024902585,0.15376546606736954,0.15732743231457857,0.154003556797214,0.15895668204511698,0.15790067329621457,0.18025993750417368,0.12826321428540552,0.24991761566719892,0.19314828799253198,0.2780912983269517,0.26008228769106273,0.14830342886755776,0.14830342886755776,0.11102214870410598,0.13122995951918237
