oos_period,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8
150,0.06354203475563286,0.1026032773838326,0.23676845432995322,0.03522368246976766,0.1683409811166565,0.18431162823339095,0.11762970883016008,0.0915802328806062
151,0.07943478610811668,0.1226998377572301,0.1780979111659714,0.04522946389518962,0.18118464470162807,0.2083056203614069,0.07693736372922241,0.10811037228123482
152,0.043597333319049435,0.15076653529741987,0.19815559784689232,0.05168346167906445,0.15355772029024278,0.17883996234518407,0.09395792604784446,0.12944146317430258
153,0.05960781524001864,0.09104413519249946,0.21809199714853653,0.05556866153731005,0.18110586236635057,0.12482200021966393,0.12413053248936097,0.14562899580625996
154,0.08165100405483383,0.08969550478396862,0.16743638296147123,0.0742300742502156,0.1232633970226011,0.14241902565358755,0.1514533697337301,0.16985124153959205
155,0.09733372198866787,0.09928298496551027,0.1003232377268999,0.08825366034789864,0.1374788634407027,0.12043482831631525,0.20255292399400177,0.15433977922000358
156,0.10959006827550576,0.1340912884934656,0.13388050870697404,0.10242128828003497,0.17371580827792515,0.1279889860342346,0.09291302712367172,0.12539902480818824
157,0.1253417479040361,0.14606760992613885,0.09980370757963469,0.10415925562230606,0.17069139358292518,0.13858935017686486,0.07912856895294418,0.13621836625515016
158,0.12084004181376673,0.16169478854272745,0.10622820326105524,0.11554587892908806,0.16837216360636206,0.14846727245130453,0.07582473930113519,0.10302691209456083
159,0.12608921255498784,0.16615879299393735,0.10271569659083397,0.12853910789057335,0.1520263537490063,0.11618955431666887,0.0884469174629148,0.11983436444107735
160,0.13025890641919455,0.1797608049840258,0.10103418647628871,0.1481236737125725,0.15860571619244052,0.08937000775532539,0.07303751859412982,0.11980918586602278
161,0.10654819119959515,0.19918439916474803,0.09583425322901584,0.17929167808753216,0.17338855795241898,0.08724338250026786,0.05588712583375243,0.10262241203266965
162,0.1106086285224308,0.20225522995719383,0.08949025398586542,0.1621897644642063,0.17724462471895716,0.09420060211187965,0.06005964397391781,0.103951252265549
163,0.1322928380632481,0.23172908273812617,0.10141231287691423,0.07173366694938253,0.17827997885189678,0.1514968765938202,0.0829831165306298,0.050072127395982255
164,0.148079164788841,0.1409259750440189,0.10686048471704016,0.12986687955217785,0.18537278082985947,0.13054894529876143,0.09177980293261276,0.0665659668366885
165,0.1817522699697964,0.15938740908790774,0.10578778573667967,0.18832290326921539,0.0949159324559489,0.0749864683084772,0.12154431975740394,0.07330291141457078
166,0.19528725083050272,0.20330359029597342,0.11195153282741042,0.15229316362648396,0.11424316617337202,0.07277544341758653,0.09416163426038696,0.055984218568284075
167,0.20846361864879484,0.20370634026489376,0.0892128252255912,0.133875747037201,0.12505114971288914,0.07725349533844544,0.10379685361855848,0.058639970153626104
168,0.15828809203535762,0.22295750695357788,0.10335662701696903,0.16812731081104487,0.11544484606352182,0.09443532481113787,0.06118287133959846,0.07620742096879246
169,0.13232567996445932,0.23768077004377378,0.11949481859073371,0.15456731134158588,0.11983110161016669,0.10315438642310977,0.0612278455094551,0.0717180865167158
170,0.13822081228761968,0.2482785298432353,0.13147498891339324,0.1267247605851071,0.12885253634771063,0.07934138301931451,0.06720740101162846,0.079899587991991
171,0.07254834543823296,0.27047938830986457,0.1615380543937803,0.07788052622748058,0.12528325780334032,0.09733516721748414,0.08074688652641,0.11418837408340717
172,0.0757330798773007,0.26516760323300054,0.17438357470303043,0.06693211737592983,0.13034463360565207,0.1128209149719606,0.09296735126166383,0.08165072497146195
173,0.07558954848753749,0.2603438621266111,0.17751803393140142,0.0810945570389007,0.12236553506969802,0.11401755100949341,0.10160339424353279,0.06746751809282511
174,0.08342994181948114,0.22911798289180216,0.19721110548575146,0.0832238663642474,0.12429855367133814,0.09800537190491122,0.11492767437395347,0.06978550348851509
175,0.09001624816098469,0.23242269134595386,0.22573537000662547,0.10130486393908993,0.1411545191575287,0.018662880838371178,0.1137856300538536,0.07691779649759256
176,0.08615671209455449,0.24996435521695562,0.23474270969923283,0.040030261693112086,0.1519776043806491,0.0244883522572093,0.12277200566172672,0.08986799899655985
177,0.05996749049536666,0.2056563419012576,0.1421106195655842,0.000485671591049365,0.10565007986633929,0.017768678146649505,0.05635495540020212,0.4120061630335512
178,0.11747705696324323,0.2515239161135977,0.22057318693265054,0.017414034068858116,0.1754873263783144,0.029813514679582064,0.10862403419337664,0.07908693067037727
179,0.10708508703659428,0.2504625182949854,0.20599095151358401,0.020701107463688615,0.17949954388407316,0.03544917229507611,0.11760668640358012,0.08320493310841831
180,0.12227912569848878,0.2041116308600451,0.22211635229532006,0.02533395969789519,0.15594232175794195,0.045128376764501814,0.12672559959735546,0.09836263332845159
181,0.1185110074122132,0.1950391781772165,0.23872593852889065,0.01603129839392553,0.16431828470215235,0.037906950881744235,0.11914642734154074,0.11032091456231687
182,0.1237728047082183,0.1860181980382681,0.22540888130233142,0.020706946967332274,0.16444479415788993,0.045589947538534306,0.11691988726064954,0.11713854002677619
183,0.10204909599327862,0.10845113704705883,0.2454140969441535,0.03085212494105251,0.17401232725416244,0.061778406404544184,0.14330695260758244,0.1341358588081674
184,0.09296865958163839,0.11634841805958372,0.20810436141147057,0.03979165663891961,0.17127186584638165,0.04049021092912049,0.16526885030726834,0.16575597722561733
185,0.08669872803014345,0.11196674379789721,0.21407517311898275,0.05175905290505915,0.14890483029755747,0.05995964028195348,0.16305765130007824,0.1635781802683282
186,0.11569500576264191,0.13536677243310571,0.08250382811047999,0.054791888166709095,0.18372544097138058,0.10103350088675388,0.2114158940247686,0.11546766964416011
187,0.13243387545358515,0.13761405790038025,0.06518506328362501,0.06332711795077081,0.21137741677768737,0.09863681132005545,0.16368720752916785,0.12773844978472826
188,0.13616071614913558,0.13370059558686698,0.07265822550792764,0.06599452713707711,0.20507941052822418,0.0897950859769946,0.16238173163180492,0.13422970748196894
189,0.14829063778469423,0.12555332600371552,0.07059148993966632,0.07900596043303336,0.21340081195637361,0.07823967582276331,0.15655365294512602,0.12836444511462766
190,0.15365261695465351,0.12017808523315628,0.0719545122808037,0.06804644603882475,0.2162925068740693,0.08898735539008218,0.1615976548929598,0.11929082233545056
191,0.06324427195429025,0.13423416486283937,0.08477085566829978,0.09817310010917854,0.17184135626719294,0.11570619148200852,0.1983703646915484,0.1336596949646423
192,0.0653623686551854,0.14146405934236125,0.07717998982535923,0.10575373725618177,0.15522350530247336,0.11796313994941701,0.19164016630663716,0.14541303336238476
193,0.07198762962456001,0.14865686692521193,0.05817532460811121,0.11635085794389775,0.15970869033786292,0.13407241050756477,0.17865155887780507,0.13239666117498633
194,0.05983026755750868,0.08970488661612762,0.07482276200401207,0.10039533814581923,0.1693366088707134,0.1670619345012747,0.17923755044676873,0.15961065185777565
195,0.06591044285158887,0.0714657821460726,0.07387621630585506,0.11898665557447335,0.18047945597049633,0.14097655484320482,0.17865625487717324,0.1696486374311357
196,0.06662645838798632,0.07531510215489201,0.05508239590886693,0.10924630354785739,0.1839871898182065,0.15310833200030796,0.1905464748838875,0.16608774329799547
197,0.07719852715642628,0.0894268143284948,0.06892812883875968,0.12157474506429614,0.19418307398355866,0.1457052221964537,0.1840746708434313,0.11890881758857952
198,0.08609562772715802,0.07047680724532993,0.0632106209206977,0.12177067163911454,0.20297873299808256,0.1266947045379993,0.20013256020444398,0.12864027472717407
199,0.06632452339592203,0.07708395893334309,0.06468241717081133,0.14009571739724194,0.16686101024043018,0.1397887692566131,0.20366602141000253,0.14149758219563574
200,0.06534132121632003,0.05991813272891542,0.07287555908305299,0.1562674463538822,0.1404464579077427,0.15114419090472894,0.21150899379492072,0.142497898010437
201,0.06749059094830377,0.05431224931841179,0.07676688518241107,0.1634932097962241,0.1418413745963482,0.13463984479287608,0.213882518355898,0.14757332700952713
202,0.07376787627345688,0.062452560006653286,0.08183018597036265,0.19114044987262255,0.21747697678322267,0.020399799645919543,0.3035158734635427,0.049416277984219714
203,0.09622239028140668,0.08098047536430272,0.10074900915706533,0.2120163812809401,0.1928984202266914,0.05033606177848029,0.2182714183391709,0.04852584357194271
204,0.11571477868737305,0.07685414830748634,0.1093220263295081,0.20384933305510838,0.21859225121757386,0.062042983149094684,0.1568196182638623,0.05680486098999336
205,0.14360748627454517,0.05235678921308489,0.13158768535162693,0.11480607898398436,0.2322761228598037,0.07963176420053393,0.17484079869754404,0.07089327441887702
206,0.14042887383535607,0.061442534761983525,0.1293942333737453,0.08028697503303919,0.24976304181795508,0.06756343577524261,0.19398521661943322,0.07713568878324503
207,0.15075511508056946,0.04471497421144901,0.13895454300082094,0.09763425279573308,0.2066254457113737,0.07736927432195316,0.1978724121262089,0.08607398275189188
208,0.12640721003446484,0.043238931027512834,0.14756620992632546,0.11077189402667753,0.19606470325555922,0.08570693155583502,0.19971097578453628,0.09053314438908883
209,0.13268340566551445,0.044021658303556074,0.14544929248296332,0.1136094471042857,0.1975192457096848,0.0784733034597746,0.19405432168808137,0.09418932558613978
210,0.15730144350636283,0.03960132506711791,0.14912347052551145,0.12803443994113145,0.16430281037042835,0.09316621371932653,0.16005600868122538,0.10841428818889613
211,0.1672945102633607,0.03941797582905112,0.1570229345004975,0.1311430343453966,0.14241881918227856,0.09695540947929782,0.165913304373901,0.09983401202621672
212,0.18622871538557575,0.04339447718140623,0.15512475504158033,0.12356699961478067,0.14401032929889343,0.08437010212837448,0.16536247521888936,0.09794214613049987
213,0.20099677706652094,0.04861197263143553,0.16243116640178318,0.0751248568491401,0.1520245351247608,0.08777320772165635,0.16812903897239123,0.10490844523231181
214,0.1954384980524493,0.050895747322511,0.1841289363158937,0.08726434893883596,0.13429643275579872,0.09518346015496887,0.1695307018158141,0.0832618746437283
