oos_period,actual
200,0.21237691404720022
201,0.7398430740647827
202,0.07918803612638421
203,0.3588761109849473
204,-0.9783501741043753
205,-0.0038747913948910077
206,-0.4094483373188957
207,-0.5956487699623841
208,-0.4263070543745683
209,-0.1502588288353317
210,0.4774295655543464
211,-0.6467667431233762
212,0.026476830083742735
213,-0.23337864777761025
214,-0.143643054793574
215,0.5142523257106514
216,0.28130306432887275
217,0.6827778216882657
218,-0.04757056235931171
219,-0.3212921111520761
220,-0.07566214719686476
221,0.16983545091164604
222,0.13623619185298425
223,-0.49635171328132216
224,0.08779667692881606
225,0.1541077198419057
226,1.3072729721451817
227,0.9892683587916117
228,-0.37342272503693474
229,-0.1017449656359111
230,-0.699449186553577
231,-0.24164722436904884
232,0.20973052715497775
233,0.6471071158481406
234,-0.3060506218118874
235,-0.2657638374871459
236,-1.0065535831539298
237,-0.015622499309871557
238,-0.4686834758729673
239,-0.20389184735119553
240,-0.3914299044549391
241,-0.0010100665916224147
242,-0.8297826543732334
243,-0.6659364490519755
244,1.133069720307721
245,-0.5986068967655466
246,-0.5042282496836972
247,0.9900163450353627
248,1.5327568278447596
249,-0.5136689606262006
250,-0.10609905946323946
251,0.24138306015213318
252,0.921416031689206
253,-0.4398450233600496
254,-0.06814014272459715
255,0.4244460132529958
256,0.24166866955004673
257,-0.16368904766648867
258,-0.04660422606934916
259,-0.6631925352848586
260,-0.10697818636028592
261,-0.11394392189189784
262,0.12349717695510574
263,-0.253824034248154
264,0.2424512535901404
265,0.502114358523651
266,0.07764482147828808
267,0.19245069435863318
268,0.046300594309126836
269,0.025393696267724156
270,-0.33525214803267606
271,0.17351001503424973
272,-0.03828179849154281
273,1.0448265579806866
274,0.7721327550752417
275,0.1823960693090683
276,-0.4032875916374455
277,-0.574769182714537
278,0.5639898022993934
279,0.10275676852969771
280,0.20656703196230425
281,-0.8917315078840911
282,0.4475179153378863
283,0.22336667259591883
284,-0.5666153058827536
285,-0.2466009339980474
286,0.11120920032402411
287,0.001447944896441955
288,-0.17349208941090366
289,-0.08640921274897798
290,-0.17280879640789717
291,0.015325975510253269
292,0.6513932247985235
293,-1.3782454467987384
294,-0.20706641962121325
295,-0.016370062000280475
296,0.029689493694512736
297,-0.2863558060973528
298,-0.9851243671744817
299,0.060444726013512765
300,0.7665452627035554
301,-0.8574352855387931
302,0.32618628146228923
303,-0.27230093374724673
304,-0.15488276779540738
305,-0.626206671643855
306,-0.28293425510997483
307,0.5238377262287446
308,0.15473704132470376
309,0.7145986182685935
310,0.4506746991500338
311,0.10573657313680997
312,0.7534030055627917
313,0.08772809037960097
314,0.25985634442172084
315,-0.3048643079293838
316,-0.12646957746404167
317,-0.5149673583073839
318,0.3307502731799433
319,-0.7492417742467612
320,0.2343160410988813
321,-0.255345907582214
322,0.4145869496082828
323,0.21105622821832018
324,0.7460699502703063
325,0.21001779226457445
326,-0.933488925636646
327,-0.1951630049495972
328,-0.7620322368724808
329,-0.4427239689456155
330,0.561467514792976
331,0.13217272136322422
332,-0.5325463016151177
333,-0.678947930608091
334,-0.15173333277565196
335,-0.7743179580856125
336,-0.4896107242898975
337,0.006661423581365483
338,0.4289937154934689
339,0.17052296389164748
340,-1.2783507176880944
341,0.016433995076906183
342,-0.10811081540971126
343,0.06984779525080043
344,0.6833779988084823
345,-1.156851854433827
346,-0.40770527238921017
347,0.16359945128330422
348,-0.9232054435884234
349,0.6051653310442578
350,0.04409916964375912
351,0.30705146659495064
352,-0.40237428341453624
353,0.285902084613422
354,0.4135156387591709
355,-0.02430926655202234
356,-0.031146509524707724
357,-0.0033429365387386833
358,-0.5764766420986203
359,-0.22685710147710855
360,-0.21625877121796747
361,0.06510197119447778
362,0.37848706719448894
363,-0.6552442705902497
364,-0.19087545541199707
365,0.6043153339615288
366,-0.5181542854645264
367,-0.5679293445864888
368,-0.06183178409358392
369,0.2488605053266319
370,-0.18325611332112998
371,0.477705180814574
372,0.24396783268827718
373,0.25348880243432786
374,0.10295363596779655
375,0.9926829413750251
376,-0.27059732743829146
377,-1.1723160046497816
378,0.6390156580295425
379,-0.3842089463389336
380,-0.09814489773702885
381,0.5001338254712402
382,-0.9593465885740313
383,-0.797717964085609
384,-0.9805925033781431
385,-0.583241755070445
386,0.0224049753264694
387,0.06907983339123475
388,-0.04291071966100374
389,-0.8965113755947554
390,-1.3423457376074477
391,-0.1704583379912317
392,-0.4365723692149823
393,0.022105237670713707
394,0.14940812140910728
395,-0.13923585741060862
396,0.1818265733850438
397,-0.08609148998197089
398,0.05783913866527993
399,-0.5720628981938463
