oos_period,variant,row_model,col_model,sigma
150,legacy,1,1,0.0
150,legacy,1,2,2.9904614275007515
150,legacy,1,3,2.990724857974315
150,legacy,1,4,2.5437621626932643
150,legacy,1,5,3.1354686085545698
150,legacy,1,6,3.041454718017398
150,legacy,1,7,3.584244176491182
150,legacy,1,8,3.050169954895028
150,legacy,2,1,2.9904614275007515
150,legacy,2,2,0.0
150,legacy,2,3,2.0974553740700417
150,legacy,2,4,1.9933079080346958
150,legacy,2,5,2.203350391859848
150,legacy,2,6,1.1958482519778355
150,legacy,2,7,2.54661318946152
150,legacy,2,8,1.7238633261405643
150,legacy,3,1,2.990724857974315
150,legacy,3,2,2.0974553740700417
150,legacy,3,3,0.0
150,legacy,3,4,2.2715120262826587
150,legacy,3,5,0.405216249347252
150,legacy,3,6,1.9621195931420634
150,legacy,3,7,2.209114597390747
150,legacy,3,8,2.3335024020043336
150,legacy,4,1,2.5437621626932643
150,legacy,4,2,1.9933079080346958
150,legacy,4,3,2.2715120262826587
150,legacy,4,4,0.0
150,legacy,4,5,2.7958775626455177
150,legacy,4,6,2.082293658268639
150,legacy,4,7,2.865530893026164
150,legacy,4,8,1.8649813899954382
150,legacy,5,1,3.1354686085545698
150,legacy,5,2,2.203350391859848
150,legacy,5,3,0.405216249347252
150,legacy,5,4,2.7958775626455177
150,legacy,5,5,0.0
150,legacy,5,6,2.309363815862589
150,legacy,5,7,1.7974698899643549
150,legacy,5,8,2.347736088261268
150,legacy,6,1,3.041454718017398
150,legacy,6,2,1.1958482519778355
150,legacy,6,3,1.9621195931420634
150,legacy,6,4,2.082293658268639
150,legacy,6,5,2.309363815862589
150,legacy,6,6,0.0
150,legacy,6,7,2.720307299256031
150,legacy,6,8,1.9570688705479562
150,legacy,7,1,3.584244176491182
150,legacy,7,2,2.54661318946152
150,legacy,7,3,2.209114597390747
150,legacy,7,4,2.865530893026164
150,legacy,7,5,1.7974698899643549
150,legacy,7,6,2.720307299256031
150,legacy,7,7,0.0
150,legacy,7,8,2.8804587746423604
150,legacy,8,1,3.050169954895028
150,legacy,8,2,1.7238633261405643
150,legacy,8,3,2.3335024020043336
150,legacy,8,4,1.8649813899954382
150,legacy,8,5,2.347736088261268
150,legacy,8,6,1.9570688705479562
150,legacy,8,7,2.8804587746423604
150,legacy,8,8,0.0
151,legacy,1,1,0.0
151,legacy,1,2,2.8287788231677196
151,legacy,1,3,2.9265037204135753
151,legacy,1,4,2.381951359290983
151,legacy,1,5,2.9781977223309646
151,legacy,1,6,2.8644953913612055
151,legacy,1,7,3.6284560288971206
151,legacy,1,8,2.9039832688848173
151,legacy,2,1,2.8287788231677196
151,legacy,2,2,0.0
151,legacy,2,3,2.0756568933429294
151,legacy,2,4,1.892451894895381
151,legacy,2,5,2.0956491288323056
151,legacy,2,6,1.0481345521989054
151,legacy,2,7,2.701738732559811
151,legacy,2,8,1.6233335555036195
151,legacy,3,1,2.9265037204135753
151,legacy,3,2,2.0756568933429294
151,legacy,3,3,0.0
151,legacy,3,4,2.356659562739887
151,legacy,3,5,0.6198334345231445
151,legacy,3,6,1.9165828586696758
151,legacy,3,7,2.1190142014623157
151,legacy,3,8,2.321381995060868
151,legacy,4,1,2.381951359290983
151,legacy,4,2,1.892451894895381
151,legacy,4,3,2.356659562739887
151,legacy,4,4,0.0
151,legacy,4,5,2.686413816454684
151,legacy,4,6,2.023853224853133
151,legacy,4,7,3.129890450291095
151,legacy,4,8,1.7751776010571534
151,legacy,5,1,2.9781977223309646
151,legacy,5,2,2.0956491288323056
151,legacy,5,3,0.6198334345231445
151,legacy,5,4,2.686413816454684
151,legacy,5,5,0.0
151,legacy,5,6,2.174644652806219
151,legacy,5,7,2.010067600893905
151,legacy,5,8,2.2418674239575567
151,legacy,6,1,2.8644953913612055
151,legacy,6,2,1.0481345521989054
151,legacy,6,3,1.9165828586696758
151,legacy,6,4,2.023853224853133
151,legacy,6,5,2.174644652806219
151,legacy,6,6,0.0
151,legacy,6,7,2.7893402821730695
151,legacy,6,8,1.8297529339840612
151,legacy,7,1,3.6284560288971206
151,legacy,7,2,2.701738732559811
151,legacy,7,3,2.1190142014623157
151,legacy,7,4,3.129890450291095
151,legacy,7,5,2.010067600893905
151,legacy,7,6,2.7893402821730695
151,legacy,7,7,0.0
151,legacy,7,8,2.997577686367575
151,legacy,8,1,2.9039832688848173
151,legacy,8,2,1.6233335555036195
151,legacy,8,3,2.321381995060868
151,legacy,8,4,1.7751776010571534
151,legacy,8,5,2.2418674239575567
151,legacy,8,6,1.8297529339840612
151,legacy,8,7,2.997577686367575
151,legacy,8,8,0.0
152,legacy,1,1,0.0
152,legacy,1,2,3.1199798780694463
152,legacy,1,3,3.2648270734719214
152,legacy,1,4,2.7815201362643043
152,legacy,1,5,3.029096597432896
152,legacy,1,6,2.846830142707622
152,legacy,1,7,3.6403767316641082
152,legacy,1,8,3.1804253834919813
152,legacy,2,1,3.1199798780694463
152,legacy,2,2,0.0
152,legacy,2,3,1.9381716412460077
152,legacy,2,4,1.7463662422512836
152,legacy,2,5,2.0550963998002243
152,legacy,2,6,1.0629350421790498
152,legacy,2,7,2.5586718488731215
152,legacy,2,8,1.523053031649317
152,legacy,3,1,3.2648270734719214
152,legacy,3,2,1.9381716412460077
152,legacy,3,3,0.0
152,legacy,3,4,2.2371281422782934
152,legacy,3,5,0.5312214588082756
152,legacy,3,6,1.9065476973803699
152,legacy,3,7,1.9336174325973379
152,legacy,3,8,2.230358974748358
152,legacy,4,1,2.7815201362643043
152,legacy,4,2,1.7463662422512836
152,legacy,4,3,2.2371281422782934
152,legacy,4,4,0.0
152,legacy,4,5,2.604643824657396
152,legacy,4,6,2.0084759751329377
152,legacy,4,7,2.9807617901220658
152,legacy,4,8,1.6682777338178156
152,legacy,5,1,3.029096597432896
152,legacy,5,2,2.0550963998002243
152,legacy,5,3,0.5312214588082756
152,legacy,5,4,2.604643824657396
152,legacy,5,5,0.0
152,legacy,5,6,2.042522534158269
152,legacy,5,7,1.907165367570407
152,legacy,5,8,2.1878902711403145
