oos_period,row_model,col_model,adjacency_matrice
150,1,1,0.0
150,1,2,0.0
150,1,3,0.0
150,1,4,0.22323691822730493
150,1,5,0.0
150,1,6,0.0
150,1,7,0.0
150,1,8,0.0
150,2,1,0.09250281664449996
150,2,2,0.0
150,2,3,0.0
150,2,4,0.637935004138332
150,2,5,0.0
150,2,6,0.0
150,2,7,0.0
150,2,8,0.08751624504833776
150,3,1,0.3172465901047209
150,3,2,0.4233347488074567
150,3,3,0.0
150,3,4,0.7149417285975393
150,3,5,0.9463439324153121
150,3,6,0.28314182427489953
150,3,7,0.18253792399156846
150,3,8,0.2598332520064047
150,4,1,0.0
150,4,2,0.0
150,4,3,0.0
150,4,4,0.0
150,4,5,0.0
150,4,6,0.0
150,4,7,0.0
150,4,8,0.0
150,5,1,0.21950186587235535
150,5,2,0.27714896847860904
150,5,3,0.0
150,5,4,0.49546903351740723
150,5,5,0.0
150,5,6,0.05999508997901203
150,5,7,0.0936576587154628
150,5,8,0.22637730388654176
150,6,1,0.40382982453702254
150,6,2,0.33898563402210635
150,6,3,0.0
150,6,4,0.9123050830304439
150,6,5,0.0
150,6,6,0.0
150,6,7,0.05513982551134541
150,6,8,0.3476260389943881
150,7,1,0.16143189156476082
150,7,2,0.14291899421520388
150,7,3,0.0
150,7,4,0.43365089906926635
150,7,5,0.0
150,7,6,0.0
150,7,7,0.0
150,7,8,0.14175216730536416
150,8,1,0.061679468757287755
150,8,2,0.0
150,8,3,0.0
150,8,4,0.5335812599470076
150,8,5,0.0
150,8,6,0.0
150,8,7,0.0
150,8,8,0.0
151,1,1,0.0
151,1,2,0.0
151,1,3,0.023771186099195447
151,1,4,0.3080071341356143
151,1,5,0.0
151,1,6,0.0
151,1,7,0.09361469381542786
151,1,8,0.0
151,2,1,0.11999640895166949
151,2,2,0.0
151,2,3,0.20305123936911884
151,2,4,0.6252072305458375
151,2,5,0.0
151,2,6,0.0
151,2,7,0.20127304538695834
151,2,8,0.10625334637245983
151,3,1,0.0
151,3,2,0.0
151,3,3,0.0
151,3,4,0.38206928820063424
151,3,5,1.090058530092205
151,3,6,0.0
151,3,7,0.5326065634831624
151,3,8,0.4317331057257405
151,4,1,0.0
151,4,2,0.0
151,4,3,0.0
151,4,4,0.0
151,4,5,0.0
151,4,6,0.0
151,4,7,0.06861093879215521
151,4,8,0.0
151,5,1,0.19020854615629554
151,5,2,0.12811834602517747
151,5,3,0.0
151,5,4,0.40411363880139656
151,5,5,0.0
151,5,6,0.0
