oos_period,variant,row_model,col_model,adjacency
150,legacy,1,1,0.0
150,legacy,1,2,0.0
150,legacy,1,3,0.0
150,legacy,1,4,0.22323691822730493
150,legacy,1,5,0.0
150,legacy,1,6,0.0
150,legacy,1,7,0.0
150,legacy,1,8,0.0
150,legacy,2,1,0.09250281664449996
150,legacy,2,2,0.0
150,legacy,2,3,0.0
150,legacy,2,4,0.637935004138332
150,legacy,2,5,0.0
150,legacy,2,6,0.0
150,legacy,2,7,0.0
150,legacy,2,8,0.08751624504833776
150,legacy,3,1,0.3172465901047209
150,legacy,3,2,0.4233347488074567
150,legacy,3,3,0.0
150,legacy,3,4,0.7149417285975393
150,legacy,3,5,0.9463439324153121
150,legacy,3,6,0.28314182427489953
150,legacy,3,7,0.18253792399156846
150,legacy,3,8,0.2598332520064047
150,legacy,4,1,0.0
150,legacy,4,2,0.0
150,legacy,4,3,0.0
150,legacy,4,4,0.0
150,legacy,4,5,0.0
150,legacy,4,6,0.0
150,legacy,4,7,0.0
150,legacy,4,8,0.0
150,legacy,5,1,0.21950186587235535
150,legacy,5,2,0.27714896847860904
150,legacy,5,3,0.0
150,legacy,5,4,0.49546903351740723
150,legacy,5,5,0.0
150,legacy,5,6,0.05999508997901203
150,legacy,5,7,0.0936576587154628
150,legacy,5,8,0.22637730388654176
150,legacy,6,1,0.40382982453702254
150,legacy,6,2,0.33898563402210635
150,legacy,6,3,0.0
150,legacy,6,4,0.9123050830304439
150,legacy,6,5,0.0
150,legacy,6,6,0.0
150,legacy,6,7,0.05513982551134541
150,legacy,6,8,0.3476260389943881
150,legacy,7,1,0.16143189156476082
150,legacy,7,2,0.14291899421520388
150,legacy,7,3,0.0
150,legacy,7,4,0.43365089906926635
150,legacy,7,5,0.0
150,legacy,7,6,0.0
150,legacy,7,7,0.0
150,legacy,7,8,0.14175216730536416
150,legacy,8,1,0.061679468757287755
150,legacy,8,2,0.0
150,legacy,8,3,0.0
150,legacy,8,4,0.5335812599470076
150,legacy,8,5,0.0
150,legacy,8,6,0.0
150,legacy,8,7,0.0
150,legacy,8,8,0.0
151,legacy,1,1,0.0
151,legacy,1,2,0.0
151,legacy,1,3,0.023771186099195447
151,legacy,1,4,0.3080071341356143
151,legacy,1,5,0.0
151,legacy,1,6,0.0
151,legacy,1,7,0.09361469381542786
151,legacy,1,8,0.0
151,legacy,2,1,0.11999640895166949
151,legacy,2,2,0.0
151,legacy,2,3,0.20305123936911884
151,legacy,2,4,0.6252072305458375
151,legacy,2,5,0.0
151,legacy,2,6,0.0
151,legacy,2,7,0.20127304538695834
151,legacy,2,8,0.10625334637245983
151,legacy,3,1,0.0
151,legacy,3,2,0.0
151,legacy,3,3,0.0
151,legacy,3,4,0.38206928820063424
151,legacy,3,5,1.090058530092205
151,legacy,3,6,0.0
151,legacy,3,7,0.5326065634831624
151,legacy,3,8,0.4317331057257405
151,legacy,4,1,0.0
151,legacy,4,2,0.0
151,legacy,4,3,0.0
151,legacy,4,4,0.0
151,legacy,4,5,0.0
151,legacy,4,6,0.0
151,legacy,4,7,0.06861093879215521
151,legacy,4,8,0.0
151,legacy,5,1,0.19020854615629554
151,legacy,5,2,0.12811834602517747
151,legacy,5,3,0.0
151,legacy,5,4,0.40411363880139656
151,legacy,5,5,0.0
151,legacy,5,6,0.0
151,legacy,5,7,0.976901452752513
151,legacy,5,8,0.20117859150496137
151,legacy,6,1,0.32052504311249386
151,legacy,6,2,0.35415871286707906
151,legacy,6,3,0.4090151471607067
151,legacy,6,4,0.8070518501514862
151,legacy,6,5,0.058877149224135346
151,legacy,6,6,0.0
151,legacy,6,7,0.40668090806474055
151,legacy,6,8,0.33617453375641027
151,legacy,7,1,0.0
151,legacy,7,2,0.0
151,legacy,7,3,0.0
151,legacy,7,4,0.0
151,legacy,7,5,0.0
151,legacy,7,6,0.0
151,legacy,7,7,0.0
151,legacy,7,8,0.1744097072667832
151,legacy,8,1,0.07355975669355683
151,legacy,8,2,0.0
151,legacy,8,3,0.0
151,legacy,8,4,0.48769092863885344
151,legacy,8,5,0.0
151,legacy,8,6,0.0
151,legacy,8,7,0.0
151,legacy,8,8,0.0
152,legacy,1,1,0.0
152,legacy,1,2,0.0
152,legacy,1,3,0.0
152,legacy,1,4,0.05286926644241195
152,legacy,1,5,0.0
152,legacy,1,6,0.0
152,legacy,1,7,0.10310418545218933
152,legacy,1,8,0.0
152,legacy,2,1,0.6748853881410253
152,legacy,2,2,0.0
152,legacy,2,3,0.0
152,legacy,2,4,0.5117922979879856
152,legacy,2,5,0.31399538610671035
152,legacy,2,6,0.21309791203350156
152,legacy,2,7,0.14358530356815868
152,legacy,2,8,0.08698155342091485
152,legacy,3,1,0.5618693433645018
152,legacy,3,2,0.07844847751585779
152,legacy,3,3,0.0
152,legacy,3,4,0.5110622522948112
152,legacy,3,5,0.0
152,legacy,3,6,0.20890214429459383
152,legacy,3,7,0.33855815682797175
152,legacy,3,8,0.1241596105767654
152,legacy,4,1,0.0
152,legacy,4,2,0.0
152,legacy,4,3,0.0
152,legacy,4,4,0.0
152,legacy,4,5,0.0
152,legacy,4,6,0.0
