oos_period,row_model,col_model,mu_matrice
150,1,1,0.0
150,1,2,0.2766353553922169
150,1,3,0.9488289877927885
150,1,4,-0.5678839495946923
150,1,5,0.6882631601485132
150,1,6,1.2282705080967202
150,1,7,0.5786274604301086
150,1,8,0.18813903038424154
150,2,1,-0.2766353553922169
150,2,2,0.0
150,2,3,0.8879680773916717
150,2,4,-1.2716646820614985
150,2,5,0.6106840031977439
150,2,6,0.4054092764543372
150,2,7,0.36397368759243565
150,2,8,-0.1508747969048659
150,3,1,-0.9488289877927885
150,3,2,-0.8879680773916717
150,3,3,0.0
150,3,4,-1.6240702287734847
150,3,5,-0.383568573279104
150,3,6,-0.555586435230194
150,3,7,-0.4032654462595759
150,3,8,-0.6063475010027437
150,4,1,0.5678839495946923
150,4,2,1.2716646820614985
150,4,3,1.6240702287734847
150,4,4,0.0
150,4,5,1.3853203007003327
150,4,6,1.8997783193088433
150,4,7,1.2426834131614632
150,4,8,0.9951724779774833
150,5,1,-0.6882631601485132
150,5,2,-0.6106840031977439
150,5,3,0.383568573279104
150,5,4,-1.3853203007003327
150,5,5,0.0
150,5,6,-0.13855648943594753
150,5,7,-0.168356187271474
150,5,8,-0.5314968036281107
150,6,1,-1.2282705080967202
150,6,2,-0.4054092764543372
150,6,3,0.555586435230194
150,6,4,-1.8997783193088433
150,6,5,0.13855648943594753
150,6,6,0.0
150,6,7,-0.15000278380076712
150,6,8,-0.6803628621117075
150,7,1,-0.5786274604301086
150,7,2,-0.36397368759243565
150,7,3,0.4032654462595759
150,7,4,-1.2426834131614632
150,7,5,0.168356187271474
150,7,6,0.15000278380076712
150,7,7,0.0
150,7,8,-0.40832544935604004
150,8,1,-0.18813903038424154
150,8,2,0.1508747969048659
150,8,3,0.6063475010027437
150,8,4,-0.9951724779774833
150,8,5,0.5314968036281107
150,8,6,0.6803628621117075
150,8,7,0.40832544935604004
150,8,8,0.0
151,1,1,0.0
151,1,2,0.33945530013955105
151,1,3,-0.06956884167654853
151,1,4,-0.7336888125390593
151,1,5,0.5664976797851791
151,1,6,0.918174561315901
151,1,7,-0.3396861616373306
151,1,8,0.2136236586769965
151,2,1,-0.33945530013955105
151,2,2,0.0
151,2,3,-0.4214850098222743
151,2,4,-1.183237128871816
151,2,5,0.2685039120697012
151,2,6,0.37124139978956316
151,2,7,-0.5438073098467541
151,2,8,-0.17249524788560053
151,3,1,0.06956884167654853
151,3,2,0.4214850098222743
151,3,3,0.0
