oos_period,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8
150,0.06126380225989201,0.07505234601626927,0.3737077496334272,0.05845644839855165,0.14186171413078574,0.1359459592465676,0.08598852780248455,0.06772345251202214
151,0.06388640938401999,0.13116792375508268,0.19334355932312666,0.052624075321674506,0.13155217094901123,0.30467724820972897,0.05871748219831725,0.06403113085903883
152,0.020770441528821872,0.25261889482290106,0.29159725514066254,0.018750000000000006,0.2743016663296099,0.09052455592907943,0.019874717758692678,0.0315624684902325
153,0.05515098254832123,0.12724426191243876,0.34259749455716626,0.05565898063211835,0.16227997573122238,0.08562363028141876,0.07850861669979262,0.09293605763752165
154,0.024032525012517934,0.020983656978868986,0.26046070638839913,0.04042283383226979,0.16470280368001067,0.0639647038029116,0.1537928578623797,0.27163991244264224
155,0.06191841373651576,0.059480294403043,0.11251108084259127,0.0963269667200518,0.08611634070744562,0.08921620051584336,0.20515798507970795,0.28927271799480125
156,0.07947829615042831,0.13794692120678484,0.09219515379484944,0.14594914649583823,0.24340825375149905,0.06384224813951275,0.17617830276871477,0.06100167769237257
157,0.052481994294937245,0.1814948363358512,0.26611643869051055,0.0748914054148777,0.26652296533169956,0.10495285027517487,0.018749999999999996,0.034789509656948936
158,0.09457705401590089,0.1663908650639538,0.055286322888022724,0.08503585178752748,0.3438712742402139,0.11389168820899165,0.056539468938305526,0.08440747485708402
159,0.02346901828629569,0.2977585448836748,0.029574344960722407,0.2863841260703203,0.2955077152226808,0.026441816103536422,0.01885500776404298,0.022009426708726538
160,0.07428384881334578,0.3815633651270777,0.06207090056149706,0.1606638056344354,0.12301231117615682,0.0597775547183505,0.06592689903308666,0.07270131493605003
161,0.06451405790373903,0.19804380115628173,0.05758630599436492,0.36551566386689316,0.11557495582281077,0.061110879836691695,0.06055103438548408,0.0771033010337346
162,0.07233512970587892,0.3858379525631036,0.07105929169321162,0.12407885620065302,0.1325629965732008,0.08616444720189192,0.05974528245139359,0.06821604361066647
163,0.08058310648713023,0.23598438983581319,0.07289660605684128,0.06287479770035936,0.3182327247882546,0.09023899101450561,0.05720921290081057,0.08198017121628516
164,0.1316539873965431,0.2895183892489813,0.04472331414613461,0.03164058544561,0.20008002712622835,0.24865053135056153,0.03498316528594107,0.018750000000000003
165,0.20689798018280547,0.08191890203736567,0.05431415960217345,0.20026659318758244,0.1349161791132319,0.20575976225861925,0.08303145349006691,0.03289497012815485
166,0.3362847714020118,0.15195445910509406,0.06839883155497391,0.174683302290413,0.054480256879301144,0.06129949400007295,0.0880608572049429,0.06483802756319021
167,0.18057616808498425,0.3538269434096553,0.11580700224393464,0.09645816954186158,0.07008140161105096,0.05769073358210855,0.06921546994264252,0.0563441115837622
168,0.300085563267513,0.2037056697594522,0.05456986162015335,0.08183575209885846,0.1418862418273122,0.05266983292309513,0.11461298874746745,0.050634089756148186
169,0.11443184194335654,0.3962459501891902,0.07171464044598122,0.15136896389377488,0.0649606348435573,0.07031910267733561,0.060851132161171634,0.07010773384563262
