replication,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
1,9.500349578254284,9.469259383704191,9.768593433409876,9.777529698568058,9.530800391555092,9.526537183750204,2.88817229464805,2.699790573287274,4.141863965816485,4.2418243545893315,2.547031033064665,2.5835779488419868,3.450158443225109,3.4529565753280616,8.026347205053925,0.8648515163315191,3.517704992725362,10.993749348549441
2,1.8333576998699137,1.8195665891550308,1.8412233498017743,1.8355089700743619,1.8309586760934145,1.813611610479088,2.390744689475042,2.558140763337357,0.8843235672068219,0.8257998684646998,3.013051796702034,3.0670582839499057,3.87057401781682,3.7691137583707865,2.7072477265380144,0.5469668309113629,3.736172992769507,0.6759481741632789
3,1.812251131614563,1.817132679203271,1.8118351657155654,1.8122868247352604,1.819519871708078,1.8203605555048405,2.3856875719729724,2.9271494790685346,0.9690921605629819,0.9784595268329794,3.486320089397953,3.4072815869053596,4.425670659500742,4.030566290130715,1.6873490896027927,0.5805608063137707,4.1281599698933675,0.9094548572200131
4,6.1746332461509565,6.152843502343274,6.284473134767546,6.282841149003841,6.123057955953553,6.099781797096287,2.4010449710919928,2.314447210823461,2.0332030534443666,1.9166641242018307,1.8843985963995844,1.7647039697764444,3.1791759598220515,2.9423343069308627,6.1834706245557705,0.6449095065422984,2.913343608609628,6.405616219038998
5,3.9507896838961893,3.9749997523136273,4.0158059285143874,4.036209783809066,3.957088467979884,3.966532511963625,1.9568217587605568,1.8822233189273339,0.7145743172211692,0.7225928056936599,1.6919399813461624,1.7821976786355098,2.412519855083637,2.496118992605039,4.601538020710459,0.5307758197981938,2.4120137856314225,1.0556113214495242
6,3.571326555100765,3.5524922348173353,3.7093247874019752,3.7103478300558375,3.585626296108725,3.5774453603469327,1.2123295386119173,1.1186970493360426,1.0497279996535918,0.989522542859181,0.9748022398652243,0.9354500864350325,1.82258665625322,1.5848460590867413,4.194512119507476,0.3782616384572674,1.5388231070909213,1.7923663888860426
7,5.197853927223901,5.202772875901444,5.2933873727335,5.297600224778609,5.183120728390553,5.174625265003298,1.9165567750762689,2.010225027303225,1.0938351427751816,1.1800740068327367,1.8131309587396351,1.9006203054674473,2.3064894123887054,2.477795224494165,5.960068392722793,0.6223172680259783,2.3812461344231166,3.8841713063792387
8,12.53384576483475,12.533887381307672,12.852204193203457,12.85718944663045,12.538191826916972,12.534393452863082,3.4713377741570706,3.409355092487736,7.751694081543834,7.728841596139284,3.4589228696000394,3.434728545212769,3.7125159372929293,3.500181333833471,11.36737025525286,0.7751080881783214,3.9591995870412333,17.5620252787005
9,1.916643811107268,1.9082756839323018,1.9236348256534597,1.9249956283796659,1.8952254104421002,1.8994134609434066,1.5804683778484867,1.520924868427936,1.0728700872974761,1.1312609619810878,1.3953878114253575,1.32887046765253,2.519530266726837,2.362675559575372,1.7484114152492036,0.4088526774546288,2.408209111849362,2.694332844975257
10,5.647666136761638,5.661828167178701,5.769310221512834,5.771630680470446,5.697075225213536,5.681927231981958,2.5216877711741357,2.2080276588571066,2.1446332668523778,2.203560246318699,2.692503597906926,2.5793573784942474,3.5944675067229603,3.06980759157197,7.381645396558855,0.6310280577557728,3.0877569542256476,3.7673214954669607
11,8.34925152791507,8.318642939291149,8.633844402686497,8.623040970398634,8.39007006427391,8.363885115243281,2.069843745488252,1.6630953167666116,2.087372395148706,1.9889258779846537,1.6167332041916653,1.499372504413868,2.385077289197185,2.157428930321607,9.302033526262814,0.5200602533390067,2.1542602872200964,4.48920891234786
12,11.303694962328375,11.31191917621088,11.724714678591425,11.731063483591804,11.281619502224375,11.275022276326007,4.7923391222327085,4.868284367731061,1.4309978832134738,1.3809705196055113,5.190534645474177,5.33810912856514,5.883759750473716,5.896066555891988,12.968561931830084,0.5318847153016331,6.129942391412036,7.69586600620986
13,4.363481679975638,4.324330182774663,4.596996575968062,4.581379804562162,4.3945009488247555,4.374138835808003,1.4611366302589934,1.272282873161465,0.5945411474955837,0.5529407735528274,1.6993224090055288,1.5193113773608133,1.8578864832607993,1.5949068854684652,6.550483728618306,0.43784465651472354,1.6179232732623257,0.5316161452952154
14,2.9112708618947023,2.944307797957411,3.022513517030252,3.0315907873301238,2.8926245443656398,2.9027183538423365,1.6778099288304589,1.4481898632179082,3.093490358864708,3.1399879179699086,1.428295089209982,1.4097699960569896,2.0516658324846406,1.8308250731873636,3.1377867658427734,0.49062956254008117,1.6875025437686126,7.640984287925652
15,5.361558528771394,5.38444729265572,5.403407817887134,5.4160267547298515,5.345758543469018,5.349941378504202,2.626989073963402,2.2773848783234274,2.302715269676542,2.3750775685936545,1.545616662344776,1.2122214248208822,2.583716766388592,2.704303788899866,4.882880358107267,0.6048371560231133,2.161362459226577,5.436440685163431
16,5.75980994065108,5.749014117374587,5.974926349046595,5.969220471753989,5.753525329738218,5.722075154881474,2.204532902933922,2.0466740957898555,1.896780655237742,1.8854048835711523,2.3713518475100743,2.137168369203423,2.9808847980731183,2.882768005491777,6.296972584166399,0.8536853567869236,2.9666899219750547,4.367952465728728
17,4.179597967177826,4.158510241409638,4.400842646392514,4.400001211453122,4.177521583274664,4.158945994918262,1.4637136660043593,1.4466991672075187,1.5818784799412473,1.6034901578281253,1.2500425497133683,1.44194880472112,1.7866684723203596,1.7115827040628095,4.164184394744555,0.5785021366682328,1.7762894455231533,5.682313040861957
18,1.236545696171303,1.2358738240245004,1.2734677193234805,1.2736729835871436,1.2397800648369268,1.2390435172290946,2.2164059271708916,2.2602740469362446,0.7445163468626852,0.742428760046543,1.9977790814981704,2.05454890495473,2.4259542984795024,2.5687577615401724,1.4235713981754337,0.4554602215274973,2.5237626787093066,0.4980261388409831
19,13.397432835893316,13.430427942359996,13.34170794010533,13.352536419319982,13.434231024707469,13.448747589446265,1.7602889259219843,1.8202309245211976,2.7872626574632373,2.9555197468170538,3.2420585773256825,3.224584481505515,4.092809956474723,4.045274195024727,14.454471646742768,0.5614226601772638,4.544015390192188,7.80754755538014
20,3.8461021598882494,3.859066651912958,3.776031448754833,3.772366343190131,3.8435482487131027,3.8179442270216275,2.0754876642173494,1.935492944028227,1.0839475547884254,1.0517081037109113,1.7749337073199127,1.8734465838240821,2.463283986645208,2.382960483262799,3.805493453406028,0.4593206298818181,2.4325193810923285,1.2756975893467457
