replication,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
1,0.8641591941976495,0.8613312058958977,0.8885588641056197,0.8893717137417959,0.866929023883172,0.8665412391820909,0.2627104005267197,0.2455750524859155,0.3767471710060956,0.38583964579369173,0.23167992577532237,0.23500426168826918,0.31382909813930066,0.3140836184138894,0.730082790737104,0.07866756726135042,0.31997318487065396,0.9999999999999091
2,2.712275541148727,2.6918729256199057,2.723912010085988,2.7154581375173144,2.7087264173132124,2.6830631101583795,3.536875726354145,3.784522040465842,1.308271256594741,1.2216911000398705,4.457518951696669,4.537416330389412,5.726140206832094,5.57603955810784,4.005111382814475,0.809184567422814,5.527306878798503,0.9999999999985206
3,1.9926784900046504,1.9980460434900693,1.99222111062436,1.9927177367252698,2.0006709044008146,2.0015952865074005,2.6232061471009436,3.218575892829816,1.0655747812752359,1.075874760648177,3.83341741672695,3.746509856813412,4.866289540774017,4.431848659807882,1.8553412257962554,0.6383613234941298,4.539158746710783,0.9999999999989004
4,0.9639405538841884,0.9605388914894114,0.9810879890193285,0.9808332148168318,0.9558889803222099,0.9522552692066297,0.37483434676513205,0.3613153101405011,0.31740943945422323,0.29921619695303553,0.2941791284339537,0.2754932405302481,0.4963107140843525,0.45933665182517397,0.965320183587658,0.10067876133842908,0.4548108267788555,0.9999999999998439
5,3.742655657072128,3.7655902997057167,3.804246740169701,3.8235756871789484,3.7486226109648157,3.7575691273499983,1.8537332055814557,1.7830647328989946,0.6769293798774976,0.6845254413345426,1.6028058310527151,1.6883086060374732,2.2854243849607196,2.3646193839367897,4.35912151300864,0.5028136862617676,2.2849449760704106,0.9999999999990526
6,1.99252037822376,1.9820123033121764,2.0695125786783217,2.070083356316312,2.0004985132170408,1.9959341920980354,0.6763848876705978,0.6241452954441361,0.5856659699501578,0.5520760425961893,0.543863266968826,0.5219078488834493,1.0168605412116338,0.8842199167051109,2.3402090920216536,0.21104035469675722,0.8585427157259085,0.999999999999442
7,1.3382143878890649,1.339480796677334,1.36280996773712,1.3638945882939395,1.3344212496180656,1.3322340486124613,0.49342745824008427,0.5175428344267871,0.2816135171428768,0.3038161589048138,0.46679994668652747,0.48932453168207074,0.5938176332748267,0.6379212009583809,1.5344504458216435,0.16021880059814667,0.6130641381629129,0.9999999999997425
8,0.7136902245571461,0.7136925942424337,0.7318178848535244,0.732101750372898,0.7139376938560028,0.7137214104835778,0.19766158623897248,0.19413222782582265,0.4413895298821128,0.44008828557561097,0.19695466865059572,0.19557701863567334,0.2113945218946539,0.1993039685507313,0.6472698948360324,0.04413546136494523,0.2254409456888089,0.9999999999999432
9,0.7113611871231735,0.7082553618014918,0.7139558979285691,0.714460959034417,0.7034117607168914,0.7049661531183778,0.5865898791217883,0.5644903417422202,0.3981950816870699,0.41986681938365217,0.5178973392345124,0.49320946746809236,0.9351221291848371,0.8769055998336361,0.6489218355145765,0.1517454230708573,0.8938053501220572,0.9999999999996289
10,1.4991197707856119,1.5028789483429559,1.5314090471050161,1.532024991074864,1.5122349478447867,1.508214055746833,0.6693582626828354,0.5861001407799508,0.5692726966446436,0.5849143082079811,0.7146997146768528,0.6846661166553428,0.9541175371008443,0.8148515053108446,1.959388229923801,0.16750045317738116,0.8196159945309099,0.9999999999997345
11,1.8598491829925876,1.8530309240918437,1.923244066217686,1.920837532572494,1.8689417730581908,1.8631089081722194,0.4610709338553061,0.3704651196320558,0.4649755526874207,0.44304596128586066,0.36013766250538615,0.3339948159439434,0.5312912220761979,0.4805810940067811,2.0720874674989833,0.11584674794448337,0.479875258488012,0.9999999999997772
12,1.468800905993667,1.4698695594598095,1.5235081625809401,1.5243331256189212,1.4659324230852868,1.465075180262576,0.622716029406581,0.6325843464273115,0.1859437108258646,0.1794431605866078,0.674457512810802,0.6936333252498265,0.7645351082938938,0.7661342532644975,1.6851335407040553,0.06911304262215345,0.796524054143476,0.9999999999998701
13,8.207955530666426,8.13430935278528,8.647210241153655,8.617834211956499,8.266304527632713,8.22800224280386,2.7484805403057337,2.3932359549624884,1.118365483735086,1.0401128303669747,3.1965214451089894,2.8579105258630855,3.4947894259787557,3.0001099469614236,12.321829926682138,0.823610532503217,3.04340507258451,0.999999999998119
