method,event_index,replication,seed,event_time,horizon,latent_risk
graph_only_softmax,0,0,42,200,36,0.32202781266197283
graph_only_softmax,0,0,42,200,37,0.3480481766452232
graph_only_softmax,0,0,42,200,38,0.4165636609408326
graph_only_softmax,0,0,42,200,39,0.46280302920260413
graph_only_softmax,0,0,42,200,40,0.40803677738016375
graph_only_softmax,0,0,42,200,41,0.3374536679267946
graph_only_softmax,0,0,42,200,42,0.32989141161007624
graph_only_softmax,0,0,42,200,43,0.371861691479703
graph_only_softmax,0,0,42,200,44,0.3547424970247647
graph_only_softmax,0,0,42,200,45,0.3763986780721141
graph_only_softmax,0,0,42,200,46,0.3331167042281868
graph_only_softmax,0,0,42,200,47,0.3453602624188657
graph_only_softmax,0,0,42,200,48,0.3198360058831073
graph_only_softmax,0,0,42,200,49,0.3456381341292902
graph_only_softmax,0,0,42,200,50,0.3201015406158375
graph_only_softmax,0,0,42,200,51,0.32327389278733554
graph_only_softmax,0,0,42,200,52,0.345862990707379
graph_only_softmax,0,0,42,200,53,0.3186820163035198
graph_only_softmax,0,0,42,200,54,0.6520282225328156
graph_only_softmax,0,0,42,200,55,0.29671162505184956
graph_only_softmax,0,0,42,200,56,0.30665036272610696
graph_only_softmax,0,0,42,200,57,0.3015040030030845
graph_only_softmax,0,0,42,200,58,0.30643520187370643
graph_only_softmax,0,0,42,200,59,0.382555191767444
graph_only_softmax,0,0,42,200,60,0.29909145942028786
graph_only_softmax,0,0,42,200,61,0.3002729417122513
graph_only_softmax,0,0,42,200,62,0.297721059146544
graph_only_softmax,0,0,42,200,63,0.3604560129326463
graph_only_softmax,0,0,42,200,64,0.33552000324739306
graph_only_softmax,0,0,42,200,65,0.2842868102138054
graph_only_softmax,0,0,42,200,66,0.3180428687007154
graph_only_softmax,0,0,42,200,67,0.34740356666741956
graph_only_softmax,0,0,42,200,68,0.3219507848299657
graph_only_softmax,0,0,42,200,69,0.33164890732196795
graph_only_softmax,0,0,42,200,70,0.2851465827666999
graph_only_softmax,0,0,42,200,71,0.4680373869773345
graph_only_softmax,0,0,42,200,72,0.27856911018416686
graph_only_softmax,0,0,42,200,73,0.28916362538117213
graph_only_softmax,0,0,42,200,74,0.27367284068112335
graph_only_softmax,0,0,42,200,75,0.2672739408145184
graph_only_softmax,0,0,42,200,76,0.27340624671968694
graph_only_softmax,0,0,42,200,77,0.2780078775163448
graph_only_softmax,0,0,42,200,78,0.2905148691523194
graph_only_softmax,0,0,42,200,79,0.2714871610431506
full_gcsr_eigenvector,0,0,42,200,0,0.3820551426891422
full_gcsr_eigenvector,0,0,42,200,1,0.39346103255446635
full_gcsr_eigenvector,0,0,42,200,2,0.3820480320805046
full_gcsr_eigenvector,0,0,42,200,3,0.36514464911423405
full_gcsr_eigenvector,0,0,42,200,4,0.36177185241862886
full_gcsr_eigenvector,0,0,42,200,5,0.3607614002278272
full_gcsr_eigenvector,0,0,42,200,6,0.3704729324307685
full_gcsr_eigenvector,0,0,42,200,7,0.3910541223821752
full_gcsr_eigenvector,0,0,42,200,8,0.3928116302842331
full_gcsr_eigenvector,0,0,42,200,9,0.3935206571203486
full_gcsr_eigenvector,0,0,42,200,10,0.3780253428224074
full_gcsr_eigenvector,0,0,42,200,11,0.3722531880861921
full_gcsr_eigenvector,0,0,42,200,12,0.38224203315641436
full_gcsr_eigenvector,0,0,42,200,13,0.3574917397161788
full_gcsr_eigenvector,0,0,42,200,14,0.3865362775085832
full_gcsr_eigenvector,0,0,42,200,15,0.3752637371700609
full_gcsr_eigenvector,0,0,42,200,16,0.38545991386538914
full_gcsr_eigenvector,0,0,42,200,17,0.37770106619569965
full_gcsr_eigenvector,0,0,42,200,18,0.37782034801774683
full_gcsr_eigenvector,0,0,42,200,19,0.3775511678610423
full_gcsr_eigenvector,0,0,42,200,20,0.37174412777000776
full_gcsr_eigenvector,0,0,42,200,21,0.36558976052422515
full_gcsr_eigenvector,0,0,42,200,22,0.3652708661682423
full_gcsr_eigenvector,0,0,42,200,23,0.35646163265760683
full_gcsr_eigenvector,0,0,42,200,24,0.36755889670058933
full_gcsr_eigenvector,0,0,42,200,25,0.3793619572881413
full_gcsr_eigenvector,0,0,42,200,26,0.37455867957630495
full_gcsr_eigenvector,0,0,42,200,27,0.38515632300808644
full_gcsr_eigenvector,0,0,42,200,28,0.3975255126568218
full_gcsr_eigenvector,0,0,42,200,29,0.4092818016111981
full_gcsr_eigenvector,0,0,42,200,30,0.3999982532126015
full_gcsr_eigenvector,0,0,42,200,31,0.3319417137716387
full_gcsr_eigenvector,0,0,42,200,32,0.3295119347960076
full_gcsr_eigenvector,0,0,42,200,33,0.32827777386658036
full_gcsr_eigenvector,0,0,42,200,34,0.35850416554582865
full_gcsr_eigenvector,0,0,42,200,35,0.3339464264353307
