method,event_index,event_time,horizon,excess_risk
bates_granger_mv,0,150,5,0.04141560504015124
bates_granger_mv,0,150,6,0.06458290470542832
bates_granger_mv,0,150,7,0.06695760333413403
bates_granger_mv,0,150,8,0.08113611033405232
bates_granger_mv,0,150,9,0.05734423623286167
bates_granger_mv,0,150,10,0.05357105014902519
bates_granger_mv,0,150,11,0.04819968054091389
bates_granger_mv,0,150,12,0.04681564916351966
bates_granger_mv,0,150,13,0.053511024666829776
bates_granger_mv,0,150,14,0.04029045841890677
bates_granger_mv,0,150,15,0.0785602419444642
bates_granger_mv,0,150,16,0.06938416638933048
bates_granger_mv,0,150,17,0.07463056849848143
bates_granger_mv,0,150,18,0.07874032741606252
bates_granger_mv,0,150,19,0.11506336885210955
bates_granger_mv,0,150,20,0.10797381326473848
bates_granger_mv,0,150,21,0.09145521760692765
bates_granger_mv,0,150,22,0.10187160892643343
bates_granger_mv,0,150,23,0.09855305418403926
bates_granger_mv,0,150,24,0.09426448444265662
var_error,0,150,0,0.17501912791054702
var_error,0,150,1,0.15585089104264982
var_error,0,150,2,0.15720663789476252
var_error,0,150,3,0.155739966883907
var_error,0,150,4,0.1330082548223105
var_error,0,150,5,0.10319700249974822
var_error,0,150,6,0.09948158159365672
var_error,0,150,7,0.09764300627071021
var_error,0,150,8,0.0938924542940981
var_error,0,150,9,0.09690483062701305
var_error,0,150,10,0.08601729363826427
var_error,0,150,11,0.08196055691932341
var_error,0,150,12,0.08256107441910326
var_error,0,150,13,0.08762473837223778
var_error,0,150,14,0.07943975484675159
var_error,0,150,15,0.07621068167562822
var_error,0,150,16,0.07031701535143459
var_error,0,150,17,0.06974005782120468
var_error,0,150,18,0.0676791280105451
var_error,0,150,19,0.059430163954025894
var_error,0,150,20,0.05420651961865264
var_error,0,150,21,0.05597861448025865
var_error,0,150,22,0.05346931918248787
var_error,0,150,23,0.05374500602980925
var_error,0,150,24,0.04075889524496046
recent_best,0,150,0,1.6622387159550196
recent_best,0,150,1,0.8271941257245337
recent_best,0,150,2,0.8271941257245337
recent_best,0,150,3,0.8271941257245337
recent_best,0,150,4,0.8271941257245337
recent_best,0,150,5,0.8271941257245337
recent_best,0,150,6,0.8271941257245337
recent_best,0,150,7,0.8271941257245337
recent_best,0,150,8,0.8271941257245337
recent_best,0,150,9,0.8271941257245337
recent_best,0,150,10,0.7496293985262015
recent_best,0,150,11,0.8271941257245337
recent_best,0,150,12,0.8271941257245337
recent_best,0,150,13,0.8271941257245337
recent_best,0,150,14,0.8271941257245337
recent_best,0,150,15,0.8271941257245337
recent_best,0,150,16,0.8272491335949237
recent_best,0,150,17,0.8272491335949237
recent_best,0,150,18,1.5451013581742772
recent_best,0,150,19,0.8272491335949237
recent_best,0,150,20,0.8272491335949237
recent_best,0,150,21,0.8271941257245337
recent_best,0,150,22,0.8271941257245337
recent_best,0,150,23,0.9530420827448836
recent_best,0,150,24,0.9530420827448836
equal,0,150,0,0.0886890426642798
equal,0,150,1,0.0886890426642798
equal,0,150,2,0.0886890426642798
equal,0,150,3,0.0886890426642798
equal,0,150,4,0.0886890426642798
equal,0,150,5,0.0886890426642798
equal,0,150,6,0.0886890426642798
equal,0,150,7,0.0886890426642798
equal,0,150,8,0.0886890426642798
equal,0,150,9,0.0886890426642798
equal,0,150,10,0.0886890426642798
equal,0,150,11,0.0886890426642798
equal,0,150,12,0.0886890426642798
equal,0,150,13,0.0886890426642798
equal,0,150,14,0.0886890426642798
equal,0,150,15,0.0886890426642798
equal,0,150,16,0.0886890426642798
equal,0,150,17,0.0886890426642798
equal,0,150,18,0.0886890426642798
equal,0,150,19,0.0886890426642798
equal,0,150,20,0.0886890426642798
equal,0,150,21,0.0886890426642798
equal,0,150,22,0.0886890426642798
equal,0,150,23,0.0886890426642798
equal,0,150,24,0.0886890426642798
