Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.8692170637360729,0.9037794750117822,0.9302813286226211,0.9072828997578053
pagerank,0.881622942479647,0.9056144652267136,0.9325368799701088,0.9030337656402627
softmax,0.8781102725258666,0.907008733035622,0.9329257440434408,0.905577744650618
