graph_only_eigenvector,full_gcsr_eigenvector_rolling,graph_only_pagerank,full_gcsr_pagerank_rolling,graph_only_softmax,full_gcsr_softmax_rolling,full_gcsr_eigenvector_ewma,full_gcsr_pagerank_ewma,full_gcsr_softmax_ewma,full_gcsr_eigenvector_shrinkage,full_gcsr_pagerank_shrinkage,full_gcsr_softmax_shrinkage,full_gcsr_eigenvector_diagonal,full_gcsr_pagerank_diagonal,full_gcsr_softmax_diagonal
4.491234784218377,0.5716163747827608,1.0081711839555603,0.5411537642795975,0.5699658068368875,0.7599496738331638,0.22691548673221792,0.3597842058836674,0.5754808089491101,0.7212766040283107,0.8867190732110205,0.9487707196246122,1.2550788505573376,1.5315993060622823,1.0576104553773369
0.02451886897007634,0.21263873504407277,0.6115001285376334,0.48079024847084595,0.16596400564902533,0.30920465868256974,0.446496144443774,0.79802950625597,0.5135903552078404,0.36626641665815296,0.5274789244552732,0.2207856322661239,0.30008226929632453,0.5798856929622889,0.12641156151191246
0.1590295660405184,0.517261356825203,0.11885561045464445,0.517261356825203,0.2597553303077011,0.517261356825203,0.3001115132082212,0.30514608026881024,0.3030109640373864,0.4607321675648161,0.46513983798045994,0.46367929181142375,0.27303770479372363,0.31935583534805695,0.2507657333591195
0.5074747836823864,1.7632308625128017,0.7619992041120024,1.7401072543586529,1.1230342657050034,2.0115844313456166,2.3966581403889626,2.3466094402301394,2.1916021191706774,1.089978234384281,1.103319664000191,1.7977659390649197,0.6145946755652417,0.6609480687652386,1.3757984383452404
0.02747382550479934,0.06925262431372563,0.2602124947650663,0.12038086642533824,0.028584316442301937,0.10217198495356489,0.36113487663373595,0.302442245080001,0.18896111813030672,0.021487016516308625,0.06491038926623866,0.0013226185359856302,0.22558125288670755,0.3322939093799451,0.1527280515927088
1.622126352009853,0.39569122177887717,1.4582289387354228,0.23596637083491206,0.8513571429590242,0.4045278229506097,0.27471372843541536,0.27471372843541536,0.27471372843541536,0.6708284319805919,0.41206811800641446,0.4033622747120867,0.48900201967266116,0.31674053910396127,0.5008216398835799
0.013341352145389033,0.0008699252151920441,0.017336048293821675,0.00016183398546419149,0.07008532355875421,0.003138824470853125,0.0006655537564681315,0.0007371239508235458,0.0006655537564681315,0.008712837962307991,0.00867407429503968,0.018853842310447975,0.01940418432844488,0.01954866100205655,0.05333590137451929
0.03374644716323158,0.034071412206933084,0.07386548876449221,0.037500864750423066,0.14952157417768874,0.04245501762477717,0.03499530056379167,0.03499530056379167,0.03499530056379167,0.00861083200031104,0.020007197364749426,0.06526379878822229,0.05051659653103082,0.06540763921590638,0.13449580949161613
0.06874525266062002,5.173809236423913e-05,0.002114604291832403,0.005033717180113051,0.046159713319922496,0.025628643243354707,0.0019642782697689765,0.0019642782697689765,0.0019642782697689765,0.0005949315942416693,3.851697228580734e-05,0.02172649525126604,0.002581889188166976,0.0011431284992016036,0.011035681628450773
1.4852871550869045,1.34608732573664,0.8332112727908383,1.4294934063468687,0.5384063046908263,1.4048634278169057,1.5907568002778507,1.5907568002778507,1.5925746640472898,1.0991789894300212,1.0982840088971455,1.1535871738619494,0.8142635540218113,0.9850394432145196,0.8440076314415791
