Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,1.1103751085750473,1.2397980680470624,1.1904471316555671,1.153127244884186
pagerank,1.1134711914400057,1.2295952983130238,1.1895653778768516,1.1462124306978718
softmax,1.1281930148822257,1.258023891345246,1.1905618555717363,1.1451699500297465
