Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.19279261397150388,0.06819378878925005,0.13426739520824796,0.13764405070715757
pagerank,0.18926230420727444,0.0697508940526757,0.14614843684106626,0.1444722210132707
softmax,0.1927336986996493,0.06787731635575481,0.12966169468092983,0.1303780488629711
