Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,1.073570963780872,1.2433941057837354,1.2016205148255747,1.1824431700021363
pagerank,1.0841906165875517,1.2494424300396936,1.220014915773109,1.1760834284101254
softmax,1.0869106377222164,1.2431320243184145,1.195768986196526,1.1707809560317737
