Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.8668693565256541,0.9580499555521372,1.0188992552249447,0.9493753043159068
pagerank,0.8994895558533262,0.9653406182289564,1.0163326238993307,0.9355200034642583
softmax,0.8870278299631386,0.9640658517041655,1.0141096610719165,0.9388857782967688
