Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.9653280518278644,0.9488017674242659,0.9470771935251242,0.9486697810845899
pagerank,0.9907037408831042,0.947998628497633,0.9495516500471951,0.9437836146103857
softmax,0.9723044350320343,0.9481534173405941,0.943731445727337,0.9414149033596415
