Source,Source_Type,Method,Family,Centrality,Cov_Method,Mean_Loss,Median_Loss,Std_Loss,Total_Loss,Rel_MSFE,MCS_pvalue,In_MCS,Elimination_Step,Rank
simulation_1A,simulation,full_gcsr_eigenvector_diagonal,full_gcsr,eigenvector,diagonal,0.3460770605510324,0.1504358961326785,0.45251542208755435,51.911559082654854,1.1103751085750473,1.0,True,0,1
simulation_1A,simulation,full_gcsr_pagerank_diagonal,full_gcsr,pagerank,diagonal,0.34704203468351474,0.15276221148528377,0.4351038283939891,52.05630520252721,1.1134711914400057,1.0,True,0,2
simulation_1A,simulation,full_gcsr_softmax_diagonal,full_gcsr,softmax,diagonal,0.35163047091870114,0.16707308202101373,0.4409957697143073,52.74457063780517,1.1281930148822257,1.0,True,0,3
simulation_1A,simulation,full_gcsr_softmax_shrinkage,full_gcsr,softmax,shrinkage,0.35692177091961647,0.18311374752457854,0.4645671619842911,53.538265637942466,1.1451699500297465,1.0,True,0,4
simulation_1A,simulation,full_gcsr_pagerank_shrinkage,full_gcsr,pagerank,shrinkage,0.3572466869254958,0.18522862490843084,0.4619776453381894,53.58700303882438,1.1462124306978718,1.0,True,0,5
simulation_1A,simulation,full_gcsr_eigenvector_shrinkage,full_gcsr,eigenvector,shrinkage,0.35940186723292117,0.1884104287094196,0.4701040181321193,53.91028008493818,1.153127244884186,1.0,True,0,6
simulation_1A,simulation,graph_only_softmax,graph_only,softmax,not_used,0.36524355750326704,0.14841616608469732,0.5013252685247397,54.78653362549005,1.1718700863134017,1.0,True,0,7
simulation_1A,simulation,full_gcsr_pagerank_rolling,full_gcsr,pagerank,rolling,0.37075875182145657,0.1931318674403938,0.477350860924562,55.613812773218484,1.1895653778768516,1.0,True,0,8
simulation_1A,simulation,full_gcsr_eigenvector_rolling,full_gcsr,eigenvector,rolling,0.3710335731440088,0.1952683658583273,0.4800607716505856,55.65503597160132,1.1904471316555671,1.0,True,0,9
simulation_1A,simulation,full_gcsr_softmax_rolling,full_gcsr,softmax,rolling,0.3710693298134227,0.18787082728982527,0.4854811833635262,55.66039947201341,1.1905618555717363,1.0,True,0,10
simulation_1A,simulation,full_gcsr_pagerank_ewma,full_gcsr,pagerank,ewma,0.38323510966814894,0.2293778810161642,0.47368101817661623,57.48526645022234,1.2295952983130238,1.0,True,0,11
simulation_1A,simulation,full_gcsr_eigenvector_ewma,full_gcsr,eigenvector,ewma,0.38641506618173327,0.21171175621176858,0.48323546311433885,57.96225992725999,1.2397980680470624,1.0,True,0,12
simulation_1A,simulation,full_gcsr_softmax_ewma,full_gcsr,softmax,ewma,0.39209561440768587,0.2266945675325852,0.4888500686249593,58.81434216115288,1.258023891345246,1.0,True,0,13
simulation_1A,simulation,graph_only_pagerank,graph_only,pagerank,not_used,0.40133517647859474,0.19164254709480297,0.5594771843142362,60.20027647178921,1.287668675432744,1.0,True,0,14
simulation_1A,simulation,graph_only_eigenvector,graph_only,eigenvector,not_used,0.7370011342844934,0.34624336125003785,1.140233387128356,110.55017014267402,2.364640156149281,0.0,False,1,15
