Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.9536669107522631,0.9596992005264405,0.9792523018103949,0.9601765121129182
pagerank,0.9317962345634783,0.9641171844287225,0.9792831721263712,0.9570119752044562
softmax,0.9183215380230353,0.957323024343779,0.9533272860915414,0.9396283417949549
