Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.9593744285842098,0.9586172673815281,0.9647637094977871,0.9535609013161132
pagerank,0.9616557803283436,0.9592656989960376,0.9664665737809693,0.9517440805683388
softmax,0.9450379275337784,0.9549117565675073,0.9494121457670728,0.9428358980936637
