Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,1.1024772758272867,1.0094614568867257,1.1061723461987707,1.11382472887964
pagerank,1.121701044310077,1.0139430854992186,1.0906230454601866,1.1128807446157878
softmax,1.0956861813621028,1.0019445814545287,1.1345265226960946,1.1426739900318301
