Source,Source_Type,Method,Family,Centrality,Cov_Method,Mean_Loss,Median_Loss,Std_Loss,Total_Loss,Rel_MSFE,MCS_pvalue,In_MCS,Elimination_Step,Rank
simulation_2A,simulation,graph_only_softmax,graph_only,softmax,not_used,0.5637043441374555,0.30799730101901635,0.7239829100779285,84.55565162061832,1.141336296119439,1.0,True,0,12
simulation_2A,simulation,graph_only_pagerank,graph_only,pagerank,not_used,0.572641036011687,0.28279006737114876,0.7391435451457934,85.89615540175306,1.159430481323747,1.0,True,0,14
simulation_2A,simulation,graph_only_eigenvector,graph_only,eigenvector,not_used,1.124435681041771,0.5419873800970063,1.608319926243464,168.66535215626567,2.276653122814706,0.0,False,1,15
