Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.9686686157984349,0.9523644256627977,0.9615529471084318,0.9499129731939361
pagerank,0.9928803353784421,0.9552505902352247,0.9555863048733143,0.9514118036025059
softmax,0.9749586040748367,0.949191466168153,0.9451080621274449,0.9423733272102831
