Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.9536874558358165,0.959701263891328,0.9792562967022796,0.9602031859463546
pagerank,0.9318009842583234,0.9641181913767907,0.9792870730784389,0.9570183446735808
softmax,0.9183219492942795,0.9573231902775337,0.9543802205280126,0.9395397070251635
