graph_only_eigenvector,full_gcsr_eigenvector_rolling,graph_only_pagerank,full_gcsr_pagerank_rolling,graph_only_softmax,full_gcsr_softmax_rolling,full_gcsr_eigenvector_ewma,full_gcsr_pagerank_ewma,full_gcsr_softmax_ewma,full_gcsr_eigenvector_shrinkage,full_gcsr_pagerank_shrinkage,full_gcsr_softmax_shrinkage
0.0403614931390603,0.0117340412275135,0.010784845600093,0.0151592723983922,0.0628459592397171,0.0117260750522191,0.0171313786858019,0.0228857871289893,0.0182928192199777,0.0144376399507499,0.0171378598645409,0.0137645032379222
0.8189966081901858,0.4653323895096068,0.3510098909738907,0.4385961778321861,0.2705089515690986,0.4293281774388446,0.1279596189387642,0.1082872959433773,0.1014262002480791,0.432410612300909,0.4093955345888099,0.4000466656486786
0.0620213720631006,0.1384662635837156,0.122560004532122,0.1518930145140515,0.175212448105155,0.1557578137825835,0.0497227330767144,0.0572690175967227,0.057945823496628,0.1495591870765908,0.1606308906114816,0.1636755599403186
0.0254721727316354,0.0052595364768168,0.1861916373411333,0.0119995980279876,0.1131187408189993,0.01126320665128,0.0006502408622685,0.0033118613013184,0.0025403920363776,0.0110850918546256,0.0194929995484601,0.0183808190182755
0.7090084366460219,1.9848658143998903,2.297951982553296,2.114534453257882,2.0254470432726266,2.1102780369963434,2.304989877221743,2.4227858360757804,2.407111564068319,2.0528638643265387,2.1729951120965545,2.166325631915306
0.5805744026137449,0.6632743752678346,0.0124341879440562,0.7660974579831681,1.1631417210841403e-05,0.7404612562003087,0.6676391998689402,0.8019976387658255,0.7619169997058257,0.6177440350135048,0.7187683358533394,0.693840336844746
2.429452249176819,1.755565412688146,1.939304631376405,1.7245914034483043,1.76123698463687,1.7234996166970449,2.041020268633119,1.9976956540194744,1.9894524185326097,1.7801006732611315,1.745670328783749,1.7444892393285132
1.629457126592616,0.3947625454693979,1.061985422837307,0.3561889793500414,6.107181554551322,0.4203222504840827,0.0405147321954352,0.0309123615039527,0.0490651320432558,0.3955064183199564,0.360296014749546,0.4194563991296538
1.0108855674152644,0.6842682616865099,0.7077893935033241,0.6741548240993901,0.5367880937565348,0.6826030436389675,0.6663722676863644,0.6407613478040657,0.6504913670112926,0.7317810975660421,0.7211871132750994,0.7293979971487441
1.9192482246430025,0.5851766756696095,0.5569788532236296,0.5114808173995838,0.1947640181803234,0.4699550216150793,0.4056969190011017,0.3622283959467257,0.3414315633374905,0.4605552095409631,0.401762875681842,0.3732579276878416
0.0407482672640243,0.09886511004971,0.0584367807232221,0.0928684903832918,0.0559283098912344,0.093380109322343,0.1000758285544456,0.1047127579643747,0.1043605188265729,0.0856233036025374,0.0905734556169368,0.0899433013960605
1.1999385411330092,1.3807497714721382,1.3467613423873583,1.384760845937665,1.743528592509456,1.409385803417765,1.2094130580430804,1.2004776727867943,1.2154885781317963,1.45735102614851,1.4601810146428322,1.4830850776873843
0.022754657021298,0.0548116044800226,0.1649804992153056,0.0589601876986615,0.1139610097675983,0.0500721172805473,0.1025511675610071,0.1166678046564943,0.1092860691647126,0.0554122819621458,0.0600567066366562,0.0532677925969164
0.1079175987261575,0.309063093214513,0.1458552572960929,0.3051031038422384,0.1650063738228536,0.3075976241621238,0.228781744011519,0.2272640956211613,0.2324245631734527,0.3134788710972529,0.3102689621155516,0.3127112755427665
0.4543606597050628,0.9236348893248796,0.6180222034224497,0.933339575333679,0.6910449712597035,0.9407388803073304,0.7172078265434414,0.7315118261219942,0.7396311631312944,0.9056234656132448,0.9179812630240768,0.923807624414466
0.0214643669607546,0.288722869253102,0.0202522559705953,0.2895296632743565,0.073727276296925,0.3016433023221749,0.0943611338195612,0.0955749317919837,0.1018441963480417,0.2762780066398724,0.2769627948827222,0.287384560234892
0.1331284362974457,0.0325929812360557,0.1390890593389984,0.0411511279418771,0.1978763845651469,0.0468688907937309,0.0203395222347917,0.0341399909553358,0.0398667852680296,0.0525570334457973,0.0711346491147005,0.0743038644242306
0.2349102401578324,0.2192442135139541,0.0103665914960159,0.2720378179177252,0.0047499906555799,0.2733318219989718,0.065521058244003,0.0711322336911889,0.0738236857719652,0.2479562599792912,0.2983612907272537,0.3009939632565133
0.0001818176193322,0.0018032133036838,0.0704425222991233,0.0037975686978386,0.0617168981226454,0.0027118868538299,0.0010025371869549,0.0022316673289328,0.00237547020409,0.0116307403036643,0.0155286559982389,0.0137938408433837
0.9187759397172997,0.3302597095706588,0.3144521165424999,0.3050892755998442,0.0710749012185297,0.2794598068100887,0.1354221628342215,0.1024620373451566,0.0927582334567352,0.388621969910625,0.3635298848635857,0.3413569504206901
0.0600544537963441,1.1623856025089134,0.4179056752070343,1.2721123664945797,0.1734074529514473,1.2763218780997423,0.3949783861279114,0.3951393040720206,0.376498976498862,1.3058505287012188,1.3997443149774431,1.4040061696590769
0.0613396937725427,0.0464754874017454,0.0203419661340852,0.0426336248723496,0.0655073025913787,0.045273264887328,0.0430670989224396,0.0408514837653432,0.0424011024758657,0.0470236559612656,0.0421141924606144,0.044764047604664
1.954644980984965,0.4964734528753603,0.5825617670265144,0.4528862496693301,0.6898277752658796,0.4761947607751166,1.043513987426543,0.9747087366212364,0.9793289529241428,0.4877878790455169,0.4219513033740636,0.4327456779906773
1.0198884886466166,1.1306861784613562,0.5306403314482985,1.0625960844888196,0.5357646559102442,1.0674304675058972,0.8830102511265693,0.7940866778290869,0.8000038239165337,1.085480915542581,1.0302612353176384,1.0354002125700126
0.1953476055474146,0.0001583794551339,0.0066364374244676,0.0026426744001087,0.082244483305341,0.0037320529119282,0.0267597183992423,0.0501494500279056,0.0540925116212109,0.0001301870880265,0.0032843831523871,0.0043757949561018
0.0255748610578715,0.0159410986532191,0.0587729220986278,0.0202817788299509,0.0614043913126353,0.0215507943683607,0.0227754249842532,0.0233734411021701,0.0243163384710606,0.0275221975947156,0.032365975581839,0.0338383869237086
1.5413617004207474,0.3774932349518692,0.3243195703820869,0.3365040878339503,0.3069479128444619,0.3350784780616432,0.9039983595131136,0.8325045464244785,0.8287714033807521,0.3489939145726463,0.2950063434473354,0.2942652331985723
0.2572980920505356,0.3535395768436212,0.6347338372105752,0.3923684986827563,0.830948279990675,0.405726675189389,0.5585880455579468,0.6082269722248032,0.6252421250103753,0.4446355983624562,0.4903306699551163,0.5032877064450438
1.2339527069273024,1.3279084243697117,0.771793392514257,1.3373837873194483,0.6681138814628856,1.340067985229762,0.7013974501593799,0.6919500082264013,0.6925864949180754,1.2783849782997616,1.2566917062855028,1.256374604638614
0.5226358224015217,0.0006646611617408,0.0018580675887036,0.0015224727124861,0.1833897985237341,0.0052495076548332,0.0969244025929529,0.0759259309536251,0.0624278922318197,0.0003783550262887,0.0059288815698757,0.0112511261822639
5.646159245720411,1.1539868640069002,0.8777487020576522,0.8804138764786656,1.2908119797185975,0.9116619307814054,1.5330698039700532,1.213261484075172,1.2476659019026306,1.122968887247729,0.8968270257579022,0.9245947523246176
0.7583697837220632,0.4741477532931759,0.0083443733519305,0.5439018967425377,0.3557515262670409,0.497873305058513,0.3426202050507294,0.3886558743168923,0.3595564463305967,0.406490303001553,0.4681748299055208,0.4263272645901449
