Method,Mean_Loss,Median_Loss,Std_Loss,Total_Loss,Rel_MSFE
equal,0.4938985521218058,0.26298618783430083,0.6142111600852258,74.08478281827087,0.9999999999979753
bates_granger_mv,0.5461210036047836,0.2882011962243689,0.6970834232586522,81.91815054071753,1.105735178322598
full_gcsr_pagerank,0.5496501884499939,0.29182694253174135,0.6869951561959365,82.4475282674991,1.1128807446135736
full_gcsr_eigenvector,0.5501164209111441,0.2804201311948936,0.6618738367765765,82.51746313667161,1.1138247288774397
graph_only_softmax,0.5637043441374554,0.30799730101901657,0.7239829100779281,84.5556516206183,1.141336296117128
full_gcsr_softmax,0.5643650292239606,0.2735825434270603,0.7419927622366255,84.6547543835941,1.1426739900295024
graph_only_pagerank,0.572641036011687,0.28279006737114876,0.7391435451457932,85.89615540175306,1.1594304813213996
var_error,0.6494971935166528,0.2728372938326439,0.9595551882224871,97.42457902749791,1.31504170385816
graph_only_eigenvector,1.1244356810417704,0.5419873800970063,1.608319926243462,168.66535215626556,2.2766531228100955
recent_best,1.253334173739268,0.6961907567096515,1.6511263347921068,188.0001260608902,2.5376348409048015
rs_selection_v2,1.5803524253461483,0.8486146479364451,2.1254255714850316,237.05286380192223,3.199751079556112
rs_selection,1.7285288495764124,0.9296775729214498,2.276097817976227,259.27932743646187,3.4997649662002273
