oos_period,row_model,col_model,cov_matrice
20,1,1,0.5594483684210527
20,1,2,0.580219298245614
20,1,3,0.5381140350877194
20,1,4,0.6055701754385966
20,2,1,0.580219298245614
20,2,2,0.9956852105263155
20,2,3,0.7560526315789476
20,2,4,0.8484210526315789
20,3,1,0.5381140350877194
20,3,2,0.7560526315789476
20,3,3,0.9083167894736843
20,3,4,0.8264912280701753
20,4,1,0.6055701754385966
20,4,2,0.8484210526315789
20,4,3,0.8264912280701753
20,4,4,1.141158894736842
21,1,1,0.48450099999999996
21,1,2,0.5173026315789474
21,1,3,0.4649089354745833
21,1,4,0.5453947368421053
21,2,1,0.5173026315789474
21,2,2,0.9266062631578948
21,2,3,0.6882132768368202
21,2,4,0.7980263157894737
21,3,1,0.4649089354745833
21,3,2,0.6882132768368202
21,3,3,0.8125492015167136
21,3,4,0.7663432946782893
21,4,1,0.5453947368421053
21,4,2,0.7980263157894737
21,4,3,0.7663432946782893
21,4,4,1.0931588947368418
22,1,1,0.3931588947368421
22,1,2,0.43135964912280694
22,1,3,0.361965202200658
22,1,4,0.4287280701754386
22,2,1,0.43135964912280694
22,2,2,0.8571325789473684
22,2,3,0.5821292692541886
22,2,4,0.687609649122807
22,3,1,0.361965202200658
22,3,2,0.5821292692541886
22,3,3,0.648638368547704
22,3,4,0.6140852549814695
22,4,1,0.4287280701754386
22,4,2,0.687609649122807
22,4,3,0.6140852549814695
22,4,4,0.8925010000000001
23,1,1,0.3329220526315789
23,1,2,0.3669736842105264
23,1,3,0.2994505300329167
23,1,4,0.3475219298245615
23,2,1,0.3669736842105264
23,2,2,0.7630536315789472
23,2,3,0.511019433541974
23,2,4,0.5889912280701752
23,3,1,0.2994505300329167
23,3,2,0.511019433541974
23,3,3,0.5788223567723513
23,3,4,0.5249659983652851
23,4,1,0.3475219298245615
23,4,2,0.5889912280701752
23,4,3,0.5249659983652851
23,4,4,0.7436588947368421
24,1,1,0.36976415789473677
24,1,2,0.3452412280701755
24,1,3,0.2608331935773903
24,1,4,0.30941269736842103
24,2,1,0.3452412280701755
24,2,2,0.6278694210526317
24,2,3,0.3879014837946711
24,2,4,0.46906857456140344
24,3,1,0.2608331935773903
24,3,2,0.3879014837946711
24,3,3,0.42495721117896124
24,3,4,0.40028329801433865
24,4,1,0.30941269736842103
24,4,2,0.46906857456140344
