oos_period,model,centrality_score
20,1,0.996771113155046
20,2,0.0031798124439125696
20,3,4.6491508662213084e-05
20,4,2.582891379198143e-06
21,1,0.9999426103975849
21,2,5.232542750065719e-05
21,3,4.391258231646792e-06
21,4,6.729156828628713e-07
22,1,0.0007111764603473226
22,2,4.281452282608996e-05
22,3,0.9992458905367274
22,4,1.184790991488292e-07
23,1,0.9967824806956064
23,2,0.002464618392146728
23,3,0.0007527901450503917
23,4,1.107661964653504e-07
24,1,6.346081283732334e-08
24,2,0.9996015139281502
24,3,0.000124554924771262
24,4,0.00027386768526571165
25,1,3.6811472986013075e-06
25,2,4.96062535114117e-05
25,3,0.0007269875437043766
25,4,0.9992197250544855
26,1,9.073184510601255e-08
26,2,9.85018717404942e-06
26,3,0.9887884991582446
26,4,0.01120155992173609
27,1,0.0651525244623354
27,2,1.8560464829690442e-06
27,3,0.9348437634436986
27,4,1.8560464829690442e-06
28,1,0.9966784597922157
28,2,1.0578176806438201e-07
28,3,3.35127025833367e-05
28,4,0.003287921722432937
29,1,0.0012404170536005896
29,2,1.4295423490789192e-07
29,3,0.9985099239410913
29,4,0.00024951605007312054
30,1,0.008020947467384264
30,2,0.08481883523483892
30,3,0.5969888765375991
30,4,0.3101713407591776
31,1,4.846842473043544e-07
31,2,0.000752080054526733
31,3,0.9991255407546349
31,4,0.00012189450559093646
32,1,4.5769570453930795e-06
32,2,0.9538649112150048
32,3,0.04612593486983695
32,4,4.5769571128857845e-06
33,1,0.8912132347351852
33,2,0.00013657876597969194
33,3,0.10865018622351376
33,4,2.743213064108754e-10
34,1,0.0003423559532294669
34,2,0.7749855354435822
34,3,0.22467159357077174
34,4,5.150314164899918e-07
35,1,1.0694339225617205e-07
35,2,0.021600712516245905
35,3,0.1894046994549449
35,4,0.7889944810844168
36,1,0.002350808122565519
36,2,0.9976483182189804
36,3,6.989434075044379e-07
36,4,1.7471404671646067e-07
37,1,0.00042637157665782353
37,2,0.9621577499667199
37,3,0.037408452259554824
37,4,7.426196067521392e-06
38,1,3.574545626598494e-05
38,2,3.3323852899346424e-05
38,3,0.999929938384598
38,4,9.923052365644837e-07
39,1,1.2303506970793387e-05
39,2,0.004351209679890611
39,3,0.9953737211673256
39,4,0.0002627656448128294
40,1,1.7175421441941262e-06
40,2,0.648826625485926
40,3,0.1509457943950356
40,4,0.20022586257589411
41,1,0.3105013953027555
41,2,2.024179916084027e-05
41,3,0.00017570294016247835
41,4,0.6893026599569212
42,1,0.00043192529134253023
42,2,8.757198211346424e-06
42,3,1.8462336132996759e-06
42,4,0.9995574712758328
43,1,2.9392058734373146e-07
43,2,0.06574787303288562
43,3,0.018983141366562418
43,4,0.9152686916789645
44,1,0.054856302555208375
44,2,0.00932997092709243
44,3,1.763885313874669e-05
44,4,0.9357960876635605
45,1,0.818758148117621
45,2,0.04660054348870633
45,3,0.0008150560106495302
45,4,0.13382625238202295
46,1,0.16139745317739507
46,2,0.04713123553392529
46,3,0.6897993078563599
46,4,0.10167200343131964
47,1,0.0023181584976138528
47,2,0.0012148887069487863
47,3,0.9964649816121305
47,4,1.971182306807075e-06
48,1,1.0486571683593012e-05
48,2,6.379626038001332e-07
48,3,0.9999883706286802
48,4,5.04836032416472e-07
49,1,0.009974543628006097
49,2,0.00028489431723773695
49,3,0.9897228611796971
49,4,1.7700874059037364e-05
50,1,0.00016346702919348846
50,2,0.007634995411577708
50,3,1.2837105939460772e-08
50,4,0.9922015247211229
